placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/Pediatrics+of+Sugar+Land/data=!4m7!3m6!1s0x8640e6bb47174df3:0x84a7327bb99248f7!8m2!3d29.5995204!4d-95.6172167!16s%2Fg%2F1v27vwv7!19sChIJ800XR7vmQIYR90iSuXsyp4Q,Pediatrics of Sugar Land,4.9,545,Pediatrician,"2343 Town Ctr Dr #2, Sugar Land, TX 77478, United States","H9XM+R4 Sugar Land, Texas, USA",https://pediatricsofsugarland.com/,+1 281-265-8800,Closes soon · 5 pm · Opens 8 am Wed,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMfYklYmp699zfY0e3djmjTxUGxIj-LLVA-Kkhh=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:42:47.327Z,,
https://www.google.com/maps/place/Sugar+Land+Pediatric+Clinic/data=!4m7!3m6!1s0x8640e69116826719:0x98746e98d0ae04f5!8m2!3d29.5865345!4d-95.649147!16s%2Fg%2F1trsyd53!19sChIJGWeCFpHmQIYR9QSu0JhudJg,Sugar Land Pediatric Clinic,4.8,216,Pediatric clinic,"13440 University Blvd #150, Sugar Land, TX 77479, United States","H9P2+J8 Sugar Land, Texas, USA",http://www.sugarlandpediatricclinic.com/,+1 281-207-9191,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMjsJ6paUX29SJH-HyDJc40ZcNyGjvGCgTog1qe=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:42:51.862Z,,
"https://www.google.com/maps/place/GENTLE+PEDIATRICS,+PLLC./data=!4m7!3m6!1s0x8640e2140befa3b1:0xdfad755e4e27be6c!8m2!3d29.5805149!4d-95.6526103!16s%2Fg%2F1tqcllv0!19sChIJsaPvCxTiQIYRbL4nTl51rd8","GENTLE PEDIATRICS, PLLC.",4.8,1068,Pediatrician,"6909 Brisbane Ct Ste 100, Sugar Land, TX 77479, United States","H8JW+6X Sugar Land, Texas, USA",https://gentlepediatrics.com/,+1 832-222-5437,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPSLzhBZk5qeq9ENEe3LD8GRitiLZueax4JlG-o=w408-h550-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:42:56.577Z,,
https://www.google.com/maps/place/Blue+Fish+Pediatrics+Sugar+Land/data=!4m7!3m6!1s0x8640e3d62d432bd9:0x36db9d1a0fed0782!8m2!3d29.5641565!4d-95.6922311!16s%2Fg%2F11mv198fcd!19sChIJ2StDLdbjQIYRggftDxqd2zY,Blue Fish Pediatrics Sugar Land,4.9,67,Pediatric clinic,"17520 W Grand Pkwy S Suite 430, Sugar Land, TX 77479, United States","H875+M4 Sugar Land, Texas, USA",http://bluefishmd.com/locations/sugar-land,+1 281-305-5970,Closes soon · 5 pm · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOFizqOgnEroAXR52DBV2JRNtfrgcPXtMNpwDP9=w408-h272-k-no,true,"8:30 am–12 pm, 1:30–5 pm","8:30 am–12 pm, 1:30–5 pm","8:30 am–12 pm, 1:30–5 pm","8:30 am–12 pm, 1:30–5 pm",Closed,Closed,"8:30 am–12 pm, 1:30–5 pm","https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:00.798Z,,
https://www.google.com/maps/place/Pediatric+Center+Sugar+Land/data=!4m7!3m6!1s0x8640e10d29bac7d5:0xe0b7e9630e07a890!8m2!3d29.607576!4d-95.661916!16s%2Fg%2F1vbnpsyv!19sChIJ1ce6KQ3hQIYRkKgHDmPpt-A,Pediatric Center Sugar Land,4.4,136,Pediatric clinic,"6410 Hwy 90 Alt Suite B, Sugar Land, TX 77498, United States","J85Q+26 Sugar Land, Texas, USA",https://pediatriccenter.com/pediatric-center-sugar-land/,+1 281-341-9696,Closes soon · 5 pm · Opens 9 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNszCSzAKmLmIm4_QdrVIaWE5ZE9-2Bq5fW_Uqe=w408-h333-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:05.054Z,,
https://www.google.com/maps/place/Sugar+Land+Pediatrics/data=!4m7!3m6!1s0x8640e7554d5c687b:0xc11080c4fffb70e9!8m2!3d29.5676366!4d-95.5727837!16s%2Fg%2F11jr3bwffj!19sChIJe2hcTVXnQIYR6XD7_8SAEME,Sugar Land Pediatrics,4.8,123,Medical clinic,"4502 Riverstone Blvd #204, Missouri City, TX 77459, United States","HC9G+3V Missouri City, Texas, USA",https://www.sugarlandpediatricstx.com/,+1 832-581-7474,Closes soon · 5 pm · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMAHxF89tAa5hxDpucu2y6OI36oVx1LY9cjl-8H=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,12:30–2 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:09.424Z,,
https://www.google.com/maps/place/Texas+Children%27s+Pediatrics+Sugar+Land/data=!4m7!3m6!1s0x8640e6edd3d0b4f1:0x835ea8561e659b69!8m2!3d29.6061864!4d-95.6166132!16s%2Fg%2F1tm12_52!19sChIJ8bTQ0-3mQIYRaZtlHlaoXoM,Texas Children's Pediatrics Sugar Land,3.4,147,Pediatrician,"15400 Southwest Fwy #300, Sugar Land, TX 77478, United States","J94M+F9 Sugar Land, Texas, USA",https://www.texaschildrens.org/locations/texas-childrens-pediatrics/sugar-land,+1 281-491-3636,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0xLJcL4UflrcQK0zE24fxKpfJpYRlmDPhZiVJI-2T9rqEjBaNzSO3FMIluc62B-lP2dpWUzMbfc9uk1Qkiza6H8FPeMuk979TMKSq6zQ7TX0t9Z4MldBdXGDWa3zTf96bf6Qg=w532-h240-k-no,true,"8 am–12 pm, 1:15–5 pm","8 am–12 pm, 1:15–5 pm","8 am–12 pm, 1:15–5 pm","8:30 am–12 pm, 1:15–5 pm",Closed,Closed,"8 am–12 pm, 1:15–5 pm","https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:13.787Z,,
https://www.google.com/maps/place/Colony+Pediatrics+-+Newborns*+Infants*+Children*+Adolescents*All+insurance+Accept/data=!4m7!3m6!1s0x8640e6745dea6171:0xd52ed8824aac3d96!8m2!3d29.5835586!4d-95.5852378!16s%2Fg%2F1tddb729!19sChIJcWHqXXTmQIYRlj2sSoLYLtU,Colony Pediatrics - Newborns* Infants* Children* Adolescents*All insurance Accept,3.8,102,Pediatrician,"4427 Hwy 6 Suite J, Sugar Land, TX 77478, United States","HCM7+CW Sugar Land, Texas, USA",http://www.colonypediatric.com/,+1 281-565-8188,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqOr1X2mnlmrjjMNZZfBlGcislD-FqRyHJTgLRIv6_ys9cdYs6WRDCFCoB1hYQyWcFq2Zw0VOWiinxavQaQNiviXcb7gIwlcuqeXQaiouLCpemnaChkK-ByEj-VmjayoI9F7SdNA=w425-h240-k-no,true,9 am–6 pm,9 am–6 pm,10 am–7 pm,9 am–6 pm,10 am–12 pm,Closed,9 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:18.264Z,,
https://www.google.com/maps/place/Sugar+Land+NeoPeds+Care/data=!4m7!3m6!1s0x8640e6ad85f10621:0x9b553485f6ec641f!8m2!3d29.5654322!4d-95.6887983!16s%2Fg%2F11bw228114!19sChIJIQbxha3mQIYRH2Ts9oU0VZs,Sugar Land NeoPeds Care,4.4,141,Pediatrician,"17402 W Grand Pkwy S Suite 450, Sugar Land, TX 77479, United States","H886+5F Sugar Land, Texas, USA",http://www.sugarlandneopedscare.org/,+1 832-939-9070,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHofDK9l06VMYTebeExVMMffDPxGV8KDALdtAR9V2gLOHfQyOc3qvrx0ZpD5YQwX67bsIRsggUkjpIuXO_du_aug3IHd3CjbrVWo5bQFm7jvxrnS5-E0stXwyua7Irm9U5qtOS=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:22.645Z,,
https://www.google.com/maps/place/Physicians+at+Sweetwater+Pediatrics/data=!4m7!3m6!1s0x8640e6a4ba67b317:0x13f2bb8a96f6b0d9!8m2!3d29.5882318!4d-95.6308817!16s%2Fg%2F1tdv_87j!19sChIJF7NnuqTmQIYR2bD2loq78hM,Physicians at Sweetwater Pediatrics,4.0,42,Pediatrician,"16659 Southwest Fwy STE 301, Sugar Land, TX 77479, United States","H9Q9+7J Sugar Land, Texas, USA",https://paspediatrics.com/,+1 281-265-2272,Closes soon · 5 pm · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepE9zGJoMTOG6jBo1gPVWHyrgCda3By_vJGwHwYPYycPQNd7UL30oUuBsSL7gaU_kX8z6uOqJS3AIzsSVBOOJh1Zr8GlWK9RzPAKbyj2hWrniWMTvpbjU80eSVy6DOxPh22JrDsHw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Sugar+Land+HOU+TX/@29.5984434,-95.6225521,14z",2026-02-10T22:43:26.978Z,,
