placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,error,info
https://www.google.com/maps/place/Baton+Rouge+Parking+LLC/data=!4m7!3m6!1s0x8626a3b7bbb88a67:0x411c57d8958b0679!8m2!3d30.4483786!4d-91.1886801!16s%2Fg%2F1tk6_w8x!19sChIJZ4q4u7ejJoYReQaLldhXHEE,Baton Rouge Parking LLC,1.6,34,Parking garage,"Baton Rouge, LA 70801, United States","CRX6+9G Baton Rouge, Louisiana, USA",http://www.downtownbatonrouge.org/,+1 225-344-7275,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Pwk6_F9uzAVF3PMhpVLSgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.09836&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:10.433Z,,,,,,,,,,
https://www.google.com/maps/place/Baton+Rouge+Metropolitan+AirportParking+Garage/data=!4m7!3m6!1s0x86269f6587b6764f:0xb43a765f39d06ccc!8m2!3d30.5324514!4d-91.1581665!16s%2Fg%2F1tt1t11r!19sChIJT3a2h2WfJoYRzGzQOV92OrQ,Baton Rouge Metropolitan AirportParking Garage,4.0,22,Parking garage,"3202 Sally Ride Ave, Baton Rouge, LA 70807, United States","GRJR+XP Baton Rouge, Louisiana, USA",https://www.flybtr.com/parking-transportation/parking-options,+1 225-355-2978,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwI6v8BJhaGp81A_dl6WcoFQ0wdID4Oa0nlGZUkRhLeO1CmFcqeHpaccCAB7B9Hr2n6IIkaIvkrlJjAPgo_hoj_nwL15jKyPIZqBzy3FiLJ4XMScRP48lI9yIlDNn1u_adM9KO=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:16.880Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Mudiea+Parking+Services/data=!4m7!3m6!1s0x8626a142fb4b1107:0xa668d133d5a01f07!8m2!3d30.4509911!4d-91.1467995!16s%2Fg%2F1tx47dpq!19sChIJBxFL-0KhJoYRBx-g1TPRaKY,Mudiea Parking Services,,,Valet parking service,"4149 Florida Blvd, Baton Rouge, LA 70806, United States","FV23+97 Baton Rouge, Louisiana, USA",http://mpsvalet.com/,+1 225-929-7753,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fnh9JipdEiRCVBlRa1XJKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.45572&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:22.586Z,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x8626a0c11147bd99:0x2551d91b058fa1ad!8m2!3d30.4498691!4d-91.1899379!16s%2Fg%2F11g6njc5_h!19sChIJmb1HEcGgJoYRraGPBRvZUSU,Metropolis,2.6,35,Parking garage,"301 Lafayette St, Baton Rouge, LA 70801, United States","CRX6+W2 Baton Rouge, Louisiana, USA",https://parking.com/baton-rouge/lot/301-lafayette-st?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 225-344-4142,"Open 24 hours

Confirmed by this business 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzb9ImrLlyYLbVMBOetSBpyoatJ3z10pCar3pKP9wk35yqh4KvqeQX-VUnC6br_nt9RxwdKEQAL64hSR0Zxp-4N22UQ87Lh8RNom3VlB6elZvbvoMWuD2p64-qHjtMdu7LsK58=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:28.094Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Perkins+Rowe+Free+Garage+Parking/data=!4m7!3m6!1s0x8626a500d61b6cab:0x3bf100b259d31d5f!8m2!3d30.3788736!4d-91.0958245!16s%2Fg%2F11g_lgcfb!19sChIJq2wb1gClJoYRXx3TWbIA8Ts,Perkins Rowe Free Garage Parking,4.3,3,Valet parking service,"10202 Perkins Rowe, Baton Rouge, LA 70810, United States","9WH3+GM Baton Rouge, Louisiana, USA",http://www.perkinsroweshops.com/,+1 225-767-2000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nj7mPHkgHatot8GFX25QcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=227.83583&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:30.997Z,,,,,,,,,,
https://www.google.com/maps/place/Employee+Parking+-+OMC+Baton+Rouge/data=!4m7!3m6!1s0x8626bd0c83126d9b:0xf1d109eb3523e15!8m2!3d30.4426047!4d-91.0013062!16s%2Fg%2F11sx55d7mz!19sChIJm20Sgwy9JoYRFT5Ss54QHQ8,Employee Parking - OMC Baton Rouge,,,Parking lot,"Baton Rouge, LA 70816, United States","CXVX+2F Baton Rouge, Louisiana, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uhPFF2_iPL5zqukAgQKVwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.26996&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:33.667Z,,,,,,,,,,
https://www.google.com/maps/place/Premium+Parking+-+P3202/data=!4m7!3m6!1s0x8626a76d18beab7b:0x2c31e702cfb5c516!8m2!3d30.4176855!4d-91.1777515!16s%2Fg%2F11j4b465k9!19sChIJe6u-GG2nJoYRFsW1zwLnMSw,Premium Parking - P3202,2.5,2,Parking lot,"185 W State St, Baton Rouge, LA 70802, United States","CR9C+3V Baton Rouge, Louisiana, USA",https://www.premiumparking.com/p3202,+1 844-236-2011,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pErdws17YX8566Vg1BwphQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.78151&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:38.409Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x86269f66142c98fd:0xa194c36221208385!8m2!3d30.5330296!4d-91.1583848!16s%2Fg%2F11cmzrd14q!19sChIJ_ZgsFGafJoYRhYMgIWLDlKE,SP+ Parking,4.1,22,Parking garage,"Eddie Duffard Dr And, Amelia Earhart Ave, Baton Rouge, LA 70807, United States","GRMR+6J Baton Rouge, Louisiana, USA",https://parking.com/baton-rouge/lot/metropolitan-airport?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 225-355-2978,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxxLelSiaqIGkK5irIK-IxrG9C4AIMxXk3877cQji6_pkOABXe0Oer2oClvKxadD_FN0LSYUBagOafvUU41NtYhNcyG3hY25sLbhHqdK1Po70loqMAWyO-ZafOmPXcDWOQ4XTxP=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:43.804Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x8626a0c10b547daf:0x209edf6918714624!8m2!3d30.4466183!4d-91.1871307!16s%2Fg%2F1thq11wv!19sChIJr31UC8GgJoYRJEZxGGnfniA,SP+ Parking,3.0,2,Parking garage,"300 America St, Baton Rouge, LA 70801, United States","CRW7+J4 Baton Rouge, Louisiana, USA",https://parking.com/baton-rouge/lot/one-american-place?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 225-344-4142,"Open ⋅ Closes 7 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM_F1So82fEYs1HKiTyyJhq-0h4ehc2co074tJH=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:49.349Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x8626a1bee75c1ad1:0xfae6e8104e86b125!8m2!3d30.4506005!4d-91.188578!16s%2Fg%2F11wmthn69g!19sChIJ0Rpc576hJoYRJbGGThDo5vo,Metropolis,,,Parking garage,"255 Laurel St, Baton Rouge, LA 70801, United States","FR26+6H Baton Rouge, Louisiana, USA",https://parking.com/national/lot/255-laurel-st?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-LA,+1 225-344-4142,"Open 24 hours

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pH1Gvm-kK6QLU2bjjf8LJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.92377&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2025-10-28T18:31:54.507Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
