placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,isBlackOwned,error
"https://www.google.com/maps/place/USA+Vein+Clinics+-+West+Valley+City/@40.6916132,-112.0010501,14z/data=!4m6!3m5!1s0x87528dce6436dc35:0xa99496e6fe058afc!8m2!3d40.6956438!4d-112.0062312!16s%2Fg%2F11hxzpf1jn",USA Vein Clinics - West Valley City,4.6,,Medical clinic,"3550 S 4800 W, West Valley City, UT 84120, United States","MXWV+7G West Valley City, Utah, USA",https://www.usaveinclinics.com/company/locations/utah/office/west-valley-city/,+1 385-386-4466,,https://lh3.googleusercontent.com/p/AF1QipOLcYkHZMt5Hj3CQ2lJoSS37asZ91c2nGlyuYdd=w408-h408-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2025-12-16T22:26:32.488Z,,,,,,,,,,
"https://www.google.com/maps/place/DFS+Vein,+Vascular+%26+Lymphedema/data=!4m7!3m6!1s0x874d9b3776595189:0x67f1f14837b84ca5!8m2!3d40.3136723!4d-111.7136807!16s%2Fg%2F11lv_p4_qc!19sChIJiVFZdjebTYcRpUy4N0jx8Wc","DFS Vein, Vascular & Lymphedema",4.9,86,Medical clinic,"700 W 800 N Suite 310, Orem, UT 84057, United States","877P+FG Orem, Utah, USA",http://www.dfsveins.com/,+1 801-797-0097,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzp0X0vDJYyLMrM9g1Dg6JgLBhaggDkbX59UNJ5tYhYDE9dC4F-KoeZiVhsLS08LpgU38AlxbupKDsVfaFbHUdiCKg8odjh7Jf_cnMfGOZa0uN9tpgvVxsLiA4EBTsOnRL4EMQ=w408-h544-k-no,true,8:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:26:47.406Z,8:30 am–6 pm,8:30 am–6 pm,8:30 am–1:30 pm,Closed,Closed,8:30 am–6 pm,,,,
https://www.google.com/maps/place/IVC+Interventional+Vascular+%26+Vein+Center/data=!4m7!3m6!1s0x874d90a70fd9abe5:0xb8a77b365e73bc43!8m2!3d40.2478214!4d-111.6646128!16s%2Fg%2F1tr7d8d7!19sChIJ5avZD6eQTYcRQ7xzXjZ7p7g,IVC Interventional Vascular & Vein Center,4.6,177,Medical clinic,"1055 N 300 W Suite 104, Provo, UT 84604, United States","68XP+45 Provo, Utah, USA",https://www.ivein.com/,+1 801-379-6700,Closes soon · 4 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNfC63hhbT1O6tXDEhqOD36i2gkCZV_yLozRwcb=w426-h240-k-no,true,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:26:52.356Z,8 am–4 pm,8 am–4 pm,Closed,Closed,Closed,8 am–4 pm,,,,
https://www.google.com/maps/place/Utah+Valley+Clinic+-+Vascular+Surgery/data=!4m7!3m6!1s0x874d91967dc29a5b:0x2d928901e85a060!8m2!3d40.2486826!4d-111.6654165!16s%2Fg%2F11gjp7h_ws!19sChIJW5rCfZaRTYcRYKCFHpAo2QI,Utah Valley Clinic - Vascular Surgery,4.6,38,Vascular surgeon,"395 West Cougar Blvd #503, Provo, UT 84604, United States","68XM+FR Provo, Utah, USA",https://intermountainhealthcare.org/locations/utah-valley-clinic/vascular-surgery?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-357-1620,"Open · Closes 5 pm

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eBDnNkhJiWZH6NMdpPIAGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.14931&pitch=0&thumbfov=100,true,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:26:56.626Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/DFS+Advanced+Wound+Care+Center+%26+Diabetic+Foot+Solutions+Clinic/data=!4m7!3m6!1s0x874d9baa84e00cf1:0xfd0f135d70020a75!8m2!3d40.300071!4d-111.705616!16s%2Fg%2F11v0tnbx2b!19sChIJ8QzghKqbTYcRdQoCcF0TD_0,DFS Advanced Wound Care Center & Diabetic Foot Solutions Clinic,4.9,193,Medical clinic,"157 N 400 W St B7, Orem, UT 84057, United States","872V+2Q Orem, Utah, USA",https://dfsmedical.com/,+1 801-797-0097,"Open · Closes 6 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMaS3bTHHmrc-ieNjSTyvkJ-Vlwopgr8oxLkXBO=w911-h240-k-no,true,8:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:00.988Z,8:30 am–6 pm,8:30 am–6 pm,8:30 am–1:30 pm,Closed,Closed,8:30 am–6 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Xage+Medical+Spa/data=!4m7!3m6!1s0x874d907bac272657:0x6233e3255bcf02db!8m2!3d40.2819618!4d-111.6575741!16s%2Fg%2F1tdwfdh_!19sChIJVyYnrHuQTYcR2wLPWyXjM2I,Xage Medical Spa,4.9,112,Medical spa,"3650 N University Ave Ste 250, Provo, UT 84604, United States","78JR+QX Provo, Utah, USA",https://xagemedicalspa.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,+1 801-373-3376,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNgy5GPyungFlx7FxfkN1Hiq7ig70VYVqli6xOP=w408-h272-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:05.480Z,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,9 am–5 pm,,,,
https://www.google.com/maps/place/Timpanogos+Regional+Hospital/data=!4m7!3m6!1s0x874d8527f45a65ef:0x669e2313b229d262!8m2!3d40.313354!4d-111.7140358!16s%2Fm%2F03csh8r!19sChIJ72Va9CeFTYcRYtIpshMjnmY,Timpanogos Regional Hospital,4.4,2840,Hospital,"750 W 800 N, Orem, UT 84057, United States","877P+89 Orem, Utah, USA",https://www.mountainstar.com/locations/timpanogos-regional-hospital?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 801-714-6000,,https://lh3.googleusercontent.com/p/AF1QipNfV0TYhdNgeRn6B8qOq_I3gfgmHbhhPf4-CDkw=w426-h240-k-no,true,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:09.836Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,,
https://www.google.com/maps/place/The+Rose+Clinic/data=!4m7!3m6!1s0x874d9006356a3fb3:0xcd2722cef4531ed8!8m2!3d40.3115959!4d-111.6740084!16s%2Fg%2F1wn344by!19sChIJsz9qNQaQTYcR2B5T9M4iJ80,The Rose Clinic,4.9,652,Plastic surgery clinic,"920 E 800 N # 101, Orem, UT 84097, United States","886G+J9 Orem, Utah, USA",https://www.theroseclinic.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=rose-clinic,+1 801-742-8439,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMeepyCAoeddU1D6BS3SCafw8SOy52QpYZ7xW2x=w408-h615-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:14.197Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Arlene+Johnston,+DNP/data=!4m7!3m6!1s0x874da5b82542d0fb:0xae90707e5c3a279d!8m2!3d40.2999074!4d-111.7056156!16s%2Fg%2F11h1mk514p!19sChIJ-9BCJbilTYcRnSc6XH5wkK4","Arlene Johnston, DNP",4.8,26,Family practice physician,"153 N 400 W St # B6, Orem, UT 84057, United States","77XV+XQ Orem, Utah, USA",http://www.healthandvitalityutah.com/,+1 801-921-2260,Open · Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u7EoyiJvjQ7HMXmwbBsTCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.86975&pitch=0&thumbfov=100,true,8:30 am–5:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:18.638Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–1 pm,Closed,Closed,8:30 am–5:30 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Tellica+Imaging+-+Orem/data=!4m7!3m6!1s0x874d9bfcd4e4811b:0xcaa2651607c8c81d!8m2!3d40.2729138!4d-111.6889241!16s%2Fg%2F11sm91bq9t!19sChIJG4Hk1PybTYcRHcjIBxZloso,Tellica Imaging - Orem,4.9,1328,Medical diagnostic imaging center,"256 E University Pkwy, Orem, UT 84058, United States","78F6+5C Orem, Utah, USA",https://tellicaimaging.com/,+1 801-357-3255,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLGGkvhaCoFQBz6MO4TQfSIEk6ENzb0V2ZTm2tDDYechCAp0r_petkBdB9MAofCbD8zSE7IMgO6WXdIGc2uJfuuWmtKaJ46XM-_vb9SdEDC0xyGbU8VhZCycB5IfjdKXttuoOoUQ=w408-h306-k-no,true,7 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Orem+UT/@40.2968979,-111.6946475,14z",2025-12-16T22:27:22.957Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,,,,
