placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho/data=!4m7!3m6!1s0x53545f233b37e23f:0xe037ea12c65f4614!8m2!3d43.4669953!4d-111.995119!16s%2Fg%2F1td76779!19sChIJP-I3OyNfVFMRFEZfxhLqN-A,Pain & Spine Specialists of Idaho,3.9,125,Pain control clinic,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F283+QX Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/?utm_source=Google_My_Business&utm_medium=Organic&utm_campaign=SERPs_and_Maps,+1 208-522-7246,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOds-93IaeiT-3INseDMhlrKZQUb59OtB5OSvUBpNE7XNjg85AZTB-FR0vWeNUhSPGVku1aSEc24cZoNHDEbLQEjuCPCdXfhBrHM3GzaDUdASXdqvOFNL-Q-OyvqUjf_0bg6Re=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:01.426Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Jason+M.+Poston,+MD/data=!4m7!3m6!1s0x53545f23c8419b5d:0x630fee592b044ad8!8m2!3d43.4670601!4d-111.9948477!16s%2Fg%2F1v8x1vy8!19sChIJXZtByCNfVFMR2EoEK1nuD2M","Pain & Spine Specialists of Idaho: Jason M. Poston, MD",4.4,20,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+R3 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/idaho-falls-pain-management-physician-jason-m-poston-md/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.760506&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:07.653Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Daric+Russell,+DO/data=!4m7!3m6!1s0x53545f02e7a650c3:0xad14f5b517de53fc!8m2!3d43.4671311!4d-111.9949922!16s%2Fg%2F11fmdmt_h1!19sChIJw1Cm5wJfVFMR_FPeF7X1FK0","Pain & Spine Specialists of Idaho: Daric Russell, DO",5.0,5,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+V2 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-physician-daric-russell-do/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.29461&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:12.414Z,,,
"https://www.google.com/maps/place/Daniel+P.W.+Smith,+DO/data=!4m7!3m6!1s0x53545f2375e75381:0x8dc2c8f83cd68ded!8m2!3d43.4673843!4d-111.9885559!16s%2Fg%2F11fy578byw!19sChIJgVPndSNfVFMR7Y3WPPjIwo0","Daniel P.W. Smith, DO",4.6,15,Pain management physician,"3302 Valencia Dr STE 201, Idaho Falls, ID 83404, United States","F286+XH Idaho Falls, Idaho, USA",https://www.binghammemorial.org/daniel-pw-smith-do,+1 208-535-3626,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2IQhpTJev0Tz-k-iTiHsxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.45413&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:17.350Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Jake+Poulter,+MD/data=!4m7!3m6!1s0x53545f06ab0fbed9:0xcb96114d7558ea5!8m2!3d43.4671311!4d-111.9949922!16s%2Fg%2F11h4nhhw07!19sChIJ2b4PqwZfVFMRpY5V1xRhuQw","Pain & Spine Specialists of Idaho: Jake Poulter, MD",4.3,4,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+V2 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-physician-jake-poulter-md/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.29461&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:22.019Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Ryan+Williams,+PA-C/data=!4m7!3m6!1s0x53545f02eafc6c05:0xbe94ce7b68ebb0af!8m2!3d43.4671311!4d-111.9949922!16s%2Fg%2F11h_6_s73k!19sChIJBWz86gJfVFMRr7DraHvOlL4","Pain & Spine Specialists of Idaho: Ryan Williams, PA-C",3.5,2,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+V2 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-ryan-williams-pa-c/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.29461&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:26.902Z,,,
https://www.google.com/maps/place/Idaho+Pain+Group/data=!4m7!3m6!1s0x53545f63c721d631:0x2bb31c24bff1268e!8m2!3d43.4674715!4d-111.988539!16s%2Fg%2F11f9zzbrmc!19sChIJMdYhx2NfVFMRjibxvyQcsys,Idaho Pain Group,,,Pain control clinic,"3302 Valencia Dr, Idaho Falls, ID 83404, United States","F286+XH Idaho Falls, Idaho, USA",https://www.binghamhealthcare.org/physician-specialties/pain-management,+1 208-535-3626,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOGnJLMyQcWwApHuA1W7oZWIvpRjUsKWHScPDin=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:31.640Z,,,
"https://www.google.com/maps/place/David+D.+Byrd,+MD/data=!4m7!3m6!1s0x53545ff383b0f45d:0x9ca85a2afce6154e!8m2!3d43.4674036!4d-111.9884056!16s%2Fg%2F11syz9xwg3!19sChIJXfSwg_NfVFMRThXm_CpaqJw","David D. Byrd, MD",4.8,44,Doctor,"3302 Valencia Dr STE 201, Idaho Falls, ID 83404, United States","F286+XJ Idaho Falls, Idaho, USA",https://binghamhealthcare.org/doctor/david-d-byrd-md-mph/,+1 208-782-3701,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipMQzAwMf-FxiR2SAeVD7UoCPzNq8iikLmc2vwoM=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:36.445Z,,,
https://www.google.com/maps/place/Rocky+Mountain+Spine+%26+Sport/data=!4m7!3m6!1s0x53545f245c00448f:0x8e98fddb9d339cdb!8m2!3d43.4737987!4d-111.9901245!16s%2Fg%2F1tsr2wf5!19sChIJj0QAXCRfVFMR25wzndv9mI4,Rocky Mountain Spine & Sport,4.4,106,Pain control clinic,"2635 Channing Way, Idaho Falls, ID 83404, United States","F2F5+GX Idaho Falls, Idaho, USA",https://rmspineandsport.com/about/locations/idaho-falls/,+1 208-535-4343,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNDiqzYZjRUiOfw9AUyFXDgPQSNrrylcL75uP3b=w533-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:41.341Z,,,
"https://www.google.com/maps/place/Pain+%26+Spine+Specialists+of+Idaho:+Travis+Allen,+PA-C/data=!4m7!3m6!1s0x53545f77c5344213:0x545d3377c123b708!8m2!3d43.4671311!4d-111.9949922!16s%2Fg%2F11fn70ksgk!19sChIJE0I0xXdfVFMRCLcjwXczXVQ","Pain & Spine Specialists of Idaho: Travis Allen, PA-C",2.7,3,Pain management physician,"3385 Potomac Way, Idaho Falls, ID 83404, United States","F284+V2 Idaho Falls, Idaho, USA",https://www.idahopainrelief.com/about-us/idaho-falls-pain-management-travis-allen-pa-c/,+1 208-522-7246,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=riqCLBWj6pBR2Kh0FY0aeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.29461&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Idaho+Falls+ID+ID/@43.4926602,-112.0407506,14z",2026-01-28T19:42:46.196Z,,,
