placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error
https://www.google.com/maps/place/AZ+Pain+Doctors/data=!4m7!3m6!1s0x872b73906c04c1b5:0x957f3b40ae423b1d!8m2!3d33.5815745!4d-111.9771992!16s%2Fg%2F11h4v904t4!19sChIJtcEEbJBzK4cRHTtCrkA7f5U,AZ Pain Doctors,4.8,73,Pain control clinic,"10565 N Tatum Blvd, Paradise Valley, AZ 85253, United States","H2JF+J4 Paradise Valley, Arizona, USA",https://azpaindoctors.com/,+1 602-795-8700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7wbeT5mFgz-Yfyob4MxjVw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.1209&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:27.828Z,,,,,,,,,,
https://www.google.com/maps/place/Center+for+Pain+and+Supportive+Care/data=!4m7!3m6!1s0x872b68675e8bfacb:0x5365a07dec136b89!8m2!3d33.5815672!4d-111.9819109!16s%2Fg%2F1tdmkyy0!19sChIJy_qLXmdoK4cRiWsT7H2gZVM,Center for Pain and Supportive Care,4.7,340,Pain control clinic,"4611 E Shea Blvd Building 3, Suite 190, Phoenix, AZ 85028, United States","H2J9+J6 Phoenix, Arizona, USA",http://azcpsc.com/,+1 480-889-0180,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOk_WVayHm6ibxrG1KbV1ZhNu69RUpKUXTilMBL=w408-h245-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:33.734Z,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/AZ+Pain+Doctors/data=!4m7!3m6!1s0x872b0d8b1fdf368d:0xb7894464b20d9ab3!8m2!3d33.6385794!4d-111.9991051!16s%2Fg%2F11gp85fy6l!19sChIJjTbfH4sNK4cRs5oNsmREibc,AZ Pain Doctors,4.7,213,Chiropractor,"3815 E Bell Rd Ste 1210, Phoenix, AZ 85032, United States","J2Q2+C9 Phoenix, Arizona, USA",https://azpaindoctors.com/,+1 602-795-8700,"Open · Closes 5 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepF5a-m_fOkZ3Ktan2DaNjsRrdNii21poj7tyvcqK9uyGnXRbDQGiLaPWxJOrTLp5I6L-vyFBMtYAqf_FqLyrPbAaiKIGFVpOWq1OCjnDpGmZKmsSYlFXJSeBX1gKyq6gh1OTRv=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:38.482Z,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,,,
https://www.google.com/maps/place/Pain+Consultants+of+Arizona+in+collaboration+with+HonorHealth+-+Phoenix/data=!4m7!3m6!1s0x872b70e094a3f455:0x84100cdb4dd3c04f!8m2!3d33.6762057!4d-111.9783536!16s%2Fg%2F1tnl1w82!19sChIJVfSjlOBwK4cRT8DTTdsMEIQ,Pain Consultants of Arizona in collaboration with HonorHealth - Phoenix,4.8,788,Pain management physician,"20950 N Tatum Blvd #100, Phoenix, AZ 85050, United States","M2GC+FM Phoenix, Arizona, USA",http://www.painconsultantsofarizona.com/,+1 480-222-7246,"Open · Closes 4 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMcbFzTHLLqW4tRUJTS2lu_86PIAhwGwifygsC1=w408-h271-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:43.494Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Comprehensive+Pain+Management/data=!4m7!3m6!1s0x872b7165f481fb5f:0xf8a240f3693e112e!8m2!3d33.6391292!4d-111.8888982!16s%2Fg%2F1hc102qqq!19sChIJX_uB9GVxK4cRLhE-afNAovg,Comprehensive Pain Management,4.9,43,Pain management physician,"8841 E Bell Rd Ste 101, Scottsdale, AZ 85260, United States","J4Q6+MC Scottsdale, Arizona, USA",https://www.azcpm.com/scottsdale/?utm_source=google&utm_medium=organic&utm_campaign=gmb_scottsdale,+1 602-971-8200,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPshkE2JR4mwCG8faEshd7k3WAVEZuH7lgdx5IB=w408-h346-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:48.419Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mountain+View+Headache+%26+Spine+Institute/data=!4m7!3m6!1s0x872b0dddb073f293:0x3edd8d4ef6edde6d!8m2!3d33.6544776!4d-111.9803402!16s%2Fg%2F11nxtdvyxq!19sChIJk_JzsN0NK4cRbd7t9k6N3T4,Mountain View Headache & Spine Institute,4.8,266,Pain management physician,"4729 E Union Hills Dr #111, Phoenix, AZ 85050, United States","M239+QV Phoenix, Arizona, USA",https://mountainviewheadacheandspine.com/location-union-hills/,+1 602-767-0007,"Open · Closes 4 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweolcvX4Z3Lee-1nAHRsSMs8-bC43Vj-8SakqbwbrGZgK20wOqdP981esffn9vGmWi2BR9YjozHU6VaMLUthQvzd8eK5qeicuPYn-cBsvDJDLoktOoFZis1-YFjQr2-Nz6IxP5CT0A=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:53.435Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Camelback+Pain/data=!4m7!3m6!1s0x872b0ba988767207:0x58f8888da964e997!8m2!3d33.5158946!4d-111.9277444!16s%2Fg%2F11n0dhmzp0!19sChIJB3J2iKkLK4cRl-lkqY2I-Fg,Camelback Pain,4.9,99,Pain control clinic,"5410 N Scottsdale Rd Suite I100, Paradise Valley, AZ 85253, United States","G38C+9W Paradise Valley, Arizona, USA",http://camelbackpaincenter.com/,+1 480-572-2444,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPmzlnRIawr3ZwejS_6zXIvx5mml33Bc02vf5tS=w408-h323-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:53:58.400Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Premier+Medical+Integration/data=!4m7!3m6!1s0x872b730ae2b90e1d:0xc1b4a8a1bb2d7d58!8m2!3d33.5870047!4d-111.9782376!16s%2Fg%2F1tds74s_!19sChIJHQ654gpzK4cRWH0tu6GotME,Premier Medical Integration,4.9,35,Pain management physician,"11030 N Tatum Blvd STE 102, Phoenix, AZ 85028, United States","H2PC+RP Phoenix, Arizona, USA",https://www.premiermedicalintegration.com/,+1 602-780-1548,Closes soon · 12 pm · Reopens 2 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7WV4OXOCDh5ZU79_3PUQjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.7351&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:54:03.136Z,"8 am–12 pm, 2–6 pm","8 am–12 pm, 1–3 pm",7 am–12 pm,Closed,Closed,"8 am–12 pm, 2–6 pm","8 am–12 pm, 1–3 pm",,,
"https://www.google.com/maps/place/Integrated+Spine,+Pain+and+Wellness/data=!4m7!3m6!1s0x872b737d40640711:0xd7064b9461015b81!8m2!3d33.5816889!4d-111.9212288!16s%2Fg%2F11r5qtcz_t!19sChIJEQdkQH1zK4cRgVsBYZRLBtc","Integrated Spine, Pain and Wellness",5.0,326,Pain management physician,"7425 E Shea Blvd Suite 102, Scottsdale, AZ 85260, United States","H3JH+MG Scottsdale, Arizona, USA",https://ispwscottsdale.com/,+1 480-660-8823,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNqRhiruTwDYa9OAXHnhNU1mBK2O2r0fDDnuSyT=w408-h326-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:54:07.965Z,7 am–4:30 pm,7 am–4:30 pm,8 am–12 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,,,
https://www.google.com/maps/place/Gallo+Sandra+E/data=!4m7!3m6!1s0x872b71f6047be7fd:0xc5dc9a4cda6e403d!8m2!3d33.6225141!4d-112.0302484!16s%2Fg%2F1tglhsky!19sChIJ_ed7BPZxK4cRPUBu2kya3MU,Gallo Sandra E,4.6,11,Pain management physician,"14861 N Cave Creek Rd, Phoenix, AZ 85032, United States","JXF9+2W Phoenix, Arizona, USA",,+1 602-992-1486,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_6Ed5Or-m72gyD-fqKJwfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.753174&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-01-28T18:54:10.832Z,,,,,,,,,,
