placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Kruse+%26+Crawford/data=!4m7!3m6!1s0x8841b6b3b4f4aed1:0xf4f3901097e8f62b!8m2!3d39.1049309!4d-84.5115999!16s%2Fg%2F1wk6_fz5!19sChIJ0a70tLO2QYgRK_bolxCQ8_Q,Kruse & Crawford,5.0,10,Accountant,"120 E 8th St Suite 200, Cincinnati, OH 45202, United States","4F3Q+X9 Cincinnati, Ohio, USA",,+1 513-381-2345,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QsS_7UCglQ9xSiMyNP6mOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.52362&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:33.259Z,
https://www.google.com/maps/place/Seibel+%26+Katz+CPAs/data=!4m7!3m6!1s0x8841acf51ecbb7c7:0xd2142557c71a2ac0!8m2!3d39.1461178!4d-84.3766955!16s%2Fg%2F1tl1p3q4!19sChIJx7fLHvWsQYgRwCoax1clFNI,Seibel & Katz CPAs,4.6,83,Certified public accountant,"3814 West St UNIT 311, Cincinnati, OH 45227, United States","4JWF+C8 Cincinnati, Ohio, USA",https://www.seibelkatzcpa.com/,+1 513-271-7835,"Closed ⋅ Opens 9 am Mon

Updated by this business 6 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EsPih3RKrqDtPilEXtszTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.08777&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:39.548Z,
https://www.google.com/maps/place/Ducks+In+A+Row/data=!4m7!3m6!1s0x8841aac7c74283bf:0x8925d77528f50a2a!8m2!3d39.1008407!4d-84.5098476!16s%2Fg%2F119wh6tyd!19sChIJv4NCx8eqQYgRKgr1KHXXJYk,Ducks In A Row,4.8,21,Accountant,"150 E 4th St, Cincinnati, OH 45202, United States","4F2R+83 Cincinnati, Ohio, USA",http://www.ducksinarow.com/,+1 513-831-1000,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO_yGXmpmMTM34LXJTZc9yx69XvU4c9XNTGqoVM=w408-h476-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:44.499Z,
https://www.google.com/maps/place/Ackermann+CPA/data=!4m7!3m6!1s0x8841adf7e9f2f1ef:0xe15af766ca03156c!8m2!3d39.1166625!4d-84.4373169!16s%2Fg%2F11bzwr14sy!19sChIJ7_Hy6fetQYgRbBUDymb3WuE,Ackermann CPA,5.0,10,Certified public accountant,"Ackermann CPA, 405 McDowell St, Cincinnati, OH 45226, United States","4H87+M3 Cincinnati, Ohio, USA",https://ackermann-cpa.com/,+1 513-321-8299,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPkIoHfn2R2zqwc3Ce7HFRqoYMRoqVsHcSX6wxO=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:49.567Z,
"https://www.google.com/maps/place/Forvis+Mazars,+LLP/data=!4m7!3m6!1s0x8841b15ac00064f5:0xc6e37def799cc31f!8m2!3d39.0993058!4d-84.5103687!16s%2Fg%2F1thq1cz_!19sChIJ9WQAwFqxQYgRH8Ocee9948Y","Forvis Mazars, LLP",3.0,2,Accountant,"312 Walnut St #3000, Cincinnati, OH 45202, United States","3FXQ+PV Cincinnati, Ohio, USA",https://www.forvismazars.us/about-us/locations/cincinnati-oh?utm_source=yext&utm_medium=organic&utm_campaign=yext,+1 513-621-8300,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWIqckcDeayy2I4H_FFm4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.33587&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:54.546Z,
https://www.google.com/maps/place/Veid+%26+Veid/data=!4m7!3m6!1s0x8841b6b3aaaaaaab:0x89b29ca9844caf49!8m2!3d39.1021041!4d-84.525584!16s%2Fg%2F11dx9jg9cb!19sChIJq6qqqrO2QYgRSa9MhKmcsok,Veid & Veid,5.0,2,Certified public accountant,"635 W 7th St UNIT 408, Cincinnati, OH 45203, United States","4F2F+RQ Cincinnati, Ohio, USA",http://veidcpas.com/,+1 513-721-8299,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kaFG3U3Q96z0YNyWAQiqQg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.26243&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:15:59.829Z,
https://www.google.com/maps/place/Gundling+%26+Company+CPA/data=!4m7!3m6!1s0x8841a99db64a7fad:0xc2f2850a7a6b40e3!8m2!3d39.089183!4d-84.314685!16s%2Fg%2F1tfk5378!19sChIJrX9Ktp2pQYgR40BregqF8sI,Gundling & Company CPA,5.0,55,Certified public accountant,"2070 Anderson Cove Ln, Cincinnati, OH 45244, United States","3MQP+M4 Cincinnati, Ohio, USA",https://www.gundlingcpa.com/,+1 513-528-6777,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMFqRxnM4z6BoNpNbx_ymYwsRi-2VVLObCVHv4a=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:16:04.904Z,
https://www.google.com/maps/place/Burke+%26+Schindler+CPA/data=!4m7!3m6!1s0x8841b1615e48b4e7:0x82efd6fddca553ca!8m2!3d39.1039262!4d-84.496211!16s%2Fg%2F1tgcskr8!19sChIJ57RIXmGxQYgRylOl3P3W74I,Burke & Schindler CPA,4.1,9,Accountant,"901 Adams Crossing # 4, Cincinnati, OH 45202, United States","4G33+HG Cincinnati, Ohio, USA",https://burkecpa.com/,+1 513-455-8200,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3AjJjYZQ2Li7BqYeR5j-nAw-xnzfS7_WX0EGy0eTSW8Sh53GfoNU0RuOC-po3F4jocDHIjNOhGxP0W3ps3qiTcNacws9QNt_Xdl-WwEyO4Nc_EE2HHVqMgyN1LaAqtS5s4h-z=w408-h839-k-no,false,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:16:09.962Z,
https://www.google.com/maps/place/Plante+Moran/data=!4m7!3m6!1s0x8841b15d7832269b:0x82a825b64ba648c8!8m2!3d39.1000005!4d-84.5017832!16s%2Fg%2F1263ysh7d!19sChIJmyYyeF2xQYgRyEimS7YlqII,Plante Moran,5.0,2,Accountant,"537 E Pete Rose Way, Cincinnati, OH 45202, United States","4F2X+27 Cincinnati, Ohio, USA",http://www.plantemoran.com/,+1 513-595-8800,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JoEBg63yCfMizs0aFzVEkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.88766&pitch=0&thumbfov=100,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:16:14.855Z,
"https://www.google.com/maps/place/Mellott+%26+Mellott,+P.L.L./data=!4m7!3m6!1s0x8841b151de4e3ccf:0x522fb92a638da50e!8m2!3d39.0993058!4d-84.5103687!16s%2Fg%2F1thw2v17!19sChIJzzxO3lGxQYgRDqWNYyq5L1I","Mellott & Mellott, P.L.L.",5.0,2,Accountant,"312 Walnut St #2500, Cincinnati, OH 45202, United States","3FXQ+PV Cincinnati, Ohio, USA",http://www.mellottcpa.com/,+1 513-241-2940,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWIqckcDeayy2I4H_FFm4w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.33587&pitch=0&thumbfov=100,false,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Cincinnati+Cincinatti+OH/@39.1031182,-84.5120196,14z",2025-10-19T15:16:19.893Z,
