placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Absolute+Paradise+Landscaping/data=!4m7!3m6!1s0x80c8d11ab6a2b279:0xb1e92f89a826b46c!8m2!3d36.149246!4d-115.154464!16s%2Fg%2F11rbm8dgzc!19sChIJebKithrRyIARbLQmqIkv6bE,Absolute Paradise Landscaping,5.0,55,Landscaper,,,https://aplnv.com/,+1 702-378-5296,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIG0yPJeYwPeQeCZmBgB-bSVPuK_IXrFz2e-138m45ucTPzglSyiTDvlXmgc5fJlxz8FH0Yhcs-XiQO4IQtGHGNBkZoXGG0hxx29O0sXKnWovBeg5khPMx1ZCMrgnxNMKaZG4=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:32.277Z,,,
https://www.google.com/maps/place/Parsons+Rocks!/data=!4m7!3m6!1s0x80c8d0e7fe03ae71:0x49721c838186dd34!8m2!3d36.0641956!4d-115.0230672!16s%2Fg%2F1tscp8w4!19sChIJca4D_ufQyIARNN2GgYMcckk,Parsons Rocks!,4.6,121,Landscaping supply store,"710 W Sunset Rd #110, Henderson, NV 89011, United States","3X7G+MQ Henderson, Nevada, USA",http://parsonsrocks.com/,+1 702-935-4136,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEKg_NU3FwfUBUApFdVZOTcQa9oxOESZZd7XkdiETSRo6uyWi7UjtmPkhscaK5peNuoQ4kdAlk7U-MRJYACIM0DchcAAbl1O3NIZFdJer1pppj_EfvF0Az_UKR11b3IEiENpHtu=w408-h544-k-no,true,6 am–4 pm,6 am–4 pm,6 am–4 pm,7 am–2 pm,Closed,6 am–4 pm,6 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:38.980Z,· In-store shopping · In-store pick-up · Delivery,,
https://www.google.com/maps/place/Centerpoint+Landscaping+Services/data=!4m7!3m6!1s0x80c8d20fbd2435cf:0x887df167af1f7250!8m2!3d36.0408448!4d-115.0592512!16s%2Fg%2F11cr_1scbz!19sChIJzzUkvQ_SyIARUHIfr2fxfYg,Centerpoint Landscaping Services,4.4,99,Landscaper,"181 N Arroyo Grande Blvd suite 190, Henderson, NV 89074, United States","2WRR+87 Henderson, Nevada, USA",http://www.centerpointlandscaping.com/,+1 702-564-1853,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsRFcWv1RK_RYbUwT3uJR65OpquLMk-pMHoUgJi26McpaW2oUaCICPubl-6hxbCgi2s3WvT-YRYfEH7qnB8plUCqBOyBE6D26Cdy8vzRpLVbImtOIoCA6enh_cEKP--Ch-gxyo08XCCe_T=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:44.040Z,,,
https://www.google.com/maps/place/GreenLeaves+Landscaping/data=!4m7!3m6!1s0x45caa7fac97c575b:0x51967938a3c1ab4c!8m2!3d35.9277595!4d-114.969872!16s%2Fg%2F11t2y9_fx3!19sChIJW1d8yfqnykURTKvBozh5llE,GreenLeaves Landscaping,4.9,35,Landscaper,,,https://greenleaveslandscaping.com/,+1 702-503-5626,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEMgZd5CH2C00WqjsR3uHcdNpwNePjOkpjVUlzFjuByDjHXW0sYo9raZtWkpgz-b3tgOy1YQmRhbfCxfKnE21kFcgvdwUOtIDaRXWbXbY3gWktKkVfjL4DAhDxZo2jvrH5svnT4UA=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:48.867Z,,Identifies as women-owned,
https://www.google.com/maps/place/Green+America+Tree+%26+Landscaping+LLC/data=!4m7!3m6!1s0x80c8cfd1ed3bb659:0xacb6c30bc84184e6!8m2!3d36.006268!4d-115.1110479!16s%2Fg%2F11c52k9g0n!19sChIJWbY77dHPyIAR5oRByAvDtqw,Green America Tree & Landscaping LLC,4.8,208,Landscaper,"10120 S Eastern Ave Suite #244, Henderson, NV 89052, United States","2V4Q+GH Henderson, Nevada, USA",https://greenamericalv.com/,+1 702-462-8378,"Open · Closes 4 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTKUOoHOpKABbc78KCmO8sG2ofg_CivvuXgh4zTehDN8MEpJmjbdEcFO72UM1EC5JcQlti9UniDyldcdiLr-IyB2GgkRdWKrLjf0DrvtRAPl8C_JXo1evOY-757y9JcvNdEtZG0H9W9O-V=w408-h294-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:53.809Z,,,
https://www.google.com/maps/place/Bullseye+Landscaping+and+Outdoor+Services/data=!4m7!3m6!1s0x80c8d182d03a8acb:0x2ab0bf84cd5aadaa!8m2!3d36.0702322!4d-115.0798907!16s%2Fg%2F11f7b_94jt!19sChIJy4o60ILRyIARqq1azYS_sCo,Bullseye Landscaping and Outdoor Services,4.8,95,Tree service,"2764 N Green Valley Pkwy #562, Henderson, NV 89014, United States","3WCC+32 Henderson, Nevada, USA",https://www.bullseyeoutdoorservices.com/,+1 702-806-0640,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwiNMCNwDbPaWjsulscN09GIOJtPsLrjLVPJHeUThcOy4uAN5B85Qi8pnHOAhj3MN0N-Ckgix2PQFkoHWB05bsChRH-oNRqpcsg8vnSSvq3mytPqxzY2F8Ea7HlgwZ1y5R2d4=w408-h306-k-no,true,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:36:58.905Z,,,
https://www.google.com/maps/place/Walker+Landscape+Maintenance/data=!4m7!3m6!1s0x80c8c714303ada7d:0x3cf016ccaea5b0e!8m2!3d36.0945657!4d-115.0323748!16s%2Fg%2F11h0y2xp1!19sChIJfdo6MBTHyIARDlvqymwBzwM,Walker Landscape Maintenance,4.8,59,Landscaper,"6430 McGill Ave, Las Vegas, NV 89122, United States","3XV9+R3 Las Vegas, Nevada, USA",http://wlmlandscape.com/,+1 702-566-4600,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqN6Ye05DCNGRhKAzq2Y4KY1dzDZEQ6pmlIwdGlivqT_F7dO0ESLDEq4vnGMoJlG0SYoHsrFPxQrnBdLqkrhZgEgMzFbPRTBDBXKB3slMvBha0ui46G9XjAx67FWzu3IaCdImn3w=w521-h240-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:37:03.758Z,,,
https://www.google.com/maps/place/Jireh+lawn+maintenance+and+landscaping/data=!4m7!3m6!1s0x659ccf2a9d2198fd:0x4273adb4c2f0e4a0!8m2!3d38.5018495!4d-117.022967!16s%2Fg%2F11vztrf9dz!19sChIJ_ZghnSrPnGURoOTwwrStc0I,Jireh lawn maintenance and landscaping,5.0,68,Landscaper,,,https://jirehlawnmaintenance.com/,+1 725-200-7050,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGuPdMg-NoCRuKZcXId3Smgdt8EsO6-G9y76P71tm35PriqRwguomt3mHS02yKoi2mMqWU6YLlu6y4UOtsfPLZsLzwKCAPKyi4GFtp9tvwB41GfMT7W9JiFcaFthxpjXx9OSeMJcfgwogbs=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,10 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:37:08.466Z,,,
https://www.google.com/maps/place/Anthem+Landscape+%26+Design/data=!4m7!3m6!1s0x80c8ce067b45297f:0x8224bb95bd829270!8m2!3d36.0016682!4d-115.1043302!16s%2Fg%2F12602h3yg!19sChIJfylFewbOyIARcJKCvZW7JII,Anthem Landscape & Design,4.9,19,Landscaper,"2654 W Horizon Ridge Pkwy, Henderson, NV 89052, United States","2V2W+M7 Henderson, Nevada, USA",http://www.anthemlandscape.com/,+1 702-434-1999,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEfjASgbHSkx-Yfn38-EdTKA5JydxUwo8YcKOpMgYJ2n5qyJjKQOf9WPVXcchuSEGiM8L3WuucYdqrIoFTR71_CVN-YhgT3rPHjSb2tF80bM1WzeamDbMZg6jrr6JV2nTzps7H=w408-h305-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:37:14.040Z,,,
https://www.google.com/maps/place/Lawn+Patrol+Inc/data=!4m7!3m6!1s0x80c8d76eea25c2c1:0x579afc62b270d282!8m2!3d36.0344482!4d-114.9834717!16s%2Fg%2F1tk63dd5!19sChIJwcIl6m7XyIARgtJwsmL8mlc,Lawn Patrol Inc,4.0,4,Landscaper,"11 E Pacific Ave, Henderson, NV 89015, United States","22M8+QJ Henderson, Nevada, USA",http://www.lawnpatrol.vegas/,+1 702-263-4860,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1LfMr_z3d8IA-Wff1721u8QmjNP4gv_OVYqwWn42a3Eb0l2L5NMBDxwJH4VMUz5JHVFdxytCGdRzayMOUsm543Nx0WWKcy07X7zRv4XiVEmsn6J9XxfKlIH4mljqwn1QJsHeD=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-04-29T19:37:18.971Z,,,
