placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes
https://www.google.com/maps/place/Mays+Housecall+Home+Health/data=!4m7!3m6!1s0x87b207d7b76b9ee3:0x5b651ef08cd0bd2a!8m2!3d35.4929944!4d-97.7505855!16s%2Fg%2F1vzv450n!19sChIJ455rt9cHsocRKr3QjPAeZVs,Mays Housecall Home Health,5.0,1,Hospice,"508 W Vandament Ave # 115, Yukon, OK 73099, United States","F6VX+5Q Yukon, Oklahoma, USA",https://mayshomecare.com/,+1 405-354-2958,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zej3B4T8wJxqeieK51H-NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.8005&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:20.769Z,,,,,,,,,,
https://www.google.com/maps/place/A+Path+of+Care+Sooner+Home+Health+-+Yukon/data=!4m7!3m6!1s0x87b47f8415c2bccb:0x2b7818ab99773c31!8m2!3d35.5175861!4d-97.6940082!16s%2Fg%2F11g8cy0vgs!19sChIJy7zCFYR_tIcRMTx3masYeCs,A Path of Care Sooner Home Health - Yukon,,,Home health care service,"4400 Grant Blvd, Yukon, OK 73099, United States","G894+29 Yukon, Oklahoma, USA",https://www.apathofcare.net/home-health,+1 405-407-2580,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvYHkokDdOXZV4u1G_Xa_aqSshFTGxYULr7HrN=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:26.412Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Visiting+Angels+Senior+Home+Care/data=!4m7!3m6!1s0x87b208e60d6568f7:0xaf23eb5b8594458f!8m2!3d35.458984!4d-97.725241!16s%2Fg%2F1vljgvh8!19sChIJ92hlDeYIsocRj0WUhVvrI68,Visiting Angels Senior Home Care,4.0,20,Home health care service,"713 S Mustang Rd, Yukon, OK 73099, United States","F75F+HW Yukon, Oklahoma, USA",https://www.visitingangels.com/yukon/home?utm_source=gmb&utm_medium=organic&utm_campaign=local,+1 405-350-6700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPUaj6TAg7k5pHopK713kygakWudW7cpd3iTHRR=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:32.001Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Mercy+Home+Health+-+Yukon/data=!4m7!3m6!1s0x87b209e452477bd5:0xe240dc7d635d4501!8m2!3d35.46004!4d-97.723449!16s%2Fg%2F11h714p_sf!19sChIJ1XtHUuQJsocRAUVdY33cQOI,Mercy Home Health - Yukon,,,Hospice,"520 S Mustang Rd, Yukon, OK 73099, United States","F76G+2J Yukon, Oklahoma, USA",https://www.mercy.net/practice/mercy-home-health-yukon?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=West&utm_content=website&y_source=1_MTI5OTU3NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 405-262-6877,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hz51bdmmU_sJnDFZP6ZARw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.44223&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:36.862Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Med-Staff+Home+Health/data=!4m7!3m6!1s0x87b209e650469ab9:0x1f0c69fe9150e014!8m2!3d35.4650558!4d-97.7218545!16s%2Fg%2F11rdcq3fls!19sChIJuZpGUOYJsocRFOBQkf5pDB8,Med-Staff Home Health,,,Home health care service,"11221 W Reno Ave Suite 100, Yukon, OK 73099, United States","F78H+27 Yukon, Oklahoma, USA",http://medstaffhomehealth.net/,+1 405-253-4413,"Open ⋅ Closes 4:30 pm

Confirmed by this business 8 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qn92UNkau8KMdl6asopgHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.85648&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:41.662Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Healthcare+One/data=!4m7!3m6!1s0x87b2079a8fba6ebd:0x9ca76b4b47039d6b!8m2!3d35.4930268!4d-97.7506292!16s%2Fg%2F11j32dmpvm!19sChIJvW66j5oHsocRa50DR0trp5w,Healthcare One,3.8,23,Medical clinic,"508 W Vandament Ave, Yukon, OK 73099, United States","F6VX+6P Yukon, Oklahoma, USA",http://www.myhealthcare1.com/,+1 405-350-8100,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqm_vOXn8RLXzj0cwYBOGbn_82nIzDCuwr4vvygn1SpLJ1lD8QUp7aKITM58U5k5YHsERrCyEYojgyuDRwytmBuiPm1rbgG7RMV8o8tUdIuDhaYHU_nWCPctiSavd1R8P2mzGnDXw=w408-h544-k-no,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:46.774Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Loving+Care+In-Home+Health/data=!4m7!3m6!1s0x87b2080c5f752c05:0x69711f07053a0ddb!8m2!3d35.4833185!4d-97.7660666!16s%2Fg%2F1tfbnvfh!19sChIJBSx1XwwIsocR2w06BQcfcWk,Loving Care In-Home Health,2.3,3,Home health care service,"1411 Health Center Pkwy, Yukon, OK 73099, United States","F6MM+8H Yukon, Oklahoma, USA",http://lovingcarehealth.com/,+1 405-805-5500,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM18LugnkgJZQ5iZrh3QHEoguT1t-J31JIj8yrU=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:51.636Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/INTEGRIS+Health+Medical+Group+Yukon/data=!4m7!3m6!1s0x87dfe970b372f44b:0x6a41a006ebfddacf!8m2!3d35.484865!4d-97.763261!16s%2Fg%2F1tfzmwwp!19sChIJS_Rys3Dp34cRz9r96wagQWo,INTEGRIS Health Medical Group Yukon,4.9,872,Family practice physician,"1205 Health Center Pkwy #100, Yukon, OK 73099, United States","F6MP+WM Yukon, Oklahoma, USA",https://integrishealth.org/locations/family-care-clinic/medical-group-yukon,+1 405-717-5400,"Open ⋅ Closes 5 pm

Confirmed by this business 10 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OawrSh3YLshELMNqeLEfEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.39755&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:19:56.799Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Primary+Health+Partners/data=!4m7!3m6!1s0x87b2080db4ea0e63:0xb83d9f2a49792846!8m2!3d35.4819862!4d-97.7686151!16s%2Fg%2F11c0rvpz_0!19sChIJYw7qtA0IsocRRih5SSqfPbg,Primary Health Partners,4.9,92,Medical clinic,"1820 Commons Cir, Yukon, OK 73099, United States","F6JJ+QH Yukon, Oklahoma, USA",https://primary-healthpartners.com/yukon-ok/,+1 405-265-2778,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNkXMroXPNRpFnw79NLPs4UOZed3RGNZiWLT4HA=w408-h271-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:20:01.685Z,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Healthcare+One+Urgent+Care+and+Family+Practice/data=!4m7!3m6!1s0x87b2073da176cbd1:0xa5287a14f9ff9351!8m2!3d35.4929975!4d-97.7506145!16s%2Fg%2F11tdclxpcd!19sChIJ0ct2oT0HsocRUZP_-RR6KKU,Healthcare One Urgent Care and Family Practice,3.0,2,Medical clinic,"508 W Vandament Ave, Yukon, OK 73099, United States","F6VX+5Q Yukon, Oklahoma, USA",https://myhealthcare1.com/,+1 405-350-8100,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zej3B4T8wJxqeieK51H-NQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.30968&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Yukon+OKC+OK/@35.5067215,-97.7625441,14z",2025-09-10T19:20:06.609Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
