placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Eastern+Iowa+Psychiatric+Services+PC/data=!4m7!3m6!1s0x87e4f0bda8da0f55:0x2bad9fe54f222dd7!8m2!3d42.0047338!4d-91.6633622!16s%2Fg%2F1tvdkbkf!19sChIJVQ_aqL3w5IcR1y0iT-WfrSs,Eastern Iowa Psychiatric Services PC,4.7,12,Psychiatrist,"1519 Center Point Rd NE, Cedar Rapids, IA 52402, United States","283P+VM Cedar Rapids, Iowa, USA",https://easterniowapsychiatricservicespcia.hibuwebsites.com/,+1 319-365-9939,"Closed · Opens 8 am Tue

Confirmed by this business 2 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qP8NTIC_75dIXrUQwQjXdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=250.91902&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:05.024Z,,,,
https://www.google.com/maps/place/Kija+Weldon/data=!4m7!3m6!1s0x87e4f0cdee7aaaab:0x7d1569db37787fe3!8m2!3d41.991258!4d-91.6476383!16s%2Fg%2F11qgb7j9sf!19sChIJq6p67s3w5IcR4394N9tpFX0,Kija Weldon,,,Psychiatrist,"1730 1st Ave NE, Cedar Rapids, IA 52402, United States","X9R2+GW Cedar Rapids, Iowa, USA",https://cedarcentrepsych.com/psychiatry.html,+1 319-365-3993,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nu3g5rvsPG2-CnzyRaqpIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.194523&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:08.080Z,,,,
https://www.google.com/maps/place/Mental+Health%2FDisability+Services+of+the+East+Central+Region+%28ECR%29/data=!4m7!3m6!1s0x87e4b43dc7dd0229:0xd4d7e8f83e872767!8m2!3d41.954324!4d-91.6882677!16s%2Fg%2F11c58pwr2w!19sChIJKQLdxz205IcRZyeHPvjo19Q,Mental Health/Disability Services of the East Central Region (ECR),5.0,1,Mental health clinic,"1240 26th Ave Ct SW, Cedar Rapids, IA 52404, United States","X836+PM Cedar Rapids, Iowa, USA",,+1 319-892-5671,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QY0e05cmqd361n19TzWBog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.32675&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:11.224Z,,,,
https://www.google.com/maps/place/Rachel+Mosier+Counseling/data=!4m7!3m6!1s0x87e489b903406423:0xd94c327bedcf9635!8m2!3d41.9342475!4d-91.5710584!16s%2Fg%2F11hz9c0md3!19sChIJI2RAA7mJ5IcRNZbP7XsyTNk,Rachel Mosier Counseling,,,Psychotherapist,,,http://www.rachelrosemosier.com/,+1 773-266-4432,,https://lh3.googleusercontent.com/p/AF1QipNH0UyIMQ8DyoM2J6qEioxE5qSZjJP0EuZoHzBR=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:13.726Z,,,,
https://www.google.com/maps/place/Cedar+Centre+Psychiatric+Group/data=!4m7!3m6!1s0x87e4f0cdee86c065:0x10c5168d5a98dbd2!8m2!3d41.9911373!4d-91.6476629!16s%2Fg%2F1td13tvz!19sChIJZcCG7s3w5IcR0tuYWo0WxRA,Cedar Centre Psychiatric Group,3.1,61,Mental health clinic,"1730 1st Ave NE, Cedar Rapids, IA 52402, United States","X9R2+FW Cedar Rapids, Iowa, USA",http://www.cedarcentrepsych.com/,+1 319-365-3993,"Closed · Opens 9 am Tue

Updated by others 4 days ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nu3g5rvsPG2-CnzyRaqpIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.045795&pitch=0&thumbfov=100,false,9 am–5:30 pm,9 am–5:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:18.428Z,,,,
"https://www.google.com/maps/place/Counseling+Perspectives/@41.938318,-93.3897729,7z/data=!3m1!4b1!4m6!3m5!1s0x47bebac4e98f3ff3:0x665e7156694eb71e!8m2!3d41.938318!4d-93.3897729!16s%2Fg%2F11tf548wdp",Counseling Perspectives,,,Counselor,,,http://www.counselingperspectives.org/,+1 319-375-0772,,,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:22.970Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Cremer+Counseling,+LLC/data=!4m7!3m6!1s0x87e441ef4316ca93:0x4925c78044923415!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1pp2xbqpp!19sChIJk8oWQ-9B5IcRFTSSRIDHJUk","Cremer Counseling, LLC",,,Psychotherapist,,,http://www.cremercounseling.com/,+1 319-775-0174,,https://lh3.googleusercontent.com/p/AF1QipMfMz3qtSuqIBj9TOQQkJMtmOCN9Boqu4M06OHa=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:25.650Z,,,,
https://www.google.com/maps/place/Sagent+Behavioral+Health-+Cedar+Rapids/data=!4m7!3m6!1s0x87e4fb3f2d88f325:0xcc9155b03f5c8379!8m2!3d42.0324212!4d-91.6983563!16s%2Fg%2F11q9sbfq6q!19sChIJJfOILT_75IcReYNcP7BVkcw,Sagent Behavioral Health- Cedar Rapids,4.4,26,Mental health clinic,"3900 Fountains Blvd #203, Cedar Rapids, IA 52411, United States","28J2+XM Cedar Rapids, Iowa, USA",https://www.sagentbh.com/our-locations/iowa/cedar-rapids-clinic/,+1 319-734-2002,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPNv06ArsEEAMlP2WZMcOhJsdB6c33uCqBPmSfo=w408-h272-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:30.446Z,,,,
https://www.google.com/maps/place/Adolescent+LIFE+Program/data=!4m7!3m6!1s0x87e4fa5c22a70221:0xd88feaaad04aecbf!8m2!3d42.0205491!4d-91.6991252!16s%2Fg%2F1tf_nvx8!19sChIJIQKnIlz65IcRv-xK0Krqj9g,Adolescent LIFE Program,4.3,6,Mental health service,"4050 River Ridge Dr NE, Cedar Rapids, IA 52402, United States","28C2+68 Cedar Rapids, Iowa, USA",https://www.unitypoint.org/locations/unitypoint-health---st-lukes-childrens-specialty-services,+1 319-369-8535,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ni1he-mDfnEgEeP283m_ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.382786&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:33.387Z,,,,
"https://www.google.com/maps/place/Allyson+Wheaton,+MD/data=!4m7!3m6!1s0x87e4f0cdee86c065:0xdff39a23b3b97cb2!8m2!3d41.9912635!4d-91.6476173!16s%2Fg%2F1tcxdrq0!19sChIJZcCG7s3w5IcRsny5syOa898","Allyson Wheaton, MD",,,Psychiatrist,"1730 1st Ave NE, Cedar Rapids, IA 52402, United States","X9R2+GX Cedar Rapids, Iowa, USA",http://www.cedarcentrepsych.com/,+1 319-365-3993,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nu3g5rvsPG2-CnzyRaqpIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.8062&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Lisbon+Cedar+Rapids+IA/@38.7222524,-9.1393366,14z",2025-12-16T00:40:36.158Z,,,,
