placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error,attributes
https://www.google.com/maps/place/New+Mexico+Cancer+Center/data=!4m7!3m6!1s0x872274362066408d:0x40b9dc4343d72f6b!8m2!3d35.1738316!4d-106.590154!16s%2Fg%2F1tdk5mzh!19sChIJjUBmIDZ0IocRay_XQ0PcuUA,New Mexico Cancer Center,4.4,304,Medical Center,"4901 Lang Ave NE, Albuquerque, NM 87109, United States","5CF5+GW Albuquerque, New Mexico, USA",https://nmcancercenter.org/?utm_source=GMBSocialClimb&utm_medium=NewMexicoCancerCenter,+1 505-842-8171,Closed ⋅ Opens 8 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMZKB84QJSM8G9g-nvoLEZ-7gTVY9AoSDXDkohX=w430-h240-k-no,true,1–2 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,1–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:06.409Z,,,
https://www.google.com/maps/place/CVS+Neighborhood+Infusion+Suite%E2%84%A2/data=!4m7!3m6!1s0x872273fc3cf2df39:0xdd8ada75072a522b!8m2!3d35.1504403!4d-106.6865877!16s%2Fg%2F11mdbp1m90!19sChIJOd_yPPxzIocRK1IqB3Xait0,CVS Neighborhood Infusion Suite™,,,Medical clinic,"4201 Montaño Rd NW, Albuquerque, NM 87120, United States","5827+59 Albuquerque, New Mexico, USA",https://www.coramhc.com/providers/Coram-AIS?WT.mc_id=LS_GOOGLE_7242,+1 866-899-1661,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=goGLb3WEJeAonrPqO7yb8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=296.67834&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:09.489Z,,,
"https://www.google.com/maps/place/Injection+and+Infusion+Clinic+of+Albuquerque,+New+Mexico/data=!4m7!3m6!1s0x872274f94c914693:0xcf46aa52a5c5c34e!8m2!3d35.1363418!4d-106.5502426!16s%2Fg%2F11dz57gq2r!19sChIJk0aRTPl0IocRTsPFpVKqRs8","Injection and Infusion Clinic of Albuquerque, New Mexico",4.9,200,Medical clinic,"8400 Osuna Rd NE #5 Suite 5C, Albuquerque, NM 87111, United States","4CPX+GW Albuquerque, New Mexico, USA",http://www.infusionclinicabq.com/,+1 505-445-4300,Closed ⋅ Opens 9 am Mon,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMO782NLmL-nZbn2e2C0w5tqsxChBMii3DtRp6G=w408-h544-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:13.813Z,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x87227557f45313f3:0x1fc5574f17f288f4!8m2!3d35.1451973!4d-106.5883113!16s%2Fg%2F11rc3zq402!19sChIJ8xNT9Fd1IocR9IjyF09XxR8,Metro Infusion Center,,,Medical office,"6001 San Mateo Blvd NE suite g-2, Albuquerque, NM 87109, United States","4CW6+3M Albuquerque, New Mexico, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNFejhXe5xfp3Tf7uu6yM6flG1L_khm2XQKr-4r=w426-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:18.088Z,,,
https://www.google.com/maps/place/BEYOND+HEALTH/data=!4m7!3m6!1s0x87227319b092f795:0xa40619da9f7c436b!8m2!3d35.1583291!4d-106.6785368!16s%2Fg%2F11pb82wdmp!19sChIJlfeSsBlzIocRa0N8n9oZBqQ,BEYOND HEALTH,4.6,50,Medical Center,"3700 Bosque Plaza Ln NW, Albuquerque, NM 87120, United States","585C+8H Albuquerque, New Mexico, USA",http://www.beyond-health.com/,+1 505-899-4414,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNU3z87nafBFyVxJDsseH5gUa9J_FNrWFNc135I=w408-h278-k-no,true,Closed,7 am–3 pm,7 am–5 pm,7 am–3 pm,7 am–5 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:23.350Z,,,
https://www.google.com/maps/place/SOAR+Wellness/data=!4m7!3m6!1s0x872273765d416871:0xde286ae56c566f2b!8m2!3d35.1606034!4d-106.6379366!16s%2Fg%2F11kfwpz5pk!19sChIJcWhBXXZzIocRK29WbOVqKN4,SOAR Wellness,4.9,57,Medical spa,"6855 4th St NW Suite B2, Los Ranchos De Albuquerque, NM 87107, United States","5966+6R Los Ranchos De Albuquerque, New Mexico, USA",http://www.soarwellness.net/,+1 505-398-9430,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPw9uFeSJEEabRr5JQT_U7sazJC1TIiQzDDBlxL=w408-h725-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:30.238Z,,,
https://www.google.com/maps/place/Precision+Infusion/data=!4m7!3m6!1s0x8722743623416d87:0x3f6baf8e2987305d!8m2!3d35.1737477!4d-106.5896513!16s%2Fg%2F11b809jctj!19sChIJh21BIzZ0IocRXTCHKY6vaz8,Precision Infusion,,,Medical clinic,"4901 Lang Ave NE, Albuquerque, NM 87109, United States","5CF6+F4 Albuquerque, New Mexico, USA",http://www.precisionhc.com/,+1 505-238-8238,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VRV7jmCOFwCNOtegmkeyMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.05737&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5:09 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:35.600Z,,,
https://www.google.com/maps/place/New+Season+Treatment+Center+%E2%80%93+Albuquerque+North/data=!4m7!3m6!1s0x8722716979cc357f:0xdc5a1021ddafcf6a!8m2!3d35.1875588!4d-106.6620596!16s%2Fg%2F11jwh88chb!19sChIJfzXMeWlxIocRas-v3SEQWtw,New Season Treatment Center – Albuquerque North,4.6,33,Addiction treatment center,"9421 Coors Blvd NW Suite J&K, Albuquerque, NM 87114, United States","58QQ+25 Albuquerque, New Mexico, USA",https://www.newseason.com/treatment-center-locations/new-mexico/albuquerque-north-treatment-center/,+1 505-445-2400,Closed ⋅ Opens 6 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9Jr9gkYEOcrYqZv4mITPyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.49289&pitch=0&thumbfov=100,true,Closed,6 am–2 pm,6 am–2 pm,6 am–2 pm,6 am–2 pm,6 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:40.993Z,,,
https://www.google.com/maps/place/LivelongRx+Longevity+and+Wellness+Clinic/data=!4m7!3m6!1s0x872275cfd13d50fb:0xf6213b81c6626a79!8m2!3d35.1432118!4d-106.6014666!16s%2Fg%2F11ts1pd5_b!19sChIJ-1A90c91IocReWpixoE7IfY,LivelongRx Longevity and Wellness Clinic,5.0,28,Weight loss service,"3840 Commons Ave NE Suite A, Albuquerque, NM 87109, United States","49VX+7C Albuquerque, New Mexico, USA",https://livelongrxclinic.com/,+1 505-524-2522,,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vxrNym1RzQXnsKt7kk_kmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.12242&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:46.347Z,,,
https://www.google.com/maps/place/Spanish+Trails+Rehabilitation+Suites/data=!4m7!3m6!1s0x872275ce16d3fee5:0xd5d427edf0b3822b!8m2!3d35.1372063!4d-106.607054!16s%2Fg%2F11jcsw380j!19sChIJ5f7TFs51IocRK4Kz8O0n1NU,Spanish Trails Rehabilitation Suites,4.0,256,Nursing home,"1610 N Renaissance Blvd NE, Albuquerque, NM 87107, United States","49PV+V5 Albuquerque, New Mexico, USA",http://www.spanishtrailsrehabilitation.com/?utm_source=GMB&utm_medium=Yext&y_source=1_NDc5MzU0ODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 505-600-4800,Closes soon ⋅ 5:30 pm ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOk6i7Vv1vwzGrtZJNYPRs1dL35iXfPf8OQ2n7f=w408-h293-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/Infusion+centers+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2025-09-28T23:01:50.775Z,,,
