placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/911+Restoration+of+Bakersfield/data=!4m7!3m6!1s0x80ea5d8066f9abb3:0x7c2bf7726067b3cb!8m2!3d35.3795628!4d-119.0561211!16s%2Fg%2F11f79_nllb!19sChIJs6v5ZoBd6oARy7NnYHL3K3w,911 Restoration of Bakersfield,4.9,323,Water damage restoration service,"4838 Burr St Unit B, Bakersfield, CA 93308, United States","9WHV+RH Bakersfield, California, USA",https://www.911restorationbakersfield.com/?utm_campaign=gmb,+1 661-220-7584,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweooBbKdIo5zVv0uEVBS9xDn5LGbTbixRSf_6_ZiAxZnQq7s-mI3uVlzpO16F-mWGGL8WORGTcCCiiiUwSHE13fU7nD2igS1x7YsXfsGpic9Upv-ZLcmjF_VqRFoc2e_h-eVrFMJZSvSvQDi=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:32:41.266Z,,,
https://www.google.com/maps/place/Water+Damage+Restoration+Of+Bakersfield/data=!4m7!3m6!1s0x80ea6bbf63fe99cd:0xb8fd20331c844747!8m2!3d35.3536488!4d-118.998458!16s%2Fg%2F11whpr5mv9!19sChIJzZn-Y79r6oARR0eEHDMg_bg,Water Damage Restoration Of Bakersfield,5.0,10,Water damage restoration service,"415 E Brundage Ln #101, Bakersfield, CA 93307, United States","9232+FJ Bakersfield, California, USA",,+1 661-558-1510,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweouSvwdSJqMOgW-l2mz1GhRL6ZzmX6-MmR2-W1-_ZVn7Za60HK0_SrCqhvNqvPBf7S9w450lfpfcQdYA15QVxIjz99PBs7vSqhbg0wyO8F2dTHpbTiPZpAySkL6tfmdnKanZjh52w=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:32:47.496Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Alert+Disaster+Restoration/data=!4m7!3m6!1s0x80ea41ad36940181:0xd6703d2fdb0aed5d!8m2!3d35.3883761!4d-119.0830483!16s%2Fg%2F1tkkv5dg!19sChIJgQGUNq1B6oARXe0K2y89cNY,Alert Disaster Restoration,4.9,512,Water damage restoration service,"3300 Patton Way, Bakersfield, CA 93308, United States","9WQ8+9Q Bakersfield, California, USA",http://www.alertdisaster.com/,+1 661-396-7908,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqdXQFP9kmJlmMHMppFfnz3iw0YFW43jFPf3cutIeYKwd6zgyMYE3kogqNbozpWkB9x0mXnbEnzwbmEOqhJYzhl8tkg4cjarxIpKdeRf3pV2hsjkyZOpfuoAt65Z4Be7QfGD7x7EQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:32:52.326Z,,,
https://www.google.com/maps/place/ServiceMaster+At+Bakersfield/data=!4m7!3m6!1s0x80ea6a4d19ab497f:0x54686816f1ce8ad0!8m2!3d35.3482038!4d-119.0010672!16s%2Fg%2F1tgcmly1!19sChIJf0mrGU1q6oAR0IrO8RZoaFQ,ServiceMaster At Bakersfield,4.2,55,Fire damage restoration service,"217 Daniels Ln, Bakersfield, CA 93307, United States","8XXX+7H Bakersfield, California, USA",http://www.servicemasterrestore.com/servicemaster-at-bakersfield,+1 661-324-4063,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqriE6AIMJsYNbLR-0M05Q6d6O1kgevgslP7PJqu2Em6Xtq8BDgXWsV6mGFg9QyjqbRgfOcTz6V6It4Bh0-ufmXUDnoENSzqBUptDrbz9JUb6WGJqOzZteCUXDfC2T8c0SzVc5o=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:32:57.103Z,,,
"https://www.google.com/maps/place/Paul+Davis+Restoration+of+Bakersfield,+CA/data=!4m7!3m6!1s0x80ea430f42aaa6ff:0xb0926663b4645c24!8m2!3d35.3801414!4d-119.0769807!16s%2Fg%2F11yp6c8trl!19sChIJ_6aqQg9D6oARJFxktGNmkrA","Paul Davis Restoration of Bakersfield, CA",5.0,27,Water damage restoration service,"6730 Charity Ave unit 4, Bakersfield, CA 93308, United States","9WJF+36 Bakersfield, California, USA",https://bakersfieldca.pauldavis.com/?utm_campaign=gmb,+1 661-387-3849,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweopzEkIvr4xoDAoIXD3b-FOWLDvWwPKz9OWRNvW69KObItRSSPmzAPKlJnvfyL_vaN5q3AzCFzb74HkxznqEOk620OU2DZKJEV-RbvVsMfYkf6lNsm0yn7S6N1-FfMbinc96QvgqYL02X-C=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:01.862Z,,,
https://www.google.com/maps/place/U-payless+Water+Damage+%26+Restoration/data=!4m7!3m6!1s0x80ea6b05d69e43bb:0xa551e102da6c305b!8m2!3d35.3758226!4d-118.9709088!16s%2Fg%2F11mdv_sjgx!19sChIJu0Oe1gVr6oARWzBs2gLhUaU,U-payless Water Damage & Restoration,5.0,15,Water damage restoration service,"2005 Monterey St, Bakersfield, CA 93305, United States","92GH+8J Bakersfield, California, USA",http://bakersfieldwaterdamagerestorations.com/,+1 661-441-6255,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFRY8RV-jeDi4C59lN0ihGcKly48fCW3G02jQH8-XhkZiwy0m3GjjNRAejqe-hRIwiwmvzdvUxnMad6nNDp9S0aetImzrLhssCWeC7X2HKFplDi7fENbXG95z3k_nBq3n75dwK2IzvgGdp=w408-h372-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:06.750Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Alliance+Water+Damage+Restoration+Bakersfield/data=!4m7!3m6!1s0x80ea6a22ec28427b:0xbb64032ad2fbbbc4!8m2!3d35.3632644!4d-119.0179585!16s%2Fg%2F1th1d0qp!19sChIJe0Io7CJq6oARxLv70ioDZLs,Alliance Water Damage Restoration Bakersfield,5.0,6,Building restoration service,"621 K St, Bakersfield, CA 93304, United States","9X7J+8R Bakersfield, California, USA",,+1 661-462-6606,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUsycRIGCkphtm1Tmd9BD5md1U43lYqfOtdotbGaWcAWz_3wk7I9PNu33hm-BvuYm1yAP3gb8f8hctK5dqrrS6PtQORZolZPyMvRAtcFcFYIqG2Jd2Em47mdHB4bDSYg1EHTbjush0evc=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:11.638Z,,,
https://www.google.com/maps/place/ProRestoration+Services+Inc/data=!4m7!3m6!1s0x80ea42550acdfd1f:0xb47e689c776f6cde!8m2!3d35.3919913!4d-119.0897917!16s%2Fg%2F11h04mn42!19sChIJH_3NClVC6oAR3mxvd5xofrQ,ProRestoration Services Inc,4.8,102,Water damage restoration service,"3556-B Bowman Ct, Bakersfield, CA 93308, United States","9WR6+Q3 Bakersfield, California, USA",https://www.prorestorationca.com/,+1 661-393-9306,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoifofjeage47rqTk4FA90rcWCFIIaG1aAaJoR2nMRAigIY2LJ9lfijk3nreHm0_0jc3n8Eqr7Qu0I1kCarobBJi9pWqem7EL14oTas_Pvjy7ZS_aNpJGuBKdxAyq28-gWaSQdsm_5Ergc=w519-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:16.395Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/TipTop+-+Kern+County/data=!4m7!3m6!1s0x80ea6bcedc0f30df:0xd5a65703f10e4db6!8m2!3d35.34533!4d-119.0382809!16s%2Fg%2F11wts0bky1!19sChIJ3zAP3M5r6oARtk0O8QNXptU,TipTop - Kern County,4.5,10,Fire damage restoration service,"942 Wible Rd, Bakersfield, CA 93304, United States","8XW6+4M Bakersfield, California, USA",https://tiptoprestoration.com/,+1 661-502-5141,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoBkioa7vVM3FSUAe3nBR84FM9kn2Xm7wHP-oWGcB5YupfcXYk7njNpPIdf7TTTpSItmRINpDRYBXV0v52TyP8RyFzHEx_oJHg2R-WxBeLjLGy4RVIRJffmK_MHf6EZg1FGAFNZ=w408-h263-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:21.181Z,,,
https://www.google.com/maps/place/First+Fire+Damage+Restoration+Bakersfield/data=!4m7!3m6!1s0x80ea41a82fd81f93:0xda80ff258a175a56!8m2!3d35.3299013!4d-119.0558352!16s%2Fg%2F11w_mjdml0!19sChIJkx_YL6hB6oARVloXiiX_gNo,First Fire Damage Restoration Bakersfield,5.0,22,Fire damage restoration service,"4800 Capella Ct, Bakersfield, CA 93309, United States","8WHV+XM Bakersfield, California, USA",http://firstfiredamagerestorationbakersfield.com/,+1 661-605-7560,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMVEEF_BMSq4HRPZIfqrA7lUdgiQVkSZkntOS54PRbWCzs8v5F4xNCjWpaLHpdNWIaMuHVUcjvvmdHCv_YnoSzaro3ZPH3XUCqXSlheF4dwV7KnbuTDPABttVzlBabNLFUiCg33zfPsSZO=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2026-03-23T03:33:25.973Z,,,
