placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,error
https://www.google.com/maps/place/vIVid+Wisconsin/data=!4m7!3m6!1s0x87f8bdf76966d5e5:0xeee669a081082e5b!8m2!3d44.7771999!4d-91.4482201!16s%2Fg%2F11l30xmb4j!19sChIJ5dVmafe9-IcRWy4IgaBp5u4,vIVid Wisconsin,5.0,44,Health spa,"3806 Oakwood Hills Pkwy, Eau Claire, WI 54701, United States","QHG2+VP Eau Claire, Wisconsin, USA",http://thevividlounge.com/,+1 715-492-0556,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOt_8RyPJpMh9xcD0ILKS1ZGGVsOkJzK3lZ2aOm=w408-h271-k-no,true,Closed,9 am–5 pm,9 am–7 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:02:56.149Z,,
https://www.google.com/maps/place/Cancer+Center+at+Marshfield+Medical+Center-Eau+Claire/data=!4m7!3m6!1s0x87f8bd8fee9fa807:0x766cce1cf66b24b0!8m2!3d44.7944484!4d-91.5196065!16s%2Fg%2F1tcy9ggk!19sChIJB6if7o-9-IcRsCRr9hzObHY,Cancer Center at Marshfield Medical Center-Eau Claire,3.7,6,Cancer treatment center,"2200 Craig Rd, Eau Claire, WI 54701, United States","QFVJ+Q5 Eau Claire, Wisconsin, USA",https://www.marshfieldclinic.org/Locations/Centers/Eau%20Claire%20%E2%80%93%20Marshfield%20Medical%20Center%20Cancer%20Center,+1 715-858-6767,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=74MkTKvdVnU6AZ7lyPzJ0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.27573&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:01.845Z,,
https://www.google.com/maps/place/Rescue+Hydration/data=!4m7!3m6!1s0x87f8bdad58c2c765:0x4a7c426c392e0812!8m2!3d44.7697215!4d-91.4569108!16s%2Fg%2F11k5991qlc!19sChIJZcfCWK29-IcREgguOWxCfEo,Rescue Hydration,4.9,66,Medical spa,"3119 Golf Rd #107, Eau Claire, WI 54701, United States","QG9V+V6 Eau Claire, Wisconsin, USA",http://rescueivhydration.com/,+1 715-255-0011,"Closed ⋅ Opens 9 am Mon

Updated by this business 1 week ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipM57c5VZydtISRILvVAD6uNwJcidXyrT4BHGL7j=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–3 pm,9 am–3 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:07.393Z,,
https://www.google.com/maps/place/Marshfield+Medical+Center+-+Eau+Claire+%28medical+offices%29/data=!4m7!3m6!1s0x87f8bd87651c8bb7:0xf3657bb600a25382!8m2!3d44.7942527!4d-91.5199138!16s%2Fg%2F1263sx6vv!19sChIJt4scZYe9-IcRglOiALZ7ZfM,Marshfield Medical Center - Eau Claire (medical offices),4.0,484,Medical clinic,"2310 Craig Rd, Eau Claire, WI 54701, United States","QFVJ+P2 Eau Claire, Wisconsin, USA",https://www.marshfieldclinic.org/locations/eau-claire-marshfield-medical-center/eau-claire-outpatient-services,+1 715-858-4500,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no5qj2nf51hwP9wZaLCWuGEi2uph6BNrt9lTWk-VjsytR_vZt4JU8y6zAuQIf0J80_3O1Zr0_Vbf0apPn6sd_fR-5Penwoexnd33MI1uUCcV7Bp5g6ujxg3o7CDCYbYKBkRfkdj=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–8 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:12.291Z,,
https://www.google.com/maps/place/Dunlap+Cancer+Center+Building/data=!4m7!3m6!1s0x87f8bd6569a545cb:0xa9d97ab7a8fb1356!8m2!3d44.8129555!4d-91.5133538!16s%2Fg%2F11c0rvk724!19sChIJy0WlaWW9-IcRVhP7qLd62ak,Dunlap Cancer Center Building,5.0,4,Cancer treatment center,"1221 Whipple St, Eau Claire, WI 54703, United States","RF7P+5M Eau Claire, Wisconsin, USA",http://mayoclinichealthsystem.org/locations/eau-claire/services-and-treatments/oncology/cancer-center,+1 715-838-6072,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H55A9hZKae0VAavGc-LJSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=214.65186&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:15.136Z,,
https://www.google.com/maps/place/ETI+Wound+Healing+Center/data=!4m7!3m6!1s0x87f8bd88cb938f0d:0xe7bbda9f6db1b5a3!8m2!3d44.8003303!4d-91.4706697!16s%2Fg%2F11c5_rgzgw!19sChIJDY-Ty4i9-IcRo7WxbZ_au-c,ETI Wound Healing Center,5.0,12,Physical therapy clinic,"2130 Brackett Ave b, Eau Claire, WI 54701, United States","RG2H+4P Eau Claire, Wisconsin, USA",http://etiwoundhealingcenter.com/,+1 715-736-4384,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNzL3cU3x_FZNrS2b1P9-gtXnvMB5P_9NM9ygNj=w408-h402-k-no,false,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:20.113Z,,
https://www.google.com/maps/place/Elite+Hormones+-+Eau+Claire/data=!4m7!3m6!1s0x87f8bd9e67e52d15:0x4a5c2b8aeb616835!8m2!3d44.8269998!4d-91.5417653!16s%2Fg%2F11rj5kgttg!19sChIJFS3lZ569-IcRNWhh64orXEo,Elite Hormones - Eau Claire,5.0,45,Wellness center,"2633 N Clairemont Ave, Eau Claire, WI 54703, United States","RFG5+Q7 Eau Claire, Wisconsin, USA",https://elitehormones.com/,+1 715-240-4150,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOI2JMFOOA4IluBG0j80BLGK-SEWyIfGjOclJlA=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:25.097Z,,
https://www.google.com/maps/place/ReJuve+Lounge/data=!4m7!3m6!1s0x87f8bd69cc0ee849:0x669517e77162fcca!8m2!3d44.7895921!4d-91.4589894!16s%2Fg%2F11w4rzzxnn!19sChIJSegOzGm9-IcRyvxicecXlWY,ReJuve Lounge,5.0,36,Wellness center,"2857 Mall Dr, Eau Claire, WI 54701, United States","QGQR+RC Eau Claire, Wisconsin, USA",https://www.rejuveloungeec.com/,+1 715-894-9442,"Closed ⋅ Opens 8 am Mon

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNF54am5MWrNer_RJGCl3iUAh5irYKkmBSh5ZC1=w408-h271-k-no,true,Closed,8 am–2 pm,11 am–8 pm,8 am–5 pm,11 am–8 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:30.456Z,,
https://www.google.com/maps/place/Marshfield+Medical+Center-Eau+Claire+Medical+Offices-Internal+Medicine/data=!4m7!3m6!1s0x87f8979e337f2d07:0xcee17d3ddb5ec99f!8m2!3d44.7964315!4d-91.5210137!16s%2Fg%2F11kpzqphj8!19sChIJBy1_M56X-IcRn8le2z194c4,Marshfield Medical Center-Eau Claire Medical Offices-Internal Medicine,4.5,114,Medical clinic,"2116 Craig Rd, Eau Claire, WI 54701, United States","QFWH+HH Eau Claire, Wisconsin, USA",https://www.marshfieldclinic.org/locations/eau-claire-marshfield-medical-center/eau-claire-outpatient-services?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 715-858-4700,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNdf74hm35nqTUwLR_nD33bjxyqX7oMF8TQMiLJ=w426-h240-k-no,true,Closed,7 am–5 pm,7 am–8 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:35.423Z,,
https://www.google.com/maps/place/Marshfield+Medical+Center+-+Eau+Claire/data=!4m7!3m6!1s0x87f8bd0c6d9e8b1d:0x58c342850b84ec36!8m2!3d44.794566!4d-91.5206891!16s%2Fg%2F11g4d5zc2z!19sChIJHYuebQy9-IcRNuyEC4VCw1g,Marshfield Medical Center - Eau Claire,2.3,97,Medical clinic,"2310 Craig Rd, Eau Claire, WI 54701, United States","QFVH+RP Eau Claire, Wisconsin, USA",https://www.marshfieldclinic.org/locations/centers/Eau%20Claire%20-%20Marshfield%20Medical%20Center,+1 715-858-8100,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9VKaFresynnPQyJriAeGXuZVAuDmhUEDiH4rO73n1sLYz3_rsYpAJu4mCcn-6JRU-em36BWBTrV_KC3oFqBXPcs0eEU33gn2KMgjlb7rDgw2-djdwXK5KVx92TV6_CxsNAEBm=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Eau+Claire+Eau+Clair+WI/@44.811349,-91.4984941,14z",2025-09-28T23:03:40.573Z,,
