placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Rhino+Electric+Services+LLC/data=!4m7!3m6!1s0x86269964ddc49cb9:0xc3ebef320718865b!8m2!3d30.5377854!4d-91.0725042!16s%2Fg%2F11h0y38mpy!19sChIJuZzE3WSZJoYRW4YYBzLv68M,Rhino Electric Services LLC,5.0,393,Electrician,"10225 Moss Lea Dr, Baton Rouge, LA 70818, United States","GWQG+4X Baton Rouge, Louisiana, USA",http://www.rhinoelectric.net/,+1 225-324-3851,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOtIzc4J8-kyRKgfcJvbKyoRCzC9Hg_wYmtDsSp=w408-h272-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:20.255Z,,,,
https://www.google.com/maps/place/Regional+Generator+Services/data=!4m7!3m6!1s0x8626a2471b69b617:0xbe07aac5df7ef4e2!8m2!3d30.4922379!4d-91.1140676!16s%2Fg%2F1tf81zdv!19sChIJF7ZpG0eiJoYR4vR-38WqB74,Regional Generator Services,5.0,5,Electrician,"7485 Oakleaf Dr, Baton Rouge, LA 70812, United States","FVRP+V9 Baton Rouge, Louisiana, USA",,+1 225-357-1273,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynKA2n2NVlnaPBHFfbyaUAVVqVn1i3HiGCkQ17XM9aNdJGgddJgLRDfYlEd0Ep3ZJ28CTJBO5Crgkid8u6yTTz84xoCuzTv4uyoF0unSz8smKAFvBoh20Lgm_EPUQlIa0sjtFR=w408-h408-k-no,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:23.487Z,,,,
https://www.google.com/maps/place/GSE+Integrated/data=!4m7!3m6!1s0x8626a53914d87661:0x30a6a6c4aed3f69c!8m2!3d30.3936817!4d-91.0177288!16s%2Fg%2F1w6_p5fm!19sChIJYXbYFDmlJoYRnPbTrsSmpjA,GSE Integrated,5.0,1060,Electrician,"6441 Jones Creek Rd, Baton Rouge, LA 70817, United States","9XVJ+FW Baton Rouge, Louisiana, USA",https://gseintegrated.com/,+1 225-615-8131,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBn9-PVlqq4YjhSRLRtEfti5-7zui9wUN5pJgTgAd-JqdVCNKT6wZZhEnyostsSpZdwlYR8h0Ffgd81nIOfzXnt7y0Ba_mqXZfX2AFR2XAA3U5C-rVBWz-ScBH-ZWKy7-n_fLb2cVhrXxY=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:28.306Z,,,,
https://www.google.com/maps/place/Central+Heating+%26+Air+LLC/data=!4m7!3m6!1s0x862697de993a9365:0x5665fb77fc54409b!8m2!3d30.336667!4d-90.509418!16s%2Fg%2F1tqnl_d_!19sChIJZZM6md6XJoYRm0BU_Hf7ZVY,Central Heating & Air LLC,4.8,455,Air conditioning repair service,,,http://www.centralheating-air.com/,+1 225-230-8481,Open · Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipN_5WCmNXg0WVP8QuTFSS2xJ-04wxRLXALtn0M=w493-h240-k-no,true,4 am–11 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,4 am–11 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:33.682Z,,,,
https://www.google.com/maps/place/Optimize+Generator+People/data=!4m7!3m6!1s0x8626a15e19e17fe1:0xdb4c07c4b9015d7d!8m2!3d30.4759686!4d-91.0738012!16s%2Fg%2F1ptvsgtq8!19sChIJ4X_hGV6hJoYRfV0BucQHTNs,Optimize Generator People,4.6,75,Energy equipment and solutions,"10172 Mammoth Ave, Baton Rouge, LA 70814, United States","FWGG+9F Baton Rouge, Louisiana, USA",http://www.optimizegp.com/,+1 225-308-4100,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN8yDseaHj7Jj7HkM2bw0JhyCPsR-kpCavOAfy_=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:38.499Z,,,,
"https://www.google.com/maps/place/Generators,+LLC/data=!4m7!3m6!1s0x8c5dbe269b6a6f23:0x8c9a3547db90090d!8m2!3d30.399662!4d-90.6564144!16s%2Fg%2F11wp5dyv2g!19sChIJI29qmya-XYwRDQmQ20c1mow","Generators, LLC",5.0,134,Electrician,,,https://www.gpod.pro/,+1 225-955-1900,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNJJNzhGGMyGT7isUTdj9FIzp9YEc5drf3JPQ7e=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:43.405Z,,,,
https://www.google.com/maps/place/Kliebert+Electrical+Service+of+Baton+Rouge/data=!4m7!3m6!1s0x49934488ee6fb7f9:0xe1616371d011c43a!8m2!3d30.4486746!4d-91.1181035!16s%2Fg%2F11kbjvl56s!19sChIJ-bdv7ohEk0kROsQR0HFjYeE,Kliebert Electrical Service of Baton Rouge,5.0,114,Electrician,,,https://www.kliebertelectrical.com/,+1 225-673-1919,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOHhgFAIFMfuNB1gfV5_uMK8eOSYtR9FUPsvTOV=w408-h408-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:48.262Z,,,,
https://www.google.com/maps/place/Central+Emergency+Power+LLC/data=!4m7!3m6!1s0x86269f419ab88283:0x996b86992fb55e90!8m2!3d30.532524!4d-91.1578664!16s%2Fg%2F11t0vy79sp!19sChIJg4K4mkGfJoYRkF61L5mGa5k,Central Emergency Power LLC,,,Electric generator shop,"9316 Jackie Cochran Dr Suite A, Baton Rouge, LA 70807, United States","GRMR+2V Baton Rouge, Louisiana, USA",https://centralemergencypowerllc.kohlergeneratordealer.com/,+1 225-261-2223,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1tPiOm18n0m33D5dcS0vYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.956745&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:50.993Z,,,,
https://www.google.com/maps/place/Mr.+Electric+of+Baton+Rouge/data=!4m7!3m6!1s0x8626a0c0bfffffff:0x2feaaedfed353f5!8m2!3d30.3829067!4d-91.0487636!16s%2Fg%2F1tkb5gkt!19sChIJ____v8CgJoYR9VPT_u2q_gI,Mr. Electric of Baton Rouge,4.9,1028,Electrician,"6630 Exchequer Dr STE K, Baton Rouge, LA 70809, United States","9XM2+5F Baton Rouge, Louisiana, USA",https://mrelectric.com/baton-rouge,+1 225-224-0358,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPR5luRJFxx9fpza5wVvzYy_nF1rV6h4V5JcJEz=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:23:56.042Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Steadfast+Electric/data=!4m7!3m6!1s0x8626a5784bdc7283:0xbd9a9e30d8aeba97!8m2!3d30.353915!4d-90.9222391!16s%2Fg%2F11bzyzqqb_!19sChIJg3LcS3ilJoYRl7qu2DCemr0,Steadfast Electric,5.0,221,Electrician,"23456 Hoo Shoo Too Rd, Baton Rouge, LA 70817, United States","933H+H4 Baton Rouge, Louisiana, USA",https://www.steadfastelectric.com/?utm_campaign=GoogleMyBusiness,+1 225-457-7968,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNBD_3KStS5CbER8q_ATu8wIsvMyHya6HifvLnl=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Central+Baton+Rouge+Baton+Rouge+LA/@30.5417533,-91.0189769,14z",2026-01-10T21:24:01.119Z,,,,
