placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/H2O+Health/data=!4m7!3m6!1s0x880519a6a0a189a1:0xcfafdad3ba7485f6!8m2!3d43.0304344!4d-87.9041084!16s%2Fg%2F11fr6w2lc8!19sChIJoYmhoKYZBYgR9oV0utPar88,H2O Health,4.9,120,Medical Center,"130 N Jefferson St, Milwaukee, WI 53202, United States","23JW+59 Milwaukee, Wisconsin, USA",https://healthhydrationoasis.com/,+1 262-277-1018,Closed ⋅ Opens 10 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNPDbfoPGXsK9GCC258yOf_LHpVg1tvQQIXkRXM=w408-h510-k-no,true,9 am–2 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:14:37.352Z,,,
https://www.google.com/maps/place/IVme+Wellness+%2B+Aesthetics+Milwaukee+Historic+Third+Ward/data=!4m7!3m6!1s0x8805190ae264a9ed:0xe947b52db6794a0a!8m2!3d43.034567!4d-87.9077499!16s%2Fg%2F11j36mpwvs!19sChIJ7alk4goZBYgRCkp5ti21R-k,IVme Wellness + Aesthetics Milwaukee Historic Third Ward,5.0,780,Medical Center,"331 N Broadway, Milwaukee, WI 53202, United States","23MR+RW Milwaukee, Wisconsin, USA",https://ivmenow.com/locations/milwaukee-wi/,+1 262-230-2190,"Closed ⋅ Opens 9 am Mon

Updated by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM6y4lAx0GhMN1kvLQJzjzXlbJKXiZNH23OCaM_=w408-h544-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:14:42.999Z,,,
https://www.google.com/maps/place/Ascension+Columbia+St.+Mary%27s+-+Water+Tower+Medical+Commons/data=!4m7!3m6!1s0x880518c171547693:0x60d4741cd5f3fd7!8m2!3d43.0612692!4d-87.8786794!16s%2Fg%2F11b7k15sr0!19sChIJk3ZUccEYBYgR1z9fzUFHDQY,Ascension Columbia St. Mary's - Water Tower Medical Commons,4.9,410,Medical clinic,"2350 N Lake Dr, Milwaukee, WI 53211, United States","346C+GG Milwaukee, Wisconsin, USA",https://healthcare.ascension.org/locations/wisconsin/wimil/milwaukee-ascension-columbia-st-marys-hospital/departments/water-tower-medical-commons?utm_campaign=reputation-management&utm_medium=organic-search&utm_content=location-listing&utm_source=local,,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipO5qPn4wCwrebTlonrmu0FCW3r-MsVP4uIEEDn0=w426-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:14:48.447Z,,,
https://www.google.com/maps/place/Cancer+Clinic/data=!4m7!3m6!1s0x880518c16da40147:0x4c96e4930fdd49c6!8m2!3d43.0608459!4d-87.8788736!16s%2Fg%2F11crzf_qs5!19sChIJRwGkbcEYBYgRxkndD5Pklkw,Cancer Clinic,5.0,1,Cancer treatment center,"2350 N Lake Dr, Milwaukee, WI 53211, United States","346C+8F Milwaukee, Wisconsin, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cRR57TubhNZtMd891rcXaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.75368&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:14:51.204Z,,,
https://www.google.com/maps/place/Dove+Hydration+%26+Wellness/data=!4m7!3m6!1s0x880519211d4180a9:0xde2dc5ae2012c137!8m2!3d43.0428062!4d-87.9572882!16s%2Fg%2F11l_9vpysc!19sChIJqYBBHSEZBYgRN8ESIK7FLd4,Dove Hydration & Wellness,5.0,4,Medical spa,"950 N 35th St 2nd Floor, Milwaukee, WI 53208, United States","22VV+43 Milwaukee, Wisconsin, USA",http://www.dovehydrationandwellness.com/,+1 414-775-7739,Closed ⋅ Opens 8 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOKQ-fs2TQzUA_x_3ezovW4x62Zpq2xt7SFCfLQ=w408-h544-k-no,true,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:14:56.099Z,,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x88051f2f3db4803d:0x118ff450a4a71f55!8m2!3d43.0972412!4d-87.9113462!16s%2Fg%2F11v0tm2sjp!19sChIJPYC0PS8fBYgRVR-npFD0jxE,Metro Infusion Center,,,Medical office,"377 W River Woods Pkwy SUITE 201, Glendale, WI 53212, United States","33WQ+VF Glendale, Wisconsin, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WYTopLIS_KUA-ej--OBigQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.62332&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:15:01.001Z,,,
https://www.google.com/maps/place/Passport+Health+WI+%28Milwaukee%27s+Third+Ward%29+Vaccine+Clinic/data=!4m7!3m6!1s0x880519a5c7d90039:0x15063c59794403bb!8m2!3d43.0334411!4d-87.9086557!16s%2Fg%2F124t2ltgj!19sChIJOQDZx6UZBYgRuwNEeVk8BhU,Passport Health WI (Milwaukee's Third Ward) Vaccine Clinic,4.9,368,Travel clinic,"207 E Buffalo St Suite LL16, Milwaukee, WI 53202, United States","23MR+9G Milwaukee, Wisconsin, USA",https://www.passporthealthusa.com/locations/wi/milwaukee/602/?utm_source=gmb&utm_medium=organic&utm_campaign=GMB_Insights&utm_content=milwaukee,+1 262-240-1031,"Closed ⋅ Opens 7 am Mon

Updated by this business 4 weeks ago",Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipOkO3DHk40LokI-YhLpQDiLAf4rzsLAjOuGPKdB=w452-h240-k-no,true,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:15:05.853Z,,,
https://www.google.com/maps/place/Vince+Lombardi+Cancer+Clinic/data=!4m7!3m6!1s0x88051978deea2279:0x580df0af1c8bb873!8m2!3d43.0418919!4d-87.9276742!16s%2Fg%2F11b8t6n_1p!19sChIJeSLq3ngZBYgRc7iLHK_wDVg,Vince Lombardi Cancer Clinic,5.0,3,Cancer treatment center,"1218 W Kilbourn Ave Ste 200, Milwaukee, WI 53233, United States","23RC+QW Milwaukee, Wisconsin, USA",https://care.aurorahealthcare.org/locations/vince-lombardi-cancer-clinic-1218-w-kilbourn-ave-ste-200,+1 414-219-7370,Closed ⋅ Opens 8:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bUyF5E4wONXAxZLLPJ5x5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.79285&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:15:10.948Z,,,
https://www.google.com/maps/place/Polly+and+Bill+Van+Dyke+Cancer+Center+-+Ascension+Columbia+St.+Mary%27s/data=!4m7!3m6!1s0x880518c16da40147:0x250d7514840ab4f8!8m2!3d43.0610417!4d-87.8786794!16s%2Fg%2F11g6w72nk2!19sChIJRwGkbcEYBYgR-LQKhBR1DSU,Polly and Bill Van Dyke Cancer Center - Ascension Columbia St. Mary's,4.5,4,Cancer treatment center,"2350 N Lake Dr #100, Milwaukee, WI 53211, United States","346C+CG Milwaukee, Wisconsin, USA",https://healthcare.ascension.org/locations/wisconsin/wimil/milwaukee-ascension-columbia-st-marys-hospital/departments/water-tower-medical-commons/polly-and-bill-van-dyke-cancer-center?utm_campaign=reputation-management&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 414-298-7250,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipORdqkb_2wEki7XbLTYmHotAOHL5xje696Dnhpx=w408-h272-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:15:15.945Z,,,
https://www.google.com/maps/place/Tenderness+Therapy+Center/data=!4m7!3m6!1s0x88051bc8957c5be1:0xb70acb884750d366!8m2!3d43.022344!4d-87.9487206!16s%2Fg%2F11x6y683wb!19sChIJ4Vt8lcgbBYgRZtNQR4jLCrc,Tenderness Therapy Center,5.0,13,Physical therapy clinic,"823 S Layton Blvd Suite 100, Milwaukee, WI 53215, United States","23C2+WG Milwaukee, Wisconsin, USA",https://tendernesshealthcare.com/services/therapy/,+1 414-727-8806,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP2dqfVX9-89OrcW-Ma3oTB90O5L7pwApyXt7o4=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2025-09-29T00:15:20.723Z,,,
