placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Aveanna+Hospice+of+Fairhope/data=!4m7!3m6!1s0x889a41ded9e4d45f:0xf461f0d5ee6c9b54!8m2!3d30.5538119!4d-87.8915986!16s%2Fg%2F11hyxmrw2m!19sChIJX9Tk2d5BmogRVJts7tXwYfQ,Aveanna Hospice of Fairhope,5.0,5,Hospice,"22502 US-98, Fairhope, AL 36532, United States","H435+G9 Fairhope, Alabama, USA",https://www.aveanna.com/locations/429/fairhope-alabama-36532/,+1 251-621-4229,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPcW3bkojNX32HLHlIl0dZmpeQvH3jHdj1hffKE=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-09-17T23:34:55.108Z,,,
https://www.google.com/maps/place/Comfort+Care+Hospice/data=!4m7!3m6!1s0x889a43d7fc7e52ed:0xc28c560d9094f093!8m2!3d30.5140571!4d-87.8866811!16s%2Fg%2F11c1nynlp6!19sChIJ7VJ-_NdDmogRk_CUkA1WjMI,Comfort Care Hospice,1.0,1,,"374 S Greeno Rd, Fairhope, AL 36532, United States","G477+J8 Fairhope, Alabama, USA",http://comfortcarehomehealth.com/,+1 251-621-4431,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cfht0ZXb-eHqchK98Znm0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=313.8401&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-09-17T23:35:00.515Z,,,
https://www.google.com/maps/place/Alacare+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x889a407a46446f83:0x74203449a1e7deaa!8m2!3d30.5182873!4d-87.885339!16s%2Fg%2F125_xw3zw!19sChIJg29ERnpAmogRqt7noUk0IHQ,Alacare Home Health & Hospice,,,,"251 S Greeno Rd D, Fairhope, AL 36532, United States","G497+8V Fairhope, Alabama, USA",,,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=slUhxZZcrpVuv3FNToCNWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=131.57498&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-09-17T23:35:05.496Z,,,
"https://www.google.com/maps/place/VitalCaring+Hospice/@30.826364,-88.0927909,17z/data=!3m1!4b1!4m6!3m5!1s0x889a552e24c64d35:0xccf1a52927f3c710!8m2!3d30.826364!4d-88.0927909!16s%2Fg%2F11vssj6hwn",VitalCaring Hospice,,,Hospice,"201 Shell St, Saraland, AL 36571, United States","RWG4+GV Saraland, Alabama, USA",https://vitalcaring.com/,+1 251-246-2727,Closed ⋅ Opens 8 am Thu,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-09-17T23:35:21.001Z,,,
https://www.google.com/maps/place/Coastal+Hospice+Care+Inc/data=!4m7!3m6!1s0x889a56957f23c9b9:0x483a8c9717d961c2!8m2!3d30.81324!4d-88.0725439!16s%2Fg%2F1tvw5q74!19sChIJuckjf5VWmogRwmHZF5eMOkg,Coastal Hospice Care Inc,,,,"90 McKeough Ave B, Saraland, AL 36571, United States","RW7G+7X Saraland, Alabama, USA",,+1 251-675-0012,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RSwzAU-Iwpw_tkW0KsNfBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.8221&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-09-17T23:35:25.987Z,,,
"https://www.google.com/maps/place/Kare-In-Home,+Hospice/data=!4m7!3m6!1s0x889a558dbe0c760b:0x1bc1cf70407cfebc!8m2!3d30.8053983!4d-88.1101187!16s%2Fg%2F11nmmwcjzj!19sChIJC3YMvo1VmogRvP58QHDPwRs","Kare-In-Home, Hospice",,,,"23 Shell St, Saraland, AL 36571, United States","RV4Q+5X Saraland, Alabama, USA",,+1 251-246-2727,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fvpppUNPA2_o3wDnhuoskw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.260469&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Saraland+Mobile+AL/@30.820742,-88.0705556,14z",2025-09-17T23:35:30.637Z,,,
https://www.google.com/maps/place/Alabama+Hospice+Care+of+Mobile/data=!4m7!3m6!1s0x889a4d133ef778df:0xf7d782d157e2b83e!8m2!3d30.6738452!4d-88.1255726!16s%2Fg%2F11b6ym0ds1!19sChIJ33j3PhNNmogRPrjiV9GC1_c,Alabama Hospice Care of Mobile,5.0,5,Hospice,"851 E Interstate 65 Service Rd S Suite 1050, Mobile, AL 36606, United States","MVFF+GQ Mobile, Alabama, USA",https://lhcgroup.com/locations/alabama-hospice-care-of-mobile/?utm_source=GMB&utm_campaign=Google_Local_Listing&utm_medium=referral&utm_content=Hospice_Care_Mobile_AL_36609,+1 251-345-1023,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_bmxvc_99K_hVlG17F17MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.89171&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:35:45.015Z,,,
"https://www.google.com/maps/place/The+Retreat,+Hospice+by+Saad/data=!4m7!3m6!1s0x889a4cd6c33733c1:0xc340cc41c7aca00e!8m2!3d30.6614826!4d-88.1604509!16s%2Fg%2F1wbg05p8!19sChIJwTM3w9ZMmogRDqCsx0HMQMM","The Retreat, Hospice by Saad",4.7,66,Hospice,"1515-B S University Blvd, Mobile, AL 36609, United States","MR6Q+HR Mobile, Alabama, USA",https://saadhospice.com/,+1 251-380-3810,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOLwxYZCLPT1ILksSKG_zx_fVIAAlg9iPBAybKw=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:35:50.251Z,,,
https://www.google.com/maps/place/Aveanna+Hospice+of+Mobile+%28Coastal%29/data=!4m7!3m6!1s0x889a4d67628c5a8d:0x346898d501b51654!8m2!3d30.6898098!4d-88.1245844!16s%2Fg%2F11fns0wmxz!19sChIJjVqMYmdNmogRVBa1AdWYaDQ,Aveanna Hospice of Mobile (Coastal),5.0,1,Hospice,"3290 Dauphin St Suite 505, Mobile, AL 36606, United States","MVQG+W5 Mobile, Alabama, USA",https://www.aveanna.com/locations/428/mobile-alabama-36609/,+1 251-304-3135,,https://lh3.googleusercontent.com/p/AF1QipN2bMQCq40w2QaL3QT_1nIBYjRC3wEvyL7cMQ1B=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:35:53.025Z,,,
https://www.google.com/maps/place/Enhabit+Hospice/data=!4m7!3m6!1s0x889bb3f492bcf375:0x79a51fadafbbdf24!8m2!3d30.6747632!4d-88.1183369!16s%2Fg%2F11fqzy9gnp!19sChIJdfO8kvSzm4gRJN-7r60fpXk,Enhabit Hospice,5.0,1,Hospice,"316 Bel Air Blvd Suite 100B, Mobile, AL 36606, United States","MVFJ+WM Mobile, Alabama, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 251-666-2399,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM4k5ldRXpmMofn4AHE0mRZaCgxKOy1NFFkY6yO=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:35:57.919Z,Identifies as women-owned,,
https://www.google.com/maps/place/Amedisys+Hospice+Care/data=!4m7!3m6!1s0x889a4d0896e68489:0xc56f7196ced70301!8m2!3d30.6932411!4d-88.0400531!16s%2Fg%2F1th5dbm2!19sChIJiYTmlghNmogRAQPXzpZxb8U,Amedisys Hospice Care,4.6,5,Hospice,"11 N Water St Suite 11225, Mobile, AL 36602, United States","MXV5+7X Mobile, Alabama, USA",https://locations.amedisys.com/al/mobile/hospice-1042/?utm_source=google&utm_medium=organic&utm_campaign=locallisting,+1 251-343-0989,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN5clljc6NQz-yLVq5GrG3ItAWTqfMGRYZexSCv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:02.931Z,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x889a4df2ff958cf1:0xa28785f0db9e0994!8m2!3d30.6895502!4d-88.1077609!16s%2Fg%2F11b6b49y70!19sChIJ8YyV__JNmogRlAme2_CFh6I,Gentiva Hospice,3.9,14,Hospice,"2800 Dauphin St UNIT 103, Mobile, AL 36606, United States","MVQR+RV Mobile, Alabama, USA",https://www.gentivahs.com/,+1 251-478-9900,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMstIzRqQKLK53ckl1Qa-Suiw8wzi7PWcYQnxGv=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:07.823Z,,,
https://www.google.com/maps/place/Community+Hospice+of+South+Alabama/data=!4m7!3m6!1s0x889a4d69dd565aa5:0x311751ab3c406ee6!8m2!3d30.6899636!4d-88.1039312!16s%2Fg%2F11kpjh1m45!19sChIJpVpW3WlNmogR5m5APKtRFzE,Community Hospice of South Alabama,,,Hospice,"2651 Cameron St # D, Mobile, AL 36607, United States","MVQW+XC Mobile, Alabama, USA",https://communityhospiceal.org/,+1 251-333-9335,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T6qPHCoGSh29qu-wajYjIQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.86331&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:12.741Z,,,
https://www.google.com/maps/place/St.+Joseph+Hospice/data=!4m7!3m6!1s0x889a4d8a8f8c61d3:0x1e525a634368ba69!8m2!3d30.6873978!4d-88.1217188!16s%2Fg%2F11h3njym37!19sChIJ02GMj4pNmogRabpoQ2NaUh4,St. Joseph Hospice,4.7,9,Hospice,"23 Midtown Park W B, Mobile, AL 36606, United States","MVPH+X8 Mobile, Alabama, USA",https://www.thecarpenterhealthnetwork.com/about-us/st-joseph-hospice/,+1 251-675-7555,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kKAa2oolx5jwlwwdbnpaaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.62862&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:17.699Z,,,
https://www.google.com/maps/place/Springhill+Hospice+-+Mobile/data=!4m7!3m6!1s0x889a4d888d0646a5:0x828a77f313fe8ba4!8m2!3d30.6675028!4d-88.1345529!16s%2Fg%2F11pzbnljdg!19sChIJpUYGjYhNmogRpIv-E_N3ioI,Springhill Hospice - Mobile,3.5,13,Hospice,"1110 Montlimar Dr, Mobile, AL 36609, United States","MV98+25 Mobile, Alabama, USA",https://springhillhomecare.com/hospice-care/,+1 251-725-1268,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMmvOWWK_AsdKZj9Ocuzu6DCERALLxSuA2oDDEB=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:22.609Z,,,
https://www.google.com/maps/place/SouthernCare/data=!4m7!3m6!1s0x889a4cfa782d9853:0x6c2e2a9f7fbe4adc!8m2!3d30.6401103!4d-88.1383634!16s%2Fg%2F11f3tsbqlf!19sChIJU5gtePpMmogR3Eq-f58qLmw,SouthernCare,4.0,11,Hospice,"3938 Government Blvd #103, Mobile, AL 36693, United States","JVR6+2M Mobile, Alabama, USA",http://southerncarehospice.com/,+1 251-666-2113,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNGmrgB3zSzRmvxKQj3DPzrCFyWfp7OjWDiwPRC=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:27.500Z,,,
https://www.google.com/maps/place/Springhill+Home+Health+-+Mobile/data=!4m7!3m6!1s0x889a4df164e9b9d5:0x29cc8bf1a65d1164!8m2!3d30.6675028!4d-88.1345529!16s%2Fg%2F1vd3wl22!19sChIJ1bnpZPFNmogRZBFdpvGLzCk,Springhill Home Health - Mobile,4.2,17,Home health care service,"1110 Montlimar Dr #700, Mobile, AL 36609, United States","MV98+25 Mobile, Alabama, USA",https://springhillhomecare.com/,+1 251-433-8172,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPGCIYBXvmJEByd6S0EXjmfCdAOesSdJs6chw5h=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Chickasaw+Mobile+AL/@30.7637991,-88.0747222,14z",2025-09-17T23:36:32.495Z,,,
