placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Community+Management+Inc/data=!4m7!3m6!1s0x54950a741fddbacf:0x69cba012185d8ac1!8m2!3d45.5078153!4d-122.656969!16s%2Fg%2F1tfg7csn!19sChIJz7rdH3QKlVQRwYpdGBKgy2k,Community Management Inc,4.1,475,Property management company,"2105 SE 9th Ave, Portland, OR 97214, United States","G85V+46 Portland, Oregon, USA",http://www.communitymgt.com/,+1 503-233-0300,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOP26a4qRatfiTFHRBzO1On_xURig_F7solD2l_=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:27.133Z,,,
https://www.google.com/maps/place/SYLO+Property+Management/data=!4m7!3m6!1s0x5495091344cf47bb:0xc6be7db7812e8280!8m2!3d45.5259905!4d-122.6809011!16s%2Fg%2F11fsk1hkjh!19sChIJu0fPRBMJlVQRgIIugbd9vsY,SYLO Property Management,4.5,80,Property management company,"404 NW 10th Ave #102, Portland, OR 97210, United States","G8G9+9J Portland, Oregon, USA",http://sylopm.com/,+1 971-347-3166,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOnVodDKhHO9xlXO2tfmCBt0yLPKa1jotCr2HDL=w408-h274-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:33.684Z,,,
https://www.google.com/maps/place/Downtown+Portland+Properties/data=!4m7!3m6!1s0x4b475c57b9ca0eb1:0xb618611e66951c57!8m2!3d45.5188355!4d-122.6936808!16s%2Fg%2F11k58ct_wv!19sChIJsQ7KuVdcR0sRVxyVZh5hGLY,Downtown Portland Properties,5.0,10,Property management company,"1906 SW Madison St, Portland, OR 97205, United States","G894+GG Portland, Oregon, USA",http://downtownportlandproperties.com/,+1 503-764-5464,Open ⋅ Closes 2:30 pm,https://lh3.googleusercontent.com/p/AF1QipNW5E95x5EgWto-aCN6Y-OGbNjgVoE23-BDMeg_=w408-h544-k-no,true,8:30 am–2:30 pm,8:30 am–2:30 pm,Closed,Closed,8:30 am–2:30 pm,8:30 am–2:30 pm,8:30 am–2:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:38.851Z,,,
https://www.google.com/maps/place/Living+Room+Property+Management/data=!4m7!3m6!1s0x5495a083c8df2ed7:0xa9188dc6066c3666!8m2!3d45.5195661!4d-122.656041!16s%2Fg%2F1hc2sl7kc!19sChIJ1y7fyIOglVQRZjZsBsaNGKk,Living Room Property Management,4.4,149,Property management company,"421 SE 10th Ave, Portland, OR 97214, United States","G89V+RH Portland, Oregon, USA",http://www.livingroomrentals.com/,+1 503-929-5223,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN1otkxgASuXD42BhAM5wW79aRNEaIK2hOKirbl=w408-h408-k-no,true,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:44.236Z,,,
https://www.google.com/maps/place/Chroma+Property+Management/data=!4m7!3m6!1s0x5495a761786a714d:0x50d3201a3766a9ec!8m2!3d45.5352065!4d-122.6488105!16s%2Fg%2F11lfgtkxzp!19sChIJTXFqeGGnlVQR7KlmNxog01A,Chroma Property Management,4.8,66,Property management company,"1631 NE Broadway, Portland, OR 97232, United States","G9P2+3F Portland, Oregon, USA",http://chromaproperty.com/,+1 503-208-8773,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPk1hqVbvfRfZlDfATPixpphBI47bcPp8wLer8=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:49.431Z,,,
https://www.google.com/maps/place/Lux+Property+Management/data=!4m7!3m6!1s0x54950901250661a5:0x35c0b77d259d401a!8m2!3d45.535222!4d-122.701823!16s%2Fg%2F11g10d7g04!19sChIJpWEGJQEJlVQRGkCdJX23wDU,Lux Property Management,4.6,24,Property management company,"2442 NW Thurman St, Portland, OR 97210, United States","G7PX+37 Portland, Oregon, USA",http://www.luxpropmgmt.com/,+1 503-298-5035,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-Mx_8Ccf_Ed3qlHNhJ8yz4NNKUgKppxD8QbuY8KcYVVZloBd4Is-q5j0ERB05td9u1P3AWgfB0lGEqf1xyv4UWFQvg7y0BbytHXhQJ88LEG1ZzFp8um2drg1geuU_9GTMlE5A=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:54.732Z,,,
https://www.google.com/maps/place/LongStreet+Property+Management/data=!4m7!3m6!1s0x5495a124b925920b:0x2da78b97887e0dee!8m2!3d45.5348118!4d-122.6443409!16s%2Fg%2F11qqs70hnj!19sChIJC5IluSShlVQR7g1-iJeLpy0,LongStreet Property Management,4.9,478,Property management company,"2100 NE Broadway Suite #319B, Portland, OR 97232, United States","G9M4+W7 Portland, Oregon, USA",http://www.longstreetpm.com/,+1 503-436-3300,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNAV6VCW0VbMe29QgAWor9Si3sTOrcYnS-fMH0=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:23:59.909Z,,,
"https://www.google.com/maps/place/Utopia+Property+Management+%7C+Portland,+OR/data=!4m7!3m6!1s0x54950b4f07a7b4cb:0x4e833641ff68aad5!8m2!3d45.4897903!4d-122.6749815!16s%2Fg%2F11vwprjwn6!19sChIJy7SnB08LlVQR1apo_0E2g04","Utopia Property Management | Portland, OR",4.9,114,Property management company,"4621 S Kelly Ave, Portland, OR 97239, United States","F8QG+W2 Portland, Oregon, USA",https://utopiamanagement.com/property-management-in-portland-or,+1 503-666-1988,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP1NSkREuMr1IHx523b_XnqeYteZAVwC992panu=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:24:05.128Z,,,
https://www.google.com/maps/place/NWV+Group/data=!4m7!3m6!1s0x5495a7491f253c09:0x6d05cdb2cc8f1617!8m2!3d45.543702!4d-122.66139!16s%2Fg%2F1yg4tsd0c!19sChIJCTwlH0mnlVQRFxaPzLLNBW0,NWV Group,4.0,317,Property management company,"2808 NE Martin Luther King Jr Blvd Suite G, Portland, OR 97212, United States","G8VQ+FC Portland, Oregon, USA",http://www.nwvgroup.com/,+1 503-282-4696,Open ⋅ Closes 12 pm ⋅ Reopens 1 pm,https://lh3.googleusercontent.com/p/AF1QipMJ1M4ISO3SUCf6l6dPaHlOAmVPcxv7lQLqcXxv=w426-h240-k-no,true,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:24:10.082Z,,,
https://www.google.com/maps/place/Blake+%26+Alder+Property+Management/data=!4m7!3m6!1s0x2efe65b90c46742d:0xf73144617467af17!8m2!3d45.5213358!4d-122.656848!16s%2Fg%2F11y5n216_d!19sChIJLXRGDLll_i4RF69ndGFEMfc,Blake & Alder Property Management,4.9,14,Property management company,"215 SE 9th Ave #202, Portland, OR 97214, United States","G8CV+G7 Portland, Oregon, USA",https://www.blakeandalder.com/,+1 971-300-4164,Open ⋅ Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HGUEi3dylR3ySvtfkAn9-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.37378&pitch=0&thumbfov=100,true,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-25T17:24:15.424Z,,,
