placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Parkside+Pediatrics/data=!4m7!3m6!1s0x88579d1bf9fb8193:0xfd7db0839f0a617d!8m2!3d34.92194!4d-81.9944091!16s%2Fg%2F11gbx8_z8p!19sChIJk4H7-RudV4gRfWEKn4Owff0,Parkside Pediatrics,4.8,215,Pediatrician,"2430 Reidville Rd, Spartanburg, SC 29301, United States","W2C4+Q6 Spartanburg, South Carolina, USA",https://www.parksidepediatrics.com/,+1 864-272-0388,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOUe2M7Gte7YgZHzIxv5H7ttc9Tt4iw_EwWmlMe=w480-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:19.967Z,,,,
https://www.google.com/maps/place/SMC+-+Center+for+Pediatrics/data=!4m7!3m6!1s0x885775e86007acc9:0x9c5c51d72cf09b5!8m2!3d34.9662773!4d-81.9407425!16s%2Fg%2F1td9fgfs!19sChIJyawHYOh1V4gRtQnPch3FxQk,SMC - Center for Pediatrics,2.5,68,Pediatrician,"853 N Church St #401, Spartanburg, SC 29303, United States","X385+GP Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/locations/smc-center-pediatrics,+1 864-560-6287,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOu5ZdjTpRYyHrM0Vgd1-L4CA5F5JYE_PKJ7iae=w473-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:26.742Z,,,,
https://www.google.com/maps/place/Pediatric+Center+Spartanburg/data=!4m7!3m6!1s0x885775d50e8e1379:0xd06af4d516ce6de4!8m2!3d34.9576425!4d-81.9233433!16s%2Fg%2F11x645ccvc!19sChIJeROODtV1V4gR5G3OFtX0atA,Pediatric Center Spartanburg,5.0,14,Pediatric clinic,"319 N Pine St, Spartanburg, SC 29302, United States","X35G+3M Spartanburg, South Carolina, USA",https://pedscenter.org/,+1 864-848-0003,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqaQB2zyNBSARvdZykvm1WJAksyNv0e2ocjuWhuGE6C7DwlogpkAS7s8px-IiUk-v3Of5zgrbQ25l-r9RjmHTtB0gRUIKSf3hOH0qvTiyufDAyrbAHvd0-QOb29Oy7lrgZ4wjk2vZFo-Hpg=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:31.536Z,,,,
https://www.google.com/maps/place/Medical+Group+of+the+Carolinas+-+Pediatrics+-+Westside/data=!4m7!3m6!1s0x88579d6bf97a22df:0x10fdccc128f8d737!8m2!3d34.935284!4d-82.0137678!16s%2Fg%2F1tj4hrzv!19sChIJ3yJ6-WudV4gRN9f4KMHM_RA,Medical Group of the Carolinas - Pediatrics - Westside,3.6,60,Pediatrician,"8311 Warren H Abernathy Hwy, Spartanburg, SC 29301, United States","WXPP+4F Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/locations/medical-group-carolinas-pediatrics-westside,+1 864-560-9600,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNCzcGM621bD19i-dKXPXDgFDUaCl8nMxBOftl-=w473-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:37.164Z,,,,
https://www.google.com/maps/place/Donna+Smith+MD/data=!4m7!3m6!1s0x88579d6bf97a22df:0x4d3df1d064cebbc!8m2!3d34.9356974!4d-82.0138984!16s%2Fg%2F1tgx2r3k!19sChIJ3yJ6-WudV4gRvOtMBh3f0wQ,Donna Smith MD,4.9,178,Pediatrician,"8311 Warren H Abernathy Hwy, Spartanburg, SC 29301, United States","WXPP+7C Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/find-a-doctor/donna-smith,+1 864-560-9600,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM2gYfkoTGFRYDPQgNyKrIaazX7HvTXw5qiaWg=w408-h607-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:42.275Z,,,,
https://www.google.com/maps/place/Marcia+Parra+MD/data=!4m7!3m6!1s0x88579d6bf97a22df:0x46fee0b517742e7b!8m2!3d34.9356969!4d-82.013898!16s%2Fg%2F1tj2p523!19sChIJ3yJ6-WudV4gRey50F7Xg_kY,Marcia Parra MD,5.0,175,Pediatrician,"8311 Warren H Abernathy Hwy, Spartanburg, SC 29301, United States","WXPP+7C Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/find-a-doctor/marcia-parra,+1 864-560-9600,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipONjybR7AckvxJpofrrQltTS4U34hVWccdY42nP=w408-h607-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:47.140Z,,,,
"https://www.google.com/maps/place/Paolo+M.+Arce,+MD/data=!4m7!3m6!1s0x88579dac0dd13877:0xc3ef2ad55b1e51e4!8m2!3d34.935284!4d-82.0137678!16s%2Fg%2F11fpr9wfml!19sChIJdzjRDaydV4gR5FEeW9Uq78M","Paolo M. Arce, MD",5.0,154,Pediatrician,"8311 Warren H Abernathy Hwy, Spartanburg, SC 29301, United States","WXPP+4F Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/find-a-doctor/paolo-arce,+1 864-560-9600,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM4nlG9IcPF_b44fvtUsZM7pHeSIO0-2xJeVc1J=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:51.952Z,,,,
https://www.google.com/maps/place/Shelley+Mahaffey+MD/data=!4m7!3m6!1s0x88579d6bf97a22df:0x6ac5f476349167e3!8m2!3d34.9356974!4d-82.0138984!16s%2Fg%2F1tfry5tm!19sChIJ3yJ6-WudV4gR42eRNHb0xWo,Shelley Mahaffey MD,5.0,182,Pediatrician,"8311 Warren H Abernathy Hwy, Spartanburg, SC 29301, United States","WXPP+7C Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/find-a-doctor/shelley-mahaffey,+1 864-560-9600,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNRjHDeKYBHp2ENaGBjV3_3DWr8ORznXvWM5JzB=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:12:56.886Z,,,,
https://www.google.com/maps/place/Medical+Group+of+the+Carolinas+-+Pediatrics+-+North+Grove/data=!4m7!3m6!1s0x885775d2e600dd87:0x8b91f06a35b1004c!8m2!3d34.9897364!4d-81.9446322!16s%2Fg%2F1th5d8gn!19sChIJh90A5tJ1V4gRTACxNWrwkYs,Medical Group of the Carolinas - Pediatrics - North Grove,3.1,44,Pediatrician,"1330 Boiling Springs Rd #1300, Spartanburg, SC 29303, United States","X3Q4+V4 Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/locations/medical-group-carolinas-pediatrics-north-grove,+1 864-560-6345,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNUQjvlcDN_fTn_a8Hmeke16NDaJ_r05gu2A2us=w473-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:13:01.929Z,,,,
https://www.google.com/maps/place/Jack+Wilson+Cleland+MD/data=!4m7!3m6!1s0x885775d301566f39:0xd73506ac0196a4f0!8m2!3d34.9897365!4d-81.9446322!16s%2Fg%2F1hc6dj9v4!19sChIJOW9WAdN1V4gR8KSWAawGNdc,Jack Wilson Cleland MD,5.0,237,Pediatrician,"1330 Boiling Springs Rd #1300, Spartanburg, SC 29303, United States","X3Q4+V4 Spartanburg, South Carolina, USA",https://www.spartanburgregional.com/find-a-doctor/jack-cleland,+1 864-560-6345,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMPHEI0IgA3IcV0Z4-xd6DVLKYz9G7YibQyim_p=w408-h607-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2026-02-10T23:13:06.969Z,,,,
