placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/ParkIt+Valet+%26+Parking+Services/data=!4m7!3m6!1s0x87c0583423ecdae3:0x3298bf0df1a346bf!8m2!3d39.0539104!4d-94.5888965!16s%2Fg%2F1vfn753z!19sChIJ49rsIzRYwIcRv0aj8Q2_mDI,ParkIt Valet & Parking Services,4.7,37,Valet parking service,"207 Westport Rd Suite 201, Kansas City, MO 64111, United States","3C36+HC Kansas City, Missouri, USA",http://www.parkit-valet.com/,+1 913-815-8605,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSWuVkt4jdinCzXa1lAH7kgWm_JK7EPoPuCVxP=w408-h463-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:01.168Z,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x87c0ebc12f7cb177:0x318f87e7b58160c5!8m2!3d38.9549153!4d-94.7218821!16s%2Fg%2F11xdftrdww!19sChIJd7F8L8HrwIcRxWCBteeHjzE,parkingmgt.com,,,Parking lot,"11149 W 95th St, Overland Park, KS 66214, United States","X73H+X6 Overland Park, Kansas, USA",https://parkingmgt.com/parking-oak-park-mall-lot/,+1 855-244-8947,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d43Rb28bwjCYago1BJ6qAQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=101.647&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:07.162Z,,,
https://www.google.com/maps/place/Parking+Garage+E/data=!4m7!3m6!1s0x87c0ebd016d73871:0xcc36e9596db8036e!8m2!3d38.9197023!4d-94.6545443!16s%2Fg%2F11fd4dn4_h!19sChIJcTjXFtDrwIcRbgO4bVnpNsw,Parking Garage E,5.0,2,Parking garage,"6031 Sprint Pkwy, Overland Park, KS 66211, United States","W89W+V5 Overland Park, Kansas, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfXfyGnXPT3sGK6Z2r9ssQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.74918&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:09.943Z,,,
"https://www.google.com/maps/place/Parking+Lot+P/@38.914094,-94.6571913,17z/data=!3m1!4b1!4m6!3m5!1s0x87c0eb004e43a3ef:0x539eb36895f2f08a!8m2!3d38.914094!4d-94.6571913!16s%2Fg%2F11y73v7lw1",Parking Lot P,,,Parking lot,"6260 Sprint Pkwy, Overland Park, KS 66211, United States","W87V+J4 Overland Park, Kansas, USA",,,,,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:14.714Z,,,
https://www.google.com/maps/place/The+Vue/data=!4m7!3m6!1s0x87c0edc8a767ec31:0x52b6ee35106f54e4!8m2!3d38.9834589!4d-94.6692516!16s%2Fg%2F11f792c3l8!19sChIJMexnp8jtwIcR5FRvEDXutlI,The Vue,4.3,104,Apartment complex,"7201 W 80th St, Overland Park, KS 66204, United States","X8MJ+97 Overland Park, Kansas, USA",https://www.liveatthevueop.com/?utm_source=GBP&utm_medium=organic,+1 913-937-0914,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPQmJOEC-BGNopStsG4u83mGCYMOmSqe5lkrLvP=w408-h271-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:19.757Z,· Dogs allowed,,
https://www.google.com/maps/place/Seaboard+Transport/data=!4m7!3m6!1s0x87c0ecf75ce3f46f:0xe3193c287de5d948!8m2!3d39.0082444!4d-94.6908065!16s%2Fg%2F1w0h80p7!19sChIJb_TjXPfswIcRSNnlfSg8GeM,Seaboard Transport,2.1,14,Transportation service,"9000 W 67th St, Mission, KS 66202, United States","2855+7M Mission, Kansas, USA",http://www.seaboardtransport.net/,+1 800-850-2962,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-tRYXqwS7DbpqjqLf1DuyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.88528&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:22.637Z,,,
https://www.google.com/maps/place/Premier+Parking+Services/data=!4m7!3m6!1s0x87c0f08ae10fcc23:0x1ab259b611c8f9ac!8m2!3d39.1086783!4d-94.5812984!16s%2Fg%2F1tds76k5!19sChIJI8wP4YrwwIcRrPnIEbZZsho,Premier Parking Services,2.8,45,Valet parking service,"104 E 5th St Suite 204, Kansas City, MO 64106, United States","4C59+FF Kansas City, Missouri, USA",http://www.eventparkingmanagement.com/,+1 816-474-0985,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b8tPyZqd3Xxz2c4kLmnEUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.89466&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:27.642Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/75th+Street+Massage/data=!4m7!3m6!1s0x87c0ec95d32a53b3:0xb23bd5ac5ad3d9bb!8m2!3d38.9925308!4d-94.7045768!16s%2Fg%2F11f11m6mg_!19sChIJs1Mq05XswIcRu9nTWqzVO7I,75th Street Massage,4.7,43,Massage therapist,"10223 W 75th St, Overland Park, KS 66204, United States","X7VW+25 Overland Park, Kansas, USA",,+1 913-789-7226,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdLV3nnrmng3DmJcR_m5HgCbBIC-JklWIy4EqkcA0SzSJAW-Wry-PchcI1YAMKqagTfivQT8sWeKiCGH4YWMRu1WjeDagQ_83vHB5aW6jLNJH-PWjJJLimHCanpWJWr4JR5-CzIQ=w408-h544-k-no,true,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,10 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:32.661Z,,,
https://www.google.com/maps/place/AdventHealth+Shawnee+Mission/data=!4m7!3m6!1s0x87c0ec8b78cccf0d:0xb46a66fbe866c011!8m2!3d38.9954504!4d-94.6921104!16zL20vMDd6cWMy!19sChIJDc_MeIvswIcREcBm6PtmarQ,AdventHealth Shawnee Mission,4.4,4194,Hospital,"9100 W 74th St, Merriam, KS 66204, United States","X8W5+55 Merriam, Kansas, USA",https://www.shawneemission.org/,+1 913-676-2000,,https://lh3.googleusercontent.com/p/AF1QipPVTBTJVZgpWqB3jCIoNCsCRf6YughLK06CcE9Z=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:37.764Z,,,
https://www.google.com/maps/place/The+University+of+Kansas+Hospital+P3+Parking+Facility/data=!4m7!3m6!1s0x87c0ee2c337f1195:0x37b8fe6e0bf1ba7e!8m2!3d39.0557717!4d-94.6077627!16s%2Fg%2F11csqwg2kx!19sChIJlRF_MyzuwIcRfrrxC27-uDc,The University of Kansas Hospital P3 Parking Facility,4.3,68,Parking garage,"Cambridge St, Kansas City, KS 66103, United States","394R+8V Kansas City, Kansas, USA",https://www.kansashealthsystem.com/patient-visitor/policies-procedures/hours-parking,+1 913-588-6804,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuoQ_kC945t25BeqcwQc17j24TMNs9PHxuhQ09QcaxQfkrQAQPxVJkqmewhmGeK3ZJavFVkWdh8hd28BfSMbnYO1mrbdZqM1U1Q7yykeS8Wxmeb1HWo6LCoo1VaWkO7F82GB0x=w507-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Overland+Park+KC+KS/@38.9822282,-94.6707917,14z",2025-10-28T18:47:40.662Z,,,
