placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/GI+and+Infusion+center/data=!4m7!3m6!1s0x89e3709a41aaaaab:0x84410b8b919392a8!8m2!3d42.3614502!4d-71.0654379!16s%2Fg%2F11ggvykqkq!19sChIJq6qqQZpw44kRqJKTkYsLQYQ,GI and Infusion center,5.0,4,Doctor,"Charles River Plaza, 165 Cambridge St #820, Boston, MA 02114, United States","9W6M+HR Boston, Massachusetts, USA",https://www.massgeneral.org/medicine/medical-infusion/about/contact,+1 617-726-9400,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7QNTLgrw7u5nZsfX06SMhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=165.3691&pitch=0&thumbfov=100,false,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:01:52.032Z,,,,
"https://www.google.com/maps/place/Boston+Infusion:+Carlos+Guzman,+MD/data=!4m7!3m6!1s0x89e37b6769772435:0x9422de460a141cc0!8m2!3d42.3513453!4d-71.0614302!16s%2Fg%2F11fsryyxsk!19sChIJNSR3aWd744kRwBwUCkbeIpQ","Boston Infusion: Carlos Guzman, MD",5.0,2,Anesthesiologist,"65 Harrison Ave Suite 201A, Boston, MA 02111, United States","9W2Q+GC Boston, Massachusetts, USA",,+1 617-207-6551,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wzk3S7FJ0B2f6O3qcwTVmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.11798&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:01:57.437Z,,,,
https://www.google.com/maps/place/The+HUB+IV+BAR+Wellness+Boutique/data=!4m7!3m6!1s0x89e37b0bea0eabcb:0xd8cea2a0076342c7!8m2!3d42.3485339!4d-71.0955863!16s%2Fg%2F11thndy8vq!19sChIJy6sO6gt744kRx0JjB6Ciztg,The HUB IV BAR Wellness Boutique,5.0,45,Medical spa,"500 Commonwealth Ave #526, Boston, MA 02215, United States","8WX3+CQ Boston, Massachusetts, USA",https://www.thehubivbar.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 617-249-5342,,https://lh3.googleusercontent.com/p/AF1QipO79IFOfo2chwdsagS4V8vLxbB3FJzVXrqe6OYH=w408-h281-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:00.146Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Yawkey+Center+for+Cancer+Care/data=!4m7!3m6!1s0x89e3798dc00c6cb3:0xf483d69b0474b08d!8m2!3d42.3376413!4d-71.1080224!16s%2Fg%2F1tpn3l3d!19sChIJs2wMwI1544kRjbB0BJvWg_Q,Yawkey Center for Cancer Care,4.4,16,Cancer treatment center,"450 Brookline Ave, Boston, MA 02215, United States","8VQR+3Q Boston, Massachusetts, USA",https://www.dana-farber.org/?utm_source=google&utm_medium=organic&utm_content=yawkey&utm_campaign=googlemybusiness,+1 617-632-3000,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRSdGJ72Ue-OBwNTMYOXPXwzzPBeV95abItiPgL3AtcSm816ILpIwThUn6tao_O48OyyL25jnvxTwlMCtNQ7PxV8iGplqduSflZKi97vbC0yZNnsFr8OLBAMbVsjn-HnccEwTf=w408-h544-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:04.686Z,,,,
https://www.google.com/maps/place/Ally+IV+and+Therapeutics/data=!4m7!3m6!1s0x89e37b81ea41c5c1:0x33b9898d3d1fe945!8m2!3d42.3489937!4d-71.0855495!16s%2Fg%2F11ngj7m_pw!19sChIJwcVB6oF744kRRekfPY2JuTM,Ally IV and Therapeutics,5.0,10,Nurse practitioner,"305 Newbury St Suite 41, Boston, MA 02115, United States","8WX7+HQ Boston, Massachusetts, USA",https://allyivandtherapeutics.com/,+1 617-600-4235,Closed ⋅ Opens 12 pm Mon,https://lh3.googleusercontent.com/p/AF1QipOFaMRRZjZRLT51V32a9usRD6UHOassS0keHngt=w408-h272-k-no,true,12–5 pm,12–5 pm,10 am–4 pm,5–7 pm,10 am–7 pm,10 am–7 pm,11 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:09.296Z,LGBTQ+ friendly,true,,
https://www.google.com/maps/place/Recharge+on+Clarendon+Medspa/data=!4m7!3m6!1s0x89e37b836f4ac121:0xc2cfb7c0345c9a57!8m2!3d42.3446284!4d-71.0724573!16s%2Fg%2F11rv56dxs2!19sChIJIcFKb4N744kRV5pcNMC3z8I,Recharge on Clarendon Medspa,5.0,61,Medical spa,"12 Clarendon St, Boston, MA 02116, United States","8WVH+V2 Boston, Massachusetts, USA",http://rechargemedspa.com/,+1 617-249-3970,Closed ⋅ Opens 2 pm Mon,https://lh3.googleusercontent.com/p/AF1QipNLKJD1E4OZDIRAVUVgSZ-8zzIjKjYtFY-v_wQo=w408-h544-k-no,true,10 am–3 pm,2–7 pm,Closed,Closed,12–8 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:14.053Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Dana-Farber+Cancer+Institute/data=!4m7!3m6!1s0x89e3798de681fccd:0x28872ef16d5e4f18!8m2!3d42.3377821!4d-71.1080088!16zL20vMDg2MzFm!19sChIJzfyB5o1544kRGE9ebfEuhyg,Dana-Farber Cancer Institute,3.9,261,Cancer treatment center,"450 Brookline Ave, Boston, MA 02215, United States","8VQR+4Q Boston, Massachusetts, USA",https://www.dana-farber.org/?utm_source=google&utm_medium=organic&utm_content=mainprofile&utm_campaign=googlemybusiness,+1 617-632-3000,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npL96a9QSW9RkW-g5P3UFhld9wLZ-N2GE-NnnOIM7v48Xcvqn6hLalBMAMKehqE5FHKWY_JgH03Kz8Aw_ORcV7iyVOlEce7r2rmRCUoir5CFVs-J8foohLV4TjT_VzJ2rnj3Xir=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:18.731Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Five+Journeys/data=!4m7!3m6!1s0x89e37b8db4e7a6d5:0x74499cdd887c0a86!8m2!3d42.3516467!4d-71.0727513!16s%2Fg%2F11l5swp548!19sChIJ1abntI1744kRhgp8iN2cSXQ,Five Journeys,4.8,23,Family practice physician,"425 Boylston St 2nd Floor, Boston, MA 02116, United States","9W2G+MV Boston, Massachusetts, USA",https://fivejourneys.com/welcome-to-425-boylston/,+1 617-862-0257,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNDdGkMxhxgSdREpg99ZMQRb_Q2QTXPqll6Z_IC=w408-h279-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–4 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:23.391Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/AFC+Urgent+Care+Back+Bay/data=!4m7!3m6!1s0x89e37b5fba64ff17:0xc8c75407e083436f!8m2!3d42.3505887!4d-71.0765653!16s%2Fg%2F11stydh34j!19sChIJF_9kul9744kRb0OD4AdUx8g,AFC Urgent Care Back Bay,4.7,1181,Urgent care center,"575 Boylston St, Boston, MA 02116, United States","9W2F+69 Boston, Massachusetts, USA",https://www.afcurgentcare.com/back-bay/?utm_source=gmb&utm_medium=organic&utm_campaign=afc-back-bay-gbp,+1 617-869-0500,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipORPKXlLzb9zKbB0P8LpJM7dU1GkOH3u2vvczAw=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:27.937Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Thoracic+Cancer+Center+at+Boston+Medical+Center/data=!4m7!3m6!1s0x89e37a3fefca8357:0x4fe300e747b48c63!8m2!3d42.3352318!4d-71.0727742!16s%2Fg%2F11dzdwng51!19sChIJV4PK7z9644kRY4y0R-cA408,Thoracic Cancer Center at Boston Medical Center,,,Cancer treatment center,"830 Harrison Ave, Boston, MA 02118, United States","8WPG+3V Boston, Massachusetts, USA",https://www.bmc.org/thoracic-oncology?utm_campaign=yextserviceline&utm_source=serviceline_listing&utm_medium=yext,+1 617-638-6428,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPPO466AOjqieZL83aFVlxZ0Ojz65pqsiUzZ0N_=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-09-28T23:02:32.264Z,LGBTQ+ friendly,,,
