placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Vanderveer+Pools/data=!4m7!3m6!1s0x87cd5353a1336ae7:0xd24f840ea7aef671!8m2!3d34.5607002!4d-92.5924756!16s%2Fg%2F11w4rwnpf6!19sChIJ52ozoVNTzYcRcfaupw6ET9I,Vanderveer Pools,5.0,1,Pool cleaning service,"521 River St, Benton, AR 72015, United States","HC65+72 Benton, Arkansas, USA",https://www.facebook.com/profile.php?id=61558520106880&mibextid=ZbWKwL,+1 501-860-8060,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOGQ5c0cJgOHQ-uQBJiImWoCbSvKWrSSFtasCic=w408-h544-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:16.280Z,,,
https://www.google.com/maps/place/Unlimited+Pools+and+Spa/data=!4m7!3m6!1s0x87cd5767cae4f7ef:0x100131a1df57e7c6!8m2!3d34.6499504!4d-92.5174241!16s%2Fg%2F11f3n4t8fm!19sChIJ7_fkymdXzYcRxudX36ExARA,Unlimited Pools and Spa,4.3,17,Swimming pool contractor,"6409 Pierce Manse Loop, Benton, AR 72019, United States","JFXM+X2 Benton, Arkansas, USA",https://www.aquaticsconnect.com/benton/services-vendors/unlimited-pools-and-spa,+1 501-909-4293,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw6mI5eQN6tRNHVlt_Atw6ZNF7KeUGrWlw8fD4AGqx4LSEgnp11fL1uG5xcPENNj6245ZizeuGYdVv-di9_eQt2ts9qyIJq6hu3IYTHsQ1ponBIdn9PCy_vjqRsYhb5SMj78WQ0=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:21.343Z,,,
"https://www.google.com/maps/place/That+Guy+Services,+LLC/data=!4m7!3m6!1s0x87cd53cad5a94777:0xd8006f9873ad96b8!8m2!3d34.566152!4d-92.6037564!16s%2Fg%2F11s5bjq4zq!19sChIJd0ep1cpTzYcRuJatc5hvANg","That Guy Services, LLC",,,Swimming pool contractor,"1511 W Sevier St, Benton, AR 72019, United States","H98W+FF Benton, Arkansas, USA",,+1 501-416-4375,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipM4S1j6P3RV9Ktt3KCaNid-Kg6hCMeOqDx_4WIt=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:25.959Z,,,
https://www.google.com/maps/place/Backyard+Creations+Inc/data=!4m7!3m6!1s0x87cd4492c25e4625:0x8f7c103ec1cf2e38!8m2!3d34.6155227!4d-92.5373271!16s%2Fg%2F11b5wnnct2!19sChIJJUZewpJEzYcROC7PwT4QfI8,Backyard Creations Inc,4.4,18,Swimming pool supply store,"3588 Salem Rd, Benton, AR 72019, United States","JF87+63 Benton, Arkansas, USA",http://backyardcreationsar.com/,+1 501-316-1169,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDZ7BnlNZud6eX3pVgsnIdu4bWaM8fgE3qqy6YJU5HmZXOvkGuG13simIyizQcqHXAc_4lxxqhGo7r28b0wjAR8GKeNhrqlrpstD3UJ3gxPNpnG_MnXDkiQp3dcdj3zGZJtm7u=w408-h306-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:30.588Z,· Delivery,,
https://www.google.com/maps/place/CJ%27z+Downtown+Billiards/data=!4m7!3m6!1s0x87cd5228d3a1fb1f:0x750a6ed7450d7fe3!8m2!3d34.5643821!4d-92.5872128!16s%2Fg%2F11b6zsbwym!19sChIJH_uh0yhSzYcR438NRdduCnU,CJ'z Downtown Billiards,4.6,158,Pool hall,"108 W Sevier St, Benton, AR 72015, United States","HC77+Q4 Benton, Arkansas, USA",https://cjzdowntown.com/,+1 501-316-4034,Closed ⋅ Opens 5 pm,https://lh3.googleusercontent.com/p/AF1QipO8j_mofD7sgDdJ5AFdDguBPlA2ZZEeelChWs5c=w408-h306-k-no,true,5–10 pm,5–10 pm,5–10 pm,12–10 pm,12 pm–12 am,2 pm–12 am,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:35.078Z,,Identifies as women-owned,
https://www.google.com/maps/place/Lindsey%27s/data=!4m7!3m6!1s0x87d2a1314b8ef98d:0xb91ec547cbafdf38!8m2!3d34.6242716!4d-92.4968819!16s%2Fg%2F1tctm9x9!19sChIJjfmOSzGh0ocRON-vy0fFHrk,Lindsey's,4.4,144,Swimming pool contractor,"3213 Main St Suite 8, Bryant, AR 72022, United States","JGF3+P6 Bryant, Arkansas, USA",http://poolsbylindsey.com/,+1 501-600-2855,,https://lh3.googleusercontent.com/p/AF1QipM0ERnJ5DBsISaowz-AA8dcAToFeaSYKJ-gnBiA=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:39.823Z,"Swimming-pool specialist carrying parts & supplies like chemicals, cleaners & other items.",Identifies as veteran-owned,
https://www.google.com/maps/place/Pressure+Washing+Solutions/data=!4m7!3m6!1s0x87cd53edd4170627:0xe467ee854d11bad4!8m2!3d34.5607002!4d-92.5924728!16s%2Fg%2F11q4d8dj45!19sChIJJwYX1O1TzYcR1LoRTYXuZ-Q,Pressure Washing Solutions,4.3,4,Pressure washing service,"521 River St, Benton, AR 72015, United States","HC65+72 Benton, Arkansas, USA",https://www.facebook.com/profile.php?id=100085282772883,+1 501-860-1266,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMRj2cSgOaFnLJit4Uy9NJJW6QMYUxdT3Yr13Xk=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:44.719Z,,,
https://www.google.com/maps/place/Whitney+Pools+LLC/data=!4m7!3m6!1s0x87cd536497555e39:0x3b22b72bff3a31a3!8m2!3d34.592167!4d-92.581392!16s%2Fg%2F11v3tshz4s!19sChIJOV5Vl2RTzYcRozE6_yu3Ijs,Whitney Pools LLC,5.0,17,Swimming pool contractor,,,https://www.whitneypools.com/,+1 501-214-9866,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzuInWDjKIknxiWr7j5ViM7194s3DzOvMctKF3a3gDyxjzq0THWEF-CgGtCCRcYeFVfd3zqptbfMveGoWJfkKBjfB-A4MDxTceQ88UqdhQgSRWI0eTV3oLdZICG-NSjwAWqKewrQg=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:50.117Z,,,
https://www.google.com/maps/place/Arkansas+Leak+Detection/data=!4m7!3m6!1s0x4b87e9fe66c3294d:0x4e876a4cfc8563e5!8m2!3d34.5836155!4d-92.5697016!16s%2Fg%2F11tx6_3r17!19sChIJTSnDZv7ph0sR5WOF_Exqh04,Arkansas Leak Detection,4.9,317,Plumber,"2022 Military Rd, Benton, AR 72015, United States","HCMJ+C4 Benton, Arkansas, USA",https://arkansasleaks.com/,+1 501-850-6674,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN-MiSqrCkr04WjQqQXx0YTKBUel2kOUVPFwnZe=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:54.757Z,,,
https://www.google.com/maps/place/Golden+Foam+Solutions.+LLC./data=!4m7!3m6!1s0x87cd576816dfc4fd:0x158d1418cee7cf56!8m2!3d34.5528883!4d-92.599006!16s%2Fg%2F11n0sqqcz_!19sChIJ_cTfFmhXzYcRVs_nzhgUjRU,Golden Foam Solutions. LLC.,4.9,35,Contractor,"1217 River St, Benton, AR 72015, United States","HC32+59 Benton, Arkansas, USA",https://www.goldenfoamsolutions.com/,+1 501-722-8637,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IHlsUmxUsU0HdqHzzXKlrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.34848&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-10-27T17:38:59.305Z,,,
