placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Southern+Valet+LLC/data=!4m7!3m6!1s0x887fa835ccb56b69:0x90158fb1a8f0c6c!8m2!3d35.1043678!4d-89.8660767!16s%2Fg%2F1tfbz6t2!19sChIJaWu1zDWof4gRbAyPGvtYAQk,Southern Valet LLC,4.0,44,Valet parking service,"5865 Ridgeway Center Pkwy, Memphis, TN 38120, United States","443M+PH Memphis, Tennessee, USA",http://southernvaletmemphis.com/,+1 901-603-7604,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOr5gGc38LdfGUyGadGXXzf47jEhwnoqIRkj5Lg=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,9 am–5 pm,7 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-10-28T19:04:24.149Z,,,,
https://www.google.com/maps/place/Bluff+City+Valet/data=!4m7!3m6!1s0x887f85d3df490bf3:0x283901cb1ea9a30f!8m2!3d35.1023561!4d-89.8769283!16s%2Fg%2F11shn05jj0!19sChIJ8wtJ39OFf4gRD6OpHssBOSg,Bluff City Valet,5.0,5,,"5545 Murray Ave Ste 207 PMB 8397, Memphis, TN 38119, United States","442F+W6 Memphis, Tennessee, USA",,+1 901-736-6861,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipMY9kmcth9Glsa55hOMBrFt-qS3ULrSXjYqj47V=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Germantown+Memphis+TN/@35.0867577,-89.8100858,14z",2025-10-28T19:04:29.345Z,,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x887f75003de3d43f:0x887e90a038cb9df2!8m2!3d35.21863!4d-89.734701!16s%2Fg%2F11lcndcfq6!19sChIJP9TjPQB1f4gR8p3LOKCQfog,Chick-fil-A,3.7,312,Fast food restaurant,"3423 Lake District Dr W, Lakeland, TN 38002, United States","6798+F4 Lakeland, Tennessee, USA",https://www.chick-fil-a.com/locations/tn/the-lake-district?utm_source=yext&utm_medium=link,+1 901-290-4630,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6E24Ja1Nwb91f808RjJ4cpefOZleTb6uzwSKLy7iJ9vgHJe9gT2ixfi7vQBN2xdQTY4_FGZTdqo2lBFXNWAOspqG_FUy4ZHjSDTVNvlrU8TlOn5EP_q_QOuDOvq1ZPPS6KFjnybYxvAJm=w408-h725-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,6 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:04:47.284Z,· Dine-in · Drive-through · No-contact delivery,,,
https://www.google.com/maps/place/Home2+Suites+by+Hilton+Memphis+Wolfchase+Galleria/data=!4m10!3m9!1s0x887f9de36a7beb21:0xac2b20e0da7c6dff!5m2!4m1!1i2!8m2!3d35.2022682!4d-89.77922!16s%2Fg%2F11fmqcdly6!19sChIJIet7auOdf4gR_2182uAgK6w,Home2 Suites by Hilton Memphis Wolfchase Galleria,3.9,498,,"2809 New Brunswick Rd, Memphis, TN 38133, United States","662C+W8 Memphis, Tennessee, USA",https://www.hilton.com/en/hotels/memwcht-home2-suites-memphis-wolfchase-galleria/?SEO_id=GMB-AMER-HT-MEMWCHT&y_source=1_MTQ4OTMyOTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 901-567-5885,,https://lh3.googleusercontent.com/p/AF1QipMqt7ts77H5C3DzrKevcox2q8_YrhhZ3G4w96-q=w408-h274-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:04:50.641Z,,,,
https://www.google.com/maps/place/Walmart+Supercenter/data=!4m7!3m6!1s0x887f9dfac676d3e1:0x5d1cbff411fa3907!8m2!3d35.2072754!4d-89.7827332!16s%2Fm%2F03nzzqv!19sChIJ4dN2xvqdf4gRBzn6EfS_HF0,Walmart Supercenter,3.9,5978,Department store,"8400 US-64, Bartlett, TN 38133, United States","6648+WW Bartlett, Tennessee, USA",https://www.walmart.com/store/950-bartlett-tn/?veh=seo_loc,+1 901-382-6101,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSx1PKBedhjRjcfo8PeCnY_iROECU5gH32ChdgEsl5KgDlJAuyx4jQgwrb_P4PKwZUJxlO9rcIl1MVJLvnJcBi_3fQzGT1K2JuIznPcJG7VHoDz4avvPAJ2JbN_-6i92DE95k=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:04:56.018Z,· In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/MEM+-+Economy+Parking/data=!4m7!3m6!1s0x887f87e7858afe27:0x364381f6931f5227!8m2!3d35.04825!4d-89.9808807!16s%2Fg%2F11sb4tr97s!19sChIJJ_6KheeHf4gRJ1Ifk_aBQzY,MEM - Economy Parking,4.1,20,Parking lot,"Jim McGehee Pkwy, Memphis, TN 38116, United States","22X9+7J Memphis, Tennessee, USA",https://flymemphis.com/parking/,+1 901-922-8065,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HMzvf62_1x8edSRw3fgAuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.670082&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:04:59.009Z,,,,
https://www.google.com/maps/place/64+RV+%26+Equipment+Storage/data=!4m7!3m6!1s0x887fa192d38a21d5:0x71388961e3c53ad8!8m2!3d35.2089652!4d-89.6416336!16s%2Fg%2F11nmsbyrmg!19sChIJ1SGK05Khf4gR2DrF42GJOHE,64 RV & Equipment Storage,4.9,18,RV storage facility,"12635 US-64, Eads, TN 38028, United States","6955+H8 Eads, Memphis, TN, USA",https://www.64rvstorage.com/,+1 901-538-6050,,https://lh3.googleusercontent.com/p/AF1QipMQsc05Xui0tIpcx4TUnLyGzFI6mqjhbSUeEDwR=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:05:04.048Z,,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x887f9ded696619af:0x63b19192eefb8b10!8m2!3d35.2040559!4d-89.792649!16s%2Fg%2F1twy_9md!19sChIJrxlmae2df4gREIv77pKRsWM,Chick-fil-A,4.5,3216,Fast food restaurant,"2881 N Germantown Pkwy, Memphis, TN 38133, United States","6634+JW Memphis, Tennessee, USA",https://www.chick-fil-a.com/,+1 901-381-4727,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3wGhmQMGYTglfP-yi06GqtOcXrHOXTOb9Of4P82gg9SNuS3PGs-QVe1G0tmj7QQXfNZsuiYE9ria0vU7CbCcSRVldr1o2VBlLrHTQjKvDl2DoLeQE7YNMYI2Y_h3pz-pfiKIx_w=w408-h306-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,6 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:05:09.940Z,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · No-contact delivery,,,
https://www.google.com/maps/place/Lincoln+at+Wolfchase/data=!4m7!3m6!1s0x887f9dc27396f2d5:0x987ed9d9ea939c4c!8m2!3d35.1947396!4d-89.7878431!16s%2Fg%2F1v5k3smb!19sChIJ1fKWc8Kdf4gRTJyT6tnZfpg,Lincoln at Wolfchase,3.0,205,Apartment complex,"2460 Vintage Dr, Cordova, TN 38016, United States","56V6+VV Cordova, Memphis, TN, USA",https://www.lincolnatwolfchase.com/?utm_source=GMB&utm_medium=organic,+1 901-881-7929,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipNlp4C6HePSiarC-pK7-9qYlIXPMSzg0fG98EBi=w408-h271-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,10 am–5 pm,Closed,9:30 am–5:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:05:15.587Z,· Dogs allowed,,,
https://www.google.com/maps/place/AutoNation+Ford+Wolfchase/data=!4m7!3m6!1s0x887f9d8de27e0f5d:0xea7d101aa3b23a21!8m2!3d35.2035178!4d-89.7988302!16s%2Fg%2F12ll3xwzn!19sChIJXQ9-4o2df4gRITqyoxoQfeo,AutoNation Ford Wolfchase,4.5,3228,Ford dealer,"7925 Stage Rd, Memphis, TN 38133, United States","6632+CF Memphis, Tennessee, USA",https://www.autonationfordwolfchase.com/?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB,+1 901-209-1257,,https://lh3.googleusercontent.com/p/AF1QipPG0DLYsY4Fj69BiSZZgLIqY3HDtgx_hRFEUJQN=w408-h258-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–4 pm,Closed,7 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Lakeland+Memphis+TN/@35.2306435,-89.7403606,14z",2025-10-28T19:05:21.344Z,· In-store shopping · In-store pick-up,,,
