placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Overhead+Door+Company+of+Terre+Haute/data=!4m7!3m6!1s0x886d654310f2458f:0x8abfb5f9b7c1f5b4!8m2!3d39.4749165!4d-87.3923897!16s%2Fg%2F1thpxl24!19sChIJj0XyEENlbYgRtPXBt_m1v4o,Overhead Door Company of Terre Haute,4.6,38,Garage door supplier,"533 N 15th St, Terre Haute, IN 47807, United States","FJF5+X2 Terre Haute, Indiana, USA",http://overheaddoorofterrehaute.com/,+1 812-232-2527,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNF0Z_rr-aWIQDVwPVzyBWmIk0AkuopBUe54lFW=w493-h240-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:25.339Z,,,,
https://www.google.com/maps/place/Wabash+Valley+Garage+Door/data=!4m7!3m6!1s0x886d6d8ab99e2869:0xc689f5ddb1bf1633!8m2!3d39.4986395!4d-87.5568565!16s%2Fg%2F11f9wtwc0f!19sChIJaSieuYptbYgRMxa_sd31icY,Wabash Valley Garage Door,5.0,73,Garage door supplier,,,http://www.wabashvalleygaragedoor.com/,+1 812-870-5386,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxE60OkwhTlVEnYfi_XQ-R5zML68j6C0Y8s7DuS-xkTiSLqEffPc-Y2_dKwUASuXWRtNnXHwRBihDNdBjM28ScJwRCdR4xYDp9sf3yslK8dBe6_zRHazebaXEy2l8jo_w_UJdwG=w408-h307-k-no,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:30.754Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Hey+Bo+Garage+Doors/data=!4m7!3m6!1s0x24c544dde4832c2b:0x484266c281d3397c!8m2!3d39.520163!4d-87.138666!16s%2Fg%2F11vb8qc022!19sChIJKyyD5N1ExSQRfDnTgcJmQkg,Hey Bo Garage Doors,5.0,295,Garage door supplier,"932 W National Ave, Brazil, IN 47834, United States","GVC6+3G Brazil, Indiana, USA",http://heybogaragedoors.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile_brazil_indiana,+1 765-720-5830,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipODOFN82zReK5qdKsisWKWG8Cw5dF-eX1u9P54X=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:36.183Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Wabash+Valley+Lock+%26+Key+LLC/data=!4m7!3m6!1s0x886d7acf6a84e923:0x96c5b6e65224c980!8m2!3d39.4484655!4d-87.4071547!16s%2Fg%2F11fr3xvwdp!19sChIJI-mEas96bYgRgMkkUua2xZY,Wabash Valley Lock & Key LLC,4.7,123,Locksmith,"1635 S 7th St, Terre Haute, IN 47802, United States","CHXV+94 Terre Haute, Indiana, USA",http://www.wabashvalleylockkey.com/,+1 812-232-1674,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWmkFfEhDbrno6u-VE2sgo8Kdc4gpo6vjQCdPiDhz3RV8kWU9RaH0pCNUGvKU1twu4z84oJHAJsqb71t5DxIFqB6uZC4O0J84J37u8HZQjfNcSJjs-88UkdiD_B7VLzMJSjqiWPQ=w408-h358-k-no,true,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:41.130Z,,,,
https://www.google.com/maps/place/A+%26+N+Assembly+Co.+LLC/data=!4m7!3m6!1s0x886d655839103e15:0x3d7eaf94fa8447bc!8m2!3d39.385261!4d-87.4088645!16s%2Fg%2F11j6dnk9kx!19sChIJFT4QOVhlbYgRvEeE-pSvfj0,A & N Assembly Co. LLC,5.0,72,Handyman/Handywoman/Handyperson,,,http://anassembly.com/?utm_source=gmb&utm_medium=referral,+1 812-297-8948,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNJSYiaH8BLXwRM6eM3jZctiabx13ua6orxgZVh=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:46.070Z,,true,,
"https://www.google.com/maps/place/Crawfordsville+Overhead+door/@40.044696,-86.8999409,13z/data=!3m1!4b1!4m6!3m5!1s0x4d2ce5b7109f18a7:0xf16abd779ef0ea34!8m2!3d40.044696!4d-86.8999409!16s%2Fg%2F11rd8gxp6z",Crawfordsville Overhead door,5.0,5,Garage door supplier,,,,+1 765-362-2648,Closed ⋅ Opens 8 am Mon,,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:53.083Z,,,,
https://www.google.com/maps/place/Kleptz+Aluminum+%26+Building+Supply/data=!4m7!3m6!1s0x886d6549f6e1b319:0xc9396316f69bdacb!8m2!3d39.4627288!4d-87.3994825!16s%2Fg%2F1tdcxvfv!19sChIJGbPh9kllbYgRy9qb9hZjOck,Kleptz Aluminum & Building Supply,4.8,28,Garage door supplier,"1135 Poplar St, Terre Haute, IN 47807, United States","FJ72+36 Terre Haute, Indiana, USA",http://kleptzaluminum.com/,+1 812-238-2946,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPcSZeVtfNXdpypkM95V5ioVLLR3hk6Yx7xhcZA=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:16:58.180Z,,,,
https://www.google.com/maps/place/Window+World+of+Terre+Haute/data=!4m7!3m6!1s0x886d7adb85015631:0x1a5fff73a5ddc074!8m2!3d39.442653!4d-87.4142894!16s%2Fg%2F1td61gxr!19sChIJMVYBhdt6bYgRdMDdpXP_Xxo,Window World of Terre Haute,4.6,152,Window installation service,"2225 S 3rd St, Terre Haute, IN 47802, United States","CHVP+37 Terre Haute, Indiana, USA",https://www.windowworldterrehaute.com/,+1 812-872-2222,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPHCHTcV4LTQ0ZFDHNvpucq-8djlmE7S6GRp3dp=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:03.343Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Crossroads+Door+%26+Hardware+Inc/data=!4m7!3m6!1s0x886d654647aba287:0x74c67422d0759d20!8m2!3d39.4690904!4d-87.3974139!16s%2Fg%2F1262xpvkz!19sChIJh6KrR0ZlbYgRIJ110CJ0xnQ,Crossroads Door & Hardware Inc,3.8,6,Hardware store,"1301 Eagle St, Terre Haute, IN 47807, United States","FJ93+J2 Terre Haute, Indiana, USA",,+1 812-238-0713,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2HP66-ANOCZXKUxoh1DMJMYhbWJVdj29vgSdxxM9MOEl-1mBFQNblAlK4CmRPBKh6ziR3bi5uSIOcqEAKpspbxidwMyHtt7UAtgRepJ6ptjFrdlVeWjsWKp4f7VTC1UyoFu6r=w408-h725-k-no,false,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:08.179Z,,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Bargain+Barn/data=!4m7!3m6!1s0x886d7bf1c4291d83:0x817cdc5916da44b0!8m2!3d39.453614!4d-87.332365!16s%2Fg%2F11gxsgwf07!19sChIJgx0pxPF7bYgRsETaFlncfIE,Bargain Barn,4.9,27,Shed builder,"1050 IN-46, Terre Haute, IN 47803, United States","FM39+C3 Terre Haute, Indiana, USA",http://bargainbarnterrehaute.com/?utm_source=Google&utm_medium=Organic&utm_campaign=gmb-listing,+1 812-230-9695,Closed ⋅ Opens 10 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz7VbeQTnQ8sncSjEll1E5rpRPWuA6hAb7et4_VTKeTBdF6qsbg8SbNtOXJ9UlgfwxQHOcJ78X9F3PpD7NZd0wXZSvEcYWmOH850LjDBVsIwIIDwdh2qYyNzXzGfM5WdjS6aOU3=w408-h306-k-no,true,10 am–5 pm,10 am–4 pm,Closed,10 am–5 pm,10 am–4 pm,10 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:13.134Z,,,,
https://www.google.com/maps/place/One+Stop+Home+Repairs/data=!4m7!3m6!1s0x886d75f194ac1425:0x806c3301e4d4b8f6!8m2!3d39.4689345!4d-87.3850165!16s%2Fg%2F11h72n3vz2!19sChIJJRSslPF1bYgR9rjU5AEzbIA,One Stop Home Repairs,3.9,40,Construction company,"35 Monterey Ave, Terre Haute, IN 47803, United States","FJ97+HX Terre Haute, Indiana, USA",https://one-stop-home-repairs.ueniweb.com/?utm_campaign=gmb,+1 812-249-2746,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOlsvjl4OI2ynyl1PXOUhEfIGRbw3hPJJkNImtk=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:18.103Z,,,,
https://www.google.com/maps/place/Guarantee+Roofing+and+Fence/data=!4m7!3m6!1s0x886d6534c145a98b:0xee3a5a9b94291a06!8m2!3d39.448036!4d-87.3982207!16s%2Fg%2F1tq8k93k!19sChIJi6lFwTRlbYgRBhoplJtaOu4,Guarantee Roofing and Fence,4.9,359,Roofing contractor,"1221 Hulman St, Terre Haute, IN 47802, United States","CJX2+6P Terre Haute, Indiana, USA",https://guaranteeroofingco.com/,+1 812-645-5542,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMRt-KPf2XHNvuAQBxeZJHVALbK2Ex30d7hpTzh=w408-h306-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:23.590Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Coach+House+Garages/data=!4m7!3m6!1s0x886d6531567c7c51:0x38270f26b74d793b!8m2!3d39.4626799!4d-87.4062241!16s%2Fg%2F1261bgh0b!19sChIJUXx8VjFlbYgRO3lNtyYPJzg,Coach House Garages,2.0,2,Garage builder,"711 Poplar St, Terre Haute, IN 47807, United States","FH7V+3G Terre Haute, Indiana, USA",https://coachhousegarages.com/,+1 812-466-9112,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7v83EOhXItUb-m13muMA4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.29947&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:26.439Z,,,,
https://www.google.com/maps/place/Sycamore+Ace+Hardware/data=!4m7!3m6!1s0x886d6f019167f321:0xed0b60414b3039e8!8m2!3d39.4631602!4d-87.3762782!16s%2Fg%2F11pk_40lcc!19sChIJIfNnkQFvbYgR6DkwS0FgC-0,Sycamore Ace Hardware,4.7,108,Hardware store,"2800 Poplar St Ste 57, Terre Haute, IN 47803, United States","FJ7F+7F Terre Haute, Indiana, USA",http://www.acehardware.com/store-details/18171?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18171,+1 812-244-1366,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUiIQ5hRl4OqRtWNwxv8fLbi0ItJ0QGMOYMKzEtIDVP3I4XhvMtwZ-tmnGQK4B36K_8WnltkjB0BdHQ5oIEAv6mhCdTV5A1EExHnjX4CteJpD7yKB37BDpfXFkJV4VSTslFHwy=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,10 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-11-07T23:17:31.668Z,,,· In-store shopping · In-store pick-up · Delivery,
