placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+Broadway/data=!4m7!3m6!1s0x886972b6618ddca9:0xbd8b01df9defbbfd!8m2!3d38.2449908!4d-85.7499674!16s%2Fg%2F1tfzy6zg!19sChIJqdyNYbZyaYgR_bvvnd8Bi70,Norton Children's Medical Group - Broadway,4.6,21,Pediatrician,"230 E Broadway, Louisville, KY 40202, United States","67V2+X2 Louisville, Kentucky, USA",https://nortonchildrens.com/location/LOC0000191855/?utm_source=Yext,+1 502-629-8990,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNQ59hu1jIy8MizCXLvwljJcY5a4ejvKTpsQX2s=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:21.736Z
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+Clark/data=!4m7!3m6!1s0x88697361362b252d:0xa694ae775d620bd0!8m2!3d38.2821647!4d-85.748943!16s%2Fg%2F11vxq2r9dy!19sChIJLSUrNmFzaYgR0AtiXXeulKY,Norton Children's Medical Group - Clark,2.3,3,Pediatrician,"207 Sparks Ave #403, Jeffersonville, IN 47130, United States","77J2+VC Jeffersonville, Indiana, USA",https://nortonchildrens.com/location/LOC0000191851/?utm_source=Yext,+1 812-288-9141,"Closed · Opens 8 am Wed

Updated by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPdFp34HLyRRl0SGt3564TcGH6LT1Q5AMKt8236=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:27.692Z
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+NuLu/data=!4m7!3m6!1s0x88697330564f4b39:0xdc7996d7ae4abd9e!8m2!3d38.2520057!4d-85.7316795!16s%2Fg%2F11r_c4qgrc!19sChIJOUtPVjBzaYgRnr1KrteWedw,Norton Children's Medical Group - NuLu,3.6,24,Pediatrician,"1050 E Market St, Louisville, KY 40206, United States","7729+R8 Louisville, Kentucky, USA",https://nortonchildrens.com/location/LOC0000191870/?utm_source=Yext,+1 502-588-8900,Closes soon · 6 pm · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPFBr1BHvgxK9ASdl1gfUk6zFG43hf6uV86ldsE=w427-h240-k-no,true,8 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:32.412Z
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+Russell/data=!4m7!3m6!1s0x88696dfcb08ea5ef:0x91d534d1abc5b71!8m2!3d38.2495373!4d-85.7893611!16s%2Fg%2F11v78wt_d6!19sChIJ76WOsPxtaYgRcVu8Gk1THQk,Norton Children's Medical Group - Russell,5.0,4,Pediatrician,"2225 W Broadway Suite B, Louisville, KY 40211, United States","66X6+R7 Louisville, Kentucky, USA",https://nortonchildrens.com/location/LOC0000191875/?utm_source=Yext,+1 502-588-1090,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPyAAX017kW2Bp6BJev6EM0FJObro7chxXXaOTL=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:37.096Z
https://www.google.com/maps/place/Norton+Children%27s+Hospital/data=!4m7!3m6!1s0x886972b7015a9c9f:0x2eee70186bd10a1c!8m2!3d38.2484918!4d-85.7497428!16s%2Fm%2F011smlkx!19sChIJn5xaAbdyaYgRHArRaxhw7i4,Norton Children's Hospital,3.4,406,Children's hospital,"231 E Chestnut St, Louisville, KY 40202, United States","67X2+94 Louisville, Kentucky, USA",https://nortonchildrens.com/location/LOC0000191834/?utm_source=Yext,+1 502-629-6000,,,https://lh3.googleusercontent.com/p/AF1QipNiQBuRbak6j20g_KKSUDrH4OQVo5O2OGs2c_21=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:41.893Z
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+Novak+Center/data=!4m7!3m6!1s0x8869737af9bfc75b:0x37955f1eaddce76e!8m2!3d38.2486511!4d-85.7465329!16s%2Fg%2F11fvmyxm77!19sChIJW8e_-XpzaYgRbufcrR5flTc,Norton Children's Medical Group - Novak Center,3.4,30,Pediatrician,"411 E Chestnut St Level 1, Louisville, KY 40202, United States","67X3+F9 Louisville, Kentucky, USA",https://nortonchildrens.com/location/LOC0000191869/?utm_source=Yext,+1 502-588-3440,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMdcd8mewvuTXpLRtLo4DcrO-nm37yjc1DwyK1E=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:46.510Z
https://www.google.com/maps/place/Pediatric+%26+Neonatal+Specialists/data=!4m7!3m6!1s0x886972a99befaa37:0xae202ceef9342871!8m2!3d38.2461767!4d-85.7644607!16s%2Fg%2F1tnhz1t4!19sChIJN6rvm6lyaYgRcSg0-e4sIK4,Pediatric & Neonatal Specialists,2.8,15,Pediatrician,"720 W Broadway Ste. 201, Louisville, KY 40202, United States","66WP+F6 Louisville, Kentucky, USA",https://www.pnskids1.com/,+1 502-893-5502,Closed · Opens 8:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9wP6Nk5ZibY5IhKIWbXHKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.18494&pitch=0&thumbfov=100,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:51.441Z
https://www.google.com/maps/place/Brownsboro+Park+Pediatrics/data=!4m7!3m6!1s0x886975aa354d0951:0xce14cee69bf793be!8m2!3d38.2803115!4d-85.6389239!16s%2Fg%2F1tfbz648!19sChIJUQlNNap1aYgRvpP3m-bOFM4,Brownsboro Park Pediatrics,4.8,117,Pediatrician,"6002 Brownsboro Park Blvd, Louisville, KY 40207, United States","79J6+4C Louisville, Kentucky, USA",https://www.brownsboroparkpediatrics.com/,+1 502-897-3232,Closed · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPTdCKR-Fw52YPe4XmFuman_kOwFyYksjVidSFs=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8:30 am–12 pm,Closed,7:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:54:56.026Z
"https://www.google.com/maps/place/Dr.+Sandra+K.+Hensley,+MD/data=!4m7!3m6!1s0x88697008a4d66cfb:0x1eb61f5f554482ab!8m2!3d38.3243636!4d-85.7412495!16s%2Fg%2F1tywyp94!19sChIJ-2zWpAhwaYgRq4JEVV8fth4","Dr. Sandra K. Hensley, MD",4.0,41,Pediatrician,"1730 Williamsburg Dr Suite 3, Jeffersonville, IN 47130, United States","87F5+PG Jeffersonville, Indiana, USA",,+1 812-246-0705,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=P-1bHf_T4GI2QBmfZdlxLA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.36362&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:00.683Z
https://www.google.com/maps/place/Sunshine+Pediatrics+of+Louisville/data=!4m7!3m6!1s0x88690ad2d9bbfac5:0xdb0f5dfdcace788e!8m2!3d38.2351132!4d-85.6355541!16s%2Fg%2F11gf8gfb84!19sChIJxfq72dIKaYgRjnjOyv1dD9s,Sunshine Pediatrics of Louisville,4.6,52,Pediatrician,"1005 Dupont Square N, Louisville, KY 40207, United States","69P7+2Q Louisville, Kentucky, USA",https://sunshinepediatrics.clinic/,+1 502-883-0025,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqlRLLz4pOUcYwI_Br23F5x5tigmxgGarTjgwrsyNkDvhdpXbfuEwK_QNQSQd8GG0XqVyVlPvXBNyBs7GbanX5eZcciJVP2_QZ_uGdd9Euxnjt2228fuWXL68GtaltXV7U5Zb4LA=w408-h725-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:05.375Z
https://www.google.com/maps/place/Norton+Children%27s+Medical+Group+-+Jeffersonville/data=!4m7!3m6!1s0x886970d8fe200f0d:0xc8de74a442d7434!8m2!3d38.3249247!4d-85.7117269!16s%2Fg%2F11c4c4xt_m!19sChIJDQ8g_thwaYgRNHQtRErnjQw,Norton Children's Medical Group - Jeffersonville,3.7,48,Pediatrician,"3118 E 10th St, Jeffersonville, IN 47130, United States","87FQ+X8 Jeffersonville, Indiana, USA",https://nortonchildrens.com/location/LOC0000191865/?utm_source=Yext,+1 812-285-4585,Closes soon · 6 pm · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNVaFjaSKRsDh0iruZf767fkO9O5RqSd_PqC4_-=w427-h240-k-no,true,8 am–6 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:10.060Z
https://www.google.com/maps/place/Southern+Indiana+Pediatrics/data=!4m7!3m6!1s0x88697266ea7b3371:0xba8c8ed3236414cf!8m2!3d38.2886559!4d-85.7498118!16s%2Fg%2F1hbpwsb48!19sChIJcTN76mZyaYgRzxRkI9OOjLo,Southern Indiana Pediatrics,3.8,48,Pediatrician,"1701 Spring St, Jeffersonville, IN 47130, United States","77Q2+F3 Jeffersonville, Indiana, USA",http://southernindianapediatrics.com/,+1 812-282-1367,Closes soon · 6 pm · Opens 8:15 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x4ZfEDXYgllb2CqJ3is82g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.1114&pitch=0&thumbfov=100,false,"8:15–11:15 am, 12:45–6 pm","8:15–11:15 am, 12:45–4:30 pm","8:15–11:15 am, 12:45–6 pm","8:15–11:15 am, 12:45–4:30 pm",Closed,Closed,"8:15–11:15 am, 12:30–6 pm","https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:14.908Z
"https://www.google.com/maps/place/Carrie+A+Crigger,+DO/data=!4m7!3m6!1s0x8869728a783b2103:0xb3162b6e73c774cd!8m2!3d38.2821754!4d-85.7489584!16s%2Fg%2F1tf82bj2!19sChIJAyE7eIpyaYgRzXTHc24rFrM","Carrie A Crigger, DO",4.6,9,Pediatrician,"207 Sparks Ave, Jeffersonville, IN 47130, United States","77J2+VC Jeffersonville, Indiana, USA",https://providers.nortonchildrens.com/provider/Carrie+A+Crigger/483508/?utm_source=Yext,+1 812-288-9141,,,https://lh3.googleusercontent.com/p/AF1QipNuzVEGuziI0kBMj3OxstaWUKo8IHPC3WrvgxSm=w408-h409-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:17.588Z
https://www.google.com/maps/place/Pediatric+Plus+Home+Healthcare/data=!4m7!3m6!1s0x88697253fac29c79:0x50552a9f166990b0!8m2!3d38.2870958!4d-85.7302405!16s%2Fg%2F1q4kmy6r_!19sChIJeZzC-lNyaYgRsJBpFp8qVVA,Pediatric Plus Home Healthcare,4.9,27,Home health care service,"925 Main St, Jeffersonville, IN 47130, United States","77P9+RW Jeffersonville, Indiana, USA",https://www.pediatricplushhc.com/jeffersonville,+1 812-284-2824,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNBV8YLMvQ4HrpIU40BADH3726XzQULe_Lk1RfB=w408-h306-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:22.161Z
"https://www.google.com/maps/place/Tammy+K+Schrodt,+MD/data=!4m7!3m6!1s0x88697343e91d6833:0x1d90d742daf84623!8m2!3d38.2813699!4d-85.7492056!16s%2Fg%2F11qwqvj5bd!19sChIJM2gd6UNzaYgRI0b42kLXkB0","Tammy K Schrodt, MD",5.0,1,Pediatrician,"207 Sparks Ave, Jeffersonville, IN 47130, United States","77J2+G8 Jeffersonville, Indiana, USA",https://providers.nortonchildrens.com/provider/Tammy+K+Schrodt/2932850/?utm_source=Yext,+1 812-288-9141,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lWECZvW8dlgmPB_3VgNgEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.94318&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Jeffersonville+Louisville+KY/@38.2775702,-85.7371847,14z",2026-02-10T22:55:24.605Z
