placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Three+Rivers+Electric/data=!4m7!3m6!1s0x8815fbe51a8c6a99:0x17d79a143a402c9f!8m2!3d41.0690021!4d-85.1113496!16s%2Fg%2F11vlvpw_gm!19sChIJmWqMGuX7FYgRnyxAOhSa1xc,Three Rivers Electric,4.9,141,Electrician,"1830 Wayne Trce Suite 6, Fort Wayne, IN 46803, United States","3V9Q+JF Fort Wayne, Indiana, USA",https://www.3riverselectric.net/,+1 260-908-8700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPHfpypur7eEucFLXYaa35A6r01yUahPIKr41sL=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:25.485Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Fort+Wayne/data=!4m7!3m6!1s0x8815e78b9b8c61d1:0x44be5590e89c6865!8m2!3d41.0665914!4d-85.0513545!16s%2Fg%2F11gm_867rt!19sChIJ0WGMm4vnFYgRZWic6JBVvkQ,Mr. Electric of Fort Wayne,4.5,153,Electrician,"8711 Illinois Road, Fort Wayne, IN 46804, United States","3W8X+JF Fort Wayne, Indiana, USA",https://mrelectric.com/fort-wayne?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 260-204-8488,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8uvIAHX2QXQ3SIHWYSniso3TQ-AfTW5a-iTo_UFni9QDhVmOYAVV0b6s2JR0whBSBncUWB3avB6Ftuicp_1xkH5rO8CT4Mq0BZ8p8tiHOPlR9apZIye5N3-vlGPOOk9s3DzQR=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:31.010Z,,,
https://www.google.com/maps/place/AEY+Power+Solutions+LLC/data=!4m7!3m6!1s0x881609b295ec4621:0x1207decb2a35ba26!8m2!3d41.0798043!4d-85.1574833!16s%2Fg%2F11j8m1qqr1!19sChIJIUbslbIJFogRJro1KsveBxI,AEY Power Solutions LLC,4.3,69,Electrician,"1216 W Main St, Fort Wayne, IN 46808, United States","3RHV+W2 Fort Wayne, Indiana, USA",,+1 260-600-1222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgrBSd_cFAP93Zgair2600Iz7Bmi5wWhkZ2JFCywtAnxG31XAliZz7aVbO2cTugHCEaBlvf-Tsd54gFn3vTBeMoyJTc4Dn7SuCCjN1bbFRgNnLS_t3e86CRwQPYqqG9gA1hdk=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:36.521Z,Identifies as veteran-owned,,
"https://www.google.com/maps/place/Doc+Dancer,+Inc./data=!4m7!3m6!1s0x8815e4d1ad0be553:0x5036e59430059bf4!8m2!3d41.0647512!4d-85.1138753!16s%2Fg%2F1td0thfs!19sChIJU-ULrdHkFYgR9JsFMJTlNlA","Doc Dancer, Inc.",4.9,2095,HVAC contractor,"2309 S Anthony Blvd, Fort Wayne, IN 46803, United States","3V7P+WC Fort Wayne, Indiana, USA",https://www.docdancer.com/,+1 260-217-0311,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVsKxbjCnrRTA6hfSQhvrc6Yf6_fHQQwXupN83=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:41.688Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Mister+Sparky+of+Fort+Wayne/data=!4m7!3m6!1s0x61494eebcaeb834d:0x43679dcca7b4e99a!8m2!3d41.1423476!4d-85.1870558!16s%2Fg%2F11ldwgypk1!19sChIJTYPryutOSWERmum0p8ydZ0M,Mister Sparky of Fort Wayne,4.9,235,Electrician,"3404 Metro Park Dr N # A, Fort Wayne, IN 46818, United States","4RR7+W5 Fort Wayne, Indiana, USA",https://www.mistersparky.com/fort-wayne/?utm_source=gbp&utm_medium=organic&utm_campaign=MS0342_-640383-,+1 260-289-0075,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPcW9rkB1kA_cKcCwKt5mkvZXUKi_HGj8cvcvd2=w630-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:46.578Z,,,
https://www.google.com/maps/place/Fort+Wayne+Generators+LLC/data=!4m7!3m6!1s0x8815fdf6450a49d7:0x7ef63bd203c28b95!8m2!3d41.172451!4d-85.037083!16s%2Fg%2F1hm4b8j8q!19sChIJ10kKRfb9FYgRlYvCA9I79n4,Fort Wayne Generators LLC,4.3,16,Electrician,"8401 Eby Rd, Fort Wayne, IN 46835, United States","5XC7+X5 Fort Wayne, Indiana, USA",http://fortwaynegenerators.com/,,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJO3S4IR6hjzlHl5rPr-xn-1CG1zl83UTpPoMC=w408-h430-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:51.765Z,,,
https://www.google.com/maps/place/Wagner+Electric+of+Fort+Wayne/data=!4m7!3m6!1s0x8815e36fbada760b:0xa32d6097642b5b48!8m2!3d41.1098315!4d-85.1354351!16s%2Fg%2F1thxlnxv!19sChIJC3baum_jFYgRSFsrZJdgLaM,Wagner Electric of Fort Wayne,4.8,28,Electric motor store,"3610 N Clinton St, Fort Wayne, IN 46805, United States","4V57+WR Fort Wayne, Indiana, USA",http://www.wagnerelectricfw.com/,+1 260-484-5532,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyTiLW0Bf_A61ocyzlosFXheNb2BYueWzTr6WtNw-Ko9yJyCQo8dTQnkH_OHNZThCZQSRMKjQI8jXIeat6Q8UhkJFOnJ_AaqP8txwLHOQG-1h-OvvYotogxQbEsy_3DZ2UG8k=w408-h544-k-no,true,9 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:56:57.297Z,,,
https://www.google.com/maps/place/Himelick+Generator+Service+LLC./data=!4m7!3m6!1s0x8815e1619f114f5d:0x447005ab2b440da7!8m2!3d41.1242782!4d-85.1918924!16s%2Fg%2F1tdg_xfs!19sChIJXU8Rn2HhFYgRpw1EK6sFcEQ,Himelick Generator Service LLC.,5.0,4,Electric generator shop,"5130 Hillegas Rd, Fort Wayne, IN 46818, United States","4RF5+P6 Fort Wayne, Indiana, USA",,+1 260-602-0208,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPaQL4KOQGDWamLyjznp-6yLe0YCtP4-YLTDaxZ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:57:02.449Z,,· Delivery,
https://www.google.com/maps/place/Hi-Tech+Electric+Company/data=!4m7!3m6!1s0x8815e36a042adb07:0xfcd8f793fcee5c95!8m2!3d41.1045424!4d-85.1822359!16s%2Fg%2F11h06chlxr!19sChIJB9sqBGrjFYgRlVzu_JP32Pw,Hi-Tech Electric Company,4.3,21,Electrician,"3103 Cannongate Dr, Fort Wayne, IN 46808, United States","4R39+R4 Fort Wayne, Indiana, USA",https://www.hi-techelectric.net/,+1 260-305-1216,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOx7l1oPgLn_TNBY_rVq60Z_UQQTPYVQHkru114=w493-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:57:07.995Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/EVAPAR/data=!4m7!3m6!1s0x8815e159dd5ac789:0x5ee9824e2a700907!8m2!3d41.112833!4d-85.1933598!16s%2Fg%2F1tjtjwpz!19sChIJicda3VnhFYgRBwlwKk6C6V4,EVAPAR,4.8,5,Electric generator shop,"3810 Concept Ct, Fort Wayne, IN 46808, United States","4R74+4M Fort Wayne, Indiana, USA",http://www.evapar.com/,+1 260-497-7406,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH3GIiWXZC7hDL9z-4s1O4BUCzEKXKBJKoqJBGj8-0fbTaCVYkW5zdCCPhwiL6X94hc1S75ajB0vwRDyqyKMnPFx2FXDUXpuFfIhwKQfcME1SkNJ3lLgTloPczU5eExzB03A=w426-h240-k-no,true,Closed,Closed,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Fort+Wayne+Fort+Wayne+IN/@41.0794759,-85.1362929,14z",2026-01-10T21:57:13.305Z,,,
