placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Accounting+Complete/data=!4m7!3m6!1s0x88626b45d8f4922b:0x37126d0c992a3ae1!8m2!3d34.7474369!4d-86.5821028!16s%2Fg%2F11wp79wn6_!19sChIJK5L02EVrYogR4ToqmQxtEjc,Accounting Complete,5.0,47,Certified public accountant,"1300 Meridian St N Suite 200A, Huntsville, AL 35801, United States","PCW9+X5 Huntsville, Alabama, USA",https://accounting-complete.com/locations/huntsville-alabama/,+1 256-513-7458,Closed ⋅ Opens 8 am Mon,Identifies as veteran-owned,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tPBIrog5Urf1v5UFhAqr5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.85544&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:24.694Z,
https://www.google.com/maps/place/Cyntax+%28Pennington+%26+Associates+CPA%29/data=!4m7!3m6!1s0x88626cb9a2d76d73:0x7f550d9b90dbaaf4!8m2!3d34.7134207!4d-86.5893264!16s%2Fg%2F1tflymf6!19sChIJc23XorlsYogR9KrbkJsNVX8,Cyntax (Pennington & Associates CPA),4.8,26,Tax preparation service,"908 SW Merchants Walk, Huntsville, AL 35801, United States","PC76+97 Huntsville, Alabama, USA",http://www.cyntax-hsv.com/,+1 256-518-2239,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOZ9oLyAnbufRm7Xbd8wQZLuB67VxhYIOKu3ojl=w1429-h240-k-no,true,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:31.047Z,
https://www.google.com/maps/place/Honeycomb+CPAs+%26+Advisors/data=!4m7!3m6!1s0x88626d8e7c6c5a1b:0xff3bce5c9eabb6a5!8m2!3d34.7209019!4d-86.607953!16s%2Fg%2F11vl2ncc_f!19sChIJG1psfI5tYogRpbarnlzOO_8,Honeycomb CPAs & Advisors,4.6,10,Certified public accountant,"2620 Clinton Ave W #2-C, Huntsville, AL 35805, United States","P9CR+9R Huntsville, Alabama, USA",https://honeycomb.cpa/,,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPL5fKRICm032563nxiBCu9NLtGrz4af1s6Djl_=w408-h306-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:36.023Z,
"https://www.google.com/maps/place/Dyer+%26+Smith,+LLC/data=!4m7!3m6!1s0x88626b54316e1cd1:0x1c8cabe8974e7418!8m2!3d34.7296151!4d-86.5847077!16s%2Fg%2F1tcyskj1!19sChIJ0RxuMVRrYogRGHROl-irjBw","Dyer & Smith, LLC",4.7,15,Accountant,"112 Southside Square Ste. F, Huntsville, AL 35801, United States","PCH8+R4 Huntsville, Alabama, USA",https://www.dyerandsmith.com/,+1 256-536-1020,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOM_OCFmfHWPDpM1uUua-KJwA0QQWanFgnTsPA=w408-h544-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:41.070Z,
https://www.google.com/maps/place/BMSS+Advisors+%26+CPAs/data=!4m7!3m6!1s0x88626b0e2ed79243:0x996b54e0fe65daea!8m2!3d34.7350925!4d-86.5858327!16s%2Fg%2F11h1jv6xxw!19sChIJQ5LXLg5rYogR6tpl_uBUa5k,BMSS Advisors & CPAs,3.7,6,Certified public accountant,"400 Meridian St N, Huntsville, AL 35801, United States","PCP7+2M Huntsville, Alabama, USA",http://bmss.com/,+1 256-964-9800,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOiR0-ued_C6UpJ4U4FUC9c_bOiAabFLxgt2cuF=w408-h306-k-no,true,Closed,8:30 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:46.275Z,
"https://www.google.com/maps/place/Sanderson+Strawn,+PLLC/data=!4m7!3m6!1s0x654607262032f57d:0xd733740be2a52fd4!8m2!3d34.7014408!4d-86.5844245!16s%2Fg%2F11wxqz5tf1!19sChIJffUyICYHRmUR1C-l4gt0M9c","Sanderson Strawn, PLLC",5.0,6,Certified public accountant,"809 Shoney Dr SW Suite 203, Huntsville, AL 35801, United States","PC28+H6 Huntsville, Alabama, USA",http://www.sshsvcpa.com/,+1 256-536-0558,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UZSqFcrdOyHG64-r2I7hEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.5007&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:51.474Z,
https://www.google.com/maps/place/A-1+Accounting+%26+Tax+Office/data=!4m7!3m6!1s0x88626b4f0bfd246f:0xa12d2a571d4c77fd!8m2!3d34.740523!4d-86.5889558!16s%2Fg%2F1thw2wp7!19sChIJbyT9C09rYogR_XdMHVcqLaE,A-1 Accounting & Tax Office,5.0,3,Accountant,"700 Washington St NW #1, Huntsville, AL 35801, United States","PCR6+6C Huntsville, Alabama, USA",http://www.aoneacctg.com/,+1 256-539-8700,Closed ⋅ Opens 10 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s0iFahJrZ5XC74rqviCgkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.366325&pitch=0&thumbfov=100,true,Closed,10 am–5 pm,9 am–5 pm,9 am–3 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:56.319Z,
https://www.google.com/maps/place/hunt+and+company/data=!4m7!3m6!1s0x88626cb03a435fdb:0xf35018e3ef8344dd!8m2!3d34.7228454!4d-86.6062433!16s%2Fg%2F11fylnhw9n!19sChIJ219DOrBsYogR3USD7-MYUPM,hunt and company,5.0,1,Accountant,"2612 Hall Ave NW, Huntsville, AL 35805, United States","P9FV+4G Huntsville, Alabama, USA",,+1 256-615-2027,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KaRt_zRs30WnrGq4Xk_sDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=322.72845&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:31:59.021Z,
"https://www.google.com/maps/place/Seaman,+Shinkunas+%26+Lindgren,+P.C./data=!4m7!3m6!1s0x88626b53cc1d4cad:0x950425cfd114e5!8m2!3d34.7313538!4d-86.5870044!16s%2Fg%2F1v1kqlh_!19sChIJrUwdzFNrYogR5RTRzyUElQA","Seaman, Shinkunas & Lindgren, P.C.",5.0,1,Accountant,"107 Jefferson St N #1, Huntsville, AL 35801, United States","PCJ7+G5 Huntsville, Alabama, USA",https://www.sslpc.com/,+1 256-489-3787,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HhjM9pVE2J6BRZ2Dg-lyBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.44211&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:32:03.923Z,
"https://www.google.com/maps/place/Bearden,+Stroup+%26+Associates,+CPAs+-+Bookkeeping+for+Small+Business/data=!4m7!3m6!1s0x88626c6253d72563:0x70c3172a05d256eb!8m2!3d34.7110826!4d-86.6053418!16s%2Fg%2F1wzt32xz!19sChIJYyXXU2JsYogR61bSBSoXw3A","Bearden, Stroup & Associates, CPAs - Bookkeeping for Small Business",4.9,83,Accounting firm,"2915 Bob Wallace Ave SW suite a, Huntsville, AL 35805, United States","P96V+CV Huntsville, Alabama, USA",https://beardenstroup.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 256-533-0806,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPwS9yUOMVys3aaWC6jVGuJVsl2Kefj7-hkl6vI=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Athens+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-10-19T16:32:08.757Z,
