placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/Seattle+Tree+Care/data=!4m7!3m6!1s0x54901505df4f5a51:0x27478bca52868193!8m2!3d47.657031!4d-122.3863806!16s%2Fg%2F1tfbn09h!19sChIJUVpP3wUVkFQRk4GGUsqLRyc,Seattle Tree Care,4.9,641,Tree service,"4035 23rd Ave W, Seattle, WA 98199, United States","MJ47+RC Seattle, Washington, USA",https://seattletreecare.org/?utm_source=gbp&utm_medium=local_organic&utm_campaign=gbp_listing&utm_content=website_link&utm_keyword=seattle,+1 206-809-6159,,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlHETdM9peo1DHSc7g-kBwmta7Ira6anl_7S4tBJYYAJl1R3QZWviec2DkdhGC2IHpb5a4pQXkIlI4jKGeh43y3D95gS74POQ_4nbo0PP9bLG6_-aWo0TGrlZC0410VBZpUJUI=w408-h304-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:28.452Z,,
https://www.google.com/maps/place/Erik+Nye+The+Tree+Guy/data=!4m7!3m6!1s0x40ae6a47681f92a1:0xc6f02327d6fc6263!8m2!3d47.4719444!4d-121.8137825!16s%2Fg%2F11vbf6pc01!19sChIJoZIfaEdqrkARY2L81icj8MY,Erik Nye The Tree Guy,5.0,60,Tree service,,,https://eriknyetreeguy.weebly.com/,+1 206-384-1008,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGirpOpUZcFDQJ3I6fT2ep1TtT6hyqZTn3RknTKMcEQ_O48rF4qKqrrO5aN0dh0cQIQxsjCzYuDQUPSgRtPXshRFm3WCOAVsSc6cha1zgcvaCovrAxhtV9fx1nAUcVZ05cAGqtX=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:34.384Z,,
https://www.google.com/maps/place/Blooma+Tree+Experts/data=!4m7!3m6!1s0x549013fc49be20cb:0x8c16c6eb93f93754!8m2!3d47.6910346!4d-122.3179618!16s%2Fg%2F1tctf97z!19sChIJyyC-SfwTkFQRVDf5k-vGFow,Blooma Tree Experts,4.8,631,Tree service,"8521 Roosevelt Way NE, Seattle, WA 98115, United States","MMRJ+CR Seattle, Washington, USA",https://www.bloomatree.com/,+1 206-714-9835,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEgCrh2HDA2hplBIJVCnKgKj7aNCnZEdMJn1UWLIr3CZsS--0_ANstvaEdOIFq2OT58Z30omZxcwYzvOKi5atlAaYIWs-sNoptMDxeNYysoEeBzGYtOZbDvvxAyD3rdZHtclQ8PLg=w408-h408-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,9 am–5 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:39.962Z,,
https://www.google.com/maps/place/Taproot+Tree+Care/data=!4m7!3m6!1s0x5491076b28ad6ca9:0x5e097f5b7f9287a3!8m2!3d47.6014618!4d-122.1777975!16s%2Fg%2F11gnpdfc69!19sChIJqWytKGsHkVQRo4eSf1t_CV4,Taproot Tree Care,4.6,18,Tree service,,,http://www.taproottreecare.com/,+1 206-707-8643,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOUlBreV3k4gDuQTcROLwAc2hDH59xEcGT2ziNXc5ryFE2oEaz6Fu9Ny9kGPeubXK3HXttZdATHFOacMmBfIwghhWMKjAyQ7UWHv_stvZ88UsENRsNfOcInSGGBtNDuN6d8A=w408-h612-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:44.584Z,,
https://www.google.com/maps/place/Olympic+Mountains+Tree+Service./data=!4m7!3m6!1s0x876bf5c71eb50e99:0x60bf67e23cb90cc3!8m2!3d47.5601471!4d-122.3849441!16s%2Fg%2F11s9dv50h8!19sChIJmQ61Hsf1a4cRwwy5POJnv2A,Olympic Mountains Tree Service.,5.0,6,Tree service,"Parking lot, 4100 SW Edmunds St #74, Seattle, WA 98116, United States","HJ68+32 Seattle, Washington, USA",http://www.treeremovalwestseattle.com/,+1 206-203-1396,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wAZxKzVHZV-OG4IO20AY_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.432484&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–4 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:49.913Z,,
https://www.google.com/maps/place/Bartlett+Tree+Experts/data=!4m7!3m6!1s0x54904368fdd41b9d:0x3046534f71759943!8m2!3d47.5579158!4d-122.3521364!16s%2Fg%2F11h8bz7ykb!19sChIJnRvU_WhDkFQRQ5l1cU9TRjA,Bartlett Tree Experts,4.8,25,Tree service,"4849 W Marginal Wy SW, Seattle, WA 98106, United States","HJ5X+54 Seattle, Washington, USA",https://www.bartlett.com/locations/georgetown-seattle-wa.cfm,+1 425-481-6522,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuqurhdzoA7A-IFBZSVWcDPRnZh26cdhKzDgJl5XGQBomhcxPPhP5nLa8AZK_dsUwZrtqosDDVdnCVd0DsYeUpnmmV5L2ZIo6jEzlQPm0g1BxlrXoJBlBS-1ryAr5AzXhqvN0=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:54.884Z,,
https://www.google.com/maps/place/Integrity+Tree+Works/data=!4m7!3m6!1s0x6e5b2a449ec17daf:0xec8cdde8b4e48a5!8m2!3d47.69167!4d-121.72453!16s%2Fg%2F11stxdyv1c!19sChIJr33BnkQqW24RpUhOi97NyA4,Integrity Tree Works,5.0,182,Tree service,,,https://www.integritytreeandstump.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 425-473-2443,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHS1FMNv4-KLb65PF91NxZ05tH5qNmHGaszDd04tYoZMyo_OiPxBvYERiFVr4dRZRzN5oloIoGtX0YBqH6e8oYaiWlpcDRCfpkbMsFrXGFAZf-GSjqFDIYTSyw5b009ZTL43zJM=w455-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:49:59.908Z,,
https://www.google.com/maps/place/Tree+People+Tree+Care/data=!4m7!3m6!1s0x549015cd26601dc9:0x5758389a10280916!8m2!3d47.7216209!4d-122.347695!16s%2Fg%2F12hkt3xfq!19sChIJyR1gJs0VkFQRFgkoEJo4WFc,Tree People Tree Care,4.9,34,Tree service,"903 N 128th St, Seattle, WA 98133, United States","PMC2+JW Seattle, Washington, USA",https://www.treepeoplenw.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 206-853-4538,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkzK5jPvC9WnMrKBEOyrfleMK-WAyPzvmNf3S90Do7O_vP-XpqgHQHBZI3stL5Kajb9wUwErtpb1mqfRkBMS0yf6rTGflPSDsRWepsnIlMNKR4Z69PO3fR8X8f1ygnSsVEjpaZ=w408-h550-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,Closed,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:50:05.044Z,,
https://www.google.com/maps/place/Vitalitree/data=!4m7!3m6!1s0x54906c257d3fb1e3:0xf0229b915a06ee30!8m2!3d47.5172569!4d-122.3146587!16s%2Fg%2F11r9998cy!19sChIJ47E_fSVskFQRMO4GWpGbIvA,Vitalitree,4.9,93,Tree service,"9510 14th Ave S, Seattle, WA 98108, United States","GM8P+W4 Seattle, Washington, USA",http://www.vitalitreellc.com/,+1 206-498-7998,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwTSwz7X3920h88ccfW950b9V_dFbKybwW_Cdknmsu_xyVi-Zc7S-EljwhmPd-XodDcwMjaWJp4vB4b6O8KyBaxCs0ao8vGSDuD2n82K0RX20p_bnoYXXIhA5UzsdM-h3TAnKBVA=w493-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:50:10.236Z,,
https://www.google.com/maps/place/Alex+Tree+Service/data=!4m7!3m6!1s0x549011d0d4b2ecf3:0x5eca6a2762f7d116!8m2!3d47.7584416!4d-122.3491102!16s%2Fg%2F11rhqhl65m!19sChIJ8-yy1NARkFQRFtH3Yidqyl4,Alex Tree Service,4.6,114,Tree service,"744 N 179th St, Seattle, WA 98133, United States","QM52+99 Seattle, Washington, USA",http://www.alextreeservice2021.com/,+1 206-476-6896,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHR04Jhtf2_eC7kr350db1-pEir5a7a_sjb905UzhNXHA-LbC4qdUQ7QhnWWzp9VmSJvDadSsz9eGDWjBLzgJnDTsFaTcw27lyFLJIxZMFz2S9SbReKQMQn2gQ1YaRUJhqRoWRYg=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2026-04-29T06:50:15.361Z,,
