placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/The+Venous+Institute+Of+Buffalo/data=!4m7!3m6!1s0x89d3736d3f9d440f:0x548bf89d75cf3ba7!8m2!3d42.958382!4d-78.769057!16s%2Fg%2F12lk8fy7t!19sChIJD0SdP21z04kRpzvPdZ34i1Q,The Venous Institute Of Buffalo,4.9,118,Medical clinic,"4927 Main St #400, Amherst, NY 14226, United States","X65J+99 Cheektowaga, New York, USA",http://www.venousinstitute.com/,+1 716-877-7000,"Closes soon · 5 pm · Opens 8 am Wed

Confirmed by this business 7 days ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5KrkYTdS_poJL5-vTFRtvjJHylum1IufHJvM4gR0ZexjERb9p-tbpj7R44m7IjH1t7PSucGDMhDAgLPQxgWEmrUDNB_BW4KqgvGfC5HdmcSqjB3Y2UvxFcyZUmZiL9728Wcl8=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:57:46.999Z,,
https://www.google.com/maps/place/Vein+Treatment+Center/data=!4m7!3m6!1s0x89d374706474b2ef:0x6931b2d5ad5b329c!8m2!3d42.9774564!4d-78.7390464!16s%2Fg%2F1tzgkmmg!19sChIJ77J0ZHB004kRnDJbrdWyMWk,Vein Treatment Center,4.6,48,Medical clinic,"5225 Sheridan Dr, Buffalo, NY 14221, United States","X7G6+X9 Buffalo, New York, USA",https://www.veinsveinsveins.com/,+1 716-839-3638,"Open · Closes 6 pm

Updated by this business 7 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dJIL8MVuiV9aUbHb5MwMEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.95105&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,Closed,Closed,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:57:52.302Z,,
https://www.google.com/maps/place/Cosmetic+Vein+%26+Laser+Center/data=!4m7!3m6!1s0x89d3737b69072c69:0x9087e413e9156700!8m2!3d42.9596788!4d-78.754214!16s%2Fg%2F1tqnmmbk!19sChIJaSwHaXtz04kRAGcV6RPkh5A,Cosmetic Vein & Laser Center,4.9,886,Medical spa,"52 S Union Rd 203 2nd Floor, Buffalo, NY 14221, United States","X65W+V8 Buffalo, New York, USA",https://www.cvlc.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+1 716-764-9784,Closes soon · 5 pm · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOh7Lix7e60szoRIycCFa__1ptY0yF7IJtuqXZl=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–4 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:57:57.580Z,,
https://www.google.com/maps/place/Trinity+Vascular+%26+Endovascular+Center/data=!4m7!3m6!1s0x89d373af6cd39c0d:0x3f05f3f9d037a41!8m2!3d42.9771239!4d-78.7830929!16s%2Fg%2F1tfs218q!19sChIJDZzTbK9z04kRQXoDnT9f8AM,Trinity Vascular & Endovascular Center,4.5,2,Vascular surgeon,"4949 Harlem Rd # 302, Amherst, NY 14226, United States","X6G8+RQ Eggertsville, New York, USA",https://trinitymedicalwny.org/location/4949-harlem-rd/?utm_source=listing&utm_medium=listing,+1 716-837-2400,Closes soon · 5 pm · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipO9Nfy7PX4NRGnDgD2D3jMO_8cX-bvCmsOH4O_4=w720-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:02.355Z,,
"https://www.google.com/maps/place/Roger+Walcott,+MD,+FACS/data=!4m7!3m6!1s0x89d373af6cd39c0d:0xb7273798be35111d!8m2!3d42.9280616!4d-78.850235!16s%2Fg%2F1vp74rvc!19sChIJDZzTbK9z04kRHRE1vpg3J7c","Roger Walcott, MD, FACS",4.6,13,Vascular surgeon,"2121 Main St Ste 316, Buffalo, NY 14214, United States","W4HX+6W Buffalo, New York, USA",https://trinitymedicalwny.org/provider/roger-walcott/?utm_source=listing&utm_medium=listing,+1 716-837-2400,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOj7lswn8ebpPn5iNCBYBh4OjauOjJC9_KJ7HNN=w408-h408-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–3:30 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:07.298Z,,
"https://www.google.com/maps/place/Dr.+Sonya+S.+Noor,+MD,+FACS/data=!4m7!3m6!1s0x89d3125f3329545b:0x37afce734d462343!8m2!3d42.9769821!4d-78.7847518!16s%2Fg%2F1tnqhzpp!19sChIJW1QpM18S04kRQyNGTXPOrzc","Dr. Sonya S. Noor, MD, FACS",4.8,32,Vascular surgeon,"4960 Harlem Rd Suite 100, Amherst, NY 14226, United States","X6G8+Q3 Eggertsville, New York, USA",http://www.bevsapractice.com/,+1 716-859-3301,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMwejUl3TXbzDcLsnGNtprAf1F1NZMfrMds_OL0=w426-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–12 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:12.352Z,,
https://www.google.com/maps/place/Trinity+Vascular+%26+Endovascular+Center/data=!4m7!3m6!1s0x89d312babeff3ab1:0x468d40a8c88d57a9!8m2!3d42.9281379!4d-78.8504026!16s%2Fg%2F1tt1tp34!19sChIJsTr_vroS04kRqVeNyKhAjUY,Trinity Vascular & Endovascular Center,2.8,8,Vascular surgeon,"2121 Main St Ste 316, Buffalo, NY 14214, United States","W4HX+7R Buffalo, New York, USA",https://trinitymedicalwny.org/location/2121-main-st/?utm_source=listing&utm_medium=listing,+1 716-837-2400,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP_TFGr0NK5n4nC10zY_xfAbfwUCzhH6gmvcS64=w720-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–3:30 pm,Closed,Closed,8:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:17.270Z,,
https://www.google.com/maps/place/Buffalo+Vascular+Care/data=!4m7!3m6!1s0x89d3125f3329545b:0xdf474966fa554c60!8m2!3d42.9284172!4d-78.6963314!16s%2Fg%2F1tlc913g!19sChIJW1QpM18S04kRYExV-mZJR98,Buffalo Vascular Care,4.6,95,Vascular surgeon,"6337 Transit Rd, Depew, NY 14043, United States","W8H3+9F Depew, New York, USA",https://buffalovascularcare.com/,+1 716-852-1977,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOBpY_2RHUxxl_1o2V6zIhJHFMTesw_s1UZifhv=w408-h271-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:22.185Z,,
https://www.google.com/maps/place/Dr.+Hratch+Karamanoukian/data=!4m7!3m6!1s0x89d374705c3dcd3f:0x58a5993c2b5cf322!8m2!3d42.9774641!4d-78.7383003!16s%2Fg%2F11rwxg66lr!19sChIJP809XHB004kRIvNcKzyZpVg,Dr. Hratch Karamanoukian,4.5,22,Surgeon,"5225 Sheridan Dr, Amherst, NY 14221, United States","X7G6+XM Williamsville, New York, USA",https://www.veinsveinsveins.com/about-dr-karamanoukian/,+1 716-839-3638,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dxth4xW87esCeuUDGGWqvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.54242&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:25.084Z,,
https://www.google.com/maps/place/Access+Care+Vascular+and+Wound+Health/data=!4m7!3m6!1s0x89d373052f12a1e5:0x40b1d46794c693ad!8m2!3d42.9769303!4d-78.7842917!16s%2Fg%2F11ftmgt66d!19sChIJ5aESLwVz04kRrZPGlGfUsUA,Access Care Vascular and Wound Health,4.0,4,Surgical center,"4960 Harlem Rd, Amherst, NY 14226, United States","X6G8+Q7 Eggertsville, New York, USA",http://www.accesscarevascular.com/,+1 716-748-7640,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lIvWRTINEleiMFFM_Zl5SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.70154&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-12-16T21:58:30.047Z,,
