placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,attributes
https://www.google.com/maps/place/Assured+Health+Services/data=!4m7!3m6!1s0x883c77597dfa051d:0xdb5e533b78ec1261!8m2!3d41.5803942!4d-83.6637658!16s%2Fg%2F11h3vbxftn!19sChIJHQX6fVl3PIgRYRLseDtTXts,Assured Health Services,5.0,2,Home health care service,"1392 Conant St, Maumee, OH 43537, United States","H8JP+5F Maumee, Ohio, USA",https://www.assuredhealthohio.com/,+1 419-280-5933,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MG_duSihosdwdcP74SI2Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.97435&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:13.468Z,,,,,,,,,,
https://www.google.com/maps/place/Unique+Healthcare+Solutions/data=!4m7!3m6!1s0x883c7116694ad9ff:0xbce593bf97cdbb8!8m2!3d41.5783238!4d-83.6951163!16s%2Fg%2F11fhn11p8f!19sChIJ_9lKaRZxPIgRuNt8-TtZzgs,Unique Healthcare Solutions,3.3,16,Home health care service,"3430 Briarfield Blvd, Maumee, OH 43537, United States","H8H3+8X Maumee, Ohio, USA",http://www.unique-healthcare.com/,+1 419-794-8565,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOAa-tErNyamOdxiKgqjU70Dbg_tCkzrSS0riPF=w408-h306-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:19.138Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Partners+in+Home+Care/data=!4m7!3m6!1s0x883c784f81a1b003:0x1885108cfceff1fa!8m2!3d41.5848958!4d-83.6638733!16s%2Fg%2F11c0pygq96!19sChIJA7ChgU94PIgR-vHv_IwQhRg,Partners in Home Care,4.1,8,Home health care service,"1446 S Reynolds Rd # 100, Maumee, OH 43537, United States","H8MP+XF Maumee, Ohio, USA",https://www.phctoledo.com/,+1 419-389-1020,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipMxqy-3xKPv_PdahcZXSS-D-eV8J19KkU-UrUYc=w784-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:24.576Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/ABC+Health+Care+Inc/data=!4m7!3m6!1s0x883c79ff85586d49:0x9a6cff3e0fda715a!8m2!3d41.5866162!4d-83.674215!16s%2Fg%2F1tkp0g77!19sChIJSW1Yhf95PIgRWnHaDz7_bJo,ABC Health Care Inc,3.2,27,Home health care service,"1605 Holland Rd A1, Maumee, OH 43537, United States","H8PG+J8 Maumee, Ohio, USA",,+1 419-893-9700,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4Ztf_4NGwfC3HlKkpadSuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.1358314&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:29.582Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Above+All+Healthcare/data=!4m7!3m6!1s0x883c7bab61b578c5:0x58228d32af67f968!8m2!3d41.5882603!4d-83.6816772!16s%2Fg%2F11ssydqyvc!19sChIJxXi1Yat7PIgRaPlnrzKNIlg,Above All Healthcare,5.0,1,Home health care service,"1715 Indian Wood Cir, Maumee, OH 43537, United States","H8Q9+88 Maumee, Ohio, USA",,+1 419-779-7907,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipOfeAR6-ISl4qn5gtgati9CuzYRviTuoM4hLHHD=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:34.314Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x883c7b5a940e8ceb:0x886bcb58ba0778fa!8m2!3d41.5884109!4d-83.6816991!16s%2Fg%2F11y2j_y2d_!19sChIJ64wOlFp7PIgR-ngHuljLa4g,SYNERGY HomeCare,5.0,2,Home health care service,"1715 Indian Wood Cir, Maumee, OH 43537, United States","H8Q9+98 Maumee, Ohio, USA",https://synergyhomecare.com/oh-maumee-43537/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=3612,+1 419-220-5002,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOXO0I0VYZIk-P_t0e45rNQiYXTLNg6Y0McsT1Z=w546-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:39.211Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Journey+Through+Life+Care+Services,+Llc/data=!4m7!3m6!1s0x883c7789413cc437:0x4209dce72afaf12a!8m2!3d41.5743417!4d-83.6261857!16s%2Fg%2F11j03btpzk!19sChIJN8Q8QYl3PIgRKvH6KufcCUI","Journey Through Life Care Services, Llc",5.0,1,Home health care service,"2001 River Rd, Maumee, OH 43537, United States","H9FF+PG Maumee, Ohio, USA",http://www.jtlcs.com/,+1 419-315-8910,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6lWmVcunO4V-E86uSqQIDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.07303&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:43.998Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,,,
https://www.google.com/maps/place/Cornerstone+Caregiving/data=!4m7!3m6!1s0x883b85b97c5c84cd:0x104edd80851b31d1!8m2!3d41.6120265!4d-83.6860881!16s%2Fg%2F11llm169kp!19sChIJzYRcfLmFO4gR0TEbhYDdThA,Cornerstone Caregiving,4.8,36,Home health care service,"1574 Henthorne Dr # D, Maumee, OH 43537, United States","J867+RH Maumee, Ohio, USA",https://cornerstonecaregiving.com/locations/toledo-oh/?utm_source=google&utm_medium=yext,+1 567-316-6745,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMoE1OeyWgVEwkk3DcWWBaZdVMjh4LTkcYp5zWx=w457-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:49.272Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Elite+Care+Solutions+LLC/data=!4m7!3m6!1s0xa76324e4692f217d:0xcae42cf3a5174344!8m2!3d41.5909814!4d-83.680322!16s%2Fg%2F11pm163y5r!19sChIJfSEvaeQkY6cRREMXpfMs5Mo,Elite Care Solutions LLC,5.0,8,Home health care service,"1715 Indian Wood Cir Suite 200, Maumee, OH 43537, United States","H8R9+9V Maumee, Ohio, USA",http://www.elitecaresol.com/,+1 567-868-5752,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNQLuoahRu0aZeJtv16Lp2U_EwFDneSaxsJ_ylT=w408-h308-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:54.194Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Comfort+Keepers/data=!4m7!3m6!1s0x883c77a4385f5769:0x65bc6c1c2078f1c6!8m2!3d41.5393506!4d-83.6385316!16s%2Fg%2F1tfk9ppd!19sChIJaVdfOKR3PIgRxvF4IBxsvGU,Comfort Keepers,4.9,45,Home health care service,"900 W South Boundary St #8B, Perrysburg, OH 43551, United States","G9Q6+PH Perrysburg, Ohio, USA",https://www.comfortkeepers.com/offices/ohio/perrysburg/?utm_source=local&utm_medium=organic,+1 419-874-4880,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPfJlaI4RPOrDYDD9zEo27QUdpQlfXKqfrdKDBc=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:02:59.154Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/WellsBrooke/data=!4m7!3m6!1s0x883c77a13481ede7:0x966ba96c10d4dc5a!8m2!3d41.5793108!4d-83.6794483!16s%2Fg%2F11b7ybmbst!19sChIJ5-2BNKF3PIgRWtzUEGypa5Y,WellsBrooke,1.0,1,Home health care service,"480 W Dussel Dr #120, Maumee, OH 43537, United States","H8HC+P6 Maumee, Ohio, USA",http://wellsbrooke.com/,+1 419-874-7766,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Cix62tdt7UN9_fECJMxh9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.432446&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:04.005Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,,,
https://www.google.com/maps/place/HarmonyCares+Medical+Group/data=!4m7!3m6!1s0x883c7a00c3e337cf:0x50116d5225b78d45!8m2!3d41.5828527!4d-83.6791607!16s%2Fg%2F11bymstv2_!19sChIJzzfjwwB6PIgRRY23JVJtEVA,HarmonyCares Medical Group,2.4,5,Home health care service,"1900 Indian Wood Cir #202B, Maumee, OH 43537, United States","H8MC+48 Maumee, Ohio, USA",https://harmonycaresmedicalgroup.com/?utm_source=extnet&utm_medium=yext&utm_campaign=maumee,+1 419-578-8594,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNRYrcW9lbN8ohDhQ7b4qq4xI-MvEoCL5KIhNVI=w459-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:08.987Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Alwayz+Here+4+U+Home+Care+LLC/data=!4m7!3m6!1s0x883c791ecff093b5:0x8a3b8b3e50b8a5dc!8m2!3d41.6057846!4d-83.6678586!16s%2Fg%2F11k0x71jgj!19sChIJtZPwzx55PIgR3KW4UD6LO4o,Alwayz Here 4 U Home Care LLC,5.0,4,Home health care service,"5810 Southwyck Blvd STE 205 k, Toledo, OH 43614, United States","J84J+8V Toledo, Ohio, USA",,+1 419-309-7232,Closed ⋅ Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipOpTNOeBEkuflug6jElZqiYrXx6oJXh619fHXKT=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:13.883Z,10 am–5 pm,10 am–5 pm,Closed,Closed,Closed,10 am–5 pm,10 am–5 pm,,,
"https://www.google.com/maps/place/Giggles+Home+Care/@41.5870675,-83.6841411,17z/data=!3m1!4b1!4m6!3m5!1s0x883c70a9ddc398e9:0x2030087501a5a42e!8m2!3d41.5870675!4d-83.6841411!16s%2Fg%2F11l5tmhhc8",Giggles Home Care,,,Home health care service,"1690 Woodlands Dr, Maumee, OH 43537, United States","H8P8+R8 Maumee, Ohio, USA",,+1 224-318-5257,,,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:18.468Z,,,,,,,,,,
https://www.google.com/maps/place/Nursing+Resources+Corporation/data=!4m7!3m6!1s0x883c70bc5e1277c7:0x9ba7d3049c136c2!8m2!3d41.5753825!4d-83.6948712!16s%2Fg%2F1tg6wcbt!19sChIJx3cSXrxwPIgRwjbBSTB9ugk,Nursing Resources Corporation,3.0,4,Home health care service,"3600 Briarfield Blvd, Maumee, OH 43537, United States","H8G4+53 Maumee, Ohio, USA",http://www.nursingresources.com/,+1 419-861-3333,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qV7t7cjRMoKSTOAZ2S-eow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.654609&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:23.309Z,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,,,
https://www.google.com/maps/place/Ohio+Living+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x883c79f2b92edb53:0xaedbf75a9ca55b0c!8m2!3d41.6083961!4d-83.6652426!16s%2Fg%2F1hhk13qlm!19sChIJU9suufJ5PIgRDFulnFr3264,Ohio Living Home Health & Hospice,4.4,28,Home health care service,"1730 S Reynolds Rd, Toledo, OH 43614, United States","J85M+9W Toledo, Ohio, USA",https://www.ohioliving.org/home-health-hospice,+1 419-865-1499,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GpvcmYPs1UTMSdPpv92ZIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.8329&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:28.328Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Odyssey+Hospice+-+a+Gentiva+company/data=!4m7!3m6!1s0x883c7a073c24296f:0x7b8c6041fe0bb1e6!8m2!3d41.5890486!4d-83.6842889!16s%2Fg%2F119v7qbch!19sChIJbykkPAd6PIgR5rEL_kFgjHs,Odyssey Hospice - a Gentiva company,5.0,2,Home health care service,"1745 Indian Wood Cir, Maumee, OH 43537, United States","H8Q8+J7 Maumee, Ohio, USA",,+1 419-887-6700,Temporarily closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mUEcqx_6fyjUi2Ev3lp0Qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.97192&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:33.197Z,,,,,,,,,,
https://www.google.com/maps/place/Illumia+Health/data=!4m7!3m6!1s0x883c7b0f8a22e185:0x38c1c583c63779ec!8m2!3d41.5906624!4d-83.6807426!16s%2Fg%2F11xlz21whc!19sChIJheEiig97PIgR7Hk3xoPFwTg,Illumia Health,,,Home health care service,"1718 Indian Wood Cir ste a 1, Maumee, OH 43537, United States","H8R9+7P Maumee, Ohio, USA",https://illumiahealth.com/,+1 419-482-1050,"Open 24 hours

Updated by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNDTwvd58nygKGJYamYCnpWx4sd6U1j-NWfqEPf=w426-h240-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:38.128Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Emerald+Home+Healthcare+Services+LLC/data=!4m7!3m6!1s0x883c79838e13859d:0xda00fddadb227605!8m2!3d41.6000358!4d-83.6703946!16s%2Fg%2F11y8t6g0sp!19sChIJnYUTjoN5PIgRBXYi29r9ANo,Emerald Home Healthcare Services LLC,,,Home health care service,"5425 Southwyck Blvd Suite 250, Toledo, OH 43614, United States","J82H+2R Toledo, Ohio, USA",https://www.emeraldhhsvs.com/,+1 419-491-1133,Closed ⋅ Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipNqemJleXJ_PryC4ZP5JOfCg--cgZV30u_Ki8UE=w408-h272-k-no,true,"https://www.google.com/maps/search/Home+Health+clinics+in+Maumee+Toledo+OH/@41.5628294,-83.6538244,14z",2025-09-10T21:03:42.838Z,10 am–5 pm,10 am–5 pm,Closed,Closed,Closed,10 am–5 pm,10 am–5 pm,,,
