placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Vein+Healthcare+Center/data=!4m7!3m6!1s0x4cb2996bafc5ff99:0x195fa68c7e004f96!8m2!3d43.6387556!4d-70.3258606!16s%2Fg%2F1tdbklcs!19sChIJmf_Fr2uZskwRlk8AfoymXxk,Vein Healthcare Center,4.9,136,Medical clinic,"35 Foden Rd Ste 2, South Portland, ME 04106, United States","JMQF+GM South Portland, Maine, USA",http://www.veinhealthcarecenter.com/,+1 207-222-7437,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNG4J1rdcrrgZ7MPuZUQN2KWH6-qyj33KrDZfMJ=w408-h271-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:09:48.784Z,,
"https://www.google.com/maps/place/Dr.+Cynthia+B.+Asbjornsen,+DO/@43.6384452,-70.3265727,17z/data=!3m1!4b1!4m6!3m5!1s0x4cb2996bafc5ff99:0xd17b46a2e21b7052!8m2!3d43.6384452!4d-70.3265727!16s%2Fg%2F1hc5wr4k1","Dr. Cynthia B. Asbjornsen, DO",5.0,3,Doctor,"35 Foden Rd, South Portland, ME 04106, United States","JMQF+99 South Portland, Maine, USA",https://www.veinhealthcare.com/,+1 207-221-7799,Open · Closes 7 pm,,,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,7 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:09:55.958Z,,
https://www.google.com/maps/place/207+LASER+%26+Integrative+MED/data=!4m7!3m6!1s0x4cb29a7ae7f3abf7:0x56816fd7c046600a!8m2!3d43.6455376!4d-70.2641779!16s%2Fg%2F12mjbm66_!19sChIJ96vz53qaskwRCmBGwNdvgVY,207 LASER & Integrative MED,4.9,147,Medical spa,"65 W Commercial St Ste 107, Portland, ME 04101, United States","JPWP+68 Portland, Maine, USA",https://207laser.com/,+1 207-200-6530,"Closes soon · 6 pm · Opens 10 am Wed

Updated by this business 11 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMPmObsVi2-uYTVBqx1GN2NiYcoH-ThAS4KNepn=w426-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–3 pm,10 am–2 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:01.247Z,true,
https://www.google.com/maps/place/Maine+Aesthetic+Medicine/data=!4m7!3m6!1s0x4cb29d7318fcdecb:0xb9de575568d70888!8m2!3d43.6605153!4d-70.2485537!16s%2Fg%2F11ss4l2gyv!19sChIJy978GHOdskwRiAjXaFVX3rk,Maine Aesthetic Medicine,5.0,100,Medical spa,"163 Fore St Floor 2, Portland, ME 04101, United States","MQ62+6H Portland, Maine, USA",https://maineaestheticmedicine.com/,+1 207-495-8148,Closed · Opens 9 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNY_m28W7tlwjsbEi9AfIQqsALf_Xeg6sxFAlK6=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:06.272Z,,
https://www.google.com/maps/place/The+Vascular+Care+Group+-+Portland/data=!4m7!3m6!1s0x4cb299d7be4e653f:0x17536064ceb08a75!8m2!3d43.6278489!4d-70.335754!16s%2Fg%2F11v3j1891w!19sChIJP2VOvteZskwRdYqwzmRgUxc,The Vascular Care Group - Portland,4.9,271,Vascular surgeon,"400 Southborough Dr Suite 400-102, South Portland, ME 04106, United States","JMH7+4M South Portland, Maine, USA",https://thevascularcaregroup.com/about-us/locations/greater-portland-maine/?utm_source=GMBSocialClimb&utm_medium=TheVascularCareGroup-Portland,+1 207-464-8288,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TY_RWME2jDqX01ouvxArBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.177544&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:11.160Z,,
https://www.google.com/maps/place/Cosmetic+Enhancement+Center+of+New+England/data=!4m7!3m6!1s0x4cb29bee590e5fdd:0xa6adf35a9af8a7ea!8m2!3d43.6535826!4d-70.3184304!16s%2Fg%2F1tfkqc5w!19sChIJ3V8OWe6bskwR6qf4mlrzraY,Cosmetic Enhancement Center of New England,4.9,903,Medical spa,"1945 Congress St Building C, Portland, ME 04102, United States","MM3J+CJ Portland, Maine, USA",http://www.cecofne.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=portland,+1 207-761-0177,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOyIRuZj7OimOVVq2yeHe0t1j8b9burrxF8ocOQ=w408-h408-k-no,true,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:16.137Z,,
"https://www.google.com/maps/place/Christopher+T.+Healey,+MD/data=!4m7!3m6!1s0x4cb2993c19c66e71:0xeae7ba0c05431fa5!8m2!3d43.6278489!4d-70.335754!16s%2Fg%2F11wfqkx6s6!19sChIJcW7GGTyZskwRpR9DBQy65-o","Christopher T. Healey, MD",5.0,52,Vascular surgeon,"400 Southborough Dr Suite 400-102, South Portland, ME 04106, United States","JMH7+4M South Portland, Maine, USA",https://thevascularcaregroup.com/our-clinicians/?utm_source=GMBSocialClimb,+1 207-464-8288,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMGPik7ZU0Q5qRY3tQOBPT8tyOUEvCjjlC8Zc0g=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:21.175Z,,
"https://www.google.com/maps/place/Christopher+T.+Healey,+M.D./data=!4m7!3m6!1s0x4cb29c08d36b5973:0xd2b8c75b0ab6ec81!8m2!3d43.6545438!4d-70.2766303!16s%2Fg%2F1v4pslpj!19sChIJc1lr0wicskwRgey2ClvHuNI","Christopher T. Healey, M.D.",,,Vascular surgeon,"887 Congress St # 400, Portland, ME 04102, United States","MP3F+R8 Portland, Maine, USA",,+1 207-464-8288,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMebSuNK2_O1HC1TC7Jv4SNOYyvo-ReAJualCwu=w427-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:26.091Z,,
"https://www.google.com/maps/place/Advanced+Vein+Center/@43.6540884,-70.3191303,17z/data=!3m1!4b1!4m6!3m5!1s0x4cb29bee590e5fdd:0x246cbfb46836ec72!8m2!3d43.6540884!4d-70.3191303!16s%2Fg%2F1tnsrjgd",Advanced Vein Center,4.7,56,,"1945 Congress St Building C, Suite 101, Portland, ME 04102, United States","MM3J+J8 Portland, Maine, USA",https://www.advancedveincenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Advanced-Vein-Center&utm_content=website,+1 207-772-1820,Permanently closed,,,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Portland+ME/@43.670822,-70.2843825,14z",2025-12-16T22:10:32.850Z,,
https://www.google.com/maps/place/SKIN+BY+CARA/data=!4m7!3m6!1s0x4cb20199402ba7f5:0x2c183bf5650dc02c!8m2!3d44.3174258!4d-69.7735371!16s%2Fg%2F11pkhxdw2m!19sChIJ9acrQJkBskwRLMANZfU7GCw,SKIN BY CARA,5.0,23,Skin care clinic,"162 Water St, Augusta, ME 04330, United States","868G+XH Augusta, Maine, USA",http://www.skinbycara.org/,+1 207-480-1171,"Open · Closes 7 pm

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMagngNcrp0-ZlsjwycY9IqumqZMNy-rR2xRzei=w408-h271-k-no,true,11 am–7 pm,11 am–7 pm,11 am–5 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/vein+clinics+in+Augusta+ME/@44.3164961,-69.7681096,14z",2025-12-16T22:10:45.954Z,,
