placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Primary+Care+Partners+of+South+Bend/data=!4m7!3m6!1s0x8816cd04e2599e59:0xdc38222d1354bf65!8m2!3d41.6731786!4d-86.2409063!16s%2Fg%2F11kl21gy13!19sChIJWZ5Z4gTNFogRZb9UEy0iONw,Primary Care Partners of South Bend,5.0,810,Medical clinic,"300 S St Louis Blvd Suite 204, South Bend, IN 46617, United States","MQF5+7J South Bend, Indiana, USA",https://primarycaresb.com/,+1 574-251-1200,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNnb1xQj7Sv7AsajNFm0rGevR2HpKiyfQahbVGL=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:35.214Z,,,
https://www.google.com/maps/place/South+Bend+Clinic+Pediatrics/data=!4m7!3m6!1s0x8816cd15421b7d31:0xaf05874f5214b29d!8m2!3d41.6781017!4d-86.2355781!16s%2Fg%2F1ptz9r39t!19sChIJMX0bQhXNFogRnbIUUk-HBa8,South Bend Clinic Pediatrics,3.9,29,Medical clinic,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+6Q South Bend, Indiana, USA",http://southbendclinic.com/,+1 574-233-7337,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PEK6i36--qkB896VuMNkzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.74496&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–1 pm,8 am–1 pm,8 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:41.486Z,,,
https://www.google.com/maps/place/The+South+Bend+Clinic+-+South+Bend+Pediatrics/data=!4m7!3m6!1s0x8816d21557c9fcb7:0xc9730d7e8847dd8c!8m2!3d41.7182555!4d-86.196629!16s%2Fg%2F1tdz0kmt!19sChIJt_zJVxXSFogRjN1HiH4Nc8k,The South Bend Clinic - South Bend Pediatrics,4.6,33,Pediatric clinic,"6301 University Commons #320, South Bend, IN 46635, United States","PR93+88 South Bend, Indiana, USA",https://www.southbendclinic.com/services/pediatrics?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-271-7337,,,https://lh3.googleusercontent.com/p/AF1QipObCjqc308uzFqO_IX_gK22W0u0KbQMcARl0n9O=w427-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:44.243Z,,,
https://www.google.com/maps/place/Dr.+Christine+Ramirez/data=!4m7!3m6!1s0x8816cd155affffff:0x9667c9993f4d04c8!8m2!3d41.6784967!4d-86.2356981!16s%2Fg%2F11rwxfzllr!19sChIJ____WhXNFogRyARNP5nJZ5Y,Dr. Christine Ramirez,5.0,15,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States",,https://www.southbendclinic.com/find-a-provider/christine-ramirez-m-d/?utm_source=GMBSocialClimb&utm_medium=ChristineRamirez%2CM.D.,+1 574-204-7050,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9pH4ierYjWXSsdk5NYZt1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=150.03728&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:46.872Z,,,
"https://www.google.com/maps/place/Alicia+M+Wilson,+DO/data=!4m7!3m6!1s0x8816cd413ea566a1:0x97a8b988c5f9d8f6!8m2!3d41.6784967!4d-86.2356981!16s%2Fg%2F11j3twwx05!19sChIJoWalPkHNFogR9tj5xYi5qJc","Alicia M Wilson, DO",5.0,24,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+9P South Bend, Indiana, USA",https://www.southbendclinic.com/physicians/alicia-wilson-do?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-233-7337,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOgEc5JK9r4eYGMPZKal1bos30hR0Ig7TKAYEuz=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:51.624Z,,,
https://www.google.com/maps/place/Memorial+Children%27s+Hospital+Navarre+Pediatrics+South+Bend/data=!4m7!3m6!1s0x8816cd49136722f9:0xfdc564bf4a0445ab!8m2!3d41.6825842!4d-86.2512935!16s%2Fg%2F1z3t9711_!19sChIJ-SJnE0nNFogRq0UESr9kxf0,Memorial Children's Hospital Navarre Pediatrics South Bend,4.0,4,Children's hospital,"100 E Navarre St, South Bend, IN 46601, United States","MPMX+2F South Bend, Indiana, USA",https://beaconhealthsystem.org/medical-group/,+1 574-647-4540,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qgehKFmau1bfU-FQfAj2IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.60129&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:54.239Z,,,
"https://www.google.com/maps/place/Liliana+Ruiz,+M.D.+FAAP/data=!4m7!3m6!1s0x8816cd1edc2f3131:0x59b2f99f9535bca9!8m2!3d41.6784967!4d-86.2356981!16s%2Fg%2F11s38tytss!19sChIJMTEv3B7NFogRqbw1lZ_5slk","Liliana Ruiz, M.D. FAAP",4.9,18,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+9P South Bend, Indiana, USA",https://www.southbendclinic.com/find-a-provider/liliana-ruiz-m-d-faap/?utm_source=GMBSocialClimb&utm_medium=LilianaRuiz%2CM.D.FAAP,+1 574-234-8161,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOxPMYrhVD57EmEgyEtYiE9QfzVsEwL8aKzLD-1=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:51:58.806Z,,,
"https://www.google.com/maps/place/Javier+Galan,+MD/data=!4m7!3m6!1s0x8816cd155affffff:0xec09f67212f785!8m2!3d41.6784967!4d-86.2356981!16s%2Fg%2F11rwxfqx9z!19sChIJ____WhXNFogRhfcScvYJ7AA","Javier Galan, MD",4.9,40,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States",,https://www.southbendclinic.com/physicians/javier-galan-md-mph?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-234-8161,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMzWEtT8XpXK3fJzP8whNQF98QBuqOy6iAwO7hI=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:52:03.799Z,,,
"https://www.google.com/maps/place/Mary+Hope+Griffin,+MD/data=!4m7!3m6!1s0x8816cd51a99c1ef9:0xeff6bdcfaf9df580!8m2!3d41.6731786!4d-86.2409063!16s%2Fg%2F11gwmb6byc!19sChIJ-R6cqVHNFogRgPWdr8-99u8","Mary Hope Griffin, MD",5.0,84,Pediatrician,"300 S St Louis Blvd Suite 204, South Bend, IN 46617, United States","MQF5+7J South Bend, Indiana, USA",https://primarycaresb.com/medical-team/mary-hope-griffin-md/,+1 574-251-1200,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOLuw83Hhr1UYJbO_ym0ulc_XlaSDEF12GB9GNy=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:52:08.563Z,,,
"https://www.google.com/maps/place/Liliana+P+Ruiz+Tenorio,+MD/data=!4m7!3m6!1s0x881132e83eeb9b47:0xae681a3235712ede!8m2!3d41.6784254!4d-86.2360476!16s%2Fg%2F1q6j4gzl0!19sChIJR5vrPugyEYgR3i5xNTIaaK4","Liliana P Ruiz Tenorio, MD",4.8,16,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+9H South Bend, Indiana, USA",https://www.southbendclinic.com/physicians/liliana-ruiz-tenorio?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-234-8161,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNjenSQqLUiHL83govdD8A-teljoFE_DTHMGm_I=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-10T22:52:13.262Z,,,
