placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes
https://www.google.com/maps/place/Koehler+Electric/data=!4m7!3m6!1s0x87e3cb3bfb4b8415:0xbc355bbb723f7c34!8m2!3d41.5458412!4d-90.6158752!16s%2Fg%2F1tgkhv85!19sChIJFYRL-zvL44cRNHw_crtbNbw,Koehler Electric,4.5,71,Electrician,"2716 W Central Park Ave, Davenport, IA 52804, United States","G9WM+8J Davenport, Iowa, USA",https://jwkoehler.com/,+1 563-386-1800,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOY_9_5GA2DDsp2H9Khd7XDy_Az4cdTCOnDmyQn=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:29:39.748Z,
https://www.google.com/maps/place/WIREONE+Electric+-+Davenport/data=!4m7!3m6!1s0x87e2349d3bd028dd:0x87b5aab8a89dea1c!8m2!3d41.5214478!4d-90.5738402!16s%2Fg%2F11gh2pw595!19sChIJ3SjQO5004ocRHOqdqLiqtYc,WIREONE Electric - Davenport,4.7,243,Electrician,"102 E 2nd St, Davenport, IA 52801, United States","GCCG+HF Davenport, Iowa, USA",https://www.wireoneelectric.com/areas/davenport-area/,+1 563-275-5999,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOx8vL3SS2P7Nq13cfNDSSjDm8QBahrVCXI95MC=w510-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:29:44.963Z,
https://www.google.com/maps/place/Davenport+Electric+Contract+Co/data=!4m7!3m6!1s0x87e23556c325b7b1:0x637abf27e94ec77!8m2!3d41.5255408!4d-90.5702981!16s%2Fg%2F11n88rrsp6!19sChIJsbclw1Y14ocRd-yUfvKrNwY,Davenport Electric Contract Co,4.3,6,General contractor,"529 Pershing Ave, Davenport, IA 52803, United States","GCGH+6V Davenport, Iowa, USA",https://www.davenportelectric.com/,+1 563-326-6475,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2wDUdMTPiZzj_-OUVIHUz-u0RxRzD2h9hv9-LVMQX5oHZrqyiTvRwvvV3igL29J_1iV23mtM8B4lN4x4Q6hN_V-gOv1aYyZqjw2Z76U9zZ_ovyL-pA-fr876C2IRk2vkuz9yZTg=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:29:50.262Z,
https://www.google.com/maps/place/Hawkeye+Electric/data=!4m7!3m6!1s0x87e4faa828cd31cd:0xc1654c899ccdcca5!8m2!3d41.4992827!4d-90.6406886!16s%2Fg%2F1thhl1kk!19sChIJzTHNKKj65IcRpczNnIlMZcE,Hawkeye Electric,4.3,55,Electrician,"4616 Kimmel Dr, Davenport, IA 52802, United States","F9X5+PP Davenport, Iowa, USA",https://hawkeye-electric.com/,+1 563-551-4295,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNET63LwOOUUgvL4n7ERevEQ-s9XCqvxtIUKCrh=w708-h240-k-no,true,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:29:55.196Z,
https://www.google.com/maps/place/Shaw+Electric/data=!4m7!3m6!1s0x87e2352dfaca1f7d:0xd33eb6994d95ec77!8m2!3d41.525905!4d-90.5605615!16s%2Fg%2F11f6dqb2wj!19sChIJfR_K-i014ocRd-yVTZm2PtM,Shaw Electric,4.3,40,Electrician,"930 E River Dr, Davenport, IA 52803, United States","GCGQ+9Q Davenport, Iowa, USA",http://www.shawelec.com/,+1 563-323-3611,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tshcfbQ6WU5-HkK2EuKB0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.38068&pitch=0&thumbfov=100,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:00.078Z,
https://www.google.com/maps/place/3E+Kohler+Generators/data=!4m7!3m6!1s0x87e23593dc080635:0xc5eccb2a2cb622fd!8m2!3d41.5608229!4d-90.5927485!16s%2Fg%2F11fqtfbw_8!19sChIJNQYI3JM14ocR_SK2LCrL7MU,3E Kohler Generators,,,Electric generator shop,"206 E 5th St B, Davenport, IA 52801, United States","HC64+8W Davenport, Iowa, USA",https://3ekohlergeneratorsquadcities.com/,+1 563-323-2214,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPGXBdk5VWrPa1iyIMwmjS6jXg4po888-8yvgnw=w426-h240-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:04.905Z,
https://www.google.com/maps/place/Electric+Doctor+-+The+24+Hr+Electrician/data=!4m7!3m6!1s0x87e236b131cdd9ef:0xd196bc1a84f8c66f!8m2!3d41.6124027!4d-90.5820737!16s%2Fg%2F1td1kjvj!19sChIJ79nNMbE24ocRb8b4hBq8ltE,Electric Doctor - The 24 Hr Electrician,4.3,224,Electrician,"9050 N Harrison St, Davenport, IA 52806, United States","JC69+X5 Davenport, Iowa, USA",https://electricdoctor.com/,+1 563-823-4188,"Closed · Opens 7:30 am Mon

Updated by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMbI2XSO2my34uyNyu2Mas6BS0h8NIrIbet9-Wt=w408-h306-k-no,true,8 am–12 pm,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:09.826Z,
https://www.google.com/maps/place/Blackhawk+Electric+%26+Generators+Inc./data=!4m7!3m6!1s0x87e230b22330905d:0x3875ec519abba3a1!8m2!3d41.5161439!4d-90.4281613!16s%2Fg%2F1tf_1ml_!19sChIJXZAwI7Iw4ocRoaO7mlHsdTg,Blackhawk Electric & Generators Inc.,4.9,289,Electrician,"1504 17th St, East Moline, IL 61244, United States","GH8C+FP East Moline, Illinois, USA",https://blackhawkelectric.com/,+1 309-797-6000,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOfgzcuZuxgNPvEk3cUQ7khk3i2lczdXH7lCCGe=w426-h240-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:14.932Z,
https://www.google.com/maps/place/Tri-City+Electric+Co/data=!4m7!3m6!1s0x87e2355b022b68f3:0xca15cedf5c7fb34d!8m2!3d41.583739!4d-90.5674351!16s%2Fg%2F1tdxr00h!19sChIJ82grAls14ocRTbN_XN_OFco,Tri-City Electric Co,3.9,76,Contractor,"6225 N Brady St, Davenport, IA 52806, United States","HCMM+F2 Davenport, Iowa, USA",https://www.tricityelectric.com/,+1 563-322-7181,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNGjce1MCNtl5h5WcMh0w7lTT1MjnGyiQHX3m0x=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:19.924Z,
https://www.google.com/maps/place/3E-Electrical+Engineering+%26+Equipment+Company/data=!4m7!3m6!1s0x87e234835eeba2bf:0x770f4be0ac13c378!8m2!3d41.5608667!4d-90.5927584!16s%2Fg%2F1td4knyt!19sChIJv6LrXoM04ocReMMTrOBLD3c,3E-Electrical Engineering & Equipment Company,4.2,13,Electrical supply store,"1320 W Kimberly Rd, Davenport, IA 52806, United States","HC64+8V Davenport, Iowa, USA",https://www.3e-co.com/,+1 563-323-2214,Closed · Opens 6:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwFwy3D-sRoEbjY5igoNmFNeyTZXqjbvE7DhlfBUZyKW74zaLhVrQhwN4vXg9MfwbCKjrnY65_0HGZKNCshRReEXHRiZNRE_SmdfOtu0mOF49DhCWIlB4SGstFetFSz2Y_aRV8t=w408-h544-k-no,true,Closed,Closed,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,6:30 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-01-10T22:30:24.823Z,· In-store shopping · In-store pick-up · Delivery
