placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info
"https://www.google.com/maps/place/Williams+Tire+%26+Service,+Inc./data=!4m7!3m6!1s0x87cd516dcb9c94eb:0xcaf6b5d76d04682a!8m2!3d34.5866255!4d-92.5709544!16s%2Fg%2F1tdfcmw9!19sChIJ65Scy21RzYcRKmgEbde19so","Williams Tire & Service, Inc.",4.4,323,Tire shop,· In-store shopping · In-store pick-up,"18120 I-30, Benton, AR 72019, United States","HCPH+MJ Benton, Arkansas, USA",http://www.williamstireandservice.com/,+1 501-778-0158,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerAtQoFSn_ARwLr7Tqbb68ZTQe6pl0htjLiLtqtYhqEnauy9AhdQVNdhGAD4Uz-BDlDOHonOJ4j9WxcdywoLAL0zxuhrisYUf5huNUkB-dZHz-HI1aeh2RWCp5wJ-AmjE_2VTPpQA=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:37.436Z,
https://www.google.com/maps/place/Tire+Town+Inc./data=!4m7!3m6!1s0x87cd517068d46ec9:0x60a358bee2dfb439!8m2!3d34.582172!4d-92.5709314!16s%2Fg%2F1tf823sq!19sChIJyW7UaHBRzYcRObTf4r5Yo2A,Tire Town Inc.,4.5,481,Tire shop,· In-store pick-up,"1921 Military Rd, Benton, AR 72015, United States","HCJH+VJ Benton, Arkansas, USA",https://www.pointstire.com/tiretown/?utm_source=gmb&utm_medium=Yext,+1 501-778-1140,"Open · Closes 5 pm

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRE2qAh0J465zUtVo-0M2xD89II0BH98Yp3Ohwe-yjv5MXR2OtvkC1zJTChfok4dJJySXKxZsb-bDxh9YKobveaLfAooDpAB2I-1xs6lqNIfTqaMIRPp6Ta9X-07tMhGv1rZsO=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:41.980Z,
https://www.google.com/maps/place/Gen+3+Tire+%26+Auto/data=!4m7!3m6!1s0x87cd51c4355d3e07:0xf35a469c38b6d928!8m2!3d34.5718411!4d-92.5828354!16s%2Fg%2F11y1ffjqk1!19sChIJBz5dNcRRzYcRKNm2OJxGWvM,Gen 3 Tire & Auto,5.0,37,Auto repair shop,,"916 Military Rd, Benton, AR 72015, United States","HCC8+PV Benton, Arkansas, USA",,+1 501-794-6276,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepduYVJMNK81rLKji_Owcb5R-_ydKwmk09_4n-oqFxcODcGBO4FFE_ld6d8D23zZov0JMwComSOJ05rQIuQ8uj4pxbBHHuQqlqII5zdhGMzWCdxY4ojnaC4gPTx16ffoSrtSF3UPQ=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:46.810Z,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x87cd5180a539d8e9:0xc1f3a3aeacd574e3!8m2!3d34.5705264!4d-92.5834962!16s%2Fg%2F1tgk14wv!19sChIJ6dg5pYBRzYcR43TVrK6j88E,Express Oil Change & Tire Engineers,4.7,334,Oil change service,,"813 Military Rd, Benton, AR 72015, United States","HCC8+6J Benton, Arkansas, USA",https://www.expressoil.com/stores/benton/ar/3002/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=3002,+1 501-315-5200,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerapGMi4F-2VcmKxPgSKimzqfB_73plV1k1i5o0XX6lLq02jnEL1L8rILjxW9HdSEXvhN-DjiIRZmiMQIYA5rYJyNDK-DFKbzXW34JqfpZbyKJvdT9SYxRgHGA-WBt75HHvyu-aoV5n61M=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:51.107Z,
https://www.google.com/maps/place/All+season+tires/data=!4m7!3m6!1s0x87cd5369df567efb:0x7f33a2abcca5636c!8m2!3d34.5629633!4d-92.6099037!16s%2Fg%2F11yfj3xc3q!19sChIJ-35W32lTzYcRbGOlzKuiM38,All season tires,4.7,17,Tire shop,· In-store shopping,"15328 I-30, Benton, AR 72019, United States","H97R+52 Benton, Arkansas, USA",,+1 903-471-9171,"Open · Closes 6 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKGMOhuf1iqEA_XY7S8Mc3_c4Bx8K-Rilrj_3T7bpseeqwmdNK7vmQAjk2kpLOjN4wfR-GgwHWr9-OOqy3WG2BWomu4uBIR-hEi4i1zWxWrZW-6y1BZtxMgU8k6D3Gob1nCyU5RWEnP-bw=w408-h544-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:55.410Z,LGBTQ+ friendly
https://www.google.com/maps/place/Precision+Brake+Complete+Auto+Benton/data=!4m7!3m6!1s0x87cd513f3ccf27a9:0xc97926e431b10032!8m2!3d34.5947537!4d-92.555599!16s%2Fg%2F1tfbnw4k!19sChIJqSfPPD9RzYcRMgCxMeQmeck,Precision Brake Complete Auto Benton,4.7,265,Auto repair shop,,"3325 Military Rd, Benton, AR 72015, United States","HCVV+WQ Benton, Arkansas, USA",https://precisionbrakecenter.com/,+1 501-315-8848,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweplDWSBHwhI8S3-IJrXY2FYaaZpWiFhqZaJXMNvbxPrgR8vJQc97j3JCJjZl3fQJG7WZOCcSHS8GgUZxpYypPlcN3ribpZbynr3ApA_V03FGQQrrxpTZktT6rNGNLyp8fm9tpo41MH5vYc=w408-h544-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:48:59.875Z,
https://www.google.com/maps/place/Firestone+Complete+Auto+Care/data=!4m7!3m6!1s0x87cd514dd8ac92ab:0xf7388c601e3cebd!8m2!3d34.5782294!4d-92.5840616!16s%2Fg%2F11mthz2nyj!19sChIJq5Ks2E1RzYcRvc7jAcaIcw8,Firestone Complete Auto Care,4.5,252,Tire shop,· In-store shopping · Kerbside pickup,"17300 I-30 Frontage Rd, Benton, AR 72019, United States","HCH8+79 Benton, Arkansas, USA",https://www.firestonecompleteautocare.com/arkansas/benton/17300-i-30-frontage-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 501-574-0904,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOy97ldSYoWeFesKrSSsD9VAZPsv20noyFgM5i973NBwv7ly49I4dV1czy1r-l2AV3qPjjUGzEZPOB1pI5t7d5WQJigUAb1Pm4jOvhpDx2lxX6zSVqTySAoKyEUCB3xSCins62=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:04.223Z,LGBTQ+ friendly
https://www.google.com/maps/place/Britts+Auto+Repair/data=!4m7!3m6!1s0x87cd5218b18aed99:0x49666210fe446fde!8m2!3d34.5637038!4d-92.5997552!16s%2Fg%2F1tfvhr8m!19sChIJme2KsRhSzYcR3m9E_hBiZkk,Britts Auto Repair,4.6,124,Auto repair shop,,"1104 W South St, Benton, AR 72015, United States","HC72+F3 Benton, Arkansas, USA",http://www.facebook.com/brittsautorepair,+1 501-778-4283,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6PZbijpXNhRYDnKRQ767_nRtRNukR8GvkI-_Y_kgpc8RDJ6UvoqMY0A5KScczAfalyuHvzYBf0J7HtUy92y77cmV3EL9imrNnnigWlZiAWkBAs7hscUTMHqp0KwpZIsx-Sy5U=w426-h240-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:08.640Z,
https://www.google.com/maps/place/Posey%27s+Service/data=!4m7!3m6!1s0x87cd522ed9ef54e9:0xe3aca59ca39681a8!8m2!3d34.5636606!4d-92.5864143!16s%2Fg%2F1vsps0hp!19sChIJ6VTv2S5SzYcRqIGWo5ylrOM,Posey's Service,4.6,135,Auto repair shop,,"104 South St E, Benton, AR 72015, United States","HC77+FC Benton, Arkansas, USA",http://www.poseysbenton.com/,+1 501-778-8285,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweryv1wCm72D8K8kVrsINlb8rJMhWtvBSkXw9ReaRE99yq4YU6BWD9ml1OEDulyUAfdY904ZjRUzLlw7C1kcvjNYcaWySl0fnJbaqPeKkorjssXrt4ODKlRyCJ2D1SX3nh5JgTc2=w648-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:13.078Z,LGBTQ+ friendly
https://www.google.com/maps/place/Brightsone/data=!4m7!3m6!1s0x87cd53cdc3615a3f:0x4ab7ada8e60eff74!8m2!3d34.5573939!4d-92.5744635!16s%2Fg%2F1pp2ww_zs!19sChIJP1phw81TzYcRdP8O5qitt0o,Brightsone,4.5,32,Auto repair shop,,"1114 Edison Ave, Benton, AR 72015, United States","HC4G+X6 Benton, Arkansas, USA",,+1 501-776-1733,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHefrhQIjwaAkdc4C5PrOcV--yKQ5ZiYYXAR1svdgWYPO3h3BvtCxGmDri9dWF2_tAQkanZz-nqA_gare45EVFpgSuY_bOoCIfhMnwjpRJfwRJ0ij4cAhyW1v5kUL6Co0t-kc=w408-h400-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:17.453Z,
https://www.google.com/maps/place/Splash+10-Minute+Oil+Change/data=!4m7!3m6!1s0x87cd5179f8b62c4d:0x181bd60b831aceec!8m2!3d34.5809083!4d-92.5745514!16s%2Fg%2F11f3n353xn!19sChIJTSy2-HlRzYcR7M4agwvWGxg,Splash 10-Minute Oil Change,4.6,271,Oil change service,,"1720 Landers Rd, Benton, AR 72015, United States","HCJG+95 Benton, Arkansas, USA",https://cleancarfast.com/locations/benton-landers/,+1 501-441-5528,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJc9l0mEhRUhSQh-5oX-Feg8yg5zbWPb6mOIxFUhdxV2TuyYEZQgv4WD6g-0ZIpbZv-9i9X3Ip6JxW_NaJiUh7F43zrL8nbDaJoHcx2nWkgFHaledHSo_c9jeb8WkpxWa35u9g2A=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:21.757Z,
https://www.google.com/maps/place/Discount+Tire/data=!4m7!3m6!1s0x87cd57c7ee88912f:0x10845efcc21a85b4!8m2!3d34.6074856!4d-92.531187!16s%2Fg%2F11hdj2jfd9!19sChIJL5GI7sdXzYcRtIUawvxehBA,Discount Tire,4.6,714,Tire shop,· In-store shopping · Kerbside pickup,"20780 I-30 Frontage Rd, Benton, AR 72019, United States","JF49+XG Benton, Arkansas, USA",https://www.discounttire.com/store/ar/benton/s/2150,+1 501-443-6242,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdjGduOBw8tOltIdZkU4mLv5bHcj36fyJvGNnF0nr87X16bU8HqD2OvYzxFJwZgTRQP0w2GBTQ_K9hNuTUXch9TNUWiwdOLmn0KCFOPJrrkqu048hVgrV_brm7VwJZ7JRNXFs=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:26.336Z,
https://www.google.com/maps/place/Duck%27s+Garage/data=!4m7!3m6!1s0x87cd5213dacd1d95:0xb95d93076c1e83b2!8m2!3d34.5515029!4d-92.6053095!16s%2Fg%2F11btwv54cw!19sChIJlR3N2hNSzYcRsoMebAeTXbk,Duck's Garage,4.7,94,Diesel engine repair service,,"1511 Airlane Dr, Benton, AR 72015, United States","H92V+JV Benton, Arkansas, USA",https://www.ducksgarage.net/,+1 501-778-2886,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomOXpcmm7Csh0XWvUuPx82GIPNeeP1On__gPJUidee2GlErC5d4jJ5yQUTRxPQh1LNhkc2yhtCwPEBKLsUwyWbu89foII4e9J2A8myEVN4WrGdcE24Ii_fMPqvv-PXgm7wi-o=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2026-03-23T14:49:30.890Z,
