placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/DOV+Landscaping/data=!4m7!3m6!1s0xdca1ff18dd3ccb7:0x946300cc5ae8602b!8m2!3d38.2984444!4d-122.2879725!16s%2Fg%2F11sqbsdvc2!19sChIJt8zTjfEfyg0RK2DoWswAY5Q,DOV Landscaping,5.0,82,Lawn care service,"1300 1st St Suite 368, Napa, CA 94559, United States","7PX6+9R Napa, California, USA",http://dovlandscaping.com/,+1 707-758-9428,Open · Closes 5 pm,Identifies as Latino-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMAej2tx_nSAY_CkKveweifUa_8yzOmUKVPrOnzUfcuz5JC-PCoDrvVpmONfxK9oPex4xxbrievrCkZi1vLgWASCMvkHp3CcE3tCPP-Mj04fNH1WJrpFP1GEU3dBZuDFahNe6AsQDTTvga=w647-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:53:57.621Z,,
"https://www.google.com/maps/place/Van+Winden+Landscaping,+Inc./data=!4m7!3m6!1s0x808506e1362aaba3:0xdf71c4c26ed75476!8m2!3d38.3163633!4d-122.3058729!16s%2Fg%2F1tfrbdkv!19sChIJo6sqNuEGhYARdlTXbsLEcd8","Van Winden Landscaping, Inc.",4.9,30,Landscaper,"3101 California Blvd, Napa, CA 94558, United States","8M8V+GM Napa, California, USA",http://www.vanwindenlandscaping.com/,+1 707-224-1367,"Open · Closes 5 pm

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECneDtg17lbpDpwfiK_MsOY0quFSFy0MBwvLhEOOpi9uVr9dX8BEJzpgblgu2-rJbJ_mrmlJsjbNTgtXuwX8BBrlX5qrZOyKq76fDSNWIDkQaAyhjIndq4TLDenHOv6v3m6cxO=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:04.362Z,,
https://www.google.com/maps/place/Weeks+Landscape/data=!4m7!3m6!1s0x662236903d500c35:0x53f6f34baad5209b!8m2!3d38.3153146!4d-122.3096665!16s%2Fg%2F11kq53n5j4!19sChIJNQxQPZA2ImYRmyDVqkvz9lM,Weeks Landscape,5.0,26,Landscaper,"2072 Delpha Dr, Napa, CA 94558, United States","8M8R+44 Napa, California, USA",https://www.weeks-landscape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12580244163333000717,+1 707-410-9036,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHasY6gmrepwMkHQNC3ogFovV7tN1r6VyCKPbNmf0KkiHjMthgM_TAhxypgOQgIlwYanYEFebAmDvefqjDqLNHo6x0-Pkwi9HXVhMxJQjQQqGc7M94GeJRsuF4LHF0YysP9LiI=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:09.510Z,,
https://www.google.com/maps/place/Hall+Landscape+Design/data=!4m7!3m6!1s0x8085074b56b5cc4d:0x76055386c431f31d!8m2!3d38.2833127!4d-122.2740228!16s%2Fg%2F11glf30x30!19sChIJTcy1VksHhYARHfMxxIZTBXY,Hall Landscape Design,4.9,38,Landscape designer,"222 Soscol Ave, Napa, CA 94559, United States","7PMG+89 Napa, California, USA",https://halldesign.info/,+1 707-227-4931,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXdtE8-NoAYcGSdS1KcuJlQwYB2UizD7Fpnu7DiFbE84WyqV6I9PZVaXX8aiGRZrV2lQ0Gnsu4QqHJIrCz3FKwaa8-iZut2VJbe-XvOFWz7iKz73q_rrvEMLOfN557whVVuXBK=w408-h255-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:14.514Z,,
https://www.google.com/maps/place/Gutierrez+Modern+Landscaping/data=!4m7!3m6!1s0x49b6262ebce2aaeb:0x3bc5ba164742d221!8m2!3d38.2797535!4d-122.290445!16s%2Fg%2F11kqhnwcy7!19sChIJ66rivC4mtkkRIdJCRxa6xTs,Gutierrez Modern Landscaping,5.0,17,Landscaper,,,https://landscaperca-napa.com/,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNQz5ZVDDyp4FJJvebDR_H1bEFABVbqbYqN1UbGXdA8zf25urFNbLheTNMMK0OsP-8_44SiZoJ5w-OKtUANzxT2WL8eyEVKBIfwg5wTxPRR87iIq5HFFOzBcezXLkelobG1dTB=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:19.264Z,,
https://www.google.com/maps/place/JA+Landscaping+and+Hauling/data=!4m7!3m6!1s0x808507d4aca266ad:0xe4e81a498c71ad13!8m2!3d38.2814805!4d-122.2630668!16s%2Fg%2F11j8kxrl88!19sChIJrWairNQHhYARE61xjEka6OQ,JA Landscaping and Hauling,5.0,39,Landscaper,"2178 Shurtleff Ave, Napa, CA 94559, United States","7PJP+HQ Napa, California, USA",http://jalandscapingnapa.com/,+1 707-280-7322,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZdZFw5MRYBxcr1YUTG1zUWgiYK8hkzHgl-XbRDTLURJR5xtaZ0_OtozXWgJ7LLTaS-0ITsBlx2ppBgeuVGwWI_lZYeQv2_xhbiI380uDKBl_bVp963jscUBmv8lVa5DxMpQc2iSresIs=w408-h306-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:24.448Z,,
https://www.google.com/maps/place/Napa+Valley+Lawn+%26+Garden+Co./data=!4m7!3m6!1s0x808507444c745aeb:0xae537a823d0d9915!8m2!3d38.3012295!4d-122.2877914!16s%2Fg%2F12330tlww!19sChIJ61p0TEQHhYARFZkNPYJ6U64,Napa Valley Lawn & Garden Co.,5.0,3,Lawn care service,"1020 Clinton St #202, Napa, CA 94559, United States","8P26+FV Napa, California, USA",http://www.napalawn.com/,+1 707-265-9130,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElEo7n9ugZSo-1KFGfekL6nLeqmqhrVmNCTpBKy3p2qNtoE5wFGy021yZxltvhzZb7IJP2wuqbb-KSrUtCSAODFPN03AGqFCM68zZTJYAve67j0Lwf7rdnGuQ40eykAnFvZ236Ug=w408-h306-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,8:30 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:29.467Z,,
https://www.google.com/maps/place/Napa+Roots+Landscaping+License+%231105607/data=!4m7!3m6!1s0x8085068a2b6d3b89:0x3b4ed6be8e3d072f!8m2!3d38.3107072!4d-122.2826221!16s%2Fg%2F1w_vnh7h!19sChIJiTttK4oGhYARLwc9jr7WTjs,Napa Roots Landscaping License #1105607,5.0,9,Landscaper,"610 Lincoln Ave, Napa, CA 94558, United States","8P68+7X Napa, California, USA",http://www.naparootslandscaping.com/,+1 707-224-5857,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-1HNFkB6699Fc2XvxxqHLTEjuhrcNM5wDdl_k0Qjwk-JMtTf0Z6hSrJzkvGovtm63PVfRFWPR1Tv7TsTV_IrMGrMCyDbzmY3tihhG4H4I5H1f7RflvT0M8Uq2ZhKAiZDMLGcqLQ=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:34.314Z,,
https://www.google.com/maps/place/Penning+Landscapes/data=!4m7!3m6!1s0x8085061545f6ca91:0x9c14a07b0afce21c!8m2!3d38.2865811!4d-122.2871158!16s%2Fg%2F1v_w2l4k!19sChIJkcr2RRUGhYARHOL8CnugFJw,Penning Landscapes,5.0,6,Landscape designer,"68 Coombs St suite # d-11, Napa, CA 94559, United States","7PP7+J5 Napa, California, USA",https://www.penninglandscapes.com/,+1 707-255-8129,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGfmoMNtMD_HvX7D6cEmjFE9oVf8HBC09MN54tRl2F51WqpbxcjRiQ44RSHSbvaZmei5SSjlJS3sqIKTsbdlO6gvz5N7FC_C31T3xokeBhVjaLORx0cDEwUEP1CtvtHHFg4wPsK3w=w408-h272-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:39.000Z,,
https://www.google.com/maps/place/Clerici+Landscape+Management/data=!4m7!3m6!1s0x80850590a3de169d:0xe9d3693135873ab8!8m2!3d38.2898096!4d-122.651154!16s%2Fg%2F1vd959t5!19sChIJnRbeo5AFhYARuDqHNTFp0-k,Clerici Landscape Management,5.0,4,Landscaper,,,https://www.clericilandscape.com/?utm_source=GBP&utm_medium=organic&utm_campaign=website_click,+1 707-341-0022,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEh8ZMh7yPlyePsmlytXVknXgZzfZ-A7_Z5P8u1VUMopWPk2rVNeauIawFpbU1AMiNOVcLGiqvwHpYfL_nEHlvZWYQtWJWGRW1TctMNK14Jx7iAzQpLOa5kEHjJp6AlvR1RbnB1P_fW5nA=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Napa+Napa+CA/@38.2975381,-122.286865,14z",2026-04-29T19:54:44.046Z,,
