placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Stone+Realty-Property+Management/data=!4m7!3m6!1s0x886d6fedbfe22c6b:0x60e9e50ac2aabb62!8m2!3d39.4736785!4d-87.36992!16s%2Fg%2F11f08_yn20!19sChIJayziv-1vbYgRYruqwgrl6WA,Stone Realty-Property Management,4.5,140,Property management company,"60 North Brown Avenue, Terre Haute, IN 47803, United States","FJFJ+F2 Terre Haute, Indiana, USA",http://stonerealtypropertymanagement.com/,+1 812-645-9653,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPe-6mqkCMkojzA4dapAPQ1D3obmwtfTS_CkUYY=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:10.567Z,,,
https://www.google.com/maps/place/Hill+Valley+Property+Management/data=!4m7!3m6!1s0x886d65411aef9a09:0xf311c72626c72387!8m2!3d39.4496128!4d-87.4142249!16s%2Fg%2F11cs4fjn7p!19sChIJCZrvGkFlbYgRhyPHJibHEfM,Hill Valley Property Management,3.5,71,Property management company,"1535 S 3rd St, Terre Haute, IN 47802, United States","CHXP+R8 Terre Haute, Indiana, USA",http://www.hillvalleyproperties.com/,+1 812-814-9462,Open ⋅ Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q4VAcLI_Vbksqw7Ufkxfig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.56018&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:16.956Z,,,
"https://www.google.com/maps/place/Pfister+%26+Company,+Inc./data=!4m7!3m6!1s0x886d651a919dfec3:0x70aeacbca67344e5!8m2!3d39.4651917!4d-87.40662!16s%2Fg%2F11ltw_0ryw!19sChIJw_6dkRplbYgR5URzprysrnA","Pfister & Company, Inc.",4.6,17,Property management company,"711 Ohio St, Terre Haute, IN 47807, United States","FH8V+39 Terre Haute, Indiana, USA",https://www.pfisterco.com/,+1 812-232-5083,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=30aaewCv3EqlpB-nh9y0kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.825&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:21.902Z,,,
https://www.google.com/maps/place/BCV+Properties/data=!4m7!3m6!1s0x886d650b50a64277:0xdbfd9a0e034aa4b6!8m2!3d39.4662129!4d-87.4118231!16s%2Fg%2F11mv5ky74v!19sChIJd0KmUAtlbYgRtqRKAw6a_ds,BCV Properties,4.5,15,Property management company,"417 Wabash Ave, Terre Haute, IN 47807, United States","FH8Q+F7 Terre Haute, Indiana, USA",http://bcvproperties.com/,+1 812-243-7669,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOtnp28aqk39lKtUHk7yQXeeeY9Jl6U55-f_nSr=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:26.914Z,,,
https://www.google.com/maps/place/Berkshire+Hathaway+HomeServices+Newlin-Miller+REALTORS/data=!4m7!3m6!1s0x886d6531ccba063b:0x6f24885e625d53ad!8m2!3d39.4652059!4d-87.4096603!16s%2Fg%2F1tcx_l5x!19sChIJOwa6zDFlbYgRrVNdYl6IJG8,Berkshire Hathaway HomeServices Newlin-Miller REALTORS,4.1,335,Property management company,"601 Ohio St, Terre Haute, IN 47807, United States","FH8R+34 Terre Haute, Indiana, USA",https://newlin-miller.com/,+1 812-232-9292,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPsuSGN5tdT8O4y9r2v6P5dkcSq6-ZcXV0wrLdN=w408-h408-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:31.965Z,,,
https://www.google.com/maps/place/Cornerstone+Property+Services/data=!4m7!3m6!1s0x886d652fd139d6f7:0xfb7a1e9d0fcbdc0e!8m2!3d39.4659055!4d-87.4110485!16s%2Fg%2F11fx7w3mp4!19sChIJ99Y50S9lbYgRDtzLD50eevs,Cornerstone Property Services,1.8,5,Property management company,"18 S 5th St, Terre Haute, IN 47807, United States","FH8Q+9H Terre Haute, Indiana, USA",,+1 812-917-5347,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aVS0_aVkRwm2IjegaJ6ZtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.78467&pitch=0&thumbfov=100,false,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–4:30 pm",Closed,Closed,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:37.014Z,,,
"https://www.google.com/maps/place/Ragle+%26+Company,+Inc./data=!4m7!3m6!1s0x886d6ff8ff5f5c79:0xaf6786da2d502f34!8m2!3d39.4647231!4d-87.3742063!16s%2Fg%2F1tfq5dd3!19sChIJeVxf__hvbYgRNC9QLdqGZ68","Ragle & Company, Inc.",,,Property management company,"2901 Ohio Blvd #170, Terre Haute, IN 47803, United States","FJ7G+V8 Terre Haute, Indiana, USA",http://ragle.com/,+1 812-234-8899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPU0lgnFlYPUBL4DBx1J-rtx9vyPIhKtMvOl2GF=w408-h253-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:41.912Z,,,
https://www.google.com/maps/place/Red+Brick+Property+Management/data=!4m7!3m6!1s0x886d6532a500f7bb:0x82a11d32f24550fe!8m2!3d39.4585086!4d-87.410364!16s%2Fg%2F11f3zkd278!19sChIJu_cApTJlbYgR_lBF8jIdoYI,Red Brick Property Management,4.0,26,Apartment rental agency,"805 S 6th St, Terre Haute, IN 47807, United States","FH5Q+CV Terre Haute, Indiana, USA",http://www.redbrickth.com/,+1 812-235-9353,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nobQQfwJ2JoTV-hsHgU5K-Wz58UNHOfk1J0VSeZhtZlFyKznp5VBBRDGzM_2yz3VlLlnvnfvSSd2XAwVEzLDhUCVzgvekgaTJjoQVbdeebt6g-iUdgLCU3X2QSt3t15rZ3dwpFk=w408-h306-k-no,false,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:46.809Z,,,
https://www.google.com/maps/place/Complete+Landlord+Solutions+Property+Management/data=!4m7!3m6!1s0x886d6545f0f4ca69:0xcd25a4f10be3f4aa!8m2!3d39.4132052!4d-87.4062376!16s%2Fg%2F11bwy_6cgv!19sChIJacr08EVlbYgRqvTjC_GkJc0,Complete Landlord Solutions Property Management,4.2,222,Property management company,"4414 S 7th St b, Terre Haute, IN 47802, United States","CH7V+7G Terre Haute, Indiana, USA",http://www.completelandlordsolutions.com/,+1 812-645-2511,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMS-N0Eac8C0hP-fBoWyC1C6heA7nkDZE5EPlIF=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:51.844Z,,,
https://www.google.com/maps/place/Sodexo/data=!4m7!3m6!1s0x886d653aa43b4975:0xcaca3cf2e9b48725!8m2!3d39.4717058!4d-87.4107577!16s%2Fg%2F1wg5yrqb!19sChIJdUk7pDplbYgRJYe06fI8yso,Sodexo,4.3,8,Property management company,"550 Chestnut St, Terre Haute, IN 47809, United States","FHCQ+MM Terre Haute, Indiana, USA",https://indstate.sodexomyway.com/,+1 812-237-4125,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJ3i_L74ky0gfpKS8ke03TzX6zl_VxyHCLuwi2EOC2FYyJoStJhZPQvhnS8d90ShC7Z-bKZ971L40MwnPLWHfKtqiYOdtjcKzJtpj6ogKPw6rXsTpJZYD8dzn20JxWivY_PAfmwA=w408-h306-k-no,false,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Crawfordsville+Terra+Haute+IN/@39.4654441,-87.4139427,14z",2025-09-25T18:52:56.756Z,,,
