placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Pelc+Tire+%26+Service/data=!4m7!3m6!1s0x889a3f87ea4370dd:0xbf8cfac266c255ec!8m2!3d30.5095601!4d-87.8854349!16s%2Fg%2F1tdn08w8!19sChIJ3XBD6oc_mogR7FXCZsL6jL8,Pelc Tire & Service,4.9,1086,Tire shop,· In-store shopping · In-store pick-up,"19526 S Greeno Rd, Fairhope, AL 36532, United States","G457+RR Fairhope, Alabama, USA",https://www.pelctire.com/,+1 251-928-5613,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLmMiI0UMq6-YcJygPcKKmubejdfehf5rvgqJNE6NEuJWs8aactpRLWgGfBWsAArie12zsYMM8xsTPSwjDZmrCrdKLMHGB9KgUDNa_hkjKuk6xYmmrJGygiwnZACon1g_vsheZ=w427-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–1:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:15.732Z,,,
https://www.google.com/maps/place/Sweat+Tire+%26+Automotive+-+Fairhope/data=!4m7!3m6!1s0x889a6a9d329c7e71:0x537abad598840184!8m2!3d30.5443427!4d-87.8528907!16s%2Fg%2F12lksbqkj!19sChIJcX6cMp1qmogRhAGEmNW6elM,Sweat Tire & Automotive - Fairhope,4.6,311,Auto repair shop,,"21973 State Hwy 181, Fairhope, AL 36532, United States","G4VW+PR Fairhope, Alabama, USA",https://www.sweattire.com/?utm_source=google&utm_medium=organic&utm_campaign=google-maps,+1 251-990-8973,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepaHQl5M0SrQGzH05uhZqqY0-otXdfsat9XG3K-rp3i99lrSW7XBnC6Xln_i-4fAN2vj42-y4E9b67w8ylQ_9AOqXfqsJOdQde3faSuIEp01ZuzRxyM6o7_0WICRC4yeB5ikbWuqA=w408-h272-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:22.338Z,,,
https://www.google.com/maps/place/M+%26+S+Tire+and+Service+Center/data=!4m7!3m6!1s0x889a41aa8474461f:0xf6cee1fb48a20127!8m2!3d30.5592918!4d-87.8941879!16s%2Fg%2F1vhkl9_1!19sChIJH0Z0hKpBmogRJwGiSPvhzvY,M & S Tire and Service Center,4.7,47,Tire shop,· In-store shopping,"22941 US-98, Fairhope, AL 36532, United States","H454+P8 Fairhope, Alabama, USA",https://mstireandservicecenter.com/,+1 251-928-4774,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZQ1XHCxaa82Xa5iviVcdxAskgphYf7xg6UquOhhaAp3bFDTEzP3XHLTN2JbKpeCDmPGi_W-FOfZ7babniKU87ctMFY_IPzOp3hmoruEiOV2un1NcMbhpW0mOkxw7ycc-Rg90YJQ=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:27.992Z,,,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x889a6aa6421e6aab:0x1948a5421e268818!8m2!3d30.5229883!4d-87.8485433!16s%2Fg%2F11r9npxzp!19sChIJq2oeQqZqmogRGIgmHkKlSBk,Walmart Auto Care Center,3.5,127,Oil change service,,"10040 Co Rd 48, Fairhope, AL 36532, United States","G5F2+5H Fairhope, Alabama, USA",https://www.walmart.com/store/4333-fairhope-al/auto-care-center/?veh=seo_loc,+1 251-990-9921,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerExJhNivUPaHi1Yv_jNZ73QBz0sPzBr0utL13kbrlpYnGpanO7Sv3F_kTvXVBpUp1tk7hDvzvJcTkP4HSZvkKAqVVVbfMoQzKaPx9b_DMpYp49PpyGQG9FGrB-YqgeOvsRZbnU=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:33.102Z,,,
https://www.google.com/maps/place/Hoffren%27s+Auto+Diagnostics/data=!4m7!3m6!1s0x889a4071bdee4d01:0xddde4e6b93bb3300!8m2!3d30.5203448!4d-87.8812304!16s%2Fg%2F1tf43r6v!19sChIJAU3uvXFAmogRADO7k2tO3t0,Hoffren's Auto Diagnostics,4.8,68,Auto repair shop,,"8295 Morphy Ave, Fairhope, AL 36532, United States","G4C9+4G Fairhope, Alabama, USA",,+1 251-928-0739,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6kzKokIkQRafacs1zu5cOEbhdEVrjCQzMKPbEXdHyUX81wbm7EGV5dPox8i63cgJWY5JOgoqAcy1YqxpxD1rEg-rz71CSw_4U494zMq29c05i8RIKl1B93UXHLcNfah8t00jh=w425-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:37.983Z,,,
https://www.google.com/maps/place/Rambo%27s+Auto+Service/data=!4m7!3m6!1s0x889a4085217a102d:0x7969e3240ccf414b!8m2!3d30.5192192!4d-87.9032314!16s%2Fg%2F1tf8twq5!19sChIJLRB6IYVAmogRS0HPDCTjaXk,Rambo's Auto Service,4.3,48,Auto repair shop,,"152 S Section St, Fairhope, AL 36532, United States","G39W+MP Fairhope, Alabama, USA",http://rambos-auto-service.jany.io/,+1 251-928-7821,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GmS8bccMRIh2i87k_LRb0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.45258&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:43.524Z,,,
https://www.google.com/maps/place/Pelc+Tire+%26+Service/data=!4m7!3m6!1s0x889a69d3119e8791:0x9f6d2aba6a4fbf1a!8m2!3d30.6033846!4d-87.8377996!16s%2Fg%2F11r3ktzlvz!19sChIJkYeeEdNpmogRGr9ParoqbZ8,Pelc Tire & Service,4.9,806,Tire shop,· In-store shopping,"10834 Co Rd 64, Daphne, AL 36526, United States","J536+9V Daphne, Alabama, USA",https://www.pelctire.com/,+1 251-706-7037,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8za97t2SIIqbdkzowPuW6-QugxkTbJ3OUJLnpYLfLyZMr5dtFUDNVmdQW6xCvhJD-2UxVCUmYWlU1Sws1Mtg8a1Wia21ZAWPNYpZXl3_uQ2sK46QClTD8ViNXuDNvTEA4iaYWc3i20b4J=w566-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–1:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:48.689Z,,,
https://www.google.com/maps/place/Lott%27s+Auto+Care/data=!4m7!3m6!1s0x889a41aac6a3b7ed:0xffe3b9a02c138e21!8m2!3d30.5578102!4d-87.8930035!16s%2Fg%2F1261hzkw4!19sChIJ7bejxqpBmogRIY4TLKC54_8,Lott's Auto Care,4.3,78,Auto repair shop,,"22886I US-98, Fairhope, AL 36532, United States","H454+4Q Fairhope, Alabama, USA",,+1 251-928-8183,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepI3IQupxRewXXKQQTHC6YifaYi-qB6p0UTl7VQL-9lWE0dmRVvZEE4yw5Vi4w5enmqWXnnVJptFZAzJb2em75tJNnHIvm7eSlNyYo7qi6eup8C-mqq9If_NXRi6cPw5ASQ0B-L=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:53.488Z,,,
https://www.google.com/maps/place/Crash+Champions+Collision+Repair+Fairhope/data=!4m7!3m6!1s0x889a3f86881c0625:0x3a500209eaff3473!8m2!3d30.5055584!4d-87.8871533!16s%2Fg%2F1tggv93v!19sChIJJQYciIY_mogRczT_6gkCUDo,Crash Champions Collision Repair Fairhope,4.6,153,Auto body shop,,"19267 S Greeno Rd, Fairhope, AL 36532, United States","G447+64 Fairhope, Alabama, USA",https://crashchampions.com/locations/crash-champions-fairhope,+1 251-928-7296,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq02-zYTSFEf6KwIAc3mPS1TQMkIAIOILNr8RvWQTbBvAUrg937GDHtDa4NsPoA-B5ut8wGpZxIdfzZvE_zvTdOK0-wiGZmqKoqw5Tm55B5_duIxmjLbcmmHibIJCMBBRKzlMOLYuQb5Ly4=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:01:58.281Z,,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x889a41775e34881f:0xeb8831fd67fa7310!8m2!3d30.5915675!4d-87.8972957!16s%2Fg%2F1tfrhk07!19sChIJH4g0XndBmogREHP6Z_0xiOs,Mavis Tires & Brakes,4.9,1381,Tire shop,· In-store pick-up,"918 US-98, Daphne, AL 36526, United States","H4R3+J3 Daphne, Alabama, USA",https://www.mavis.com/locations/daphne-al?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=839,+1 251-254-6843,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwequktDntXijNgfD3shTpHurxeCCCvFgRw2lsRS02TUfw_Ryh9QyQm_QvovX2tsds9oMMQy0sKzXPxbWXy5sOYHg3sJHgPvnA6nYYRCP-Gfp-LxdKkPyhK2Oa8lffNZep3dzsPvpRw=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2026-03-23T17:02:03.165Z,LGBTQ+ friendly,,
