placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,error
https://www.google.com/maps/place/River+Park+Square+Parking/data=!4m7!3m6!1s0x549e18609be0ff97:0x233dd9384ee1392c!8m2!3d47.6598968!4d-117.4234547!16s%2Fg%2F11_r6byb4!19sChIJl__gm2AYnlQRLDnhTjjZPSM,River Park Square Parking,3.8,301,Parking garage,"777 W Spokane Falls Blvd, Spokane, WA 99201, United States","MH5G+XJ Spokane, Washington, USA",https://riverparksquare.com/visit/parking,+1 509-747-8056,Open ⋅ Closes 1 am,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNYiLJPXUYj4xMUX5U9nkbNt0NgnEa8-6V12IM3=w408-h306-k-no,true,6 am–1 am,6 am–1 am,6 am–1 am,6 am–1 am,6 am–1 am,10 am–1 am,6 am–1 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:00.381Z,,
https://www.google.com/maps/place/Republic+Parking/data=!4m7!3m6!1s0x549e18f5fd68227d:0xba5b824034748600!8m2!3d47.6649537!4d-117.4223285!16s%2Fg%2F11f_p36609!19sChIJfSJo_fUYnlQRAIZ0NECCW7o,Republic Parking,3.7,3,Parking lot,"621W W Mallon Ave, Spokane, WA 99201, United States","MH7H+X3 Spokane, Washington, USA",https://www.republicparking.com/,+1 509-755-7551,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x_gdAv8eGNZd_XL5Ej1n0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.42406&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:03.975Z,,
https://www.google.com/maps/place/Diamond+Parking+Services/data=!4m7!3m6!1s0x549e1866a75b0be3:0x60d108141fa932f6!8m2!3d47.65439!4d-117.422881!16s%2Fg%2F1tffcxqg!19sChIJ4wtbp2YYnlQR9jKpHxQI0WA,Diamond Parking Services,1.4,62,Parking lot,"715 W 2nd Ave, Spokane, WA 99201, United States","MH3G+QR Spokane, Washington, USA",http://www.diamondparking.com/,+1 800-828-4197,,,https://lh3.googleusercontent.com/p/AF1QipNv3crc0OKomYl04SFn9RD_DhLa1y1L6glr8lwm=w431-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:07.838Z,,
https://www.google.com/maps/place/Parkrite+Parking/data=!4m7!3m6!1s0x549e19285a73bcbb:0x786a59de674e51eb!8m2!3d47.6597221!4d-117.4200435!16s%2Fg%2F11pwvryj42!19sChIJu7xzWigZnlQR61FOZ95Zang,Parkrite Parking,2.0,3,Parking garage,"515 W Spokane Falls Blvd, Spokane, WA 99201, United States","MH5H+VX Spokane, Washington, USA",https://parkabm.com/facilities/parking-for-parkrite/,+1 509-324-0604,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UEL0ETrebvf1Z0vVkP5sMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.997437&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:10.759Z,,
https://www.google.com/maps/place/Spokane+Arena+-+Lot+B/data=!4m7!3m6!1s0x549e18f64d7847e1:0x4e28a866f1ef058e!8m2!3d47.6674281!4d-117.4231055!16s%2Fg%2F11f2gsmtf3!19sChIJ4Ud4TfYYnlQRjgXv8WaoKE4,Spokane Arena - Lot B,4.6,9,Parking lot,"Les Schwab Wheels Parking Lot B, 1101N N Howard St, Spokane, WA 99201, United States","MH8G+XQ Spokane, Washington, USA",http://www.spokanearena.com/directions.php,+1 509-489-8697,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PK93waZ4E6Sl_T09pbGLpw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.38312&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:14.299Z,,
https://www.google.com/maps/place/Spokane+ABM+Onsite+Services+Office/data=!4m7!3m6!1s0x549e1860e3191a17:0x88aed6256c18406e!8m2!3d47.6575542!4d-117.4215884!16s%2Fg%2F1tdyqht4!19sChIJFxoZ42AYnlQRbkAYbCXWrog,Spokane ABM Onsite Services Office,1.2,10,Property maintenance,"601 W Riverside Ave #420, Spokane, WA 99201, United States","MH5H+29 Spokane, Washington, USA",https://locations.abm.com/wa/spokane/facility-services-spokane-wa-1008.html,+1 509-324-0604,,,https://lh3.googleusercontent.com/p/AF1QipMRKDxZCtxBQTvA1cTwETQs_uY7Pi5psYCXZhkY=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:17.256Z,,
https://www.google.com/maps/place/City+Ramp+Parking+Garage/data=!4m7!3m6!1s0x549e18619f3dd06b:0xbb8dca87d4368a85!8m2!3d47.6566987!4d-117.4193065!16s%2Fg%2F1tdz943y!19sChIJa9A9n2EYnlQRhYo21IfKjbs,City Ramp Parking Garage,4.4,11,Parking garage,"430 W 1st Ave, Spokane, WA 99201, United States","MH4J+M7 Spokane, Washington, USA",,+1 509-624-1313,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyifGfHES5dn1S6ZEvdWEfNyEVXxZ7dLHRj-7OIqEfMm5MYSo-5l0pB4O6OpdlZ9KXdFVRqhGveyss8L5WoW97L29e68sqbhe8m2i3fGaJaC4NaUto67tU0AJ_pAU7Tq9WOnlI=w408-h250-k-no,false,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,Closed,6 am–9 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:23.006Z,,
https://www.google.com/maps/place/Bank+of+America+Parking/data=!4m7!3m6!1s0x549e186118fb2afb:0x6765472295acecfb!8m2!3d47.656897!4d-117.4216617!16s%2Fg%2F11gd686c4_!19sChIJ-yr7GGEYnlQR--yslSJHZWc,Bank of America Parking,2.8,6,Parking garage,"617 W Sprague Ave, Spokane, WA 99201, United States","MH4H+Q8 Spokane, Washington, USA",https://parkabm.com/facilities/parking-for-bank-of-america-garage/,+1 509-324-0604,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwb9PfEOAxhYKH9yZWIPdLGz-9q0VfB48hRU-m8DPbvXQgDxURZH_g0LEwNMXBCkoEyUHEgZGUJheixc1KxcMF8csdUnpmLo3SW6MSmd7GbsA92-L6vYMyQEylZqyimB6nshBnZng=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:28.613Z,,
https://www.google.com/maps/place/The+Davenport+Hotel+and+Tower+Public+Self+Parking+Garage/data=!4m7!3m6!1s0x549e1866d2240f33:0xe71697aaa306fcd9!8m2!3d47.6563256!4d-117.4238678!16s%2Fg%2F11f_2nf53p!19sChIJMw8k0mYYnlQR2fwGo6qXFuc,The Davenport Hotel and Tower Public Self Parking Garage,4.3,19,Parking garage,"813 W 1st Ave, Spokane, WA 99201, United States","MH4G+GF Spokane, Washington, USA",,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz8GrLGW1omhJXd1YsNAEJrKuB7VObWm_sx0j_6klDy534gepXEtCWfhcG6knTWtI7eOxmspVVUw5A-xOin_rqkuSUtkwILucvSoDyIDYmifqxvbp_iYwyQg673R8wKSx3AYSp=w426-h240-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:34.003Z,,
https://www.google.com/maps/place/Republic+Parking+%28Steam+Plant+Parking+Lot%29/data=!4m7!3m6!1s0x549e1988550a552f:0x83c732fbb206d155!8m2!3d47.6551963!4d-117.4247443!16s%2Fg%2F11h18jzc2r!19sChIJL1UKVYgZnlQRVdEGsvsyx4M,Republic Parking (Steam Plant Parking Lot),5.0,2,Parking lot,"159 S Lincoln St, Spokane, WA 99204, United States","MH4G+34 Spokane, Washington, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e9c7xvP8Dgm0hjQetPJmJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.86175&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Spokane+Spokane+WA/@47.6579711,-117.4235319,14z",2025-10-28T19:01:37.010Z,,
