placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes
https://www.google.com/maps/place/HomeWell+Care+Services/data=!4m7!3m6!1s0x88c339e641a563e5:0x44858d0e14d817d6!8m2!3d27.3224321!4d-82.5165483!16s%2Fg%2F11j4400l4x!19sChIJ5WOlQeY5w4gR1hfYFA6NhUQ,HomeWell Care Services,4.5,26,Home health care service,"2650 Bahia Vista St STE 205, Sarasota, FL 34239, United States","8FCM+X9 Sarasota, Florida, USA",https://homewellcares.com/in-home-care-fl-sarasota-fl180/,+1 941-303-5642,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPEawKbCIqhc7l5POQKBxuyDlZv_-Sdk3ao7-9_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:10.149Z,,
"https://www.google.com/maps/place/Assisting+Hands+Home+Care+-+Serving+Sarasota,+Longboat+Key+%26+The+Surrounding+Areas/data=!4m7!3m6!1s0x88c341749dc2b379:0x8d078ad12584f98b!8m2!3d27.3419161!4d-82.5315624!16s%2Fg%2F11sffy755l!19sChIJebPCnXRBw4gRi_mEJdGKB40","Assisting Hands Home Care - Serving Sarasota, Longboat Key & The Surrounding Areas",4.9,89,Home health care service,"677 N Washington Blvd #37, Sarasota, FL 34236, United States","8FR9+Q9 Sarasota, Florida, USA",https://assistinghands.com/55/florida/sarasota/,+1 941-444-2522,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipP-DG4_4ESiguYLt07SkKL2vfCEOBmqQFD8szpt=w441-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:16.646Z,,
https://www.google.com/maps/place/Extended+Family+Home+Care/data=!4m7!3m6!1s0x88c341af6b6eb0cf:0xdfa8a7f2d181090c!8m2!3d27.3360465!4d-82.5313496!16s%2Fg%2F11t_v8lwpy!19sChIJz7Bua69Bw4gRDAmB0fKnqN8,Extended Family Home Care,4.7,77,Home health care service,"1990 Main St Office 750, Sarasota, FL 34236, United States","8FP9+CF Sarasota, Florida, USA",https://www.efhomecare.com/,+1 941-404-5572,"Open 24 hours

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOZUVvNMwcboN9RimwKDNyhoCRNJGhOWOLywH2c=w408-h324-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:21.826Z,,
"https://www.google.com/maps/place/Home+Helpers+Home+Care+of+Sarasota,+FL/data=!4m7!3m6!1s0x88c341567ad9791f:0xaf517fe964dd5342!8m2!3d27.3391216!4d-82.510708!16s%2Fg%2F11jftfmdxd!19sChIJH3nZelZBw4gRQlPdZOl_Ua8","Home Helpers Home Care of Sarasota, FL",5.0,81,Home health care service,"202 N Rhodes Ave STE 102, Sarasota, FL 34237, United States","8FQQ+JP Sarasota, Florida, USA",https://www.homehelpershomecare.com/sarasota-fl/,+1 941-208-9733,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNS35zoq0ufrUBMmcOcBfAF0ehOTUrWerxRDP7P=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:26.880Z,,
https://www.google.com/maps/place/Home+Instead+-+Home+Care+Services+of+Sarasota+Florida/data=!4m7!3m6!1s0x88c341b3aca2ff81:0x9320d5faa1222b2a!8m2!3d27.3381639!4d-82.5136194!16s%2Fg%2F1vc6f5kp!19sChIJgf-irLNBw4gRKisiofrVIJM,Home Instead - Home Care Services of Sarasota Florida,4.5,36,Home health care service,"2801 Fruitville Rd #130, Sarasota, FL 34237, United States","8FQP+7H Sarasota, Florida, USA",https://www.homeinstead.com/home-care/usa/fl/sarasota/256/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 941-702-2334,"Open 24 hours

Confirmed by this business 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPBcTr4xvsPU_kZuqGv-fFHTuZu_hRjWIOJyGNi=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:31.999Z,,
https://www.google.com/maps/place/Comfort+Keepers+Home+Care/data=!4m7!3m6!1s0x88c340dd8dc30749:0xd70de5aecbbe2c88!8m2!3d27.3283674!4d-82.529733!16s%2Fg%2F1xfspjcn!19sChIJSQfDjd1Aw4gRiCy-y67lDdc,Comfort Keepers Home Care,4.6,46,Home health care service,"2033 Wood St Suite 215 (2nd floor, Sarasota, FL 34237, United States","8FHC+84 Sarasota, Florida, USA",https://www.comfortkeepers.com/offices/florida/sarasota/?utm_source=local&utm_medium=organic,+1 941-921-4747,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipONoYrsrUI47SFhiuzjNkKw5hUnHrbv4XHGzQxl=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:37.200Z,,
https://www.google.com/maps/place/myOnsite+Healthcare/data=!4m7!3m6!1s0x88c3417efef10989:0xdd20eb41c6ac9d4c!8m2!3d27.3360465!4d-82.5313496!16s%2Fg%2F11p5gch02b!19sChIJiQnx_n5Bw4gRTJ2sxkHrIN0,myOnsite Healthcare,4.6,124,Home health care service,"1990 Main St Office 750, Sarasota, FL 34236, United States","8FP9+CF Sarasota, Florida, USA",https://myonsitehealthcare.com/,+1 941-271-0701,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN3rh9J1p8ZQYPQ4AjTnNrt-x54zgde1clZFMUh=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:42.110Z,,
https://www.google.com/maps/place/Armoni+Home+Care+inc/data=!4m7!3m6!1s0x88c3419bb405108b:0x720585f3e7dd52cb!8m2!3d27.3369362!4d-82.5133514!16s%2Fg%2F11xh1xq7dx!19sChIJixAFtJtBw4gRy1Ld5_OFBXI,Armoni Home Care inc,5.0,12,Home health care service,"2831 Ringling Blvd Unit D116, Sarasota, FL 34237, United States","8FPP+QM Sarasota, Florida, USA",https://armonihomecare.com/,+1 314-933-0976,"Closes soon ⋅ 5 pm ⋅ Opens 9 am Thu

Updated by this business 2 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPnce5UIFEuVTs6tTekSey5_7rhh_rw6oUqxt0=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:46.967Z,,
https://www.google.com/maps/place/Whitsyms+In-Home+Care+-+Sarasota/data=!4m7!3m6!1s0x88c34162b3872e25:0xbfd025dbfbb0564a!8m2!3d27.3418375!4d-82.5315248!16s%2Fg%2F11h6gn2bgz!19sChIJJS6Hs2JBw4gRSlaw-9sl0L8,Whitsyms In-Home Care - Sarasota,5.0,34,Home health care service,"677 N Washington Blvd Suite 39, Sarasota, FL 34236, United States","8FR9+P9 Sarasota, Florida, USA",https://www.whitsymsinhomecare.com/location/sarasota/,+1 941-364-5810,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNVSPoblY8-swpgVJQrzvQTj-GxomLsLiNdsgRf=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:52.094Z,,
https://www.google.com/maps/place/Caregivers+United/data=!4m7!3m6!1s0x88c341d128bcbd4b:0x93cb01b372a031e9!8m2!3d27.3368005!4d-82.5285386!16s%2Fg%2F11mtn2ffnz!19sChIJS728KNFBw4gR6TGgcrMBy5M,Caregivers United,4.9,31,Home health care service,"2075 Main St, Sarasota, FL 34237, United States","8FPC+PH Sarasota, Florida, USA",https://caregiversunited.net/sarasota-fl/,+1 941-214-7941,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPVzj9Yn4uQCOOV70LOIavMpQnDRH2yOnm2oVGc=w408-h273-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Sarasota+Sarasota+FL/@27.336465,-82.5310117,14z",2025-09-10T20:19:57.240Z,,
