placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Carolina+Landscaping+and+Clean+Up/data=!4m7!3m6!1s0x89007da845404803:0x8bdc1772f478bedd!8m2!3d33.8351253!4d-78.6754433!16s%2Fg%2F1tj46s4b!19sChIJA0hARah9AIkR3b549HIX3Is,Carolina Landscaping and Clean Up,4.9,188,Landscaper,"901 W Port Dr, North Myrtle Beach, SC 29582, United States","R8PF+3R North Myrtle Beach, South Carolina, USA",http://www.carolinalandscapingandcleanup.com/,+1 843-222-1294,Closes soon · 5 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnrxPY5UPmMqVYIrGH7IJ5iiNJqUd3JwKYb_de5jpkxaqNLmPd5Zu3B77Lja5OH1tEwuS_JHvFM-O9znrpFmQ_zgF_JLGOKYBsfc4AF8DiHepGmZDOXP4jg8hxEQIbSGmPE6uHpA=w408-h536-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:19.620Z,,,
https://www.google.com/maps/place/Grande+Landscaping+LLC/data=!4m7!3m6!1s0x89007d1e83581905:0x67e66402275a465e!8m2!3d33.8268169!4d-78.6895659!16s%2Fg%2F11h8j3wt9_!19sChIJBRlYgx59AIkRXkZaJwJk5mc,Grande Landscaping LLC,5.0,23,Landscaper,"701 Anne St, North Myrtle Beach, SC 29582, United States","R8G6+P5 North Myrtle Beach, South Carolina, USA",,+1 843-331-2818,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGvwLXBvVETo3PMsAOztJHS1E8mit7WWKVvcOG_ZKxvfYbn_A4Vbrv6Iy-u8o9O9G6ACrdzK2psfWubKDBXlHEnp5Lf7fY0YHmRYmmaguxi0Ma7-oS7ho-NlMXN3u-YX-9e1IxE4meOKQ=w408-h725-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:24.174Z,,,
"https://www.google.com/maps/place/Mulch+Bucket,+LLC/data=!4m7!3m6!1s0x89006333d4d2bca9:0x9da9890d4d0b8036!8m2!3d33.8062894!4d-78.7172932!16s%2Fg%2F1td3mf_f!19sChIJqbzS1DNjAIkRNoALTQ2JqZ0","Mulch Bucket, LLC",4.5,29,Landscaping supply store,"2819 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R74M+G3 North Myrtle Beach, South Carolina, USA",http://www.mulchbucket.com/,+1 843-455-9049,Closes soon · 5 pm · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHYra5izlUbC0yqL0OO2qcS--hjAk5vuQay-wGYupOJPo-PbK4tTEO_3PY27kct8u6Y1NTi4nDeK7RyrhFVu3NnUcFS0ALiQj1R-yc03PsdIU0yCVJVMnw9LkW16bb1qrkQHbjf=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7:30 am–1 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:28.858Z,· Delivery,,
https://www.google.com/maps/place/Elite+Coastal+Landscaping+LLC/data=!4m7!3m6!1s0x89007d2bb6f70929:0x7638a5c03759185e!8m2!3d33.863509!4d-78.726119!16s%2Fg%2F11dxpfdyqq!19sChIJKQn3tit9AIkRXhhZN8ClOHY,Elite Coastal Landscaping LLC,4.7,211,Landscape designer,"1426 State Hwy 57 S, Little River, SC 29568, United States","V77F+CH Little River, South Carolina, USA",http://elitecoastallandscaping.com/,+1 843-712-1814,Closes soon · 5 pm · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtj3qLVBeX0VuULSLnUcIo9wYmcmkHbLbWtTdhKbwwed4KEC7q84B8ZqT21HXjejVmWbrk3B6CH822krq097drGcX3mAW9UAjRiBtsEIIk8D7hMXERqD78LX5Ongl6VAUz0K5OFd0_MWP_=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:33.195Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Seaside+Scapes+Landscape+and+Hardscape+Specialists/data=!4m7!3m6!1s0x8900879257b39251:0xf3a3e0004e0592b0!8m2!3d33.970461!4d-78.6180606!16s%2Fg%2F11cnxbgzxl!19sChIJUZKzV5KHAIkRsJIFTgDgo_M,Seaside Scapes Landscape and Hardscape Specialists,4.2,15,Landscaper,,,http://www.seasidescapes.com/,+1 843-588-5553,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEO_6_5D7V1cYKiwukGLbG-o6oUbkLyO7iYWYGUi_VrC3u3MdyIGAn0_Rhbi2wsOrLrbfp7j322UgwIJQtPcB-uPDqP02jQ7QyXjaQgDUfNOv4HP0qYfIywovTok8MxAmRUDeQLYHMXLL-H=w408-h305-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:37.427Z,,,
https://www.google.com/maps/place/Salty+Oak+Landscaping/data=!4m7!3m6!1s0x665f7fb0cacaf501:0xb050c34f05f11d7a!8m2!3d33.776977!4d-78.777455!16s%2Fg%2F11swb_z5fs!19sChIJAfXKyrB_X2YReh3xBU_DULA,Salty Oak Landscaping,5.0,17,Landscaper,,,https://www.yardbook.com/hp/123010,+1 843-655-0909,Closes soon · 5 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFa15CR-cUV2udVAQmLHXyLcYoIs-uzcetfc4oPk97yE5erDmERYTBUhKNXfONhCkDWIJqjNFykdStcgC2KFv33ne0lmlDCyW_T3C27Tv3K63_DHAfP9uVy4UEocDLjVWEGthqj=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:41.694Z,,,
https://www.google.com/maps/place/Elias+Velazquez+Landscaping/data=!4m7!3m6!1s0xbc9283ad895c08b:0xa45f9a1c8bcadad3!8m2!3d33.878989!4d-78.6321831!16s%2Fg%2F11vm9fxk2r!19sChIJi8CV2DooyQsR09rKixyaX6Q,Elias Velazquez Landscaping,5.0,19,Landscaper,,,https://landscaperlittleriversc.com/,+1 843-534-7662,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVJmDfTpavaWfQZUhnM6rYoJeBf4ygMJl9O41hMeL-nXS9K216a0CcY6de5Mp6drHzEc_USQSdNGW6UllwtYhq1UQm0wQJAWBNvuxuS16QUBR_TF6Kr_x8OL1FJP2VjYggbb-3P5gmvGU=w408-h546-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:45.853Z,,,
https://www.google.com/maps/place/Beach+Landscaping/data=!4m7!3m6!1s0x8900660057cef0b9:0x90aba601f2b96cf4!8m2!3d33.6951917!4d-78.9014718!16s%2Fg%2F1tfwl6lx!19sChIJufDOVwBmAIkR9Gy58gGmq5A,Beach Landscaping,4.8,118,Landscaper,"1373 Cannon Rd, Myrtle Beach, SC 29577, United States","M3WX+3C Myrtle Beach, South Carolina, USA",http://beach-landscaping.com/,+1 843-839-5584,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5amStvQRc0TnworklzETyuwikCcoA5ZH8cvCxhb2VxSvlNj_4_nBAIrdRaS5zjIPAMhB99bAuN1XrB3Bc5kotJ63hvDa0DeHPVeEjxny1vPBTMFGlxissuBd236cyp4TRTd9GhdzQJadz=w408-h401-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:50.300Z,,,
https://www.google.com/maps/place/Myrtle+Beach+Landscaping+%26+Hardscapes/data=!4m7!3m6!1s0x89006b48a4f34091:0x343034a38e0e45fe!8m2!3d33.6913476!4d-78.9372886!16s%2Fg%2F11kk8z4rc9!19sChIJkUDzpEhrAIkR_kUOjqM0MDQ,Myrtle Beach Landscaping & Hardscapes,4.8,24,Landscaper,"3116 Shetland Ln # 1, Myrtle Beach, SC 29577, United States","M3R7+G3 Myrtle Beach, South Carolina, USA",https://myrtlebeachlandscaping.com/,+1 843-796-0041,"Open 24 hours

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIdUAIxUJa-Q_obvCMdY1tAq0wMdg5cC6kcE3cWyMORFNBQixcHMVzrEx32nIUXDFDaQirukPx35RWUed5vAK3j2OkrrBZN91Sgg1Y6SiBciDxf50fQc_BNx7MxqekNfhgsB78wwT8uVZs=w408-h307-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,8 am–12 pm,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:54.654Z,,Identifies as women-owned,
https://www.google.com/maps/place/The+Lawn+Guy/data=!4m7!3m6!1s0x89007d18ee2ba4e7:0x77b935674fbce399!8m2!3d33.8311376!4d-78.6800512!16s%2Fg%2F11rn74r37y!19sChIJ56Qr7hh9AIkRmeO8T2c1uXc,The Lawn Guy,2.0,4,Landscaper,"1003 B 2nd Ave N, North Myrtle Beach, SC 29582, United States","R8J9+FX North Myrtle Beach, South Carolina, USA",,+1 843-780-9708,Closes soon · 5 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrPue7Vz1qinu8gM2DKv8ibsABUoiBbVfLcxaCeL_bjT3qlLsNWN5vS2ZDBoNst6bicwOpw2CqIZKg8IhdwrjUGJFoSDgOPyaXymm5isPYslyjEaEaiS47xfL5VyFaLuqDU4bfkg=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2026-04-29T20:42:58.914Z,,,
