placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Autoimmune+Angels/data=!4m7!3m6!1s0x87f75e1036880287:0x316dd04344b130c5!8m2!3d44.0569666!4d-92.5294913!16s%2Fg%2F11g6mbd5gg!19sChIJhwKINhBe94cRxTCxREPQbTE,Autoimmune Angels,4.3,28,Holistic medicine practitioner,"3143 Superior Dr NW STE B, Rochester, MN 55901, United States","3F4C+Q6 Rochester, Minnesota, USA",http://autoimmuneangels.com/,+1 507-200-0067,"Open · Closes 5 pm

Confirmed by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwep_ukTmQ5bYLpQBUErJgsRBm7uKUb3Y2XptBU2Cbpoal4NC-jCFM0gXXZHDhIUaIOZV1jHvem0GViMha6Q5z9-ytzKHUIjuYvcmb0rZJaJdNIJikKnMiOOWrlgoBuFHVrs31IQa=w408-h491-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:17.657Z,,,
https://www.google.com/maps/place/Optimal+Movement/data=!4m7!3m6!1s0x87f75f0324155555:0x8f13bd17b0907f37!8m2!3d44.0429666!4d-92.5119851!16s%2Fg%2F11d_78cc34!19sChIJVVUVJANf94cRN3-QsBe9E48,Optimal Movement,5.0,760,Acupuncture clinic,"3270 19th St NW STE 203, Rochester, MN 55901, United States","2FVQ+56 Rochester, Minnesota, USA",https://optimal-movement.com/,+1 507-993-0830,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNzyciewoM2p-fjwMeTxPblXY0UHVflQ11VBRzg=w408-h510-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:23.258Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Winkels+Chiropractic+Functional+Medicine+Center/data=!4m7!3m6!1s0x87f75fe641be2953:0xab72426f3cd94d9d!8m2!3d44.0612334!4d-92.4767846!16s%2Fg%2F11d_tpyz5d!19sChIJUym-QeZf94cRnU3ZPG9Ccqs,Winkels Chiropractic Functional Medicine Center,3.7,3,Chiropractor,"3632 10th Ln NW STE 103, Rochester, MN 55901, United States","3G6F+F7 Rochester, Minnesota, USA",http://winkelschiropractic.com/,+1 507-281-4878,Open · Closes 12 pm · Reopens 2 pm,https://lh3.googleusercontent.com/p/AF1QipNuV2e2BYUj7uH0YAwRC7dr6b7SJGkmMqRbJ4Nr=w408-h306-k-no,true,"8 am–12 pm, 2–6 pm","8 am–12 pm, 2–6 pm","8 am–12 pm, 2–6 pm",2–6 pm,"8 am–12 pm, 2–5 pm",Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:28.491Z,,,
https://www.google.com/maps/place/Integrated+Wellness+Center/data=!4m7!3m6!1s0x87f7603ea9e0a257:0x34ffec1ee82725e!8m2!3d44.0926345!4d-92.4752482!16s%2Fg%2F11f3c9dsbv!19sChIJV6LgqT5g94cRXnKC7sH-TwM,Integrated Wellness Center,5.0,1,Wellness center,"6415 W River Rd NW, Rochester, MN 55901, United States","3GVF+3W Rochester, Minnesota, USA",,+1 651-485-4096,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DdFCwWBDfjLhRP4tPF3sLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.26163&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:31.070Z,,,
https://www.google.com/maps/place/rochester+clinic/data=!4m7!3m6!1s0x87f9e01a287e39b7:0xea9854a4bc0f6302!8m2!3d44.0558138!4d-92.4526775!16s%2Fg%2F1thtdpvx!19sChIJtzl-KBrg-YcRAmMPvKRUmOo,rochester clinic,3.6,30,Medical clinic,"3070 Wellner Dr NE, Rochester, MN 55906, United States","3G4W+8W Rochester, Minnesota, USA",http://www.rochesterclinic.com/,+1 507-218-3095,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s5cRQEvWPiH98SHOOHZYlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.2447&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:35.748Z,,,
https://www.google.com/maps/place/Raydiant+Wellness+LLC/data=!4m7!3m6!1s0x87f75fa9df5eb569:0x554ec6d383675198!8m2!3d44.0611128!4d-92.4596788!16s%2Fg%2F11kzmqhxbn!19sChIJabVe36lf94cRmFFng9PGTlU,Raydiant Wellness LLC,5.0,5,,"275 37th St NE STE 500, Rochester, MN 55906, United States","3G6R+C4 Rochester, Minnesota, USA",http://www.raydiantwellness.com/,+1 507-242-8746,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipNPhJzCqGqp3q07M0oZWjuI_0PXVsAyaTtNlw0W=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Byron+Rochester+MN/@43.1565779,-77.6088465,14z",2026-02-23T16:36:40.438Z,,,
https://www.google.com/maps/place/Radical+Paradigm+Esoteric+Wellness/data=!4m7!3m6!1s0x87f73d1e45d791c3:0xf2a6bc589413fa52!8m2!3d44.0315996!4d-92.8604964!16s%2Fg%2F11g0wg5y1d!19sChIJw5HXRR4994cRUvoTlFi8pvI,Radical Paradigm Esoteric Wellness,,,Medical office,"306 4th Ave NW, Dodge Center, MN 55927, United States","24JQ+JR Dodge Center, Minnesota, USA",http://www.facebook.com/discovermiraclemed,,Opens soon · 11 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3peNs3by3H2jto2kv_Zj9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.43002&pitch=0&thumbfov=100,true,11 am–9 pm,11 am–9 pm,Closed,Closed,11 am–9 pm,5–9 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2026-02-23T16:37:01.319Z,,,
https://www.google.com/maps/place/Hermitage+Farm+Center+for+Healing+Integrative+Health+Clinic/data=!4m7!3m6!1s0x87f7603ea9e0a257:0xa50a585c435b58cc!8m2!3d44.0926345!4d-92.4752482!16s%2Fg%2F11c5n8s6fx!19sChIJV6LgqT5g94cRzFhbQ1xYCqU,Hermitage Farm Center for Healing Integrative Health Clinic,4.9,10,Wellness center,"6415 W River Rd NW, Rochester, MN 55901, United States","3GVF+3W Rochester, Minnesota, USA",http://hermitagefarm.org/,+1 507-272-2528,"Open · Closes 9 pm

Updated by others 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOK4hCZ0vJ0ccI-f8iWJ8f3JpEP6Dj08mUxKyPa=w408-h273-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2026-02-23T16:37:06.488Z,Identifies as women-owned,,
https://www.google.com/maps/place/Bliss-Center+for+Energy+Medicine.LLC/data=!4m7!3m6!1s0x87f761024a63216f:0xf24203e8a9a12520!8m2!3d44.0925994!4d-92.4752714!16s%2Fg%2F11y4x0gdsv!19sChIJbyFjSgJh94cRICWhqegDQvI,Bliss-Center for Energy Medicine.LLC,5.0,2,Holistic medicine practitioner,"6415 W River Rd NW, Rochester, MN 55901, United States","3GVF+2V Rochester, Minnesota, USA",https://www.blissenergymedicinellc.com/,+1 507-200-2420,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO8iousN3FTSQKqhke4kBXmRpJC5kvFbep1LVZz=w408-h544-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2026-02-23T16:37:11.142Z,,,
https://www.google.com/maps/place/Dodge+Center+Chiropractic/data=!4m7!3m6!1s0x87f73dd8069eec89:0x5c358b92f637e201!8m2!3d44.0322323!4d-92.8581059!16s%2Fg%2F1td13v4r!19sChIJieyeBtg994cRAeI39pKLNVw,Dodge Center Chiropractic,5.0,16,Chiropractor,"405 2nd Ave NW, Dodge Center, MN 55927, United States","24JR+VQ Dodge Center, Minnesota, USA",http://www.dodgecenterchiropractic.com/,+1 507-374-6742,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipM8ys7wLESGnQctax9iklTSRqC8zT1M6YGyR9m8=w408-h286-k-no,true,8 am–5:30 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–3:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Dodge+Center+Rochester+MN/@44.0274641,-92.8551933,14z",2026-02-23T16:37:15.924Z,,,
