placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Generator+Supercenter+of+Annapolis/data=!4m7!3m6!1s0x89b7f702952ddd0b:0x132972c5906e9214!8m2!3d38.974424!4d-76.524392!16s%2Fg%2F11pctjmjqm!19sChIJC90tlQL3t4kRFJJukMVyKRM,Generator Supercenter of Annapolis,4.8,73,Electric generator shop,· In-store shopping,"12 Lincoln Ct, Annapolis, MD 21401, United States","XFFG+Q6 Annapolis, Maryland, USA",https://generatorsupercenterofannapolis.com/,+1 410-697-5530,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzh5baCooO2sIrfr6q2I8Ycv2GzGl7QdJON1-uEtayDWp5LGCuazzjYmT2D43ZOxd8DTriVbP-GtnLpDTJ4Ir_1SJtEeTzzaFj_5E9954XqrFXerdJEu-KcTg3gh2jgi6MzChOh=w408-h544-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:52:34.272Z,,
https://www.google.com/maps/place/Chesapeake+Electric/data=!4m7!3m6!1s0x89b7f6ed05fc3e85:0x9f6981e9217c94b4!8m2!3d38.9838678!4d-76.528987!16s%2Fg%2F11b5ykx41j!19sChIJhT78Be32t4kRtJR8IemBaZ8,Chesapeake Electric,4.9,1652,Electrician,,"117 Gibralter Ave, Annapolis, MD 21401, United States","XFMC+GC Annapolis, Maryland, USA",https://www.cheselectric.com/?utm_source=GMB&utm_medium=organic&utm_campaign=Annapolis,+1 410-873-9214,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOIaUMfJvmtTVSwziJfc3IRePLPyaIEqVK_ceZW=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:52:38.949Z,,
https://www.google.com/maps/place/Weisman+Electric+Company/data=!4m7!3m6!1s0x89b7f6de90f5297d:0x807da009a3492989!8m2!3d38.9870633!4d-76.5283688!16s%2Fg%2F1tjt2v9b!19sChIJfSn1kN72t4kRiSlJowmgfYA,Weisman Electric Company,4.9,269,Electrician,,"42 Hudson St Suite 102, Annapolis, MD 21401, United States","XFPC+RM Annapolis, Maryland, USA",https://www.weismanelectric.com/,+1 410-489-1978,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPmBfV0XysMiqRg3QGqNlO-RjKHOG09kdcxtQC5=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:52:43.287Z,,
https://www.google.com/maps/place/Tang+Electric+Inc/data=!4m7!3m6!1s0x89b7f6c90fc6c41d:0xd6912d86c9591df0!8m2!3d38.9761021!4d-76.5411914!16s%2Fg%2F1tj3lzx7!19sChIJHcTGD8n2t4kR8B1ZyYYtkdY,Tang Electric Inc,4.7,13,Electrical installation service,,"2444 Solomons Island Rd Suite 218, Annapolis, MD 21401, United States","XFG5+CG Annapolis, Maryland, USA",,+1 410-571-0009,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOAdOwGFUV_d8AYuAxVdPkdDPXsFfJmEKSCswnp=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:52:52.214Z,,
https://www.google.com/maps/place/Unity+Electric/data=!4m7!3m6!1s0x6121a1cf0835a58d:0xb7e472186801ed11!8m2!3d38.9808726!4d-76.5398818!16s%2Fg%2F11lctnxyf_!19sChIJjaU1CM-hIWEREe0BaBhy5Lc,Unity Electric,5.0,86,Electrician,,"1910 Towne Centre Blvd #250, Annapolis, MD 21401, United States","XFJ6+82 Annapolis, Maryland, USA",https://unityelectricmd.com/,+1 410-507-0685,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPGISoEDq4z61q61JjiFwvmC13gM2F_t3D-YrqA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:52:56.551Z,,
https://www.google.com/maps/place/J+Prime+Electric/data=!4m7!3m6!1s0x89b7f6dd6c2f96af:0xdd2d129031157f39!8m2!3d38.9769704!4d-76.5123722!16s%2Fg%2F11h7v7kqz_!19sChIJr5YvbN32t4kROX8VMZASLd0,J Prime Electric,4.8,149,Electrical installation service,,"1125 West St, Annapolis, MD 21401, United States","XFGQ+Q3 Annapolis, Maryland, USA",http://www.jprimeelectric.com/,+1 443-515-0559,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMKiTqFuGe0gwge4ENjRIztZJDVfIKpNXBECIVC=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:53:00.887Z,,
https://www.google.com/maps/place/Get+It+Dunn+Electric+Co./data=!4m7!3m6!1s0x8f9c7233c47045ff:0x31e0e6e94a61c599!8m2!3d38.9742484!4d-76.5949204!16s%2Fg%2F11vsnxt5m5!19sChIJ_0VwxDNynI8RmcVhSunm4DE,Get It Dunn Electric Co.,5.0,58,Electrical installation service,,,,https://www.gid.llc/,+1 833-448-3866,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygRJpUocivVYVVbQ1B0m9d9dnoR9qQ7sHNvsb26nKBIiRuhTa5qZ3YwupBgCs64xf4nKPxq97jrz6_hgM7OybaD8LnUSjd1QKcQdh9s9xy1KokQQU2tCQ8DfyfOXc0CbKMSRxW=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:53:05.270Z,,
https://www.google.com/maps/place/Cook+Electric+Inc./data=!4m7!3m6!1s0x89b7f0d5a4697b6d:0x83c76cc91662c59e!8m2!3d38.996027!4d-76.5523147!16s%2Fg%2F1tn06pr1!19sChIJbXtppNXwt4kRnsViFslsx4M,Cook Electric Inc.,4.9,63,Electrical installation service,,"2130 Renard Ct, Annapolis, MD 21401, United States","XCWX+C3 Annapolis, Maryland, USA",http://www.cookelectric.biz/,+1 410-266-9040,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipN5g2JKp6MHkS9zPkTByJ3YUWCedNfgxot3A2DK=w408-h352-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:53:09.777Z,,
https://www.google.com/maps/place/United+Air+Temp/data=!4m7!3m6!1s0x89b7f13dde5ba72b:0xc561ec063929cee3!8m2!3d38.9904253!4d-76.5513971!16s%2Fg%2F11vt7vdl05!19sChIJK6db3j3xt4kR484pOQbsYcU,United Air Temp,4.8,251,Heating contractor,,"2553 Housley Rd, Annapolis, MD 21401, United States","XCRX+5C Annapolis, Maryland, USA",https://www.unitedairtemp.com/baltimore-md-area/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Annapolis-MD,+1 410-705-6043,,https://lh3.googleusercontent.com/p/AF1QipNZbauP0Xwg2LecVdSxZuXM9XDPNpms-6nnHNfg=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:53:14.086Z,,
https://www.google.com/maps/place/Skipjack+Electrical+Services/data=!4m7!3m6!1s0x89b7f3f2e3cfb655:0xd9484711491b5c84!8m2!3d38.9351628!4d-76.5576962!16s%2Fg%2F11csb0h2yc!19sChIJVbbP4_Lzt4kRhFwbSRFHSNk,Skipjack Electrical Services,5.0,90,Electrician,,"126 Mayo Rd, Edgewater, MD 21037, United States","WCPR+3W Edgewater, Maryland, USA",https://www.skipjackelectrical.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,+1 667-297-7157,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNDVNhi13X7Sj-LaPTI8e5yM5Co5Qtmntod13Ty=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Annapolis+MD/@38.9713816,-76.4790021,14z",2026-01-10T22:53:18.517Z,,
