placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Daytona+Grande+Parking+Garage/data=!4m7!3m6!1s0x88e6da40fdca8f3b:0x6b15d30fce0fb8b0!8m2!3d29.2340803!4d-81.012417!16s%2Fg%2F11fy4mhz28!19sChIJO4_K_UDa5ogRsLgPzg_TFWs,Daytona Grande Parking Garage,3.5,29,Parking garage,"501 N Atlantic Ave, Daytona Beach, FL 32118, United States","6XMQ+J2 Daytona Beach, Florida, USA",https://daytonagrande.com/location/,,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPFOvpa7973wpJqFp9fnTK1OZxoHEYLe5y2CxW_=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:15.241Z,,,,
https://www.google.com/maps/place/Ocean+Walk+Parking+Garage/data=!4m7!3m6!1s0x88e6da3fbecdd20f:0x8962e00dc4aa3c00!8m2!3d29.2298058!4d-81.0105203!16s%2Fg%2F1tlqqtdr!19sChIJD9LNvj_a5ogRADyqxA3gYok,Ocean Walk Parking Garage,2.8,95,Parking garage,"701 Earl St, Daytona Beach, FL 32118, United States","6XHQ+WQ Daytona Beach, Florida, USA",http://www.oceancenter.com/,+1 386-916-3953,"Open 24 hours

Updated by others 9 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdXfWwFZ2CVQ7v_tK8flM-JDCNJPO2FHGTLfexCaCxCSBOdVCpIc2SSiyyRA1k-AQGTJJZvYFLQ3wVLGVCmA8VEGa0GbOKAo_-n5LOmPSJRjhJP6vyqIdtmSXT6OkpT005lN9b=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:22.646Z,,,,
https://www.google.com/maps/place/Short+Term+Parking+%28Daytona+Beach+International+Airport+Parking%29/data=!4m7!3m6!1s0x88e6d9391e41e961:0x692ce72385b61b8e!8m2!3d29.1856661!4d-81.0602292!16s%2Fg%2F11gd6864t4!19sChIJYelBHjnZ5ogRjhu2hSPnLGk,Short Term Parking (Daytona Beach International Airport Parking),4.8,12,Parking lot,"700 Catalina Dr, Daytona Beach, FL 32114, United States","5WPQ+7W Daytona Beach, Florida, USA",https://www.flydaytonafirst.com/parking-directions/,+1 386-248-8030,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrR6p6uOh3eaYWb4IXuMoraWrTu93qa8seNwXwd16Nr5x6xvCvLSIZuBnjA_yBvbHnLru6yZ0w1w9Arquq-A6JWNNq1LHuetwVwE0f4Mwlm-x0sjq-9pGWcHKQLQhB1GNEEx1Y=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:27.107Z,,,,
https://www.google.com/maps/place/Plaza+Parking+Garage/data=!4m7!3m6!1s0x88e6da41a8e4500b:0xa6c336b290a6fc66!8m2!3d29.2347697!4d-81.0117392!16s%2Fg%2F11dxl9gy41!19sChIJC1DkqEHa5ogRZvymkLI2w6Y,Plaza Parking Garage,2.3,3,Parking garage,"600 N Atlantic Ave, Daytona Beach, FL 32118, United States","6XMQ+W8 Daytona Beach, Florida, USA",,,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy8eHbTBBO9nw309SUuTDxSin8GdT5xPk7TemOEFUu2ViWXMj76YPJUfYAotxydTGdD0ILHY8WMcTRYjq_49m69EGwumZe6rgqzfnshC5ziiJSmjKQZg_eenrJ6JVVfl_3u2Gmy=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:32.715Z,,,,
https://www.google.com/maps/place/Auditorium+Blvd+Parking+Lot/data=!4m7!3m6!1s0x88e6da3eed5a2bf1:0xab8038dcd93ae72a!8m2!3d29.2273229!4d-81.0121087!16s%2Fg%2F11c6z245vt!19sChIJ8Sta7T7a5ogRKuc62dw4gKs,Auditorium Blvd Parking Lot,4.0,10,Parking lot,"401-411 Auditorium Blvd, Daytona Beach, FL 32118, United States","6XGQ+W5 Daytona Beach, Florida, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy2FPcKTF-5ZK3N6zeLYs2ZdVu4K1ZyOcWn4AQEUzbVXLPI9tS5o4A1OiiH_uXPVldnGNk3BtbQohlRAE610oakVmJKzqanqREVEYyVjhpTE-LUB1Frv5i6Ye-cDeCGJp2gPMk=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:35.530Z,,,,
https://www.google.com/maps/place/1605+Richard+Petty+Blvd.+Parking/data=!4m7!3m6!1s0x88e6d9423624cd77:0xf07d28145ef41dd4!8m2!3d29.1946142!4d-81.0558189!16s%2Fg%2F11f2gsmtvf!19sChIJd80kNkLZ5ogR1B30XhQoffA,1605 Richard Petty Blvd. Parking,4.0,2,Parking lot,"1605 Richard Petty Blvd, Daytona Beach, FL 32114, United States","5WVV+RM Daytona Beach, Florida, USA",,+1 386-255-3388,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s3Wsc7c8vftq0iJUVKclgQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.50627&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:38.124Z,,,,
https://www.google.com/maps/place/Embry-Riddle+Parking+Garage/data=!4m7!3m6!1s0x88e6d9f2be83efef:0xdbad507a4d6d8ed6!8m2!3d29.1868078!4d-81.0486764!16s%2Fg%2F11vb7cp5ny!19sChIJ7--DvvLZ5ogR1o5tTXpQrds,Embry-Riddle Parking Garage,,,Parking garage,"417 Aerospace Blvd, Daytona Beach, FL 32114, United States","5XP2+PG Daytona Beach, Florida, USA",https://daytonabeach.erau.edu/about/safety/parking-faq,+1 386-226-6480,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lo8bQJ6ON99cUZxUbYBMOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.84225&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:42.820Z,,,,
https://www.google.com/maps/place/FLORIDA+DAY+TRIPN/data=!4m7!3m6!1s0x88e6da278773e4a5:0x9e2e56ca21581b3f!8m2!3d29.208755!4d-81.017985!16s%2Fg%2F11jkk5vj_f!19sChIJpeRzhyfa5ogRPxtYIcpWLp4,FLORIDA DAY TRIPN,,,Bus tour agency,"250 S Beach St Suite 20, Daytona Beach, FL 32114, United States","6X5J+GR Daytona Beach, Florida, USA",,+1 386-400-5288,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7FFxtdNbuL9u7dUzSD6Dkw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.27011&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:45.609Z,,,,
https://www.google.com/maps/place/Hilton/data=!4m7!3m6!1s0x88e6da3e26f22b51:0x7a01b8e84ac5b66d!8m2!3d29.227347!4d-81.0094448!16s%2Fg%2F11gd681y5_!19sChIJUSvyJj7a5ogRbbbFSui4AXo,Hilton,4.2,6,Parking lot,"750 Auditorium Blvd, Daytona Beach, FL 32118, United States","6XGR+W6 Daytona Beach, Florida, USA",https://www.hilton.com/en/,+1 386-254-8200,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-cpjwD7ol7Thfy9J60AP0gEJrrgNXCHx-wWDTW-MK9KNFXMmrHmIVNRbbDCVyEBiLtOOWwFBakQUQhRDvlJ3DlGY8h9HtPx7H6kUnP4_XD9hn9Nb5dIoyFW2ali8_6J4rbO-8=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:49.402Z,,,,
https://www.google.com/maps/place/Central+Parking+System/data=!4m7!3m6!1s0x88e6da47bac57df9:0xde35ec2a56c2f271!8m2!3d29.2339012!4d-81.0181374!16s%2Fg%2F1262t4mvj!19sChIJ-X3Fukfa5ogRcfLCVirsNd4,Central Parking System,,,,"606 N Halifax Ave, Daytona Beach, FL 32118, United States","6XMJ+HP Daytona Beach, Florida, USA",,+1 386-255-2656,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zjSB3-yCn6VIErA-7uV9Kw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.86157&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Daytona+Beach+Daytona+Beach+FL/@29.2071029,-81.0196796,14z",2025-10-28T18:32:54.957Z,,,,
https://www.google.com/maps/place/Mr.+Sparkle+Detailing+%26+Paint+Protection+Film/data=!4m7!3m6!1s0x88e6dbc8ff757369:0xe9bf26411f9f19a5!8m2!3d29.2842531!4d-81.0702848!16s%2Fg%2F1232pjyrt!19sChIJaXN1_8jb5ogRpRmfH0Emv-k,Mr. Sparkle Detailing & Paint Protection Film,4.9,60,Car detailing service,"123 N Orchard St #1a, Ormond Beach, FL 32174, United States","7WMH+PV Ormond Beach, Florida, USA",http://mrsparkledetailing.com/,+1 386-256-7752,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNo5iEgO6SOw6x_sdbBDPP8q8yd8RU9ky20FQ--=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:10.227Z,,,,
https://www.google.com/maps/place/A+Locksmith+Services/data=!4m7!3m6!1s0x88e6c4ac23420b65:0xbb01dd76d95950c6!8m2!3d29.2576613!4d-81.0824111!16s%2Fg%2F1hjghvq64!19sChIJZQtCI6zE5ogRxlBZ2XbdAbs,A Locksmith Services,4.9,84,Locksmith,"1335 Fleming Ave, Ormond Beach, FL 32174, United States","7W59+32 Ormond Beach, Florida, USA",,+1 386-898-5477,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNnV4Ox5kl6uj6hhX8UdwIptzo92WILPQ52NxGo=w408-h275-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:15.560Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Hull%27s+Seafood+Market/data=!4m7!3m6!1s0x88e6db9cbc9c9ee9:0xc4811f03a9076e3e!8m2!3d29.2845908!4d-81.0589629!16s%2Fg%2F11k2wdt4wv!19sChIJ6Z6cvJzb5ogRPm4HqQMfgcQ,Hull's Seafood Market,4.7,538,Seafood market,"109 W Granada Blvd, Ormond Beach, FL 32174, United States","7WMR+RC Ormond Beach, Florida, USA",https://order.bestseafoodinfl.com/,+1 386-673-8888,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFf7XHBWfT00i--oMiowzbosDCkE5lto6wgH_r7wEyRVJnSSQ2_kA_yDjoOB4bUAJQf73Ebz-amM_JlYrwqEeCcZ8x5PO8evDWkbGfuxtIv2Y-ah8ZkyOid0lOliSvlxOogUSr=w426-h240-k-no,false,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:20.956Z,,,,
https://www.google.com/maps/place/Odyssey+Travel/data=!4m7!3m6!1s0x88e6dc56ef9e94e3:0xa7b52226447195f5!8m2!3d29.2878794!4d-81.0384144!16s%2Fg%2F1vknq662!19sChIJ45Se71bc5ogR9ZVxRCYitac,Odyssey Travel,4.9,206,Cruise agency,"146 S Atlantic Ave, Ormond Beach, FL 32174, United States","7XQ6+5J Ormond Beach, Florida, USA",http://www.odysseytravel.com/,+1 386-672-8113,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipN2bAU0pzU2a_HDE2SspfamXi7MSQzGBgC4qCl7=w457-h240-k-no,true,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:26.639Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Ocean+East+Resort+Club/data=!4m7!3m6!1s0x88e6dae256295e25:0x7b87f9b88c606e09!8m2!3d29.2700196!4d-81.0288142!16s%2Fg%2F1tdmfq35!19sChIJJV4pVuLa5ogRCW5gjLj5h3s,Ocean East Resort Club,4.4,1070,,"867 S Atlantic Ave, Ormond Beach, FL 32176, United States","7XCC+2F Ormond Beach, Florida, USA",http://www.oceaneastresortclub.com/,+1 386-677-8111,,https://lh3.googleusercontent.com/p/AF1QipNja_RtHGefrjiCeyQeBR26195y9nXVTyUqWmFg=w408-h305-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:30.003Z,,,,
https://www.google.com/maps/place/31+Supper+Club/data=!4m7!3m6!1s0x88e6db41257c7e55:0xa0418836309441!8m2!3d29.285541!4d-81.0566487!16s%2Fg%2F11b73z3zmr!19sChIJVX58JUHb5ogRQZQwNohBoAA,31 Supper Club,4.5,1007,Restaurant,"31 W Granada Blvd, Ormond Beach, FL 32174, United States","7WPV+68 Ormond Beach, Florida, USA",https://www.31supperclub.com/,+1 386-275-1625,Closed ⋅ Opens 4 pm,https://lh3.googleusercontent.com/p/AF1QipNDzwMSyRRABOkaAsPP9sxrz9ppinNBtYPF2dww=w408-h386-k-no,true,4–11 pm,4–11 pm,4 pm–12 am,4 pm–1 am,4 pm–1 am,Closed,4 pm–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:35.185Z,,"Upscale supper club serving steak, seafood & cocktails in a traditional space with live music. · Dine-in · Takeaway",,
https://www.google.com/maps/place/Granada+Pier+Bait+%26+Tackle/data=!4m7!3m6!1s0x88e6db40b794d5d5:0xd4627b75e56c53b9!8m2!3d29.285656!4d-81.0542899!16s%2Fg%2F1tfv5yvk!19sChIJ1dWUt0Db5ogRuVNs5XV7YtQ,Granada Pier Bait & Tackle,4.6,371,Bait shop,"1 S Beach St, Ormond Beach, FL 32174, United States","7WPW+77 Ormond Beach, Florida, USA",,+1 386-676-9078,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQCBt65UOyDuDQEO4vMKGohrO6BRhbP88b2hJ8h5iblR5Uv0Vg8UYsIfiRcYKzsccOpo6dyf-diqlFkXDweDvwBdpODK20riE_rpqRdMQhcn6kxtg3Ec3fceQ8TI76H96W8YGJVPHij40=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ormond+Beach+Daytona+Beach+FL/@29.2858129,-81.0558894,14z",2025-10-28T18:33:41.474Z,,· In-store shopping · In-store pick-up,,
