placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Arnold+Jones+Services/data=!4m7!3m6!1s0x88530e381c99e04b:0x362c78fbfebc061!8m2!3d35.9590663!4d-79.9406924!16s%2Fg%2F1tfj3w6r!19sChIJS-CZHDgOU4gRYcDrv4_HYgM,Arnold Jones Services,4.9,479,HVAC contractor,"3516 E M.L.K. Jr Dr Ste 107, High Point, NC 27260, United States","X355+JP High Point, North Carolina, USA",https://www.arnoldjonesservices.com/,+1 336-889-9000,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybf_1f2IVcmpPGlfxODEOHYgm6Kcsk4BnPg_ch4BO1gWQM9L3BE0TJgLjNWIbRi0wbOqU3eV5BeYgnPnMDpQ9XnY37TSvLUlUyGf9FNE_i0hA3hX7-qxcZl41erHYjYoSLESXwDw=w408-h541-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:00.277Z,,,
https://www.google.com/maps/place/Beco+Inc./data=!4m7!3m6!1s0x88530c0464231789:0x1f73a91ca96ce56b!8m2!3d35.9258226!4d-80.0006261!16s%2Fg%2F1tslkf56!19sChIJiRcjZAQMU4gRa-VsqRypcx8,Beco Inc.,4.3,124,Electrician,"2124 Surrett Dr, High Point, NC 27263, United States","WXGX+8P High Point, North Carolina, USA",http://www.becoinc.com/,+1 336-889-3477,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzSQJycvt1TmjYggF9LzA3vQUDnn7Ku7Ryx3Zz7ertgH1zFzir8VALz9elRp4dIrn4S1BhQBI0g1ooJT68xk_tSHMv29nU2StrsFLYBxBOWHQdDgd9y1nCuQkSlLblRGe1p_8dJfQ=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:04.983Z,,,
https://www.google.com/maps/place/B.C+Ingram+Electric+Inc/data=!4m7!3m6!1s0x88530dc673d6dee3:0x127e0e98640d87e2!8m2!3d35.9207283!4d-80.0043687!16s%2Fg%2F1q5bmp70s!19sChIJ497Wc8YNU4gR4ocNZJgOfhI,B.C Ingram Electric Inc,4.4,26,Electrician,"913 W Fairfield Rd, High Point, NC 27263, United States","WXCW+77 High Point, North Carolina, USA",http://www.bcingramelectricconc.com/,+1 336-442-3144,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOidJGPMJ5pqeFo9B30VXBkYuazpEXe554dUDTM=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:09.950Z,,,
https://www.google.com/maps/place/Flash+Electric+LLC/data=!4m7!3m6!1s0x885309db23c94d93:0xe0f695067734ab49!8m2!3d36.0147626!4d-80.0128552!16s%2Fg%2F11fnxqsxyh!19sChIJk03JI9sJU4gRSas0dwaV9uA,Flash Electric LLC,4.9,127,Electrician,"3802 Johnson St, High Point, NC 27265, United States","2X7P+WV High Point, North Carolina, USA",http://www.flashelectricalservices.com/,+1 336-652-3431,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk6mjj3AsArLQmFuQRstRWAa2PnTo6v-Je6taVj7Fy0VaJEeNEtDFpMqRiqza0mbjumIBDpJFMyMngw_XS-HHx6mhPFY7mHpj44XsNaMTf5en1ufnNedugIjX9sM8fUpJsoyy_SA=w408-h541-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:14.326Z,,,
https://www.google.com/maps/place/Comfort+First+Heating+and+Cooling/data=!4m7!3m6!1s0x88530916263602df:0x466e05be13d510fe!8m2!3d35.95104!4d-80.0312299!16s%2Fg%2F11vkpmdz36!19sChIJ3wI2JhYJU4gR_hDVE74FbkY,Comfort First Heating and Cooling,4.8,176,Heating contractor,"1001 Phillips Ave #107, High Point, NC 27262, United States","XX29+CG High Point, North Carolina, USA",https://www.yourcomfortfirst.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-High-Point-NC,+1 336-802-1066,,https://lh3.googleusercontent.com/p/AF1QipOeLah9090fV5tIs_FzAEr4cAMkbsLkg7JNV188=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:18.733Z,,,
https://www.google.com/maps/place/B.A.+Miller+Electrical+Service/data=!4m7!3m6!1s0x88530c73a7e2ccdf:0xd578329d0516ac4a!8m2!3d35.9078287!4d-80.0011283!16s%2Fg%2F1vwlpv0_!19sChIJ38zip3MMU4gRSqwWBZ0yeNU,B.A. Miller Electrical Service,4.7,57,Electrician,"206 Naola Ct, Archdale, NC 27263, United States","WX5X+4G Archdale, North Carolina, USA",http://millerelectricalrepairservice.com/,+1 336-688-4162,Closes soon · 6 pm · Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipNY0g4WYDf-a7nbbu8QFt-UvJqvZBo1KgvglH1B=w426-h240-k-no,true,6 am–6 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:23.149Z,,,
"https://www.google.com/maps/place/RV+Rescue,+LLC/data=!4m7!3m6!1s0x8853130741ca0155:0xeb4d19d78ef303c1!8m2!3d35.9571624!4d-79.9345856!16s%2Fg%2F11hjb0l80v!19sChIJVQHKQQcTU4gRwQPzjtcZTes","RV Rescue, LLC",4.5,95,Repair service,"3720 Kivett Dr, High Point, NC 27263, United States","X348+V5 High Point, North Carolina, USA",,+1 336-307-9377,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHV4fmGFuu0Kr0KbRGqtMYH3EXIL0c6pkDjsfa=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:27.471Z,,,
https://www.google.com/maps/place/Kent%27s+Generator+Sales+and+Service/data=!4m7!3m6!1s0xa1f774e2649601e1:0xfa1eaeb51dd8394f!8m2!3d36.1834514!4d-79.5722187!16s%2Fg%2F11v3prftpx!19sChIJ4QGWZOJ096ERTznYHbWuHvo,Kent's Generator Sales and Service,5.0,56,Electric generator shop,"7106 Laurel Point Dr, Gibsonville, NC 27249, United States","5CMH+94 Gibsonville, North Carolina, USA",https://kentsgeneratorservice.com/,+1 336-516-6159,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNTiwl5YT8n91mepvZq4mq-3iK7hRoclVKznVcv=w408-h468-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:31.969Z,· Kerbside pickup · Delivery,,
https://www.google.com/maps/place/T+%26+M+Electric+Repair+%26+Services/data=!4m7!3m6!1s0x88530957ae7ba37f:0x615cc1695c770557!8m2!3d35.9356379!4d-80.0175545!16s%2Fg%2F1v44r380!19sChIJf6N7rlcJU4gRVwV3XGnBXGE,T & M Electric Repair & Services,5.0,4,Electrician,"1228 Dorris Ave, High Point, NC 27260, United States","WXPJ+7X High Point, North Carolina, USA",,+1 336-884-4333,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wgozwPHXAS0UDRrxRQvmjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.45557&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:34.360Z,,,
https://www.google.com/maps/place/Weno+Power+Equipment/data=!4m7!3m6!1s0x885308eb2497746b:0x48aaa629e1635dc7!8m2!3d35.9987317!4d-80.0342455!16s%2Fg%2F1th1vrrj!19sChIJa3SXJOsIU4gRx11j4Smmqkg,Weno Power Equipment,4.5,221,Lawn mower store,"3000 N Main St, High Point, NC 27265, United States","XXX8+F8 High Point, North Carolina, USA",http://www.greensborolawnmowers.com/,+1 336-869-2312,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvtbvZTsIcW9SBf5VfZf__-CtjbndKiJTKjciIC9phuyzpxnsREAtchJT5gSVIHzyePMsmWpb4XofnGopgoMToq-S9EnBjxYEqhN9HaWXphCf9Aoz8csxXNXylVq37mBmZlgZy=w408-h307-k-no,true,8 am–12 pm,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+High+Point+NC/@35.9556923,-80.0053176,14z",2026-01-10T22:22:38.735Z,· In-store shopping · Kerbside pickup · Delivery,,
