placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Sentry+Management,+Inc./data=!4m7!3m6!1s0x886464784aa20eab:0x7b2d9256f27930cb!8m2!3d36.0310125!4d-86.7888111!16s%2Fg%2F1ttyxgj2!19sChIJqw6iSnhkZIgRyzB58laSLXs","Sentry Management, Inc.",3.8,174,Property management company,"7003 Chadwick Dr # 100, Brentwood, TN 37027, United States","26J6+CF Brentwood, Tennessee, USA",https://www.sentrymgt.com/offices/nashville/,+1 615-269-7016,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMNULlnDNCUXBwggy4ngVsAekIstgQVtbVF93HF=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:23.565Z,,,,
https://www.google.com/maps/place/Cedar+Management+Group/data=!4m7!3m6!1s0x88647be853810b79:0xb8e1aa8ea3909fd9!8m2!3d36.0332902!4d-86.8014375!16s%2Fg%2F11pzq9c2sj!19sChIJeQuBU-h7ZIgR2Z-Qo46q4bg,Cedar Management Group,4.5,10,Property management company,"5115 Maryland Way Suite 73, Brentwood, TN 37027, United States","25MX+8C Brentwood, Tennessee, USA",https://cedarmanagementgroup.com/nashville-hoa-management/,+1 615-488-0684,Open ⋅ Closes 6:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0mFnwqQ5Das2X6a4kVc8TQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.83005&pitch=0&thumbfov=100,true,8 am–6:30 pm,8 am–2 pm,Closed,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:29.460Z,,,,
https://www.google.com/maps/place/Associa+Tennessee/data=!4m7!3m6!1s0x88646f9b75fc00e1:0xd57b05a0cec71fbb!8m2!3d36.0375644!4d-86.8073622!16s%2Fg%2F1twy_8r4!19sChIJ4QD8dZtvZIgRux_HzqAFe9U,Associa Tennessee,3.2,341,Property management company,"100 Winners Cir N #180, Brentwood, TN 37027, United States","25QV+23 Brentwood, Tennessee, USA",http://www.associatennessee.com/?utm_source=gmb&utm_medium=Yext&y_source=1_Mjc2NjU4NTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 615-775-9050,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohPr6ffH3gp0G4piBHhD5vlaNx5nxEMDHFFDSR1vns3CF6bJ9AtXYzPuVupHIXXOfLO-qb3iEYmUS1v6kBFwfH5LoeQRVlptX64-EamTHAPG1lkPbTQN4KAczyTlMUMPon3OjtKw=w408-h306-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:35.023Z,,,,
"https://www.google.com/maps/place/David+Floyd+%26+Associates,+Inc./data=!4m7!3m6!1s0x88647b2f8be3a10b:0xb45eaeefbc183ad1!8m2!3d36.036004!4d-86.7900079!16s%2Fg%2F11ckclmfpx!19sChIJC6Hjiy97ZIgR0ToYvO-uXrQ","David Floyd & Associates, Inc.",4.2,53,Property management company,"104 E Park Dr #320, Brentwood, TN 37027, United States","26P5+CX Brentwood, Tennessee, USA",http://dfloydassoc.com/,+1 615-297-2824,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=llOOfVugT_58EFz6T1ByRw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.5671&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:40.249Z,,,,
https://www.google.com/maps/place/Brentwood+Square+Management/data=!4m7!3m6!1s0x88647aaa79c9746d:0x30f28ceca1057d02!8m2!3d36.0417751!4d-86.741981!16s%2Fg%2F1tdzxg8z!19sChIJbXTJeap6ZIgRAn0FoeyM8jA,Brentwood Square Management,5.0,118,Property management company,"121 Brentwood Square, Nashville, TN 37211, United States","27R5+P6 Nashville, Tennessee, USA",http://www.brentwoodsquare.com/,+1 615-331-3055,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMwWGgI-hQ4cOtUR2XErNSKy5YzbX7Oz80iEaNd=w408-h271-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:45.456Z,,,,
https://www.google.com/maps/place/RHOME+Tennessee/data=!4m7!3m6!1s0x88647b490fb67fbf:0x9f7ef710e121daba!8m2!3d36.0375644!4d-86.8073622!16s%2Fg%2F11ss57p6kf!19sChIJv3-2D0l7ZIgRutoh4RD3fp8,RHOME Tennessee,3.0,2,Property management company,"100 Winners Cir N #180, Brentwood, TN 37027, United States","25QV+23 Brentwood, Tennessee, USA",https://www.rhomepm.com/,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TbNoObYcxe-6GleGIlNIuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.02514&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:50.424Z,,,,
https://www.google.com/maps/place/Miller+%26+Williams+Management/data=!4m7!3m6!1s0x88647b462fe9883d:0xa52aa2a0881904c3!8m2!3d36.0354343!4d-86.8050053!16s%2Fg%2F1td5xx29!19sChIJPYjpL0Z7ZIgRwwQZiKCiKqU,Miller & Williams Management,5.0,1,Property management company,"5210 Maryland Way # 103, Brentwood, TN 37027, United States","25PV+5X Brentwood, Tennessee, USA",,+1 615-457-1410,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=br13YvylMziWxyuApCHyew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.22296&pitch=0&thumbfov=100,false,7 am–3 pm,7 am–3 pm,Closed,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:16:56.337Z,,,,
https://www.google.com/maps/place/Ziser+Realty+%26+Property+Management/data=!4m7!3m6!1s0x88647b163f426adf:0x16bb86a82f95bc!8m2!3d36.0425643!4d-86.7805758!16s%2Fg%2F11k529f_22!19sChIJ32pCPxZ7ZIgRvJUvqIa7FgA,Ziser Realty & Property Management,5.0,2,Property management company,"5560 Franklin Pike Cir #202, Brentwood, TN 37027, United States","26V9+2Q Brentwood, Tennessee, USA",http://ziserrealty.com/,+1 615-649-5111,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yT1S0ajRAaaLExg9e2gQOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.03839&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:17:02.323Z,,,,
https://www.google.com/maps/place/MainStar+Realty+%26+Management/data=!4m7!3m6!1s0x88647b4d9b0c920b:0x9c2e731714625b37!8m2!3d36.0356636!4d-86.788863!16s%2Fg%2F11y5h_pq_4!19sChIJC5IMm017ZIgRN1tiFBdzLpw,MainStar Realty & Management,5.0,3,Property management company,"127 Franklin Rd, Brentwood, TN 37027, United States","26P6+7F Brentwood, Tennessee, USA",https://mainstarrealty.com/,+1 615-549-8900,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOkA1pBZdRw452KzMgEbC5tXyGYeQWN1Px5Hksz=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:17:07.727Z,,,,
https://www.google.com/maps/place/Crye-Leike+Property+Management/data=!4m7!3m6!1s0x88647b384b646dd5:0x4bd41168c5bce93f!8m2!3d36.0341753!4d-86.8002671!16s%2Fg%2F1vxw8_q1!19sChIJ1W1kSzh7ZIgRP-m8xWgR1Es,Crye-Leike Property Management,3.6,36,Real estate agency,"5111 Peter Taylor Park Dr #700, Brentwood, TN 37027, United States","25MX+MV Brentwood, Tennessee, USA",https://www.crye-leike.com/rentals,+1 615-376-4489,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npKUjqMmQt13aKT5gnhoWaRAdi8qfevJp1n9_m9xpZyJyhBkKdveHhWe_oMsCoDSjdACq0wyztzAajXgyamXTlxySBm2VHXgLnh4Lb-vAFKbPbTvLrTad19yTDJ7uSk7ylGoRw=w507-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Brentwood+Nashville+TN/@36.0331164,-86.7827772,14z",2025-09-25T17:17:11.130Z,,,,
