placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Boylan+Overhead+Doors/data=!4m7!3m6!1s0x89e6e79c271459f3:0xbc94c0ec6bd6761!8m2!3d42.1456812!4d-72.534825!16s%2Fg%2F11cfdz1wh!19sChIJ81kUJ5zn5okRYWe9xg5MyQs,Boylan Overhead Doors,4.9,16,Garage door supplier,"90 Carando Dr, Springfield, MA 01104, United States","4FW8+73 Springfield, Massachusetts, USA",http://www.boylanoverhead.com/,+1 413-348-4953,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOfu6s36PI6jlM5fegN5YVZN3A1EN61hRPLWCG3=w408-h241-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:10:56.512Z,,,,
https://www.google.com/maps/place/Speedy+Garage+Services/data=!4m7!3m6!1s0x89e6e75bcbb09831:0x427410cde3af00ba!8m2!3d42.117588!4d-72.61874!16s%2Fg%2F11g8vt2drs!19sChIJMZiwy1vn5okRugCv480QdEI,Speedy Garage Services,4.9,127,Door supplier,,,http://speedygarageservices.com/,+1 866-734-2249,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNPcfthXc6mllMtnQcAe0fuqt4xFN-He_G5XnKu=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:02.090Z,,,,
https://www.google.com/maps/place/Daniele+Overhead+Door/data=!4m7!3m6!1s0x89e6e9b9ff08c6e7:0x9e001dc64be8c99a!8m2!3d42.1485214!4d-72.5435714!16s%2Fg%2F11c583_skr!19sChIJ58YI_7np5okRmsnoS8YdAJ4,Daniele Overhead Door,,,Garage door supplier,"4 Ivan St, Springfield, MA 01104, United States","4FX4+CH Springfield, Massachusetts, USA",http://www.danieleoverheaddoor.com/,+1 413-596-3930,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyoENWSkNDCJJ8gOQ8C8U91Xp26lJBv20tdxRwAHfiyhVJ3zu4YIbpK2czCHSw4ya7ukSCJFmcSfFjrCVL45TwkVtLCf6BLQg5mzGKiEHQUT0I5h9y68TC0pvrJuxPdberV_EP6hQ=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:07.377Z,,,,
https://www.google.com/maps/place/A+%26+N+Overhead+Door+Co/data=!4m7!3m6!1s0x89e6e3f5f924fda5:0x4a29c6b6b7070b6a!8m2!3d42.0565906!4d-72.6147126!16s%2Fg%2F1tg87pb_!19sChIJpf0k-fXj5okRagsHt7bGKUo,A & N Overhead Door Co,4.8,24,Garage door supplier,"30 Bailey St, Agawam, MA 01001, United States","394P+J4 Agawam, Massachusetts, USA",,+1 413-786-9783,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X3qcra-t1hdkk3AaJdBqiQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.71794&pitch=0&thumbfov=100,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:12.304Z,,,,
https://www.google.com/maps/place/WARS+Global/data=!4m7!3m6!1s0x89e6e739831741fb:0xa93d6bd50f2436c6!8m2!3d42.117176!4d-72.5670659!16s%2Fg%2F11t9wtxk_9!19sChIJ-0EXgznn5okRxjYkD9VrPak,WARS Global,5.0,11,Contractor,"18 Welcome Pl, Springfield, MA 01109, United States","4C8M+V5 Springfield, Massachusetts, USA",,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nU7IZUKf5oTA7KgB3VPPug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.69804&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:17.132Z,,,,
https://www.google.com/maps/place/Garage+Door+Professionals/data=!4m7!3m6!1s0x615c33924ee84679:0x440c3dbe01ca19e8!8m2!3d42.108332!4d-72.5915078!16s%2Fg%2F11vyx5xfbn!19sChIJeUboTpIzXGER6BnKAb49DEQ,Garage Door Professionals,5.0,120,Garage door supplier,"235 Chestnut St, Springfield, MA 01103, United States","4C55+89 Springfield, Massachusetts, USA",https://garage-door-pros-ma.com/,+1 413-949-1353,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPah78r0q6-i9ssok1DBBTvaJ_qDZn4DGz_Ljwm=w408-h306-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:22.202Z,,,,
"https://www.google.com/maps/place/Professionals+Garage+Door+Repair/@42.1129774,-72.5466095,12z/data=!3m1!4b1!4m6!3m5!1s0x871f372147e4c171:0x11b320d1dd4196b2!8m2!3d42.1129774!4d-72.5466094!16s%2Fg%2F11w34f9qhq",Professionals Garage Door Repair,5.0,8,Garage door supplier,,,,+1 413-288-2462,Open ⋅ Closes 9 pm,,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:28.893Z,,,,
https://www.google.com/maps/place/Half+Acre+Overhead+Doors/data=!4m7!3m6!1s0x28d4fcc6e8fca42d:0x1949352f48e1da69!8m2!3d42.139687!4d-72.5584584!16s%2Fg%2F11yhmcl_nr!19sChIJLaT86Mb81CgRadrhSC81SRk,Half Acre Overhead Doors,5.0,5,Garage door supplier,,,https://halfacredoors.com/,+1 413-302-8292,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNxwuo8YCMD6hNMFvZs2tzpxoFgkhkA5Mz6A78W=w426-h240-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:33.888Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Speedy+Garage+Door+Service/data=!4m7!3m6!1s0xa3e7b4d7bc25dce1:0x476b3e85c227ac92!8m2!3d42.150927!4d-72.61874!16s%2Fg%2F11sd78n_s_!19sChIJ4dwlvNe056MRkqwnwoU-a0c,Speedy Garage Door Service,,,Garage door supplier,,,https://speedygarageservices.com/,+1 866-734-2249,Open ⋅ Closes 7:30 pm,https://lh3.googleusercontent.com/p/AF1QipOqziVOvWM68GqXn2_c0UHiGy7FM9bfSMNk6SsL=w408-h306-k-no,true,6 am–7:30 pm,6 am–8 pm,6:30 am–6 pm,6 am–7:30 pm,6 am–7 pm,6 am–7 pm,6 am–7:30 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:38.534Z,,,,
https://www.google.com/maps/place/Tek+Garage+Door+Repair/data=!4m7!3m6!1s0x89e6dd563fa79bd9:0x4cfc8daa81a8dd1b!8m2!3d42.1556071!4d-72.5758878!16s%2Fg%2F11wbvg4b3g!19sChIJ2ZunP1bd5okRG92ogaqN_Ew,Tek Garage Door Repair,5.0,20,Garage door supplier,"19 E Street Ave, Chicopee, MA 01020, United States","5C4F+6J Chicopee, Massachusetts, USA",,+1 413-435-4321,Open ⋅ Closes 10 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UGeFCErHXt7Hdyy7PVMffw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.9227&pitch=0&thumbfov=100,false,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+West+Springfield+Springfield+MA/@42.1070579,-72.6230371,14z",2025-11-07T23:11:43.324Z,,,,
