placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Henderson+Pain+Center/data=!4m7!3m6!1s0x80c8d08b00000001:0x6ffc3a815d1af1ad!8m2!3d36.0701518!4d-115.045626!16s%2Fg%2F11rgch7vjp!19sChIJAQAAAIvQyIARrfEaXYE6_G8,Henderson Pain Center,4.8,23,Pain management physician,"1399 Galleria Dr # 203, Henderson, NV 89014, United States","3XC3+3P Henderson, Nevada, USA",,+1 702-476-5552,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqB2tjCauNmoV-qgqKQQTNSQb3gcCarAMa_ey4C5053nMxn-keHfFikoyrD1k5fmWEZ3L8Ir39VAETUvqlt3xbnm7VR8fCyfrqSuK7wkJHsGKl3O8_RP_zNA_dKGkxQCdkke4hftQ=w408-h305-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:10.051Z,,,,
https://www.google.com/maps/place/Nevada+Comprehensive+Pain+Management/data=!4m7!3m6!1s0x80c8d1858291444d:0xdf2149aa61624d3e!8m2!3d36.0137306!4d-115.0579386!16s%2Fg%2F11c44qhhv6!19sChIJTUSRgoXRyIARPk1iYapJId8,Nevada Comprehensive Pain Management,3.0,96,Pain control clinic,"1655 W Horizon Ridge Pkwy, Henderson, NV 89012, United States","2W7R+FR Henderson, Nevada, USA",http://nvcpc.com/pain-management-clinic-las-vegas-location/pain-management-clinic-henderson-nvcpc-2410-w-horizon-ridge-parkway-ste-120-henderson-nv-89052/,+1 702-476-9999,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMLuccSo4fDAKkPaP-mKR8-6xngf0whnbTZ-f4g=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:16.322Z,,,,
https://www.google.com/maps/place/Dynamic+Pain+Rehabilitation/data=!4m7!3m6!1s0x80c8cdfa4ad73a0d:0x2e572b290f6c401f!8m2!3d36.0268247!4d-115.045628!16s%2Fg%2F1v8x2gmr!19sChIJDTrXSvrNyIARH0BsDykrVy4,Dynamic Pain Rehabilitation,4.6,96,Pain control clinic,"1358 Paseo Verde Pkwy STE 100, Henderson, NV 89012, United States","2XG3+PP Henderson, Nevada, USA",https://dynamicpainrehab.com/,+1 702-982-7100,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN9a4jnTtXoIA15B_wz1nLHSt7UF_Sr1eThqDfz=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:21.167Z,,,,
https://www.google.com/maps/place/Nevada+Pain+Care/data=!4m7!3m6!1s0x80c8d173bf57195b:0xbba72e6217afd847!8m2!3d36.0739974!4d-115.0291137!16s%2Fg%2F11p_1zsqqw!19sChIJWxlXv3PRyIARR9ivF2Iup7s,Nevada Pain Care,4.3,12,Pain control clinic,"825 N Gibson Rd Suite 420, Henderson, NV 89011, United States","3XFC+H9 Henderson, Nevada, USA",http://www.nvpaincare.com/,+1 702-912-4100,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPSGF0VCS2ABYH4YqgZFsmUEewnXBGYehVKhNm8=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:26.006Z,,,,
https://www.google.com/maps/place/Las+Vegas+Pain+Institute+and+Medical+Center/data=!4m7!3m6!1s0x80c8ce063206f4bb:0xc0ecf8735f7932f9!8m2!3d35.9985008!4d-115.1052474!16s%2Fg%2F1vfp8h2d!19sChIJu_QGMgbOyIAR-TJ5X3P47MA,Las Vegas Pain Institute and Medical Center,4.1,124,Pain management physician,"2705 W Horizon Ridge Pkwy #120, Henderson, NV 89052, United States","XVXV+CW Henderson, Nevada, USA",http://www.lasvegaspaininstitutes.com/,+1 702-880-4193,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOgVRyzQDW3XHAtadA9KVXRV8X3wcwNuQ3DlPPG=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:30.824Z,,,,
https://www.google.com/maps/place/The+Center+for+Wellness+and+Pain+Care+of+Las+Vegas/data=!4m7!3m6!1s0x80c8d18f75e1dc79:0xae6a7d08bdd30733!8m2!3d36.0272357!4d-115.1019437!16s%2Fg%2F11ddyj122z!19sChIJedzhdY_RyIARMwfTvQh9aq4,The Center for Wellness and Pain Care of Las Vegas,4.7,618,Pain control clinic,"8915 S Pecos Rd Suite 19A, Henderson, NV 89074, United States","2VGX+V6 Henderson, Nevada, USA",http://www.cwpclv.com/,+1 702-476-9700,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerST4tY9VUhQB8xBDf4LFxDsjYB2Gww8tw24ZLdnfyaAR7viwoAFbbv7PIlufy6ZgIx0dobLx0bPSS5Lz8LOSZ-ymDb1LanPICIGhqJZuTYQ-soD4lTo4C9Ra8SoypIPVKA5FFbbA=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:35.736Z,,,,
https://www.google.com/maps/place/Fabito+Anesthesia+%26+Pain+Specialists+PC/data=!4m7!3m6!1s0x80c8d1cdc320ba3f:0x91b31812d839280c!8m2!3d36.0120201!4d-115.0645599!16s%2Fg%2F11h60lxtg3!19sChIJP7ogw83RyIARDCg52BIYs5E,Fabito Anesthesia & Pain Specialists PC,3.9,23,Pain management physician,"1748 W Horizon Ridge Pkwy, Henderson, NV 89012, United States","2W6P+R5 Henderson, Nevada, USA",http://www.drfabito.com/,+1 702-982-1300,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TmYzZ_-fhMlRf7r3hCDHXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.71915&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:40.563Z,,,,
https://www.google.com/maps/place/Daniel+E+Fabito+MD/data=!4m7!3m6!1s0x80c8d1efd0844241:0x6072062e8fa69e80!8m2!3d36.0120315!4d-115.0645599!16s%2Fg%2F11fy4fn189!19sChIJQUKE0O_RyIARgJ6mjy4GcmA,Daniel E Fabito MD,4.2,81,Pain management physician,"1748 W Horizon Ridge Pkwy, Henderson, NV 89012, United States","2W6P+R5 Henderson, Nevada, USA",http://www.drfabito.com/,+1 702-982-1300,Open · Closes 4:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TmYzZ_-fhMlRf7r3hCDHXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.01328&pitch=0&thumbfov=100,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:45.374Z,,,,
https://www.google.com/maps/place/Innovative+Pain+Care+Center/data=!4m7!3m6!1s0x80c8ce25faed089d:0x8b6a01b7035d6736!8m2!3d36.0249938!4d-115.1013565!16s%2Fg%2F1pp2ty4gt!19sChIJnQjt-iXOyIARNmddA7cBaos,Innovative Pain Care Center,4.7,522,Medical clinic,"9065 S Pecos Rd #230, Henderson, NV 89074, United States","2VFX+XF Henderson, Nevada, USA",http://www.painfreenevada.com/,+1 702-684-7246,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPN6Ui6cmdzonruerqq_tzXCheBKMsD15IWvsvh=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:50.210Z,,,,
https://www.google.com/maps/place/Las+Vegas+Pain+Relief+Center/data=!4m7!3m6!1s0x80c8ce0922f1cead:0xcf40789f04009912!8m2!3d35.9983457!4d-115.1099168!16s%2Fg%2F11ckvl68xb!19sChIJrc7xIgnOyIAREpkABJ94QM8,Las Vegas Pain Relief Center,4.7,96,Chiropractor,"2779 W Horizon Ridge Pkwy STE 210, Henderson, NV 89052, United States","XVXR+82 Henderson, Nevada, USA",https://rymap.org/business/las-vegas-pain-relief-center-b07i7v,+1 702-948-2520,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEHlbgeAtqXgtGikWpcl2w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.500355&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Henderson+Las+Vegas+NV/@36.0395247,-114.9817213,14z",2026-01-28T21:12:55.129Z,,,,
