placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Excalibur+Overhead+Garage+Repair/data=!4m7!3m6!1s0x89d36d5a34226211:0xb6a55a1e8029f0aa!8m2!3d42.9501664!4d-78.845079!16s%2Fg%2F1tj1nhnj!19sChIJEWIiNFpt04kRqvApgB5apbY,Excalibur Overhead Garage Repair,4.9,20,Garage door supplier,"Buffalo, NY 14216, United States","X523+3X Buffalo, New York, USA",http://www.matalonco.com/locations/buffalo/garage-door-repair-buffalo-new-york.html,+1 716-219-1557,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOhHY7t2hOV-O1hUV5yE5JmHMIieEJeww00rTRg=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:44:53.871Z,,,,
https://www.google.com/maps/place/716+Garage+Door+Repair/data=!4m7!3m6!1s0x89d36d9cea775b67:0x9059d15fcd1c7a2!8m2!3d43.002807!4d-78.8894705!16s%2Fg%2F11l5kg44k8!19sChIJZ1t36pxt04kRosfR_BWdBQk,716 Garage Door Repair,5.0,229,Garage door supplier,"390 Hinds St, Tonawanda, NY 14150, United States","2436+46 Tonawanda, New York, USA",https://716garagedoor.com/tonawanda/,+1 716-385-5606,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP9hu44BMgl4-B_UP11QlkgxF3wT9iC0n4oYXiT=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:44:59.665Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Bartlett+Door+Sales+%26+Service+Inc./data=!4m7!3m6!1s0x89d37275f1a3c00d:0xb80c5e11a683dbcc!8m2!3d42.9913173!4d-78.8377063!16s%2Fg%2F1tdzxq6y!19sChIJDcCj8XVy04kRzNuDphFeDLg,Bartlett Door Sales & Service Inc.,4.8,374,Garage door supplier,"954 Brighton Rd, Tonawanda, NY 14150, United States","X5R6+GW Tonawanda, New York, USA",https://bartlettgaragedoorsofwny.com/,+1 716-835-7620,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOdC6bgN32OPnQSqMmGIfJdTRdZstxv1j_yYeLH=w426-h240-k-no,true,8 am–5 pm,9–11 am,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:05.011Z,,,,
https://www.google.com/maps/place/Precision+Door+Service/data=!4m7!3m6!1s0x89d30ef07e8dc701:0x1f6b70954ce66d67!8m2!3d42.8471802!4d-78.6977461!16s%2Fg%2F1tfrsxlf!19sChIJAceNfvAO04kRZ23mTJVwax8,Precision Door Service,4.9,2521,Garage door supplier,"2926 Transit Rd, West Seneca, NY 14224, United States","R8W2+VW West Seneca, New York, USA",https://buffalogaragedoors.com/?utm_source=GMBListing&utm_medium=organic,+1 716-748-8439,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipO6eO3L7km7zhizMufEbjbrFpb5hOVIoh4pQ9Kc=w423-h240-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:09.963Z,,,,
https://www.google.com/maps/place/Buffalo+Garage+Door+Solutions/data=!4m7!3m6!1s0x89d3727b445aec17:0x93b1ff931dd10deb!8m2!3d42.9803775!4d-78.8278846!16s%2Fg%2F11b7fvx7p8!19sChIJF-xaRHty04kR6w3RHZP_sZM,Buffalo Garage Door Solutions,4.0,24,Garage door supplier,"2851 Sheridan Dr, Tonawanda Town, NY 14150, United States","X5JC+5R Tonawanda Town, New York, USA",http://www.buffalogds.com/,+1 716-632-2388,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipME7skYFtJjkP6xRoSrpMjvCThxFM3uNXLhQCDV=w476-h240-k-no,true,8 am–5 pm,9 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:14.823Z,,,,
https://www.google.com/maps/place/A-24+Hour+Door+National+Inc/data=!4m7!3m6!1s0x89d3126631fcbee1:0x1432afddfa5aeb9e!8m2!3d42.892144!4d-78.8578225!16s%2Fg%2F11clyh6516!19sChIJ4b78MWYS04kRnuta-t2vMhQ,A-24 Hour Door National Inc,4.9,169,Door shop,"344 Sycamore St, Buffalo, NY 14204, United States","V4RR+VV Buffalo, New York, USA",https://a24hour.biz/buffalo/,+1 716-894-2000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO1nVb5r0lGBgZDr9Op2DT5sUAEXosRBBO5QDaB=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:20.034Z,LGBTQ+ friendly,· Delivery,,
https://www.google.com/maps/place/Ortner%27s+Sales+%26+Services/data=!4m7!3m6!1s0x89d36d21e8ff2d1b:0x5b6d824892cbd0d2!8m2!3d42.9601009!4d-78.8792279!16s%2Fg%2F11_v9614x!19sChIJGy3_6CFt04kR0tDLkkiCbVs,Ortner's Sales & Services,3.9,29,Garage door supplier,"2312 Elmwood Ave, Kenmore, NY 14217, United States","X46C+28 Kenmore, New York, USA",http://www.ortnerdoor.com/,+1 716-873-4047,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz57SAbhNuuNjenkAOchR_eCR6EcTAnubHo9SQ1YZNpHD6_evTRRtVWD3VZPOssPyyuvaaAQbnw5drmPkOm5KNVfYELCw2fzfTpmY-VmAezBWEiO2qm9V8b9DqJM79m_9qDyOrla4ssdBc=w408-h306-k-no,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:24.845Z,,,,
https://www.google.com/maps/place/716+Garage+Door+Repair/data=!4m7!3m6!1s0x89d309aa28279f59:0xb557a88b397c1bb5!8m2!3d42.8070242!4d-78.7310534!16s%2Fg%2F11fnxvv0rb!19sChIJWZ8nKKoJ04kRtRt8OYuoV7U,716 Garage Door Repair,5.0,3053,Garage door supplier,"2881 Southwestern Blvd Unit 3, Orchard Park, NY 14127, United States","R749+RH Orchard Park, New York, USA",https://716garagedoor.com/,+1 716-608-0053,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNO9FeC9C1a22ZBDrQTGBMFOzks1toAuQ_KGNNp=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:30.144Z,,,,
https://www.google.com/maps/place/Pierce+Garage+Doors+-+Repair+All+Garage+Door+Spring+%26+Opener/data=!4m7!3m6!1s0x89d30d56c9c23abb:0x95f6fd733c485a8e!8m2!3d42.9009821!4d-78.7739843!16s%2Fg%2F11t_tzydyd!19sChIJuzrCyVYN04kRjlpIPHP99pU,Pierce Garage Doors - Repair All Garage Door Spring & Opener,4.9,8,Garage door supplier,"2745 Broadway a71, Cheektowaga, NY 14227, United States","W62G+9C Cheektowaga, New York, USA",http://www.piercegaragedoors.com/Pierce-Garage-Doors-Cheektowaga-NY.html,+1 716-527-2289,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk2Qz294cQI-ix70mo95uPFq5ijsd3DwL4HRBjyRlR6k3M2bJvuTIL1bb6NWvbF6Z7WnWfC6dN0MjzcQEQ2ptp1huDoxVYNDPtLSQzkkd4p529QYPBQW2FLuImpVtkNhqhOw-_HnOjw1Qw=w408-h316-k-no,false,8 am–7 pm,8 am–5 pm,8 am–5 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:35.041Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Ridge+Overhead+Door,+Inc./data=!4m7!3m6!1s0x89d36e58b4d068f3:0xd9b3caa5603d7a54!8m2!3d43.0429724!4d-78.8822!16s%2Fg%2F1tftg93j!19sChIJ82jQtFhu04kRVHo9YKXKs9k","Ridge Overhead Door, Inc.",4.7,51,Garage door supplier,"778 Oliver St, North Tonawanda, NY 14120, United States","24V9+54 North Tonawanda, New York, USA",https://ridgeoverheaddoor.com/,+1 716-693-0678,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipM8MA2-3TSTEZtwD4aXaauGOkgSUK8A3FiMLR3c=w426-h240-k-no,true,8 am–4 pm,8 am–1 pm,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+North+Buffalo+Buffalo+NY/@42.9509105,-78.8488584,14z",2025-11-07T22:45:40.405Z,,,,
