placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,isBlackOwned,error
https://www.google.com/maps/place/Finest+Tree+Service/data=!4m7!3m6!1s0x86d6731dce1721cd:0x94306dad4355bf54!8m2!3d32.282636!4d-110.9941716!16s%2Fg%2F1tj5llrx!19sChIJzSEXzh1z1oYRVL9VQ61tMJQ,Finest Tree Service,4.9,385,Tree service,"1345 W Limberlost Dr, Tucson, AZ 85705, United States","72M4+38 Tucson, Arizona, USA",https://finesttreeremoval.com/,+1 520-304-1603,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmO5xgOA6KB_rIfh50BVkk4eNnCHt9UEHlLFTr5JpWqnsXbAKjaMwQwN1e621s4wy-uFarKf6GAahW7SgsqibHOecRZ74665YHSlfnhXcl2cHnV3uzgspL20Uu6sdvbIETuC4H=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:20.532Z,,,,,,,,,,
https://www.google.com/maps/place/Nicholas+Tree+Removal+Service/data=!4m7!3m6!1s0x86d67158cc1585ef:0x941b6eddeb05e48d!8m2!3d32.2487573!4d-110.9721906!16s%2Fg%2F11h94n1ffw!19sChIJ74UVzFhx1oYRjeQF691uG5Q,Nicholas Tree Removal Service,4.9,205,Tree service,"2219 N Stone Ave, Tucson, AZ 85705, United States","62XH+G4 Tucson, Arizona, USA",http://nicholastreeservice.com/,+1 520-792-8733,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAENnoA97o-p0aO9uJeD84BBos9ZiAW-XHgKyQhU19benLr3vDN1HJAmZI9XdTpIMFpv6i9xYhXQa2uA8gLCNorAuQ5uNm0LyjM_IFLWplMytkREuYpCI3AwNHyw_V1zUiL6DSX5=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:25.890Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Top+Notch+Tree+Service+LLC/data=!4m7!3m6!1s0x6952bf62c39b586b:0x2a906ee325e2ef5a!8m2!3d32.2203061!4d-110.8895046!16s%2Fg%2F11pds35pzy!19sChIJa1ibw2K_UmkRWu_iJeNukCo,Top Notch Tree Service LLC,4.9,236,Tree service,"4818 E 12th St, Tucson, AZ 85711, United States","64C6+45 Tucson, Arizona, USA",https://topnotchtree.work/tucsons-top-tree-experts/,+1 520-279-5985,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE10cm4iDlfTZmhgKm5jo7pI9soNq8lX7du4BotnBAiJVtDdojuN2seYx4J_0rZavNFXtdnOEXeFAA1Bo_7jmRIpiDoWja3iGxa6RVhy6EoSh56G_aoq-KoJi5Gb4S5fraqohSrtVRnhoh_=w408-h567-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:30.293Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/AAA+Mammoth+Tree+%26+Landscaping/data=!4m7!3m6!1s0x86d6774edc0e13f5:0xc19a1f61c0a14db8!8m2!3d32.2212726!4d-110.9719596!16s%2Fg%2F1yg6nq1mc!19sChIJ9RMO3E531oYRuE2hwGEfmsE,AAA Mammoth Tree & Landscaping,4.8,50,Tree service,"1 S Church Ave #1200, Tucson, AZ 85701, United States","62CH+G6 Tucson, Arizona, USA",https://tucson-treeservices.com/,+1 520-272-6813,Closed · Opens 7 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH_fVjyt9FRIrlEoxpAEGt3KI7QytkbXVzxLNTY6ce5VnmrPBFw9cbVqTxLUDEYdfI60449_mnfJV_IzkmtYQ_hZvm0QLw9Ivy5NrDpsfoZ7KD3P-B7yAMAvCaQZhpVcry94MAx=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:34.638Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/T-Town+Tree+Service/data=!4m7!3m6!1s0x8a6e51d2f5e8b5f:0xb1af558c00a81afe!8m2!3d32.2421602!4d-110.967971!16s%2Fg%2F11pcl1dc7f!19sChIJX4teLx3lpggR_hqoAIxVr7E,T-Town Tree Service,5.0,3,Tree service,"228 E Elm St, Tucson, AZ 85705, United States","62RJ+VR Tucson, Arizona, USA",https://ttowntree.com/,+1 520-369-9057,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAETTcnCOfh40ckHIyB3YUYZeGOy3Y_tO2dQIP9LPvf4J9eX6lfXjGi3UoAdFHGGXg0T7EZkNUdUXmxOUciTRXeHJiTqLBytU5studk-IXHV_IGploUq-wQYBaDUrc1cT9rc_pU=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:39.010Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Tree+trimming+and+removals+-+yard+clean+up+%7C+Centurion+Landscaping/data=!4m7!3m6!1s0x4407b037ad115cd1:0x926c883667dcde6f!8m2!3d32.286078!4d-110.944547!16s%2Fg%2F11tk9ytx_q!19sChIJ0VwRrTewB0QRb97cZzaIbJI,Tree trimming and removals - yard clean up | Centurion Landscaping,4.7,70,Landscaper,"1860 E River Rd STE 325-115, Tucson, AZ 85718, United States","73P4+C5 Tucson, Arizona, USA",https://centurionsvc.com/,+1 520-333-3321,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4vjQZDhxm6wLNXLYJkdG64oEACe58RUeEnKfdqvhp5J7rMCEuLUzn7Eq_9LH3zORZ57ZS9qkcUtoD5hLXqi0jvdiodfv3efMAr72AWXPv8fd35RECIDSvOphHCf3tT9Zsy9wa8TT3wHwx=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:43.494Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Bartlett+Tree+Experts/data=!4m7!3m6!1s0x86d670507bc92019:0x647ce1eb66b5be7c!8m2!3d32.2176869!4d-110.9413273!16s%2Fg%2F1tls38jn!19sChIJGSDJe1Bw1oYRfL61ZuvhfGQ,Bartlett Tree Experts,4.7,39,Tree service,"2035 E 14th St, Tucson, AZ 85719, United States","6395+3F Tucson, Arizona, USA",https://www.bartlett.com/locations/Tucson-AZ.cfm,+1 520-628-9699,"Closed · Opens 8:30 am Wed

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcjZpyD84l9MEVn1a-uS9SdO38bKabHjMLeZRtu0kagowlE-jNy-vse82IxqoAqkoPU9HTjcaLMtCu-_16MIdyVIGpqXJErtl1yELdZA3Lz7sxoqM59UtY8TD5IIe4AuIzVzTf=w426-h240-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:48.189Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,,,
https://www.google.com/maps/place/R.O.+Landscape+%26+Tree+Service+LLC/data=!4m7!3m6!1s0x86d671f09631d91d:0x85819d43cc0d1e1d!8m2!3d32.2690759!4d-110.9183345!16s%2Fg%2F1tdv_b0q!19sChIJHdkxlvBx1oYRHR4NzEOdgYU,R.O. Landscape & Tree Service LLC,4.8,58,Tree service,"3465 E Kleindale Rd, Tucson, AZ 85716, United States","739J+JM Tucson, Arizona, USA",https://www.rolstreeservice.com/,+1 520-320-3697,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz29QZG3jQD4c6eXD2RSiOh7egu6aVqbHNMZJIgSfB6oCBAxvzlh9JJOLhVBS3CJUtv9EaDxOIO2OJ8e7IY5X9AR06I-Jds3LudxNZnKwLiGcmUyBYLzU3w2CmRdQIppkke0z3wTkkl1w=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:52.570Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,,,
https://www.google.com/maps/place/The+Certified+Arborist/data=!4m7!3m6!1s0x86d66f2c951ac14f:0x574b4c2623e947c4!8m2!3d32.1557085!4d-110.8825026!16s%2Fg%2F11kk1l4k1r!19sChIJT8EalSxv1oYRxEfpIyZMS1c,The Certified Arborist,5.0,8,Arborist service,,,https://thecertifiedarborist.com/,+1 520-273-4755,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTQm4vtw5BjnxmF7EBtpvTK96pYAMN2YFlEU_f6yr5zn9zRdDY_SyIztSJGWm2YbX90o0wiwlkdKnNbbN5vo4W5h580G-i7VT7wd0CjQaI4JUDWxFOBzAYpvG5TKOJZ5FooNk=w408-h544-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:17:56.898Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Made+in+the+Shade+-+Certified+Arborist+-+Expert+Tree+Service/data=!4m7!3m6!1s0x86d6658d83048393:0xc8ec1cc02a5f5813!8m2!3d32.2436757!4d-110.8805546!16s%2Fg%2F11cn3p0g_p!19sChIJk4MEg41l1oYRE1hfKsAc7Mg,Made in the Shade - Certified Arborist - Expert Tree Service,5.0,129,Arborist service,"5251 E Pima St, Tucson, AZ 85712, United States","64V9+FQ Tucson, Arizona, USA",https://letstalktreestucson.com/,+1 520-331-2092,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSNDS4Xoro9BN0xJLXoIK1Rz4sjgJiDeo25NG6yB-N3c6zLWsxtstb9XdI4SWmAbFNSDORTEkQkbmj0dPps1LE2cTDpqxoX2qgbJPtp0B75KmdQg11B-Gu_aUiBzrgN64eA9oTf0hiPGI=w408-h306-k-no,true,"https://www.google.com/maps/search/tree+service+businesses+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-04-29T05:18:01.277Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,,,
