placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes,info
https://www.google.com/maps/place/Duke+Medical+Circle+Parking+Garage/data=!4m7!3m6!1s0x89ace74e6cccba25:0x1beac466781ecf61!8m2!3d36.0054578!4d-78.9343635!16s%2Fg%2F11gk6sy33j!19sChIJJbrMbE7nrIkRYc8eeGbE6hs,Duke Medical Circle Parking Garage,4.1,255,Parking garage,"302 Trent Dr, Durham, NC 27705, United States","2348+57 Durham, North Carolina, USA",https://parking.duke.edu/,+1 919-684-7275,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqSOKiFa1sCz5Oy8gXnu38Sw0AGswgW9wSIA5yv8PCWmGWCaUvNGUh71d7M0DiSCRfJdUbJCMFB2pGR4w5NSiXliJDKXY2IQljhFncYOln_YBq028xFMnctq43RM-fvqboWhkAHA=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:32:40.809Z,,,
https://www.google.com/maps/place/East+Parking+Deck/data=!4m7!3m6!1s0x89ace5001b49c71b:0xde63542e41e16b44!8m2!3d35.9927459!4d-78.902517!16s%2Fg%2F11vsfg635j!19sChIJG8dJGwDlrIkRRGvhQS5UY94,East Parking Deck,4.3,32,Parking lot,"250 S Mangum St, Durham, NC 27701, United States","X3VW+3X Durham, North Carolina, USA",https://americantobacco.co/your-visit/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzPHoWuobupAXNQNFOZNp6Lj4xCO_tyNwghuQf7UnNIXlsIOWX9I0bWvEL5mNYmk0GCbOu5dQ6maOXnVWR4URaR4BEZq0v9MdI4RnYcIjw1NyLhD0PYrQ4fqowPbjXyDvFTLjVKumW5PUto=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:32:44.548Z,,,
https://www.google.com/maps/place/Duke+Hospital+Parking+Garage+%28PG+II%29-+Elba+Street/data=!4m7!3m6!1s0x89ace6ace946b6cb:0x72ed5a5973b7a9fc!8m2!3d36.00901!4d-78.93595!16s%2Fg%2F11mhkb2dg3!19sChIJy7ZG6azmrIkR_Km3c1la7XI,Duke Hospital Parking Garage (PG II)- Elba Street,3.8,85,Parking garage,"2223 Elba St, Durham, NC 27705, United States","2357+JJ Durham, North Carolina, USA",https://parking.duke.edu/,+1 919-684-7275,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwL_6rhuEgumX_O9OdP2Fb2leiqPRcE7qyhGhL7vfimhrTaFRmWEbx7XmD4GCSS2kdApdItnI3q9qqmRLvD1rRzIkwPq53IDTQDlqrZNdJxmCT0jeUFd9EC4kh-Fw7BIHLIzHxXMQ=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:32:50.842Z,,,
https://www.google.com/maps/place/Durham+Public+Parking+Manning+Place+Lot/data=!4m7!3m6!1s0x89ace472899c5d0f:0xc3da5885d63e1539!8m2!3d35.9974623!4d-78.9037942!16s%2Fg%2F11g6bwr2xn!19sChIJD12ciXLkrIkRORU-1oVY2sM,Durham Public Parking Manning Place Lot,4.8,10,Parking lot,"110 Morris St, Durham, NC 27701, United States","X3WW+XF Durham, North Carolina, USA",http://www.parkdurham.org/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQNvW00-VGwjre_L56pj9YPUZeBVoVJQJjU_KJRFZctO07zHFh3aCU_Q_xbilzoUadKjnmQ__UKODEBPzHdfslzamYsrM1mZj6vqqKiuhgwM8TPMwissM1GP3J0IRh__-y9nrw=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:32:53.704Z,,,
https://www.google.com/maps/place/Parking+Garage+III+%28Pratt+Street%29:+Duke+North+Parking+Garage/data=!4m7!3m6!1s0x89ace17fc1e07533:0x21724aa7d2c65856!8m2!3d36.0117848!4d-78.9356716!16s%2Fg%2F11hzxrx_7c!19sChIJM3XgwX_hrIkRVljG0qdKciE,Parking Garage III (Pratt Street): Duke North Parking Garage,3.5,13,Parking garage,"2216 Pratt St, Durham, NC 27705, United States","2367+PP Durham, North Carolina, USA",https://parking.duke.edu/,+1 919-684-7475,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C4TqBG2y8IdABDL-2pZCNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.68395&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:32:58.477Z,,,
https://www.google.com/maps/place/Nasher+Museum+of+Art+Visitor+Parking+Lot/data=!4m7!3m6!1s0x89ace402b422dff7:0xe7b2e47b11b9e68b!8m2!3d35.9989452!4d-78.9290499!16s%2Fg%2F11b8d4rjts!19sChIJ998itALkrIkRi-a5EXvksuc,Nasher Museum of Art Visitor Parking Lot,4.3,15,Parking lot,"2001 Campus Dr, Durham, NC 27705, United States","X3XC+H9 Durham, North Carolina, USA",http://nasher.duke.edu/,+1 919-684-5135,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwitiejTVMK0guPdzvnpCZ5VpUNN0ZHa9dm9HqqEoIcLNOEJCEp8tBgtf5B_fiMWiMu1XFP3WnCRiZ0uo5AbefLIg0CUipuUva9GKDT_cxdsfp-TOzabrHUn3jXNu7hXwjupL82pg=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:33:01.554Z,,,
https://www.google.com/maps/place/Duke%27s+Smith+Warehouse+Parking+Lot/data=!4m7!3m6!1s0x89ace40eec28b935:0xe3154ab809b30ba6!8m2!3d36.0015414!4d-78.913672!16s%2Fg%2F11c1xptn4_!19sChIJNbko7A7krIkRpguzCbhKFeM,Duke's Smith Warehouse Parking Lot,4.0,1,Parking lot,"S Buchanan Blvd & Maxwell Ave, Durham, NC 27701, United States","232P+JG Durham, North Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Fu4okvYEpXBl7T_SHCtKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.7867&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:33:04.535Z,,,
https://www.google.com/maps/place/American+Tobacco+North+Deck/data=!4m7!3m6!1s0x89ace46d40845f0f:0x6032eb43eba75006!8m2!3d35.9947939!4d-78.9051012!16s%2Fg%2F11fzwzs8qz!19sChIJD1-EQG3krIkRBlCn60PrMmA,American Tobacco North Deck,4.7,74,Parking garage,"305 W Pettigrew St, Durham, NC 27701, United States","X3VV+WX Durham, North Carolina, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxLZOi4Mhlm2tqxG7khzm97FnYfNqJcmT3r0wn5dzEYIo2YbEO9rG8M9cyAJYzR5QZMU4NwOdRl91RnU-GhGMbEdHPBLbxuRKILEo-7Oe5f4bFqvhyMlfB2b96CEanysRczw4NI1A=w408-h544-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:33:07.748Z,,,
https://www.google.com/maps/place/Duke+R1%2FR2+parking/data=!4m7!3m6!1s0x89ace35a8ad7edab:0x8410e437d18db2c9!8m2!3d36.0098834!4d-78.9283929!16s%2Fg%2F11l4znz9vj!19sChIJq-3XilrjrIkRybKN0TfkEIQ,Duke R1/R2 parking,5.0,3,Parking lot,"724 15th St, Durham, NC 27705, United States","235C+XJ Durham, North Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lb0K5CaUu7abQP53cml5yg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.72899&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:33:10.908Z,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x89ace78744986311:0x2687395e96bed7e0!8m2!3d36.009769!4d-78.9342398!16s%2Fg%2F11gkbysxlw!19sChIJEWOYRIfnrIkR4Ne-ll45hyY,SP+ Parking,5.0,1,Parking garage,"0 Elder St, Durham, NC 27705, United States","2358+W8 Durham, North Carolina, USA",https://parking.com/durham/lot/pg-ii?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-NC,+1 919-684-7275,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dca4ppOgEuujtP_NFck0Pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.4164&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-28T18:33:16.375Z,,,
