placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned,error
"https://www.google.com/maps/place/Abacus+Plumbing,+Air+Conditioning+%26+Electrical/data=!4m7!3m6!1s0x8644b50524a72303:0xe3eac18dad608d0f!8m2!3d30.2580224!4d-97.75987!16s%2Fg%2F11ypym1vgy!19sChIJAyOnJAW1RIYRD41grY3B6uM","Abacus Plumbing, Air Conditioning & Electrical",4.9,42,Plumber,"708 S Lamar Blvd G, Austin, TX 78704, United States","765R+63 Austin, Texas, USA",https://www.abacusplumbing.com/austin/?utm_campaign=gmb_ab-hou_home_everyone_gmb-austin-lamar&utm_medium=gmb&utm_source=google,+1 512-309-1487,"Open 24 hours

Updated by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMOktrL960Xt8_Ye-lG9RRQbL1JHBkj9Q0-UMlM=w513-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:13.683Z,,,
https://www.google.com/maps/place/Molitor+Electric/data=!4m7!3m6!1s0x8644b55bccb13847:0xadf3ec39e2803170!8m2!3d30.2769091!4d-97.8064176!16s%2Fg%2F1tdjxdg3!19sChIJRzixzFu1RIYRcDGA4jns860,Molitor Electric,4.9,159,Electrician,"915 Beaver Trail unit b, Austin, TX 78746, United States","75GV+QC Austin, Texas, USA",http://www.molitorelectric.com/,+1 512-659-6410,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMWTGXV8wBApfKPiM3x5Ox3H4gQS3V_EyZIQJZR=w408-h262-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:18.706Z,,,
https://www.google.com/maps/place/Terrapin+Electric/data=!4m7!3m6!1s0xa6e9db7670cef7e9:0xb4426c3c996b3ecd!8m2!3d30.2577594!4d-97.6775962!16s%2Fg%2F11trl4s6px!19sChIJ6ffOcHbb6aYRzT5rmTxsQrQ,Terrapin Electric,4.9,313,Electrician,"1514 Ed Bluestein Blvd STE 301, Austin, TX 78721, United States","785C+4X Austin, Texas, USA",https://terrapinelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_term=austin&utm_id=gbp,+1 512-265-1146,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMnh8g0Fr0vRnVCNkcmeUBV4Pg9NLVbbEWmW2rh=w408-h523-k-no,true,8 am–5 pm,8 am–5 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:23.057Z,,,
https://www.google.com/maps/place/TruTec+Electric/data=!4m7!3m6!1s0x8644cee60644470f:0x914c15cb6098d8!8m2!3d30.2585543!4d-97.7140576!16s%2Fg%2F11c4_ylt4q!19sChIJD0dEBubORIYR2JhgyxVMkQA,TruTec Electric,4.9,807,Electrician,"2505 E 6th St unit g, Austin, TX 78702, United States","775P+C9 Austin, Texas, USA",https://www.trutecelectric.com/,+1 512-641-5311,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNDF8UDZdNK7zH3TSVgwExzvG9DNx1sLIMfEotB=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:27.387Z,,,
https://www.google.com/maps/place/Austin+Generator+Service/data=!4m7!3m6!1s0x8644ce8e55d03b3d:0x8b33283b6f1ccf84!8m2!3d30.431121!4d-97.6841966!16s%2Fg%2F1tddsl97!19sChIJPTvQVY7ORIYRhM8cbzsoM4s,Austin Generator Service,3.9,24,General contractor,"2004 W Howard Ln, Austin, TX 78728, United States","C8J8+C8 Austin, Texas, USA",https://austingenerator.com/,+1 512-645-2586,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMsqdg3xjB5DyHElZrB885Fd-YxuoRnddPFrtjr=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:31.836Z,,,
https://www.google.com/maps/place/PowerPro+Electric/data=!4m7!3m6!1s0x865b4bcba1135851:0xe083ed735a1115ae!8m2!3d30.205181!4d-97.8279331!16s%2Fg%2F11k9dwbwct!19sChIJUVgToctLW4YRrhURWnPtg-A,PowerPro Electric,5.0,52,Electrician,"3209 Paisano Trail, Austin, TX 78745, United States","654C+3R Austin, Texas, USA",http://powerproaustin.com/,+1 512-765-5525,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM_O8JDeLL9KcB6ZAIh79W_3LCxXaHhvWlhI-UM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:36.155Z,,,
https://www.google.com/maps/place/Mr.+Electric+of+Austin/data=!4m7!3m6!1s0x8644cb7da0d24461:0x816d2d0cce1b2264!8m2!3d30.3224528!4d-97.6955793!16s%2Fg%2F1hc8j324x!19sChIJYUTSoH3LRIYRZCIbzgwtbYE,Mr. Electric of Austin,4.8,464,Electrician,"6448 US-290 Unit A-103, Austin, TX 78723, United States","88C3+XQ Austin, Texas, USA",https://mrelectric.com/austin/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 512-298-5153,Open 24 hours,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipMobtAi3p-xArLnAxNuUSm8kp8GKm2uayV9Wgjy=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:40.738Z,,,
https://www.google.com/maps/place/Base+Power/data=!4m7!3m6!1s0x20903200a078b453:0x5584aac4aaac0bf6!8m2!3d30.2546392!4d-97.7452776!16s%2Fg%2F11vx79ybfc!19sChIJU7R4oAAykCAR9gusqsSqhFU,Base Power,4.9,333,Energy supplier,"205 E Riverside Dr, Austin, TX 78704, United States","7733+VV Austin, Texas, USA",https://basepowercompany.com/,+1 512-518-1009,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipODdUFU4EcYXcrHXBKOd7rVH7U1kOLuotkfQsWe=w426-h240-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:45.160Z,,,
https://www.google.com/maps/place/Cool+Solar+-+Austin+Texas+Solar+Panel+Power/data=!4m7!3m6!1s0x22c00bf7b3022d15:0xddc72fa2ff781b84!8m2!3d30.2602342!4d-97.7191454!16s%2Fg%2F11tt6p82vm!19sChIJFS0Cs_cLwCIRhBt4_6Ivx90,Cool Solar - Austin Texas Solar Panel Power,5.0,64,Solar energy company,"2121 E 6th St #201, Austin, TX 78702, United States","776J+38 Austin, Texas, USA",https://coolsolarpower.co/,+1 512-883-4407,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAGUrQPaX5s5giS2O0E1H5fzCRzp9LOodWWRufLPFxcLL4Nk2P74i9BNcnz6bqRMTcxSA81zkP3t0VTqSgKXw7zv4g_hX24iizQsMOxHFt-mx5sR1mMAS22JKcAGdn3a_cV4jXdQ=w408-h306-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:49.516Z,,,
"https://www.google.com/maps/place/Clifford+Power+Systems,+Inc./data=!4m7!3m6!1s0x8644b47713794249:0x1cb718b9c247e086!8m2!3d30.212021!4d-97.7291324!16s%2Fg%2F1tcx1xs6!19sChIJSUJ5E3e0RIYRhuBHwrkYtxw","Clifford Power Systems, Inc.",4.8,21,Electric generator shop,"4918 Burleson Rd, Austin, TX 78744, United States","676C+R8 Austin, Texas, USA",https://cliffordpower.com/?utm_source=gmb&utm_medium=yext,+1 512-477-6937,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9u46R7V_1_-UqURnkDq36eUuE3DS8W-nh-TXgB8x1jQpwx9qXJHkExZa59BRddhVUrq96wC1rBFPyTIa8qtEItoow9NmMH50ug4zN8rgGfz4VCcKNIXVqLXHIcA3d0WEUcRtFGw=w493-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2026-01-10T21:23:53.849Z,,,
