placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,error,info
https://www.google.com/maps/place/Stadium+Parking+Deck/data=!4m7!3m6!1s0x8850fbbc73303ff9:0x97bfb1bd77bdaaf6!8m2!3d36.2141845!4d-81.6859841!16s%2Fg%2F11kgj6f9ln!19sChIJ-T8wc7z7UIgR9qq9d72xv5c,Stadium Parking Deck,4.8,6,Parking garage,"185 Stadium Heights Dr, Boone, NC 28608, United States","6877+MJ Boone, North Carolina, USA",https://parking.appstate.edu/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ImKhRskjOBh98spIyTfRxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.2289&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-28T18:31:18.516Z,,,,,,,,,
https://www.google.com/maps/place/College+Street+Parking+Deck/data=!4m7!3m6!1s0x8850fa120ab9cebf:0x40c0d0e9702ddd7b!8m2!3d36.2160241!4d-81.6801321!16s%2Fg%2F11cn8_bf6_!19sChIJv865ChL6UIgRe90tcOnQwEA,College Street Parking Deck,4.0,8,Parking garage,"College Street Parking Deck, 162 College St, Boone, NC 28607, United States","6889+CW Boone, North Carolina, USA",https://maps.appstate.edu/?id=1329#!m/591613,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-ZCX_dJ8feet1Kzg7uoZ7i7e_8l62RHy9szB1FrA9beJPu-bGGQchVxZ580cR9f4z7veUOs2scMhQ7_R7lXkAjP4GDAUVrZtd54QNcunBA1D6JSoldEy-Tkv7G5bvz8KSflbkVg=w462-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-28T18:31:21.203Z,,,,,,,,,
https://www.google.com/maps/place/Town+of+Boone+Parking+Department/data=!4m7!3m6!1s0x8850fb00027bec87:0xcc8f68495c9083e2!8m2!3d36.2178282!4d-81.6829195!16s%2Fg%2F11lzqylj8x!19sChIJh-x7AgD7UIgR4oOQXEloj8w,Town of Boone Parking Department,,,City government office,"567 W King St, Boone, NC 28607, United States","6898+4R Boone, North Carolina, USA",http://www.townofboone.net/337/Parking,+1 828-268-6229,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eDRqeixH_UJVm4c5SySDEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.18607&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sugar+Mountain+Boone+NC/@36.2181951,-81.6830378,14z",2025-10-28T18:31:25.455Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
"https://www.google.com/maps/place/Town+of+Boone+Parking+Department/@36.1443203,-81.826041,14z/data=!4m6!3m5!1s0x8850fb00027bec87:0xcc8f68495c9083e2!8m2!3d36.2178282!4d-81.6829195!16s%2Fg%2F11lzqylj8x",Town of Boone Parking Department,,,City government office,"567 W King St, Boone, NC 28607, United States","6898+4R Boone, North Carolina, USA",http://www.townofboone.net/337/Parking,+1 828-268-6229,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eDRqeixH_UJVm4c5SySDEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.18607&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Seven+Devils+Boone+NC/@36.1443203,-81.826041,14z",2025-10-28T18:31:34.155Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,Already found,
"https://www.google.com/maps/place/Concierge+Parking,+Valet+%26+Enforcement+Group.+LLC/data=!4m7!3m6!1s0x89ac59da94a73cdd:0x8b6d942d2f11ba42!8m2!3d35.8932161!4d-78.6484897!16s%2Fg%2F11lp1l42jm!19sChIJ3TynlNpZrIkRQroRLy2UbYs","Concierge Parking, Valet & Enforcement Group. LLC",,,Valet parking service,"8321 Six Forks Rd, Raleigh, NC 27615, United States","V9V2+7J Raleigh, North Carolina, USA",http://www.carolinaparking.com/,+1 984-281-7623,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNKcWcWoBfx4SK3lLwxSDjssB90QeuCUcP3appi=w408-h348-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crossnore+Boone+NC/@36.0217938,-81.9295579,14z",2025-10-28T18:31:46.555Z,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Open 24 hours,7 am–7 pm,7 am–7 pm,,
https://www.google.com/maps/place/PMC+parking/data=!4m7!3m6!1s0x88569f000cf47397:0xed884c177c1f855c!8m2!3d35.2127377!4d-80.8234812!16s%2Fg%2F11yk1vz2gp!19sChIJl3P0DACfVogRXIUffBdMiO0,PMC parking,,,Association / Organization,"1735 E 5th St, Charlotte, NC 28204, United States","657G+3J Charlotte, North Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KlxACY4yVZ03VmxQeWL5hQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.7927&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crossnore+Boone+NC/@36.0217938,-81.9295579,14z",2025-10-28T18:31:48.745Z,,,,,,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8864610032ca3e45:0xa11254366995dfcc!8m2!3d36.1523597!4d-86.8293096!16s%2Fg%2F11xrmrfvjk!19sChIJRT7KMgBhZIgRzN-VaTZUEqE,Parking Management Company,1.0,4,Park,"3713 Charlotte Ave, Nashville, TN 37209, United States","552C+W7 Nashville, Tennessee, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QhkfOpO6U1k9xPGXPtQiGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.28635&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crossnore+Boone+NC/@36.0217938,-81.9295579,14z",2025-10-28T18:31:50.948Z,,,,,,,,,
https://www.google.com/maps/place/Parking+Management+Company/data=!4m7!3m6!1s0x8644b58ece9e6077:0x8e60b66890778f30!8m2!3d30.2694284!4d-97.7484133!16s%2Fg%2F11pv26cb5m!19sChIJd2Cezo61RIYRMI93kGi2YI4,Parking Management Company,2.4,28,Public parking space,"583 W 6th St, Austin, TX 78701, United States","7792+QJ Austin, Texas, USA",https://parkingmgt.com/,+1 512-916-1111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=szGWlB621P6Vqh6160Zb_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.91039&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crossnore+Boone+NC/@36.0217938,-81.9295579,14z",2025-10-28T18:31:55.336Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Chattanooga+Valet+(Division+of+PMC)/@35.3840715,-84.6086235,9z/data=!3m1!4b1!4m6!3m5!1s0x88605dd96eded075:0xa478f43856c4a33e!8m2!3d35.3840714!4d-84.6086235!16s%2Fg%2F11hy_y0h2p",Chattanooga Valet (Division of PMC),3.5,8,Transportation service,,,https://parkingmgt.com/,,,,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Crossnore+Boone+NC/@36.0217938,-81.9295579,14z",2025-10-28T18:31:59.743Z,,,,,,,,,
https://www.google.com/maps/place/Holmes+Drive+Parking+Deck/data=!4m7!3m6!1s0x8850fb0014d145c1:0x7d6d2b737ff12cec!8m2!3d36.2100219!4d-81.6762242!16s%2Fg%2F11x1sc_rm9!19sChIJwUXRFAD7UIgR7Czxf3MrbX0,Holmes Drive Parking Deck,,,Parking garage,"Holmes Dr, Boone, NC 28607, United States","686F+2G Boone, North Carolina, USA",https://parking.appstate.edu/,+1 828-262-2878,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eRZqFvn5k13q3o9pXqq6hA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.075584&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Newland+Boone+NC/@36.213999,-81.683832,14z",2025-10-28T18:32:10.041Z,,,,,,,,,
