placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Optim+Pain+Management+-+Savannah/data=!4m7!3m6!1s0x88fb75bb26c72c0f:0xa10819fe64f843d1!8m2!3d32.0128097!4d-81.1075363!16s%2Fg%2F11g6_1bsyb!19sChIJDyzHJrt1-4gR0UP4ZP4ZCKE,Optim Pain Management - Savannah,4.8,443,Pain management physician,"322 Stephenson Ave Suite A, Savannah, GA 31405, United States","2V7R+4X Savannah, Georgia, USA",https://optimhealthsystem.com/location/savannah-stephenson-ave/,+1 912-721-2262,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hjt2kdJuq1oPZpcl65M9Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.590668&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–1 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:11.054Z,,,,
https://www.google.com/maps/place/Savannah+Pain+Management/data=!4m7!3m6!1s0x88fb75a17e2a8725:0xf8437e8dc350ec06!8m2!3d32.0186428!4d-81.1129275!16s%2Fg%2F1tt8d3hr!19sChIJJYcqfqF1-4gRBuxQw41-Q_g,Savannah Pain Management,3.6,45,Pain management physician,"8 Wheeler St, Savannah, GA 31405, United States","2V9P+FR Savannah, Georgia, USA",http://www.savannahpainmanagement.com/,+1 912-352-4340,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vmzo1N7EfvLQtDUHKjmznQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.521076&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–12:30 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:17.636Z,,,,
https://www.google.com/maps/place/Gregory+O.+Spellman+M.D./data=!4m7!3m6!1s0x88fb757c07279bbd:0x9223f205df8bbfe5!8m2!3d32.0341842!4d-81.0952981!16s%2Fg%2F11jwmdcf23!19sChIJvZsnB3x1-4gR5b-L3wXyI5I,Gregory O. Spellman M.D.,4.9,693,Pain management physician,"4425 Paulsen St building b 2nd floor, Savannah, GA 31405, United States","2WM3+MV Savannah, Georgia, USA",https://chathamortho.com/,+1 912-355-6615,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwjA8hxBqUx_ZUSj9SUKRMa9L0HWnKbfUa0lNh8SpSyDwrhhWbTFa0-GGhxTNnlgbZiu3st1pcO6gDTxgGSi6djW2Mn9IVUgmEQovq1P_z7J-E_f-Nt6e406q-ymUayTShcPz4tw=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,10 am–5 pm,1–5 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:23.244Z,,,,
https://www.google.com/maps/place/Pain+Treatment+Centers+of+Georgia/data=!4m7!3m6!1s0x88fb75a97493eca5:0x65f6d29827a979de!8m2!3d32.0166136!4d-81.1116345!16s%2Fg%2F11lnz98y71!19sChIJpeyTdKl1-4gR3nmpJ5jS9mU,Pain Treatment Centers of Georgia,4.7,50,Pain management physician,"6606 Abercorn St Suite 101, Savannah, GA 31405, United States","2V8Q+J8 Savannah, Georgia, USA",https://www.ptchealth.com/?utm_source=GMBSocialClimb&utm_medium=PainTreatmentCentersofGeorgia,+1 912-910-3777,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YPR_qgAi21AKzCqYix-Hsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=200.43483&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:28.095Z,,,,
https://www.google.com/maps/place/Neuro+Spine+and+Pain+Center+of+Savannah/data=!4m7!3m6!1s0x88fb74fcf58186f7:0x551750d2a2c2119a!8m2!3d31.995957!4d-81.127902!16s%2Fg%2F11b7vhjw5p!19sChIJ94aB9fx0-4gRmhHCotJQF1U,Neuro Spine and Pain Center of Savannah,4.7,246,Pain management physician,"8880 Abercorn St, Savannah, GA 31406, United States","XVWC+9R Savannah, Georgia, USA",https://neurospine.center/,+1 912-231-4444,Closes soon · 4 pm · Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1ZgTTn8W58pZyHPTaw6rtZVrqYiwNbD2BMS8Eimey5f74jl7Zlq12LpW9kto4XUPeSCivgIDx2awxf03gzd5uuXSF0pCWzN7UoBj2umfjEmMhm3fw9F-YlGeh6-5U7I8HGYuhug=w408-h544-k-no,true,9 am–4 pm,9 am–4 pm,9 am–1 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:33.644Z,,,,
https://www.google.com/maps/place/Summit+Spine+%26+Joint+Centers/data=!4m7!3m6!1s0x88fb75318acef6af:0x33d213a0718ce35d!8m2!3d31.9974692!4d-81.1137898!16s%2Fg%2F11kt8vqxqt!19sChIJr_bOijF1-4gRXeOMcaAT0jM,Summit Spine & Joint Centers,4.8,277,Pain management physician,"7414 Hodgson Memorial Dr Suite A, Savannah, GA 31406, United States","XVWP+XF Savannah, Georgia, USA",https://summitspine.com/locations/savannah/,+1 770-962-3642,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOpXFS8fU54o38BzTDIvGe31TZ83p5Ta0nTx2vW=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:38.654Z,,,,
"https://www.google.com/maps/place/Joseph+Hegarty,+MD+-+Interventional+Pain+Management:+Savannah/data=!4m7!3m6!1s0x88fb75d9c7c97af9:0x7c872a0bfa90bcc!8m2!3d32.0128691!4d-81.1075615!16s%2Fg%2F11mw8nj7yl!19sChIJ-XrJx9l1-4gRzAupv6ByyAc","Joseph Hegarty, MD - Interventional Pain Management: Savannah",5.0,300,Pain management physician,"322 Stephenson Ave suite a, Savannah, GA 31405, United States","2V7R+4X Savannah, Georgia, USA",https://optimhealthsystem.com/doctor/joseph-hegarty-md/,+1 912-721-2262,Closed · Opens 1 pm Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hjt2kdJuq1oPZpcl65M9Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.259411&pitch=0&thumbfov=100,true,Closed,1–5 pm,Closed,Closed,Closed,8 am–5 pm,Closed,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:44.167Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Ruben+Diaz,+MD+-+Interventional+Pain+Management:+Savannah/data=!4m7!3m6!1s0x88fb750cf433aaa9:0x2f854fa5e6399d9e!8m2!3d32.0128927!4d-81.1075831!16s%2Fg%2F11vsrw92x6!19sChIJqaoz9Ax1-4gRnp055qVPhS8","Ruben Diaz, MD - Interventional Pain Management: Savannah",4.9,75,Pain management physician,"322 Stephenson Ave suite a, Savannah, GA 31405, United States","2V7R+5X Savannah, Georgia, USA",https://optimhealthsystem.com/doctor/ruben-diaz-md/,+1 912-721-2262,Closed · Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerA5qQsaADzh3Cr56GwO9BW_n0PnYCm0ywR8U_CFajtb-gIrTYnHaIRVS3everu8xB4GlhxbEOmw8lpPdZax2ZUDaICnXcRWDwGeg37cs0ngaBSQZ2v9HKvTVK2GAE37HWNmdLq=w408-h725-k-no,true,8–11:30 am,8–11:30 am,8–11:30 am,Closed,Closed,12:30–5 pm,Closed,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:49.397Z,,,,
https://www.google.com/maps/place/Medicus+Spine+%26+Joint/data=!4m7!3m6!1s0x88fb75cb499541f5:0xeda0588c7a3e5155!8m2!3d32.0012175!4d-81.1380014!16s%2Fg%2F11p4qhnrry!19sChIJ9UGVSct1-4gRVVE-eoxYoO0,Medicus Spine & Joint,4.6,31,Pain management physician,"413 W Montgomery Cross Rd STE 406, Savannah, GA 31406, United States","2V26+FQ Savannah, Georgia, USA",https://www.medicus4u.com/,+1 912-358-0565,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMMxWkQWcw0ECQjE_u562L145dGhTacKezcj3g4=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:27:55.086Z,,,,
https://www.google.com/maps/place/Centurion+Spine+%26+Pain+Centers+-+Savannah/data=!4m7!3m6!1s0x88fb757a2cba7889:0xed248aad289bfb74!8m2!3d32.0102436!4d-81.1025172!16s%2Fg%2F11x652k_8k!19sChIJiXi6LHp1-4gRdPubKK2KJO0,Centurion Spine & Pain Centers - Savannah,4.0,4,Pain management physician,"613 Stephenson Ave #206, Savannah, GA 31405, United States","2V6W+3X Savannah, Georgia, USA",https://centurionspine.com/savannah-ga/,+1 912-590-0973,Closes soon · 4 pm · Opens 7:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2EwQm3USoQC3c6I3T2IKow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.213425&pitch=0&thumbfov=100,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–12 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:28:00.392Z,,,,
"https://www.google.com/maps/place/Cristen+Ingham,+PA-C/data=!4m7!3m6!1s0x88fb7571a8e69f07:0x85b52555b5e0f0c6!8m2!3d31.9959551!4d-81.1279025!16s%2Fg%2F11j865vcjw!19sChIJB5_mqHF1-4gRxvDgtVUltYU","Cristen Ingham, PA-C",4.9,260,Pain management physician,"8880 Abercorn St, Savannah, GA 31406, United States","XVWC+9R Savannah, Georgia, USA",http://provider.kareo.com/cristen-ingham-1,+1 912-231-4444,Closes soon · 4 pm · Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nKTDCk81A9tjrA4LCL038Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.687744&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–1 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Savannah+Savannah+GA/@32.0808989,-81.091203,14z",2026-01-28T20:28:06.096Z,,,,
