placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x88425d1c5e7390d3:0x958f064f78e4a94f!8m2!3d38.0114885!4d-84.5227419!16s%2Fg%2F11gy0tgswr!19sChIJ05BzXhxdQogRT6nkeE8Gj5U,Roto-Rooter Plumbing & Water Cleanup,4.9,310,Plumber,"2050 Regency Rd Suite C, Lexington, KY 40503, United States","2F6G+HW Lexington, Kentucky, USA",https://www.rotorooter.com/lexington/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 859-278-8491,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNTGshCC6CYax7DoCGgRW3rGbJAgrUV4ZGInGuT=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:22.691Z,,
https://www.google.com/maps/place/Mr+Rooter+Plumbing+of+Lexington+KY/data=!4m7!3m6!1s0x884251735fcf85e7:0xe238dfc60ce79c15!8m2!3d38.0368355!4d-84.5186152!16s%2Fg%2F1thkscrf!19sChIJ54XPX3NRQogRFZznDMbfOOI,Mr Rooter Plumbing of Lexington KY,4.8,1040,Plumber,"1099 S Broadway Ste 120, Lexington, KY 40504, United States","2FPJ+PH Lexington, Kentucky, USA",http://mrrooter.com/greater-lexington/?cid=LSTL_MRR000199&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 859-251-6500,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPDoGo3MA0jPdcsL1UM4a2Tq0novw5PzvW-8O18=w408-h612-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:29.039Z,,
https://www.google.com/maps/place/Turbo+Plumbing+Pros/data=!4m7!3m6!1s0x884245d7523729af:0xcb52836df648ac88!8m2!3d38.0496596!4d-84.5149275!16s%2Fg%2F11h9gd5xqk!19sChIJryk3UtdFQogRiKxI9m2DUss,Turbo Plumbing Pros,4.9,179,Plumber,"1060 W High St STE 125, Lexington, KY 40508, United States","2FXP+V2 Lexington, Kentucky, USA",https://www.greenboxhomeservices.com/about/turbo-plumbing/,+1 859-444-5851,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMgTd7NiKZDj9GhFvd04gMSji2LbDpSrs8-AOq1=w409-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:34.070Z,,
https://www.google.com/maps/place/Fast+Flow+Plumbing+and+Restoration/data=!4m7!3m6!1s0x88431cdc5ea90f25:0xfca17998ef141b23!8m2!3d37.9638605!4d-84.375274!16s%2Fg%2F11g0455k7b!19sChIJJQ-pXtwcQ4gRIxsU75h5ofw,Fast Flow Plumbing and Restoration,4.8,1782,Plumber,"390 Blue Sky Pkwy, Lexington, KY 40509, United States","XJ7F+GV Lexington, Kentucky, USA",https://fastflowky.com/,+1 859-756-3508,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynbi6F22rHAkbb0TDnl7hY49JFhvKyenWkHEcls1QkpLtAoNVtDgxE4xg8YN6aRLWqew9fhujr8He6gxPYXxaCvVryifyrMt8S69tchqXNODcVn-1tPgqlRp5771OsW7ImTaKs9nJ7414=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:39.051Z,,
https://www.google.com/maps/place/Pipe+Surgeon+Plumbing/data=!4m7!3m6!1s0x884245a0522e10cb:0xbbbffc9b5a9c1baa!8m2!3d38.0413891!4d-84.4661186!16s%2Fg%2F11l6j9rvbf!19sChIJyxAuUqBFQogRqhucWpv8v7s,Pipe Surgeon Plumbing,4.8,312,Plumber,"909 E Loudon Ave #1, Lexington, KY 40505, United States","2GRM+HH Lexington, Kentucky, USA",http://pipesurgeonplumbing.com/,+1 859-629-8700,Open 24 hours,Identifies as indigenous-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyasxm6QA1mwe0rSz8R_AMQziTYhkmC5c40VCvZzfk6vbVFGQJTiuHfsgG8WU_hq4FJEjduid1QcucBeqZXukggrPmZuVnEiN5h85DIenP5JKPkmNq5fhKpB70ZvFUhdPin9TjB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:44.007Z,,
https://www.google.com/maps/place/Kentucky+Plumbing+%28KYPD%29+of+Lexington/data=!4m7!3m6!1s0x884245ceadf7a84f:0x6f129e919aae20fb!8m2!3d38.0305952!4d-84.4500469!16s%2Fg%2F11sstpz1gx!19sChIJT6j3rc5FQogR-yCumpGeEm8,Kentucky Plumbing (KYPD) of Lexington,5.0,75,Plumber,"2151 Christian Rd, Lexington, KY 40509, United States","2GJX+6X Lexington, Kentucky, USA",https://ky-pd.com/?utm_source=google&utm_medium=local&utm_campaign=gmb-lexington,+1 859-251-3131,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipOOVZuSAOpmo95YGZWuglTlsuIbGR4tFwKqwJ8g=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:48.932Z,,
https://www.google.com/maps/place/Integrated+Plumbing+Services/data=!4m7!3m6!1s0x46da1487b49f57eb:0x7b35578da2957a0d!8m2!3d38.0658427!4d-84.5226063!16s%2Fg%2F11tj9b88f7!19sChIJ61eftIcU2kYRDXqVoo1XNXs,Integrated Plumbing Services,4.9,33,Plumber,"1489 Leestown Rd Suite 200, Lexington, KY 40511, United States","3F8G+8X Lexington, Kentucky, USA",,+1 859-810-4976,Closed ⋅ Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bVYf16vQDPuOszvOdWu55g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.48192&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:54.043Z,,
https://www.google.com/maps/place/PROfetick+Plumbing/data=!4m7!3m6!1s0x88420d2c9f333411:0x3cc31b2af40cb96d!8m2!3d38.0382501!4d-84.4750187!16s%2Fg%2F11f06nsjj1!19sChIJETQznywNQogRbbkM9Cobwzw,PROfetick Plumbing,5.0,330,Plumber,"942 National Ave, Lexington, KY 40502, United States","2GQF+8X Lexington, Kentucky, USA",http://www.pro-fetick.com/,+1 859-263-5727,Closed ⋅ Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipO91jEfk8z38fZYkc8eY-rO_h7PGUn8fOFecZqt=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:57:58.894Z,,
"https://www.google.com/maps/place/Lile+Plumbing,+LLC/data=!4m7!3m6!1s0x88425bbc977e44b3:0xc7714ed8f8343284!8m2!3d37.9647919!4d-84.4967969!16s%2Fg%2F1hc5wxq3z!19sChIJs0R-l7xbQogRhDI0-NhOccc","Lile Plumbing, LLC",4.8,203,Plumber,"1092 Duval St UNIT 140, Lexington, KY 40515, United States","XG73+W7 Lexington, Kentucky, USA",http://www.lileplumbing.com/,+1 859-272-6944,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrER3SM6suCvyS9EGVeJshgxZ0lRT-HWpfmo23g0pIIXaMY4r9o_XPUEJSCidUF1nTm4dHJlcBoZwOD_i2GdpxrzsEjsy-JycaAOUGG98s9iwmo76MOPc8qwGOC2XsLu_3D_9oMQ=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:58:01.722Z,,
https://www.google.com/maps/place/Lex-Rooter+Sewer+%26+Drain+Cleaning/data=!4m7!3m6!1s0x88425a944800b4ad:0x2c030c546604d262!8m2!3d37.9665245!4d-84.3740421!16s%2Fg%2F1vd76lq5!19sChIJrbQASJRaQogRYtIEZlQMAyw,Lex-Rooter Sewer & Drain Cleaning,4.3,121,Contractor,"320 United Ct # 3, Lexington, KY 40509, United States","XJ8G+J9 Lexington, Kentucky, USA",https://www.lex-rooter.com/,+1 859-269-0155,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RQLtjsj_eUzyih68AtYFGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.4018176&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Lexington+Lexington+KY/@42.4473497,-71.2271531,14z",2025-11-11T04:58:06.683Z,,
