placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x89e370830a092567:0xd02aa1933e7a4ba7!8m2!3d42.355777!4d-71.0585868!16s%2Fg%2F1pxwv27pq!19sChIJZyUJCoNw44kRp0t6PpOhKtA,Roto-Rooter Plumbing & Water Cleanup,4.8,2959,Plumber,"50 Franklin St #407, Boston, MA 02110, United States","9W4R+8H Boston, Massachusetts, USA",https://www.rotorooter.com/boston/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 617-279-0554,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMhlugBcrniRWPPOa34u-ZsKZL5tkYnMWDy-yyl=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:10:56.081Z,,,
https://www.google.com/maps/place/South+End+Plumbing/data=!4m7!3m6!1s0x89e37a142b6f37f5:0x306ba5ff870053cb!8m2!3d42.3143655!4d-70.9700245!16s%2Fg%2F1v2yzwj7!19sChIJ9TdvKxR644kRy1MAh_-lazA,South End Plumbing,4.7,66,Plumber,,,http://www.south-end-plumbing.com/,+1 617-669-8964,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOZBUT7qFMDBey6NHZBF_L0Wpfdyt6-1Em7JJGc=w408-h259-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:02.019Z,,,
https://www.google.com/maps/place/T-Flow+Inc.+Plumbing+Repair/data=!4m7!3m6!1s0x89e3703498657e91:0x9fff145fe4364a45!8m2!3d42.21759!4d-71.089384!16s%2Fg%2F1tcw4mp4!19sChIJkX5lmDRw44kRRUo25F8U_58,T-Flow Inc. Plumbing Repair,4.9,96,Plumber,,,https://www.bostonsplumber.com/,+1 617-818-1229,Closed ⋅ Opens 6 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMMLejHYt8dPZdjEueUrftro80q4ZUOQyy3aXrs=w408-h305-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:06.957Z,,,
https://www.google.com/maps/place/Precision+Emergency+Plumber+Boston/data=!4m7!3m6!1s0x89e379293832012f:0xd3ffd7a6ca0ce114!8m2!3d42.3382734!4d-71.1065259!16s%2Fg%2F11wv9lj0q0!19sChIJLwEyOCl544kRFOEMyqbX_9M,Precision Emergency Plumber Boston,5.0,29,Plumber,"324 Longwood Ave, Boston, MA 02115, United States","8VQV+89 Boston, Massachusetts, USA",https://precisionemergencyplumber.com/boston/,+1 314-948-3759,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QCyqmRr8Q6B9fttR-7rj0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.33334&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:11.977Z,,,
"https://www.google.com/maps/place/I%26C+MECHANICAL+,+INC.+-+Plumbing,+Heating+and+Air+Conditioning/data=!4m7!3m6!1s0x89e379dbd1a83511:0x9640daf1e9f55b9b!8m2!3d42.3592914!4d-71.1296889!16s%2Fg%2F1hhh5cj2c!19sChIJETWo0dt544kRm1v16fHaQJY","I&C MECHANICAL , INC. - Plumbing, Heating and Air Conditioning",4.8,43,Plumber,"32 Arden St, Boston, MA 02134, United States","9V5C+P4 Boston, Massachusetts, USA",https://www.icmechanicalservices.com/,+1 617-908-5780,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMqEbvz65pV3NORx82kXctHyaeMWNbhab61Lak=w428-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:16.830Z,,,
https://www.google.com/maps/place/Plumbers+911+Boston/data=!4m7!3m6!1s0x89e37a4fc889a233:0x4dab350e603acddb!8m2!3d42.1517535!4d-71.3192004!16s%2Fg%2F11bt_h9v0g!19sChIJM6KJyE9644kR2806YA41q00,Plumbers 911 Boston,3.2,12,Plumber,,,https://plumbers911.com/find-a-local-plumber/boston-massachusetts-plumbers/,+1 617-315-6422,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNM2uJYXPCfWl2eJdpUqoxfE-E7rpKYBNBo4669=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:21.807Z,,,
https://www.google.com/maps/place/J.C+Shuman+Plumbing+%26+Heating/data=!4m7!3m6!1s0x62cbc837eb508295:0xc52fe133995e5a03!8m2!3d42.464589!4d-71.002495!16s%2Fg%2F11x0m_bc_g!19sChIJlYJQ6zfIy2IRA1pemTPhL8U,J.C Shuman Plumbing & Heating,5.0,47,Plumber,,,https://jcshumanplumbing.com/,+1 617-820-7162,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOB7kZaeEcshsExuNaYqCJV8Cq2Elw2hAVUCg1R=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:26.704Z,,,
https://www.google.com/maps/place/Y.G.+Services/data=!4m7!3m6!1s0x27f410a8ada7a9ed:0x49b9c8a12c82db12!8m2!3d42.3143655!4d-70.9700245!16s%2Fg%2F11x2x13vwh!19sChIJ7amnragQ9CcREtuCLKHIuUk,Y.G. Services,5.0,8,Plumber,,,https://ygservices.com/,+1 617-594-6333,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipN1xZsPPwvYMe7N7LSGcOPj1mg__2sVJs4bJ_CD=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:31.507Z,,,
"https://www.google.com/maps/place/All+Boston+Plumbing+%26+Drain/@42.3143655,-70.9700245,11z/data=!3m1!4b1!4m6!3m5!1s0x2dd3bb4defaed5b3:0x5978510c50afd35f!8m2!3d42.3143655!4d-70.9700245!16s%2Fg%2F11y4tm3z6f",All Boston Plumbing & Drain,5.0,23,Plumber,,,,+1 857-675-9301,Open 24 hours,,,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:38.242Z,,,
https://www.google.com/maps/place/Pann+Home+Services+%26+Remodeling/data=!4m7!3m6!1s0x89e3774da0c2189f:0x39b3ff29391c404!8m2!3d42.3729952!4d-71.1004273!16s%2Fg%2F1v_z9xpm!19sChIJnxjCoE1344kRBMSRk_I_mwM,Pann Home Services & Remodeling,4.5,318,Plumber,"126 Inman St, Cambridge, MA 02139, United States","9VFX+5R Cambridge, Massachusetts, USA",https://www.pannhomeservices.com/,+1 617-864-2625,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPEImUq1hmfvOyrbPq_etYsrPOUm56MtCnkvAao=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Back+Bay+Boston+MA/@42.3495236,-71.0794717,14z",2025-11-11T03:11:43.491Z,,,
