placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
"https://www.google.com/maps/place/Hiller+Plumbing,+Heating,+Cooling+%26+Electrical/data=!4m7!3m6!1s0x887ea1451b42e159:0x1f7984c281d7c03b!8m2!3d35.6346298!4d-88.853304!16s%2Fg%2F11bwh46_21!19sChIJWeFCG0WhfogRO8DXgcKEeR8","Hiller Plumbing, Heating, Cooling & Electrical",4.8,2231,Plumber,"210 Commerce Center Cir, Jackson, TN 38301, United States","J4MW+VM Jackson, Tennessee, USA",https://happyhiller.com/locations/jackson/?utm_source=gmb&utm_medium=localseo&utm_campaign=local&se_campaign=Internet-LocalSEO,+1 731-298-0866,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMI3MCVrAq7C4-U_hD25qwfCQgZwSoEK7wu13YM=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:08.127Z,,,
https://www.google.com/maps/place/Tim+Ferguson+Plumbing+Air+%26+Electric/data=!4m7!3m6!1s0x887ea10490eecab3:0xde61ad4e2f2fd8ef!8m2!3d35.613006!4d-88.8315148!16s%2Fg%2F1td61h7d!19sChIJs8rukAShfogR79gvL06tYd4,Tim Ferguson Plumbing Air & Electric,4.8,1431,Heating contractor,"320 Sterling St, Jackson, TN 38301, United States","J579+69 Jackson, Tennessee, USA",https://www.timfergusonplumbing.com/?utm_campaign=gmb,+1 731-202-7419,,https://lh3.googleusercontent.com/p/AF1QipObsilwPeJIK6z9H3Sd6l32YFqTmcN1JXyT7Myx=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:13.634Z,,,
https://www.google.com/maps/place/Jimmy+Meeks+Electric+Services+Inc./data=!4m7!3m6!1s0x887ea1979616df15:0x27733373d64cf24!8m2!3d35.6218176!4d-88.8247711!16s%2Fg%2F11r_vwb85l!19sChIJFd8WlpehfogRJM9kPTczdwI,Jimmy Meeks Electric Services Inc.,4.7,34,Electrician,"157 Campbell St, Jackson, TN 38301, United States","J5CG+P3 Jackson, Tennessee, USA",https://www.jimmymeekselectric.com/,+1 731-423-1653,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM8lLWtxjO2EA99T60BBiyZ8zygK2vQCwR8Oqas=w408-h544-k-no,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:18.924Z,,,
https://www.google.com/maps/place/Delta+Electrical+Inc/data=!4m7!3m6!1s0x887ea163bb1efb1b:0x4b4237e2e9017e62!8m2!3d35.6513576!4d-88.7940798!16s%2Fg%2F1vgw9cvy!19sChIJG_seu2OhfogRYn4B6eI3Qks,Delta Electrical Inc,4.1,22,Electrician,"117 N Conalco Dr, Jackson, TN 38301, United States","M624+G9 Jackson, Tennessee, USA",http://www.deltaelectricalinc.com/,+1 731-554-1756,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gNY8a7oZFKlM1V8Nkkd_tA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.64072&pitch=0&thumbfov=100,false,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:23.773Z,,,
https://www.google.com/maps/place/D+C+Electric+Rebuilders/data=!4m7!3m6!1s0x887ea111a5a5bf15:0x567793beef444d2c!8m2!3d35.6137664!4d-88.8350438!16s%2Fg%2F1tj3lvj8!19sChIJFb-lpRGhfogRLE1E776Td1Y,D C Electric Rebuilders,4.7,18,Electrician,"430 Airways Blvd, Jackson, TN 38301, United States","J577+GX Jackson, Tennessee, USA",https://usmapiz.org/details/d-c-electric-rebuilders-ChIJFb-,+1 731-423-9000,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_jtMGQDAvpncNFSx6lfCbOt8dqUTmm1t1KtFVjwUuImEpwIBHge0iCslZUUqqakpzbn2R8xeVaiXgOZCrQQkzMVADbdEk1dWXjvwr4xBteeEt_UjX3kYS3x6c0-TVSiK5LwLR1w=w426-h240-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:28.507Z,,,
https://www.google.com/maps/place/J2+Company/data=!4m7!3m6!1s0x887c1b08a38688f7:0x8f2cd282ea24f91c!8m2!3d35.6561514!4d-88.849759!16s%2Fg%2F11fr0w2dnn!19sChIJ94iGowgbfIgRHPkk6oLSLI8,J2 Company,5.0,3,Electrical installation service,"38 Old Hickory Cove Suite A100, Jackson, TN 38305, United States","M542+F3 Jackson, Tennessee, USA",http://www.j2companyllc.com/,+1 731-424-5549,,https://lh3.googleusercontent.com/p/AF1QipNmtVRy-lV90Kp-NE7KVbZU9dYyShpUxqMWgbQ5=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:31.321Z,,,
https://www.google.com/maps/place/Jack+Hornsby+Electric+Inc/data=!4m7!3m6!1s0x887ea14454d8a62d:0x6f0d6712297a1c2!8m2!3d35.6344018!4d-88.8526155!16s%2Fg%2F1tdq_gs7!19sChIJLabYVEShfogRwqGXInHW8AY,Jack Hornsby Electric Inc,5.0,1,Electrician,"230 Commerce Center Cir, Jackson, TN 38301, United States","J4MW+QX Jackson, Tennessee, USA",https://jackhornsbyelectric.com/,+1 731-664-2731,Closed · Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m71bCBqLXp0oDrV2dFnIrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.46225&pitch=0&thumbfov=100,false,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:36.137Z,,,
https://www.google.com/maps/place/Lindsey+Electric/data=!4m7!3m6!1s0x887c1cf398144a3d:0xee256e6be57b5cd6!8m2!3d35.7202298!4d-88.765406!16s%2Fg%2F11f4phg0s0!19sChIJPUoUmPMcfIgR1lx75WtuJe4,Lindsey Electric,4.1,21,Electrician,"3096 Christmasville Rd, Jackson, TN 38305, United States","P6CM+3R Jackson, Tennessee, USA",http://lindseyelectricservice.com/,+1 731-423-1580,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipMFkq5Gy4WUL1X4stpnnnSxoX4evBz24rZoa1Bf=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:41.380Z,,,
https://www.google.com/maps/place/Electric+Motor+Rebuilders+Inc/data=!4m7!3m6!1s0x887e9f8c7f37e321:0x1906ee728033431c!8m2!3d35.5565324!4d-88.8212237!16s%2Fg%2F1tdh4mll!19sChIJIeM3f4yffogRHEMzgHLuBhk,Electric Motor Rebuilders Inc,4.9,29,Electric motor repair shop,"196 Edwards Dr, Jackson, TN 38301, United States","H54H+JG Jackson, Tennessee, USA",http://electricmotorrebuilders.com/,+1 731-427-9691,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m_2Tb6ER_5yLuOAdlswHIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.22711&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:46.412Z,,,
https://www.google.com/maps/place/Kendall+Electric/data=!4m7!3m6!1s0x887c1e1c34f689cf:0xe9b2cf39728559a4!8m2!3d35.6327873!4d-88.7853842!16s%2Fg%2F1whdk33r!19sChIJz4n2NBwefIgRpFmFcjnPsuk,Kendall Electric,4.1,7,Electrical supply store,"25 American Dr, Jackson, TN 38301, United States","J6M7+4R Jackson, Tennessee, USA",http://www.kendallelectric.com/,+1 731-574-2185,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUmgTPiVFJ8PqeistlYm6h2Hwagjltg8ih92qwotKk4VOgxVkJoqQpj7AfnWbW2ASAK4QT_se9Wipnl8A4vT07i5JzId6COJLcOSjWw2IrgaGZYmU60ymtk4gpjC9SfWgsPz5ZdQ=w408-h725-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-01-10T21:49:51.419Z,· In-store shopping · In-store pick-up · Delivery,,
