placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Boxbar+Vascular/data=!4m7!3m6!1s0x54901484fe1f96c3:0x3cb39aa428493393!8m2!3d47.6618474!4d-122.2925732!16s%2Fg%2F11g8dkzxpy!19sChIJw5Yf_oQUkFQRkzNJKKSaszw,Boxbar Vascular,4.9,118,Surgical center,"3216 NE 45th Pl UNIT 207, Seattle, WA 98105, United States","MP64+PX Seattle, Washington, USA",https://boxbarvascular.com/,+1 206-596-3976,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMxUHX49s_BCdOofdsNca2D9YwcvoBepUGTX0Na=w408-h275-k-no,true,8 am–5 pm,9 am–5 pm,8 am–5 pm,Closed,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:08.145Z,,,
https://www.google.com/maps/place/Seattle+Vascular+Surgery/data=!4m7!3m6!1s0x54906ac6971c2941:0xb129fbb8c4431e8e!8m2!3d47.6100869!4d-122.3221134!16s%2Fg%2F12q4wl4fx!19sChIJQSkcl8ZqkFQRjh5DxLj7KbE,Seattle Vascular Surgery,2.9,9,Surgical center,"1229 Madison St #1190, Seattle, WA 98104, United States","JM6H+25 Seattle, Washington, USA",http://seattlevascular.com/,+1 206-322-2000,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMTr1Ko3c5q7ACwjfE14xYsIUORwumigv7KinMp=w408-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:13.350Z,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Seattle/data=!4m7!3m6!1s0x54901156448cb08b:0x577857b24f9fede8!8m2!3d47.7067544!4d-122.322735!16s%2Fg%2F11b6_98q0q!19sChIJi7CMRFYRkFQR6O2fT7JXeFc,USA Vein Clinics - Seattle,3.0,9,Medical clinic,"10564 5th Ave NE Ste 102, Seattle, WA 98125, United States","PM4G+PW Seattle, Washington, USA",https://www.usaveinclinics.com/company/locations/washington/office/seattle/,+1 206-508-8768,,,https://lh3.googleusercontent.com/p/AF1QipPsLpLmTy7pS7BmUIaLxKzvKmwZJFtD2ZpYi5BT=w408-h289-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:18.921Z,,,
https://www.google.com/maps/place/Swedish+Vascular+Surgery+-+First+Hill/data=!4m7!3m6!1s0x54906ac9aa38d1ed:0x345f8714fe5a5cfc!8m2!3d47.6094301!4d-122.3211869!16s%2Fg%2F1tdgz_f1!19sChIJ7dE4qslqkFQR_Fxa_hSHXzQ,Swedish Vascular Surgery - First Hill,4.3,3,Surgical center,"801 Broadway 5th Floor, Suite 500, Seattle, WA 98122, United States","JM5H+QG Seattle, Washington, USA",https://www.swedish.org/locations/first-hill-campus/vascular-surgery?Is=location&y_source=1_OTU3NjkyNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 206-215-5921,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=td_g0E7wW05BHuC3eQq64Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.74164&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:24.929Z,,,
https://www.google.com/maps/place/BoxBar+Beauty/data=!4m7!3m6!1s0x549015de36a34101:0xd6ae00bd44d9b830!8m2!3d47.6618156!4d-122.2926286!16s%2Fg%2F11pr5hr8cj!19sChIJAUGjNt4VkFQRMLjZRL0ArtY,BoxBar Beauty,4.9,46,Medical spa,"first floor suite 105, Lakeview Medical Bldg, 3216 NE 45th Pl, Seattle, WA 98105, United States","MP64+PW Seattle, Washington, USA",http://www.boxbarbeauty.com/,+1 206-596-3976,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPuBFYzOVcZby5ZqOoez9XN3Om5LUC1DFrL3xAU=w408-h327-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:29.911Z,,,
https://www.google.com/maps/place/Vascular+Center+at+UW+Medical+Center+-+Northwest/data=!4m7!3m6!1s0x5490114af741748d:0xe8fc579316cae2bf!8m2!3d47.7137456!4d-122.3355426!16s%2Fg%2F11f7bt1410!19sChIJjXRB90oRkFQRv-LKFpNX_Og,Vascular Center at UW Medical Center - Northwest,3.9,11,Vascular surgeon,"Medical Office Building, 1560 N 115th St #106, Seattle, WA 98133, United States","PM77+FQ Seattle, Washington, USA",https://www.uwmedicine.org/locations/vascular-northwest?utm_source=gmb&utm_medium=organic&utm_campaign=website_clicks,+1 206-668-8383,Open · Closes 4:30 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNtgrvze7YBAYu9WZhnHfvcgauChEnHx6ft5KR7=w408-h262-k-no,true,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,Closed,Closed,8 am–4:30 am,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:34.862Z,,,
https://www.google.com/maps/place/Lumina+Vascular+Health+%26+Laser+Clinic/data=!4m7!3m6!1s0x54904181f7fa503d:0xd631f46f93fc81e!8m2!3d47.5468246!4d-122.3874747!16s%2Fg%2F11k3zc27sx!19sChIJPVD694FBkFQRHsg_-UYfYw0,Lumina Vascular Health & Laser Clinic,5.0,53,Medical clinic,"6075 California Ave SW, Seattle, WA 98136, United States","GJW7+P2 Seattle, Washington, USA",https://luminaseattle.com/,+1 206-979-4459,"Open · Closes 5 pm

Updated by phone call 4 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOOCeJ-pEom7hXP0Ud_x54s0D7MHc_ikBgusmrl=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:40.126Z,,,
https://www.google.com/maps/place/UW+Medicine+Vascular+and+Endovascular+Surgery+Clinic+at+Harborview/data=!4m7!3m6!1s0x54906ab8372fb3f5:0x1f2a37ad77a5f92b!8m2!3d47.6047183!4d-122.3235328!16s%2Fg%2F1tg6vdj0!19sChIJ9bMvN7hqkFQRK_mld603Kh8,UW Medicine Vascular and Endovascular Surgery Clinic at Harborview,4.0,3,Vascular surgeon,"Norm Maleng Building, 410 9th Ave, Seattle, WA 98104, United States","JM3G+VH Seattle, Washington, USA",https://www.uwmedicine.org/locations/vascular-surgery-harborview?utm_source=extnet&utm_medium=organic&utm_campaign=website_clicks&y_source=1_MTAwODM2MDA3Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 206-520-5000,Open · Closes 4:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP3cF_zav8usruYDffgA8bmPR_mDy8Nx1VxB1-O=w480-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:45.023Z,,,
https://www.google.com/maps/place/Vascular+Surgery/data=!4m7!3m6!1s0x54906b92121e9643:0x9cb7fab9aa014d54!8m2!3d47.6124051!4d-122.3212715!16s%2Fg%2F11h002k75n!19sChIJQ5YeEpJrkFQRVE0Bqrn6t5w,Vascular Surgery,,,Surgical center,"The Polyclinic Broadway, 1145 Broadway, Seattle, WA 98122, United States","JM6H+XF Seattle, Washington, USA",https://polyclinic.com/vascular-surgery,+1 206-860-5581,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LCRRs2lMYvcNZ8m-3ijITw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.92036&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:47.626Z,,,
https://www.google.com/maps/place/Vascular+%26+Surgical+Care+NW+Tan+Swee+Lian+MD/data=!4m7!3m6!1s0x54906acbfb99712d:0xbce1aa7b78a18dde!8m2!3d47.6067038!4d-122.3215379!16s%2Fg%2F1tlzzwrg!19sChIJLXGZ-8tqkFQR3o2heHuq4bw,Vascular & Surgical Care NW Tan Swee Lian MD,4.3,8,Vascular surgeon,"515 Minor Ave # 240, Seattle, WA 98104, United States","JM4H+M9 Seattle, Washington, USA",http://vscnw.com/,+1 206-420-3119,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6YcDVelky_DcVfyRmbOJ4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.11035&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Seattle+Seattle+WA/@47.6061389,-122.3328481,14z",2025-12-16T22:26:52.555Z,,,
