placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error
"https://www.google.com/maps/place/Akron+Children%27s+Pediatrics,+Green/data=!4m7!3m6!1s0x88312b2f3ba1a413:0x86eaf257478344d7!8m2!3d40.9730316!4d-81.4654472!16s%2Fg%2F1tf5qwvc!19sChIJE6ShOy8rMYgR10SDR1fy6oY","Akron Children's Pediatrics, Green",3.9,48,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/locations/Pediatric-Primary-Care-Green.html?y_source=1_MTM0MDEzNzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPGt91J2Gsj77WT0lomwIC2-mES3P5RxKa-OdBT=w408-h267-k-no,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:00.847Z,
"https://www.google.com/maps/place/Leigh+Wells,+DO/data=!4m7!3m6!1s0x88312b2f3ba8b52d:0x5ee8fb7d64e31468!8m2!3d40.9730316!4d-81.4654472!16s%2Fg%2F11g697rmnp!19sChIJLbWoOy8rMYgRaBTjZH376F4","Leigh Wells, DO",4.3,6,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/people/Leigh-Wells-DO.html?y_source=1_MTM0MDA3NDYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kaYbjDCtlZvv8bqbMfYRSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.02838&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:05.458Z,
"https://www.google.com/maps/place/Valeri+Hood,+MD,+FAAP/data=!4m7!3m6!1s0x88312b28cb5053ff:0x3868ed09aa5ed48!8m2!3d40.9730385!4d-81.4654132!16s%2Fg%2F1tdn04mz!19sChIJ_1NQyygrMYgRSO2lmtCOhgM","Valeri Hood, MD, FAAP",5.0,1,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/people/Valeri-Hood-MD.html?y_source=1_MTM0MDAzMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SDPS9-GYtZMJTmyikV78dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.41313&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:10.163Z,
"https://www.google.com/maps/place/Abigail+Vallandingham,+DO/data=!4m7!3m6!1s0x88312b699cdf7cbd:0x681d09f651e60c9f!8m2!3d40.9730316!4d-81.4654472!16s%2Fg%2F11hdq9rycd!19sChIJvXzfnGkrMYgRnwzmUfYJHWg","Abigail Vallandingham, DO",5.0,2,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/people/Abigail-Vallandingham.html?y_source=1_MTM0MDA0NjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP_UIt_Tycok9nDBOi05Alk0rBrQSH_MZSwTnGS=w408-h271-k-no,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:14.660Z,
"https://www.google.com/maps/place/Erin+Armao,+MD/data=!4m7!3m6!1s0x88312b99549681c7:0xd4b4f602a6a2d9fc!8m2!3d40.9730316!4d-81.4654472!16s%2Fg%2F11hdq9tbn4!19sChIJx4GWVJkrMYgR_NmipgL2tNQ","Erin Armao, MD",5.0,4,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/people/Erin-Armao.html?y_source=1_MTM1MzQ4ODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM6dL9La6U9to57iHsgfztqLQht-vUkGq8bU-_u=w408-h271-k-no,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:19.053Z,
"https://www.google.com/maps/place/Akron+Children%27s+Pediatrics,+Barberton/data=!4m7!3m6!1s0x8830d48f37cd1e4b:0xf1102fba51626d8c!8m2!3d41.0097229!4d-81.5849616!16s%2Fg%2F1tl8lby1!19sChIJSx7NN4_UMIgRjG1iUbovEPE","Akron Children's Pediatrics, Barberton",4.4,45,Pediatrician,"566 Robinson Ave, Barberton, OH 44203, United States","2C58+V2 Barberton, Ohio, USA",https://www.akronchildrens.org/locations/Pediatric-Primary-Care-Barberton.html?y_source=1_MTM0MDE0NDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-753-0345,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMQkIV6kc7aG7GAOJEgOIg_5qBrZwhKfTVAtQ2_=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4:30 pm,8:30 am–12 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:23.478Z,
"https://www.google.com/maps/place/Sharon+McKee,+MD,+FAAP/data=!4m7!3m6!1s0x88312b28cb5053ff:0x113e9e2068313e75!8m2!3d40.9730316!4d-81.4654472!16s%2Fg%2F1ts3lvtg!19sChIJ_1NQyygrMYgRdT4xaCCePhE","Sharon McKee, MD, FAAP",4.0,3,Pediatrician,"1622 East Turkeyfoot Lake Road, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",,+1 330-899-5437,Open · Closes 7 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SDPS9-GYtZMJTmyikV78dQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.41338&pitch=0&thumbfov=100,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8:30 am–12:30 pm,9 am–2 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:27.761Z,
"https://www.google.com/maps/place/Lisa+Eggleston,+MD,+FAAP/data=!4m7!3m6!1s0x8830d48f49cd8b29:0x90422b0a9161a78f!8m2!3d41.0097147!4d-81.5849857!16s%2Fg%2F11dxjwmzb3!19sChIJKYvNSY_UMIgRj6dhkQorQpA","Lisa Eggleston, MD, FAAP",5.0,2,Pediatrician,"566 Robinson Ave, Barberton, OH 44203, United States","2C58+V2 Barberton, Ohio, USA",https://www.akronchildrens.org/people/Lisa-Eggleston-MD.html?y_source=1_MTM0MDA3ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-753-0345,Open · Closes 6 pm,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=T8SKpRiX4ZK3jObGUx6PfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.66057&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4:30 pm,8:30 am–12 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:32.193Z,
"https://www.google.com/maps/place/Kelsie+Moeller,+MD/data=!4m7!3m6!1s0x88312ba043927c4b:0xd5139fbd6a2aa8e1!8m2!3d40.9730831!4d-81.46543!16s%2Fg%2F11jpmk9yy4!19sChIJS3ySQ6ArMYgR4agqar2fE9U","Kelsie Moeller, MD",4.0,1,Pediatrician,"1622 East Turkeyfoot Lake Road Suite 100, Akron, OH 44312, United States","XGFM+6R Akron, Ohio, USA",https://www.akronchildrens.org/people/Kelsie-Moeller.html?y_source=1_MTY5MTMyODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-899-5437,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipNP4W0Nl-BcxTRNhktKDd4MzUyZx8Q7j9B4C0zK=w408-h271-k-no,true,8 am–7 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,8 am–1 pm,8 am–7 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:36.534Z,
"https://www.google.com/maps/place/Akron+Children%27s+Pediatrics,+Portage/data=!4m7!3m6!1s0x88313be219fd9187:0x394d299dffa89197!8m2!3d41.1586428!4d-81.303706!16s%2Fg%2F11fn052d47!19sChIJh5H9GeI7MYgRl5Go_50pTTk","Akron Children's Pediatrics, Portage",4.3,18,Pediatrician,"2497 OH-59, Ravenna, OH 44266, United States","5M5W+FG Ravenna, Ohio, USA",https://www.akronchildrens.org/locations/Pediatric-Primary-Care-Portage.html?y_source=1_MTM0MDE1OTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 330-676-1020,Open · Closes 6 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFJVZCpjNugxeOSCLn-cs8RIkf9GSOIDpf0UsSp5_WzvKRmaXVlkBz5GBd3z78cp3TkQzdGDeO43scOzSrFx6xgUQAr4ys40VeccuMKDZRqURFtHSQ4Qzy4I7UVF3-5-aSn2Ac=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,8:30 am–12 pm,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-02-10T21:53:40.956Z,
