placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/National+Pool+%26+Equipment+Inc/data=!4m7!3m6!1s0x8848d4672a2d6381:0x391c7a3af4abc65c!8m2!3d38.3981182!4d-81.5841489!16s%2Fg%2F1td0tl5v!19sChIJgWMtKmfUSIgRXMar9Dp6HDk,National Pool & Equipment Inc,4.4,11,Swimming pool contractor,"2860 Pennsylvania Ave, Charleston, WV 25302, United States","9CX8+68 Charleston, West Virginia, USA",https://www.aquaticsconnect.com/charleston/services-vendors/national-pool-equipment-inc,+1 304-346-8135,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wa5TwL3F80qSeyTj7siaxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.928894&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:21.846Z,,,
https://www.google.com/maps/place/Leisure+World/data=!4m7!3m6!1s0x884f3296c275abc3:0x7556efdad5649b17!8m2!3d38.3368588!4d-81.7038518!16s%2Fg%2F1trxfd77!19sChIJw6t1wpYyT4gRF5tk1drvVnU,Leisure World,4.0,41,Spa,"1636 Oakhurst Dr, Charleston, WV 25314, United States","87PW+PF Charleston, West Virginia, USA",https://leisureworldpools.com/,+1 304-744-1755,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysCaQjldjJKIvAIiHa5ToPI7b-b0v3BzLZZfAZO-iqv1tG3_V7af-SpPRRw6LD7kZUez0VG6vAXJyheI7GYlVRz9RUjbujzklBkSxCLK2YBexCo53NmNARWzRd8Hj0rCGGSRSf=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:27.725Z,,,
https://www.google.com/maps/place/American+Billiards+%26+Outdoor+Recreation+LLC/data=!4m7!3m6!1s0x8848d32914e796f7:0xfcc97207870d5fce!8m2!3d38.3621825!4d-81.6434736!16s%2Fg%2F1wt3p30l!19sChIJ95bnFCnTSIgRzl8Nhwdyyfw,American Billiards & Outdoor Recreation LLC,4.9,49,Billiards supply store,"312 Lee St W, Charleston, WV 25302, United States","9964+VJ Charleston, West Virginia, USA",https://americanbilliardcompany.net/,+1 304-344-1977,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMRlclGuunk2XQ7HTHF43ER8Zpc_9E1Qy0bsas8=w408-h544-k-no,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:33.269Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/West+Virginia+Pools+%26+Spas/data=!4m7!3m6!1s0x884f3330fe105313:0x72342e7f26be8691!8m2!3d38.3544819!4d-81.7489692!16s%2Fg%2F1tlz_wpw!19sChIJE1MQ_jAzT4gRkYa-Jn8uNHI,West Virginia Pools & Spas,4.0,24,Swimming pool supply store,"5637 MacCorkle Ave SW, South Charleston, WV 25309, United States","9732+QC South Charleston, West Virginia, USA",https://www.facebook.com/wvpoolsandspas,+1 304-549-2364,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdSPSc_Xu1VvfXkZvUZbuiueSCf2-YVApSOA24RWt8sgP3zYrcGw8Ih69XEKD9ghQ-BOjgNvwl6cPRyjhw-HLt2ehHqqnLuulxiIIOQ6gRwdsrV7XRAIaf5pKZYhE2o4c6BTd3DQ=w408-h544-k-no,true,10 am–5 pm,10 am–5 pm,Closed,10 am–5 pm,10 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:39.027Z,,,
https://www.google.com/maps/place/ClearWater+Solutions/data=!4m7!3m6!1s0x884f33003bef11bd:0xd4fec3844c9393b2!8m2!3d38.3368588!4d-81.7038518!16s%2Fg%2F11w9pjp014!19sChIJvRHvOwAzT4gRspOTTITD_tQ,ClearWater Solutions,5.0,11,Swimming pool supply store,"1636 Oakhurst Dr, Charleston, WV 25314, United States","87PW+PF Charleston, West Virginia, USA",http://www.clearwatercharlestonwv.com/,+1 304-744-1755,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOzbNRf3zKvZJ5LPxL6WB2quZADsn-EEDQA3jgb=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:44.349Z,· In-store shopping · Kerbside pickup · Delivery,Identifies as women-owned,
https://www.google.com/maps/place/Leisure+Pools+of+Charleston/data=!4m7!3m6!1s0x884f32d75b91abaf:0x1179e0f0c6873e04!8m2!3d38.3542147!4d-81.7468296!16s%2Fg%2F1tffdx59!19sChIJr6uRW9cyT4gRBD6HxvDgeRE,Leisure Pools of Charleston,3.7,16,Swimming pool contractor,"5608 MacCorkle Ave SW, Charleston, WV 25309, United States","9733+M7 Charleston, West Virginia, USA",http://www.leisurepoolswv.com/,+1 304-346-7665,Closes soon ⋅ 4 pm ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdX4bvFj6aX7kWQkVaVSoezcP--Hwv9bCd4PpELWZfl-ST3fWQSjrFfWcA2sI2tymQamUuA9MfZpUvTyS_KsvHgcPW1fruA65tmunTJ4KQZi3PNHKPCwE6maVx13ceZ739LH2d=w426-h240-k-no,false,8 am–4 pm,8 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:49.302Z,,,
https://www.google.com/maps/place/Lorrison+Pools+%26+Spas/data=!4m7!3m6!1s0x884f32cb3ed46173:0x34848451c9441cfe!8m2!3d38.3590819!4d-81.7185267!16s%2Fg%2F1x5fc1cs!19sChIJc2HUPssyT4gR_hxEyVGEhDQ,Lorrison Pools & Spas,3.8,63,Swimming pool supply store,"4020 MacCorkle Ave SW, South Charleston, WV 25309, United States","975J+JH South Charleston, West Virginia, USA",http://lorrisonpoolsandspas.com/,+1 304-768-0200,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwjAD8Zbg09DeMyTPehOa_OVDCLw_9lgrBo2tqia023mWXYTFf8MvvUcUJ3Q6yngLa9DAzKpPyEe0r3e7Gvo8_bxlILZPYBMwpSleG6WDVDyauEImKDesk5FKMUVLsVSfxRvNuK=w408-h259-k-no,false,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:54.610Z,,,
"https://www.google.com/maps/place/POOL+KLEEN+SERVICES,+LLC/data=!4m7!3m6!1s0x8848b599a2d66f33:0xbdf42d5e341fb108!8m2!3d38.449714!4d-81.938314!16s%2Fg%2F11ng6qhqd2!19sChIJM2_Wopm1SIgRCLEfNF4t9L0","POOL KLEEN SERVICES, LLC",4.8,155,Swimming pool repair service,"4495A Teays Valley Road, Scott Depot, WV 25560, United States","C3X6+VM Scott Depot, Teays Valley, WV, USA",https://www.poolkleen.net/,+1 304-941-8373,"Open ⋅ Closes 5 pm

Confirmed by phone call 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPY3lS9tFoPp5sWxXDS0J00qIU-PtRlzOdBrpc7=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:11:59.799Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Jerry+Hilbert+LLC/data=!4m7!3m6!1s0x8848d3606e09989d:0x97ec0e989e36d68!8m2!3d38.3739205!4d-81.605246!16s%2Fg%2F1tcv23wq!19sChIJnZgJbmDTSIgRaG3jienAfgk,Jerry Hilbert LLC,4.4,37,HVAC contractor,"2350 Pennsylvania Ave, Charleston, WV 25302, United States","99FV+HW Charleston, West Virginia, USA",https://www.jerryhilbertllc.com/,+1 304-343-9150,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyLLyVuYD5ZY5_mej8NC7_GMcE4E-uDcMuoqXpxJ7D2mQ3kWWvQaaYzowaJrBPn3UI9NxwcaOrtb3cQH3uK7xD5RaX5-zFq7iq7rKAYpJS9VizcxQyfd2pTlPEQygvF-McTpv9s=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:12:05.028Z,,,
https://www.google.com/maps/place/Royal+Realm+Landscaping+LLC/data=!4m7!3m6!1s0xabf01bbb6a3b469f:0xdd8c17b5c27e9c6a!8m2!3d38.3503425!4d-81.6337473!16s%2Fg%2F11x048m2mn!19sChIJn0Y7arsb8KsRapx-wrUXjN0,Royal Realm Landscaping LLC,4.6,22,Construction company,"232 Capitol St Suite 29, Charleston, WV 25301, United States","9928+4G Charleston, West Virginia, USA",https://www.royalrealmlandscaping.com/,+1 681-222-0021,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3-7J_vPQS9SU-aOAF9FeAfJjgBdjvkGqIHcoZt_jQUa-g68jj3t8xbV2eNVkQMXhEhUyY61Mhyeows7-UW8qXHygaUCFjHorEiNwUr7MmmdQU2iK7xGGT75HeQEnkCH0TNiRr=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Charleston+WV/@38.3498195,-81.6326234,14z",2025-10-27T19:12:10.004Z,,,
