placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Baldwin+County/data=!4m7!3m6!1s0x889a3e218952097d:0x28c9b6aa56271718!8m2!3d30.782556!4d-87.705218!16s%2Fg%2F1hc3d857p!19sChIJfQlSiSE-mogRGBcnVqq2ySg,ASP - America's Swimming Pool Company of Baldwin County,4.8,33,Swimming pool contractor,,,https://www.asppoolco.com/baldwin-county/?utm_source=GMB&utm_medium=organic&utm_campaign=fairhope,+1 251-257-7339,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMV66VNr_RFD2-62XEOvIbIsE-y-3hFB6pyGkS1=w408-h305-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:04.636Z,,,
https://www.google.com/maps/place/Alabama+Poolworks/data=!4m7!3m6!1s0x889a0f1f9ea25a0f:0x80015390289df8ca!8m2!3d30.5056029!4d-87.8871669!16s%2Fg%2F11flrttmbp!19sChIJD1qinh8PmogRyvidKJBTAYA,Alabama Poolworks,4.2,79,Swimming pool supply store,"19267 Greeno Rd, Fairhope, AL 36532, United States","G447+64 Fairhope, Alabama, USA",http://alabamapoolworks.com/,+1 251-929-0809,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuPa1lZU8Uzp1nEPhivVPczsrzOnfs4qXW0XMj6ri-F43QPnUNc8CpAgZN7fj9udfSszaITM6KLkiy7w1RQusVk7jHyzM6h1CzLBjzQ5QdcAPIRFz1FslPjpHhXH_95-NJcRdb=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:10.886Z,· In-store pick-up · Delivery,,
"https://www.google.com/maps/place/Classic+Pools+%26+Patio+Center,+Inc./data=!4m7!3m6!1s0x889a3e65c55ae649:0xeb2a96dcb99a9d09!8m2!3d30.5732846!4d-87.8958241!16s%2Fg%2F1thd7g87!19sChIJSeZaxWU-mogRCZ2audyWKus","Classic Pools & Patio Center, Inc.",4.4,26,Swimming pool supply store,"23902 US-98, Fairhope, AL 36532, United States","H4F3+8M Fairhope, Alabama, USA",https://www.classicpoolandpatio.com/,+1 251-990-3957,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOv-5qIjNhpaNinDzcJWdh2mMKA_Z856yBEWFtp=w425-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:16.292Z,· In-store shopping,,
https://www.google.com/maps/place/Southern+Poolscapes/data=!4m7!3m6!1s0x889a408f8d663141:0x8290501c827e755d!8m2!3d30.5730824!4d-87.8951484!16s%2Fg%2F11bvqj2bf0!19sChIJQTFmjY9AmogRXXV-ghxQkII,Southern Poolscapes,4.4,89,Swimming pool contractor,"23858 US-98, Fairhope, AL 36532, United States","H4F3+6W Fairhope, Alabama, USA",https://southernpoolscapes.com/,+1 251-929-8990,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMDSyRxPkb_oEo5FIDhmnOZgPTJNRYyI4VrZriM=w408-h272-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:21.219Z,,,
https://www.google.com/maps/place/Bob+Lynn+Pool+Services/data=!4m7!3m6!1s0x889a15621534e667:0xe8e3172c795daccd!8m2!3d30.4801086!4d-87.854575!16s%2Fg%2F1tgff457!19sChIJZ-Y0FWIVmogRzaxdeSwX4-g,Bob Lynn Pool Services,5.0,1,Swimming pool contractor,"9903 New Ground Rd, Fairhope, AL 36532, United States","F4JW+25 Fairhope, Alabama, USA",,+1 251-990-5588,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxY01gJrCIVl6o_IVGEqleqIyrvu3coXzMz9VrJ5jmeVljeYw5H7MpKU3XtAo0C16WIslA_IuatybZ7On1aMQk7HZvBgD52DkSvs8ms3wtC-3i7w1rHcXU7zbCXLi4NgBYJUBQ=w408-h725-k-no,false,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:24.127Z,,,
https://www.google.com/maps/place/River+Park+Pools/data=!4m7!3m6!1s0x830f8dcc26e9ba2f:0x4d83beb52fcad93d!8m2!3d30.6128351!4d-87.826657!16s%2Fg%2F11sn_2779r!19sChIJL7rpJsyND4MRPdnKL7W-g00,River Park Pools,5.0,30,Pool cleaning service,,,https://riverparkpools.com/,+1 251-300-9904,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN23fhLnFKso1VXdFE4lSsQcgIjhsjzBECVsEI=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:29.391Z,,,
https://www.google.com/maps/place/Pool+Service+Techs+LLC./data=!4m7!3m6!1s0x8890ee796bb24631:0x4ed52360b93d4d4!8m2!3d30.5807176!4d-87.928324!16s%2Fg%2F11bytsl2zt!19sChIJMUaya3nukIgR1NSTCzZS7QQ,Pool Service Techs LLC.,4.8,65,Pool cleaning service,,,http://poolservicetechs.com/,+1 251-776-2279,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPMXx0u_kg_-5DJBFBk96xSAFR7LoMHf7mBGSHa=w566-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:34.546Z,,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Mobile/data=!4m7!3m6!1s0x889a4b56441feef1:0x157dfa26df8f3252!8m2!3d30.5687!4d-88.170345!16s%2Fg%2F11btl_vv0y!19sChIJ8e4fRFZLmogRUjKP3yb6fRU,ASP - America's Swimming Pool Company of Mobile,4.6,141,Swimming pool repair service,,,https://www.asppoolco.com/mobile/?utm_source=GMB&utm_medium=organic&utm_campaign=mobile,+1 251-274-1419,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNZeI2gCey4rf1WyG0qdeQTmvy5Yq9fgL5x5sM=w408-h305-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:39.729Z,,,
https://www.google.com/maps/place/Premier+Choice+Pools/data=!4m7!3m6!1s0x889a4de5f4e17c79:0x84959d686d3df052!8m2!3d30.5891226!4d-88.2094492!16s%2Fg%2F11jfql_424!19sChIJeXzh9OVNmogRUvA9bWidlYQ,Premier Choice Pools,4.7,106,Swimming pool contractor,"7160 Three Notch Rd, Mobile, AL 36619, United States","HQQR+J6 Mobile, Alabama, USA",,+1 251-298-9194,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOZExNTO0lOdvShFM-4FFRODdcE0m1biRSSWYjr=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:44.484Z,,Identifies as women-owned,
https://www.google.com/maps/place/Swift+Pool+Maintenance+%26+Leak+Detection/data=!4m7!3m6!1s0x21998b19e0378bb:0x4972c8f38247c9b8!8m2!3d30.6693982!4d-88.1534357!16s%2Fg%2F11tbzf22lp!19sChIJu3gDnrGYGQIRuMlHgvPIckk,Swift Pool Maintenance & Leak Detection,4.7,54,Pool cleaning service,"4006 Bourgeois Dr, Mobile, AL 36609, United States","MR9W+QJ Mobile, Alabama, USA",http://www.swiftpoolmaintenance251.com/,+1 251-265-1272,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNYDA4qlh4Er80s5nwlG5itwOFMxnO5pGTTod9t=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Fairhope+Mobile+AL/@30.5229719,-87.9033261,14z",2025-10-27T19:10:49.001Z,,Identifies as Latino-owned,
