placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,error
https://www.google.com/maps/place/Presbyterian+Hospice+in+Santa+Fe+and+Espanola/data=!4m7!3m6!1s0x87185a874f9ad5dd:0x6a25cadeab44486f!8m2!3d35.663827!4d-105.9767597!16s%2Fg%2F1tr7jvl3!19sChIJ3dWaT4daGIcRb0hEq97KJWo,Presbyterian Hospice in Santa Fe and Espanola,3.7,3,Hospice,"1400 Chama Ave, Santa Fe, NM 87505, United States","M27F+G7 Santa Fe, New Mexico, USA",https://www.phs.org/doctors-services/healthcare-at-home/hospice,+1 505-596-4259,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPf74ZrW5PskV8VcuGU0NYMgBPdyiyBOiPDCZSy=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:47:48.255Z,,
https://www.google.com/maps/place/Enchanted+Sky+Hospice/data=!4m7!3m6!1s0x871851143f96d2ab:0x5ee11f40304bc848!8m2!3d35.6590729!4d-105.9489728!16s%2Fg%2F11llppyxgm!19sChIJq9KWPxRRGIcRSMhLMEAf4V4,Enchanted Sky Hospice,5.0,9,Hospice,"1692B Hospital Dr Suite 201A, Santa Fe, NM 87505, United States","M352+JC Santa Fe, New Mexico, USA",http://www.enchantedskyhospice.com/,,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oshQfilvkHsmM06kYF9yuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.68253&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:47:53.998Z,,
https://www.google.com/maps/place/Ambercare/data=!4m7!3m6!1s0x8718508e64c6a089:0x60c34c02b6539f9d!8m2!3d35.6577618!4d-105.9537604!16s%2Fg%2F1tf5l2_2!19sChIJiaDGZI5QGIcRnZ9TtgJMw2A,Ambercare,4.2,48,Hospice,"550-D St Michaels Dr, Santa Fe, NM 87505, United States","M25W+4F Santa Fe, New Mexico, USA",https://ambercare.com/?y_source=1_MTAwMjMyMDU0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 505-982-4098,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM5XdZhbgwZdyP0QnnWDCX0omKIVLgVq5-Bq3oi=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:47:59.507Z,,
https://www.google.com/maps/place/Anvoi+Hospice+Santa+Fe+New+Mexico/data=!4m7!3m6!1s0x8718519e47cabc0f:0x4b35ddfb2bdab7e3!8m2!3d35.6570609!4d-105.9503785!16s%2Fg%2F11w3mrk0vv!19sChIJD7zKR55RGIcR47faK_vdNUs,Anvoi Hospice Santa Fe New Mexico,5.0,4,Hospice,"460 St Michaels Dr ste 803, Santa Fe, NM 87505, United States","M24X+RR Santa Fe, New Mexico, USA",https://anvoihealth.com/hospice-care/new-mexico/santa-fe,+1 575-737-0681,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOpseXrch2f8MBgimLTjzYmCK5ciWGLT_Svk2fm=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:04.481Z,,
https://www.google.com/maps/place/Del+Corazon+Hospice/data=!4m7!3m6!1s0x87185086a33f8bdd:0x86c401a6cc94db59!8m2!3d35.6599746!4d-105.9629742!16s%2Fg%2F1tf5l2_0!19sChIJ3Ys_o4ZQGIcRWduUzKYBxIY,Del Corazon Hospice,4.2,5,Hospice,"811 St Michaels Dr # 207, Santa Fe, NM 87505, United States","M25P+XR Santa Fe, New Mexico, USA",http://www.delcorazonhospice.com/,+1 505-988-2049,Closed ⋅ Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n52yeVf0LsPcJZI9kWjl_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.8911&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:09.232Z,,
https://www.google.com/maps/place/Presbyterian+Palliative+Care+in+Santa+Fe+and+Espanola/data=!4m7!3m6!1s0x87185be50b762ae3:0x2c25706565182d43!8m2!3d35.6637999!4d-105.9768074!16s%2Fg%2F11lzp7f7k5!19sChIJ4yp2C-VbGIcRQy0YZWVwJSw,Presbyterian Palliative Care in Santa Fe and Espanola,,,Pain control clinic,"1400 Chama Ave, Santa Fe, NM 87505, United States","M27F+G7 Santa Fe, New Mexico, USA",https://www.phs.org/doctors-services/healthcare-at-home/palliative-care/santa-fe?utm_source=gmb&utm_medium=organic&utm_campaign=gmblisting&utm_content=_loc_sfespanola_chama_palliative__326,+1 505-988-2211,Open 24 hours,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oEu26N3Y8VGqzwl4KwJjhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.76428&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:14.132Z,,
https://www.google.com/maps/place/Compassus/data=!4m7!3m6!1s0x8718509141917541:0x97ae687a2c4a1805!8m2!3d35.6590729!4d-105.9489728!16s%2Fg%2F11cm7_5fn8!19sChIJQXWRQZFQGIcRBRhKLHporpc,Compassus,3.1,8,Hospice,"1692 Hospital Dr Suite 101, Santa Fe, NM 87505, United States","M352+JC Santa Fe, New Mexico, USA",https://www.compassus.com/locations/new-mexico/santa-fe/?utm_source=google?utm_medium=gbp,+1 505-391-5645,Closed ⋅ Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipPoB5qYvdY_XmKg3YBdPQ0WRcmqAiF6LjR71hao=w439-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:18.912Z,,
"https://www.google.com/maps/place/Community+Palliative+Care+of+Northern+New+Mexico/@35.683048,-105.9275686,17z/data=!3m1!4b1!4m6!3m5!1s0x8718504dcafe5425:0x6d0fea837e25e3ff!8m2!3d35.683048!4d-105.9275686!16s%2Fg%2F11h06m_5rz",Community Palliative Care of Northern New Mexico,,,Hospice,"618-C, E Alameda St, Santa Fe, NM 87501, United States","M3MC+6X Santa Fe, New Mexico, USA",http://cpcnnm.org/contact/,+1 505-983-0111,,,,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:23.697Z,,
https://www.google.com/maps/place/Red+Willow+Hospice/data=!4m7!3m6!1s0x87185b00681e9ad5:0x763bb3c65d29996f!8m2!3d35.6562174!4d-105.9700109!16s%2Fg%2F11y3d6t82y!19sChIJ1ZoeaABbGIcRb5kpXcazO3Y,Red Willow Hospice,5.0,1,Hospice,"1925 Aspen Dr Suite 901A, Santa Fe, NM 87505, United States","M24H+FX Santa Fe, New Mexico, USA",http://www.redwillowhospice.com/,+1 575-737-1811,Closed ⋅ Opens 9 am Thu,LGBTQ+ friendly,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gV6Le5iw6NiT7xsOrvtkNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.02084&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:28.547Z,,
https://www.google.com/maps/place/Scott%27s+House+%7C+Community+Hospice+%26+Respite+House/data=!4m7!3m6!1s0x871851f6f8aee293:0xd282c65dc5ac9f9e!8m2!3d35.6390674!4d-105.9465333!16s%2Fg%2F11jb4h7h1l!19sChIJk-Ku-PZRGIcRnp-sxV3GgtI,Scott's House | Community Hospice & Respite House,4.3,4,Hospice,"287 Rodeo Rd, Santa Fe, NM 87505, United States","J3Q3+J9 Santa Fe, New Mexico, USA",https://scottshouse.org/,+1 505-989-7831,,,https://lh3.googleusercontent.com/p/AF1QipOm_c8dhZyWpVjnzu5c0LKVfhcWyRQyWcNvhCNk=w433-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Santa+Fe+Santa+Fe+NM/@35.6894307,-105.9381944,14z",2025-09-17T23:48:31.367Z,,
