placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Michelle+A+Thomas,+CPA+PLLC+%28YourFavoriteCPA%29/data=!4m7!3m6!1s0x8651ff3d4cce0a67:0xfe1061dfcd309b5f!8m2!3d32.7591143!4d-97.8065878!16s%2Fg%2F11j7dqgcyt!19sChIJZwrOTD3_UYYRX5swzd9hEP4","Michelle A Thomas, CPA PLLC (YourFavoriteCPA)",5.0,21,Certified public accountant,"610 Palo Pinto St, Weatherford, TX 76086, United States","Q55V+J9 Weatherford, Texas, USA",https://yourfavoritecpa.com/,+1 817-596-8060,Closed ⋅ Opens 9 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN7oOlFJPcQFCYfgD4-iYcGpzfTfi_MEZQXS5oN=w425-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:00.968Z,,,
https://www.google.com/maps/place/Snow+Garrett+Williams+Certified+Public+Accountants/data=!4m7!3m6!1s0x864e02010a2d2217:0x30e2507ed5aa9e2b!8m2!3d32.7444114!4d-97.7813644!16s%2Fg%2F1tdl1zj9!19sChIJFyItCgECToYRK56q1X5Q4jA,Snow Garrett Williams Certified Public Accountants,4.8,6,Tax preparation service,"1207 Santa Fe Dr, Weatherford, TX 76086, United States","P6V9+QF Weatherford, Texas, USA",http://www.sgwcpas.com/,+1 817-596-9301,"Closed ⋅ Opens 8 am Mon

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFAaN4BIFGquCeaA2On_PqzoSEYDanCfmfvR01qEpux9Z0_IKlikA1AsPqYEJ0B-bu1UH8vDK30C-HXAfjPRHsMpqPJmOc4YsOWOWA8jSikbWlsumnDgXCtAnP4pRBs5ZBhrJG=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:06.528Z,,,
https://www.google.com/maps/place/George+Morgan+Sneed/data=!4m7!3m6!1s0x8651fdf6d5b6e4c1:0x7ca895b2ff089240!8m2!3d32.7331648!4d-97.7906055!16s%2Fg%2F1v3kngyn!19sChIJweS21fb9UYYRQJII_7KVqHw,George Morgan Sneed,4.7,13,Certified public accountant,"1849 Wall St, Weatherford, TX 76086, United States","P6M5+7Q Weatherford, Texas, USA",http://www.gms-cpa.com/,+1 817-596-4896,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np_rE_3bkncFhIaXNSTrX1mbDfNHmxNx34eebchHNXrzkPXTFQXHhxaxcEMFNBkW1lC-wUDOm6YbWFyTmlSR9pA2NFNZEj0V5vuAzlHCCj52EwDL3BM3AtbNLnuTOm9m1qt5m0u=w408-h324-k-no,false,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:11.979Z,,,
"https://www.google.com/maps/place/Addington+Jones,+CPAs/data=!4m7!3m6!1s0x8651ff1458115193:0xfcc7ca514803f1d5!8m2!3d32.7587865!4d-97.7983156!16s%2Fg%2F11smkrqhyx!19sChIJk1ERWBT_UYYR1fEDSFHKx_w","Addington Jones, CPAs",5.0,2,Certified public accountant,"102 Houston Ave Suite 202, Weatherford, TX 76086, United States","Q652+GM Weatherford, Texas, USA",http://www.addingtoncpa.net/,+1 817-573-2484,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xRaOdDdnjRRfIUGLxz2-1Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=190.18823&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:14.865Z,,,
https://www.google.com/maps/place/McCarty+CPA+PLLC/data=!4m7!3m6!1s0x864e0202273a9231:0x623055533994c1ff!8m2!3d32.7530925!4d-97.7893898!16s%2Fg%2F1tczqs0j!19sChIJMZI6JwICToYR_8GUOVNVMGI,McCarty CPA PLLC,5.0,5,Accountant,"544 Santa Fe Dr, Weatherford, TX 76086, United States","Q636+66 Weatherford, Texas, USA",http://www.mccarty-cpa.com/,+1 817-596-5577,,,https://lh3.googleusercontent.com/p/AF1QipOort8Iks8uj1rd6ax9toULGUonmb-r3X1ZkP22=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:17.711Z,,,
https://www.google.com/maps/place/Lone+Star+Tax/data=!4m7!3m6!1s0x8651fe3ab99c0001:0xb5abe08e7a744eec!8m2!3d32.7788064!4d-97.79684!16s%2Fg%2F11h5q8klqw!19sChIJAQCcuTr-UYYR7E50eo7gq7U,Lone Star Tax,5.0,10,Tax preparation service,"1616 N Main St, Weatherford, TX 76086, United States","Q6H3+G7 Weatherford, Texas, USA",https://lonestartaxes.com/contact.php,+1 817-594-2104,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DUJNBXfimG5qdSq6D_1xCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=85.55208&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:20.501Z,,,
"https://www.google.com/maps/place/Randall+H.+Anderson,+CPA,+P.C./data=!4m7!3m6!1s0x864e021b20be4aef:0x70b498e7bbc687f6!8m2!3d32.7393449!4d-97.7731192!16s%2Fg%2F1wk6_52g!19sChIJ70q-IBsCToYR9ofGu-eYtHA","Randall H. Anderson, CPA, P.C.",3.0,4,Certified public accountant,"1706 Santa Fe Dr, Weatherford, TX 76086, United States","P6QG+PQ Weatherford, Texas, USA",http://www.rha-cpa.com/,+1 817-599-5522,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rKTlM_xMQRsJ-gbWG8vDrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.4474&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:25.382Z,,,
"https://www.google.com/maps/place/Coburn,+Chessher+%26+Walker+CPAs+PC/data=!4m7!3m6!1s0x864e0159f4be1b5f:0xec0fdaebecfdbb70!8m2!3d32.7574605!4d-97.7008528!16s%2Fg%2F1v940gn0!19sChIJXxu-9FkBToYRcLv97OvaD-w","Coburn, Chessher & Walker CPAs PC",4.7,15,Certified public accountant,"3115 Fort Worth Hwy #100, Weatherford, TX 76087, United States","Q74X+XM Weatherford, Texas, USA",https://www.ccwcpas.com/,+1 817-613-0384,"Closed ⋅ Opens 8:30 am Mon

Updated by others 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPWBYQGaWZKZBtr98-3dmYQDzyd2Ia4ecek2rsJ=w686-h240-k-no,true,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:30.453Z,,,
"https://www.google.com/maps/place/Mitchell+Casey+CPA/@32.7444307,-97.7813403,17z/data=!3m1!4b1!4m6!3m5!1s0x864e02010a2d2217:0x78a7948529dd498e!8m2!3d32.7444307!4d-97.7813403!16s%2Fg%2F1tfzblgk",Mitchell Casey CPA,5.0,1,Accountant,"1207 Santa Fe Dr, Weatherford, TX 76086, United States","P6V9+QF Weatherford, Texas, USA",,+1 817-596-9301,Closed ⋅ Opens 9 am Mon,,,false,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:37.622Z,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x8651fdf5bee38b2b:0xbeb13cce4c99c37c!8m2!3d32.7273374!4d-97.7875606!16s%2Fg%2F1tlgyc32!19sChIJK4vjvvX9UYYRfMOZTM48sb4,H&R Block,4.7,285,Tax preparation service,"2529 S Main St Ste 101, Weatherford, TX 76087, United States","P6G6+WX Weatherford, Texas, USA",https://www.hrblock.com/tax-office-near-me/texas/weatherford/42065/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 817-594-6809,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipN6HsNJlKhgnzTiQLmkVoZjM8w0OTzhycwW7nAU=w426-h240-k-no,true,12–4 pm,10 am–4 pm,Closed,10 am–4 pm,12–6 pm,Closed,12–4 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Weatherford+Weatherford+TX/@32.7592955,-97.7972544,14z",2025-10-19T17:36:42.513Z,,,
