placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Chop+%26+Drop+Tree+Service+LLC/data=!4m7!3m6!1s0x89ba9514c37ad7cb:0xd242fb9b2bcd74f!8m2!3d36.8220699!4d-76.11783!16s%2Fg%2F11pwtpl3k2!19sChIJy9d6wxSVuokRT9e8srkvJA0,Chop & Drop Tree Service LLC,4.7,460,Tree service,"633 Water Oak Rd, Virginia Beach, VA 23452, United States","RVCJ+RV Virginia Beach, Virginia, USA",https://www.chopanddroptrees.com/,+1 757-305-4034,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFS8QWHl3yqLz3tbHk5uEi6roh8ADZFiK9kIN2JctaXDOCJp4ayA_gn6RhBL1FP45cqPOgnXjn5zqb17LFWWjjkOHKh9vyr1xUSoxQe5dB-vxdeNLo2MpYBqDfv9WHpG3wDCsx2Vg=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:07.288Z,,,
"https://www.google.com/maps/place/Art-Is-Tree,+LLC/data=!4m7!3m6!1s0x8229f2bad984dc39:0xaedba4114c7980de!8m2!3d36.8133522!4d-76.1255543!16s%2Fg%2F11pdcxfcvk!19sChIJOdyE2bryKYIR3oB5TBGk264","Art-Is-Tree, LLC",5.0,127,Tree service,"2597 nestlebrook trail, Virginia Beach, VA 23456, United States","RV7F+8Q Virginia Beach, Virginia, USA",http://www.artistreevabeach.com/,+1 757-319-5131,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH6NaKGvXCjICqB0szx0v3VsG1EUmE4zX7UeAeXDvqsNbGKi9Ab7MgfoUZpIdIGrYQMpeJQPqOz_1f3fL6tVrIloGph9J5aFTU0MLRmy_s8tQ0sKmF69k4-o38gXHAdet_ToUDrI9VfRh6g=w408-h467-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:13.402Z,,,
https://www.google.com/maps/place/Kono+Tree+Care/data=!4m7!3m6!1s0x89baea9bab195555:0xb21725899e764dea!8m2!3d36.7745471!4d-76.1155205!16s%2Fg%2F11rnb3df56!19sChIJVVUZq5vquokR6k12noklF7I,Kono Tree Care,4.9,254,Tree service,"3841 Buckhorn Pl, Virginia Beach, VA 23456, United States","QVFM+RQ Virginia Beach, Virginia, USA",http://konotreecare.com/,+1 757-202-4788,"Open 24 hours

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpatojzIOmvIW2JW4g7GUB3N-eBYUhCEPcFxqBVitb35dSfKrv58TFs_UlrwRpA7bPSSXq0jfzvsrFXVCdEvR5gXdWAvynf7PMCCdWSTc1HfRZMhOPvfD0qmCgZCvgi9RoJYCu3s1v3zo4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:18.097Z,,,
https://www.google.com/maps/place/Beach+Tree+Care/data=!4m7!3m6!1s0x824535700093523:0x772b5b1d27572aa8!8m2!3d36.8368686!4d-76.0823024!16s%2Fg%2F11k3zb5kwr!19sChIJIzUJAFdTJAgRqCpXJx1bK3c,Beach Tree Care,5.0,53,Tree service,"Golden Maple Dr, Virginia Beach, VA 23452, United States","RWP9+P3 Virginia Beach, Virginia, USA",http://beachtreecare.com/,+1 757-217-6609,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8g5dbSLnao06naHPDPbnuq23-6LThIwYbY9-yF4blESIgzrCdGrk6Icnc2rDIp-tdTHSqTLbfo7nKfXbX96jmpgu6H3aU7lo4t3V7jlkmG24emYLWe-j47T6oBgSN3aAV9Z9O6UWGkiOE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:22.996Z,,,
https://www.google.com/maps/place/AJ%27s+Tree+Removal/data=!4m7!3m6!1s0x89ba9583b60a2b9d:0x6133b7cdb1b38cbf!8m2!3d36.8282352!4d-76.1331464!16s%2Fg%2F11frt5p7yh!19sChIJnSsKtoOVuokRv4yzsc23M2E,AJ's Tree Removal,4.9,91,Tree service,"464 Investors Pl Suite 204G, Virginia Beach, VA 23452, United States","RVH8+7P Virginia Beach, Virginia, USA",https://www.ajstreeremovalva.com/,+1 757-906-4493,"Closed · Opens 9 am

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeXS-_A66yx3JvdqIQB3O_H0WCk6NMe_7s3Xxuz_njqimH6kv456jeqbfkXSCYAqxzXKo23yYwGPOtQBdvMXRKHXm75rybPr42pcZLvjRgn45JbTh2TX1VDpZy5THVRcNBXqZn=w408-h290-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–1 pm,Closed,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:27.765Z,true,,
https://www.google.com/maps/place/Arbor+Experts/data=!4m7!3m6!1s0xa201fdd47893c239:0x5a43958793770f3!8m2!3d36.8850323!4d-76.0983338!16s%2Fg%2F11sst_hr02!19sChIJOcKTeNT9AaIR83A3eVg5pAU,Arbor Experts,5.0,209,Tree service,"1548 W Little Neck Rd, Virginia Beach, VA 23452, United States","VWP2+2M Virginia Beach, Virginia, USA",http://www.arborexpertsva.com/,+1 757-500-8733,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBlZplFpEUYQ-f0OjCaBJLsJgD1p4--MzoMsXDdULg77s5HlOXGONfqa_wJr78zceXJGnWB_nGVFSd0l4768eW2tvbRm-8HTSla6FL3dUkw8ACEEoY5WGlXkVBSo33S7bRGBjIfOy-MyH2=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:32.829Z,,,
https://www.google.com/maps/place/A+Top+To+Bottom+Tree+%26+Lawn/data=!4m7!3m6!1s0x89ba970a41b65c5b:0x33d145ad7f7a2f41!8m2!3d36.8825152!4d-76.186547!16s%2Fg%2F11m2sdcdm_!19sChIJW1y2QQqXuokRQS96f61F0TM,A Top To Bottom Tree & Lawn,5.0,17,Tree service,"1122 Priddy Ln, Virginia Beach, VA 23455, United States","VRM7+29 Virginia Beach, Virginia, USA",http://www.atoptobottomtreeservice.com/,+1 757-232-9197,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGU82HqsJZrmkUGLp__N0pSWAOQ1Xv7tkNI4NHcY4slN04cSWOb0EwVrz-feCMLqvISwEz4iNSoQpcGmQHf67Xz8mydRKAXVTQMGZN8X75sjVZsL1-VkIIgx8m2V1o9jJENsys=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:37.763Z,,,
https://www.google.com/maps/place/Daisy+Cutter+Stump+Grinding/data=!4m7!3m6!1s0x89ba95e7239a4b39:0x40964f2eafdb2165!8m2!3d36.855818!4d-76.1056068!16s%2Fg%2F11g0tps8q9!19sChIJOUuaI-eVuokRZSHbry5PlkA,Daisy Cutter Stump Grinding,4.8,46,Tree service,"3804 Thalia Dr, Virginia Beach, VA 23452, United States","VV4V+8Q Virginia Beach, Virginia, USA",,+1 757-778-0070,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1mwwwe7ytyahFEs9d6Do97Y-vR1tm6URl3aSBWKWdxBBgGtkAi2goiOOiKrkpDBWQ5gsS51btqy4AyFh4Pq0Wp9pCc_FPjeMHwooAWtxQd19ulTSOPor3pI5Y8ambCbFJXNv_=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:42.529Z,,,
https://www.google.com/maps/place/Cost+Crusher+Tree+Removal/data=!4m7!3m6!1s0x89babe18727449df:0xa1f76d2c6e83bf00!8m2!3d36.8160781!4d-76.1561167!16s%2Fg%2F1v3gstb9!19sChIJ30l0chi-uokRAL-Dbixt96E,Cost Crusher Tree Removal,5.0,16,Tree service,"745 Churchill Dr, Virginia Beach, VA 23464, United States","RR8V+CH Virginia Beach, Virginia, USA",,+1 757-780-7682,Closed · Opens 7 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t8ihgMpWIu5AXzeJJ0s-Mw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.21585&pitch=0&thumbfov=100,true,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7:30 am–5 pm,7 am–10 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:47.527Z,,,
https://www.google.com/maps/place/Arbor+Tree+Care+Inc./data=!4m7!3m6!1s0x89bac1d417368e03:0xd3676e368a46d329!8m2!3d36.791631!4d-76.057524!16s%2Fg%2F11c58ndhtv!19sChIJA442F9TBuokRKdNGijZuZ9M,Arbor Tree Care Inc.,4.8,51,Tree service,"2576 Aviator Dr, Virginia Beach, VA 23453, United States","QWRR+MX Virginia Beach, Virginia, USA",http://www.arbortreecareva.com/,+1 757-425-1995,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCJMsGhkoNMKRV_HxXq_dBZHdYrWS4X8YwVolpmtFBhLJKWfOqx-gzDlq93z43Qf8NlYiTiXYCMVWNIQ0tkR7pGHc7_Q-tMZO9lM9UjOHHFXc4u4JLRKU3RcmIZq2j0Q6z_rOu=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Virginia+Beach+VA/@36.8366822,-76.1576679,14z",2026-04-29T04:53:52.465Z,,,
