placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Jose%27s+Tire+Service+%232/data=!4m7!3m6!1s0x87e234a658c41ced:0x34a2610ac96ae398!8m2!3d41.5232581!4d-90.5897274!16s%2Fg%2F11cjh_4tgn!19sChIJ7RzEWKY04ocRmONqyQphojQ,Jose's Tire Service #2,4.4,266,Tire shop,· In-store shopping · In-store pick-up,"1113 W 4th St, Davenport, IA 52802, United States","GCF6+84 Davenport, Iowa, USA",https://www.josestireservice.com/,+1 563-888-1724,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcvsP95USa32rT7eBGSetfwFZwoEgDT-Z-74X7LSRV5atSWP2gt1UoxByAjl1rRevcxy6nva4KvxbClULCsBqYX7jKnCguVuWXeK8jDjDKCjwiKkvaPTDmV3wVS-UUCu7daN2wEQ=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–2:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:24:39.983Z,,
https://www.google.com/maps/place/My+Mobile+Mechanic/data=!4m7!3m6!1s0x87e2351d99593575:0xdef459575be1d002!8m2!3d41.5378922!4d-90.6154079!16s%2Fg%2F11j2cdf29l!19sChIJdTVZmR014ocRAtDhW1dZ9N4,My Mobile Mechanic,4.9,960,Auto repair shop,,"2525 W Locust St, Davenport, IA 52804, United States","G9QM+5R Davenport, Iowa, USA",https://seodavenport.blogspot.com/?m=1,+1 563-528-3457,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjj2_hQOzuY8dJv6qbA5pbd5hoIyVsT-nCRApz0aFwH1D--qVXf7YojKmYl_3VUUnJkmIWtK5ixmZaaB_tdgebniU8wu-qmfi3WKFpYkJHy4P0IS3GiZ_cMgAG_2fykR1Yr03N=w426-h240-k-no,true,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:24:46.049Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Carter%27s+Quality+Tires/data=!4m7!3m6!1s0x87e3cca39b6e7b2b:0x1abcc5a4d8228263!8m2!3d41.5125024!4d-90.6163996!16s%2Fg%2F11bwpdjtgk!19sChIJK3tum6PM44cRY4Ii2KTFvBo,Carter's Quality Tires,4.1,93,Tire shop,,"2637 Rockingham Rd, Davenport, IA 52802, United States","G97M+2C Davenport, Iowa, USA",,+1 563-424-1375,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBqLcdaVm2m0gJjg2b0L6ogsaEI-zfFSY1fCTnSNvzq6l3_tkqT-_lygnqyq7IXGSu89A2lnvrkT5EvJjvZs5qQ_ijjQWT79XAilEUH8hZjRtjpXCcEcGUM-f19s5IAIe4f9Jo=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:24:51.123Z,,
https://www.google.com/maps/place/River+City+Tire+%26+Automotive/data=!4m7!3m6!1s0x87e234fc77f13751:0x9b446e647cef57c6!8m2!3d41.5550641!4d-90.5701117!16s%2Fg%2F1tm8fjl_!19sChIJUTfxd_w04ocRxlfvfGRuRJs,River City Tire & Automotive,4.8,803,Auto repair shop,,"312 E 35th St, Davenport, IA 52806, United States","HC4H+2X Davenport, Iowa, USA",https://www.greatwater360autocare.com/shops/river-city-tire-automotive,+1 563-386-2700,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCSg6Ro_Wg4ldq1zs1NXxlhwUwiZix3du1eig3lEYhMaSn-QaFdMJcbd4ZB7-0zFGoPkcRDEv1SFOwfIEN2Q0CVinK6CcRZicFgIqC_pe-RLc2hgHdDd8iBJUyBpPSw4EKkyE=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:24:55.976Z,,
https://www.google.com/maps/place/Tires+Plus/data=!4m7!3m6!1s0x87e2350205f94fa7:0xd3a863d15616bceb!8m2!3d41.5597994!4d-90.569264!16s%2Fg%2F1tdml0lm!19sChIJp0_5BQI14ocR67wWVtFjqNM,Tires Plus,4.3,544,Oil change service,,"309 E Kimberly Rd, Davenport, IA 52806, United States","HC5J+W7 Davenport, Iowa, USA",https://www.tiresplus.com/iowa/davenport/309-e-kimberly-rd/?utm_source=google&utm_medium=organic&utm_campaign=localmaps&cmp=oloc_google_localmaps_maps,+1 563-265-0238,"Open · Closes 7 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweooErZrVutraF37zQz1Pgfla955OZVyxA8dHz71mD9nX3FAE2iRcSVWqhs8Hc6DOuzlVvPEwpS5doVvK81gZw8xzwqD8wEtibPKTGUXNYAGP3BH7dZ2FeXRUi1y04rC6HtbZqU_dn-oYJM=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–6 pm,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:00.761Z,LGBTQ+ friendly,
https://www.google.com/maps/place/JEFE%E2%80%99S+Westend+New+and+Used+Tires/data=!4m7!3m6!1s0x87e3cd52254ab31f:0xb1d1e6a2c618541f!8m2!3d41.5160564!4d-90.6086332!16s%2Fg%2F11xh0vwnbt!19sChIJH7NKJVLN44cRH1QYxqLm0bE,JEFE’S Westend New and Used Tires,5.0,22,Tire shop,,"2201 Rockingham Rd, Davenport, IA 52802, United States","G98R+CG Davenport, Iowa, USA",,+1 563-340-5641,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPybGGKe1m7f7MBMdjNq5qGvfW60hqZIfnyOy-XLi_cWSsdOMeybknkZMeb1S5nqO34dEd2-MGNDfgMbYs2QvnJSDNqZ4-IVa5AGmOmPav43T3i-kA_kMI7f8elZjMPlpFoPa8brwrAlYJ=w408-h307-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:05.686Z,,
https://www.google.com/maps/place/Jack%27s+Brake+%26+Alignment/data=!4m7!3m6!1s0x87e3ccadfec411d5:0x417e57889dbc33e8!8m2!3d41.5103735!4d-90.6063522!16s%2Fg%2F1tdcgxyk!19sChIJ1RHE_q3M44cR6DO8nYhXfkE,Jack's Brake & Alignment,4.1,327,Auto repair shop,,"2160 W River Dr, Davenport, IA 52802, United States","G96V+4F Davenport, Iowa, USA",https://jacksbrake.com/,+1 563-323-5554,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNzxFadKCAOIpkoYdCiRPD5MDNPbo8Z5R3IuZWs9MzQElHutKgHyLkR7x9BQSW2lMU-NZ3K99S4JrzZz9VoTSBJk0LjIEP8hsYwJxn-7fRFF0Lf0Zw3Xfi88wp4dMN1oUbvCg=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:10.498Z,,
https://www.google.com/maps/place/Rick+%26+Ken%27s+Complete+Automotive+Repair/data=!4m7!3m6!1s0x87e234a8e152e9a3:0x3585904631484e8e!8m2!3d41.5231303!4d-90.5941577!16s%2Fg%2F1tdyrbfk!19sChIJo-lS4ag04ocRjk5IMUaQhTU,Rick & Ken's Complete Automotive Repair,4.7,89,Auto repair shop,,"1353 W 4th St, Davenport, IA 52802, United States","GCF4+78 Davenport, Iowa, USA",https://rickandkensautomotive.com/,+1 563-324-4229,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNI5E01BiFD81Nr1pNhLVXppEKbkUxPVqz7Eu9E-2GD7NRgn4qD7YH_m_aQtoDJ0_W6cXhvYbPO7THGLw8Fd_3DmRPakbl6OayOSGcWGo0NqDPorXj_eg0dsa0YVFgTS0J4t27=w408-h305-k-no,true,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:15.236Z,,
https://www.google.com/maps/place/Dittmer%27s+Service+Inc/data=!4m7!3m6!1s0x87e234b7c0ba6ccd:0x8902b2afa34b9d59!8m2!3d41.538576!4d-90.593392!16s%2Fg%2F1tl0xx40!19sChIJzWy6wLc04ocRWZ1Lo6-yAok,Dittmer's Service Inc,4.7,140,Auto repair shop,,"1356 W Locust St, Davenport, IA 52804, United States","GCQ4+CJ Davenport, Iowa, USA",https://www.dittmersservice.com/,+1 563-322-3113,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweosVqXJwplwKyUhwnDuHSjX1xx0UnMPe-9R6599YpooD738r4DMvwuELhrgRihhNWTameq89h30RSm6ScbvWIAjYB5QZf03WoTZjnneIB_rp7bwDz3n_xGNqSHEwQzMHIM_zsJZ=w408-h544-k-no,true,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,6 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:19.952Z,,
https://www.google.com/maps/place/All+Tire+Outlet/data=!4m7!3m6!1s0x87e3ccadfec411d5:0x2b3324cfed4b8802!8m2!3d41.5104145!4d-90.6063465!16s%2Fg%2F1td0nkxh!19sChIJ1RHE_q3M44cRAohL7c8kMys,All Tire Outlet,5.0,2,Tire shop,,"2160 W River Dr, Davenport, IA 52802, United States","G96V+5F Davenport, Iowa, USA",,+1 563-326-5554,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertiywg6WWIXRL96tLKZicIJvUTgB_Bu1XYRm6OQcBKm133hwsD-VSz5ZN5sXC-7l-KP6g1FnLsbgXKrmHX_tlcDOAUZk5E34dFI6xfLjfFQzHT36FyOEuRC1XygCENjngfzPZe=w408-h269-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Davenport+IA+IA/@41.5237912,-90.576587,14z",2026-03-23T17:25:25.515Z,,
