placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Lewis+Construction+Akron/data=!4m7!3m6!1s0x88313073d0ca73cd:0x64f8ebdedb02767c!8m2!3d41.0183103!4d-81.5240298!16s%2Fg%2F11bvt339nr!19sChIJzXPK0HMwMYgRfHYC297r-GQ,Lewis Construction Akron,4.9,36,Fire damage restoration service,"2525 S Main St, Akron, OH 44319, United States","2F9G+89 Akron, Ohio, USA",https://www.lewisconstruction.com/,+1 330-968-2100,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqjxi7LCT9U41gt6uKiSP8D8LbjQnnuv_LLXKoEDgMZxgmbqwnqxL7-XhP9Zkpf7nefNcZTZpLlI44yfH4hI_2veC1Y5QTVZofTeeu13le6xlxULQ68YJuwHMuEXG2oZkReroYm=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:10.840Z,,,,
https://www.google.com/maps/place/Dry+Patrol+Akron/data=!4m7!3m6!1s0x88312bc123254beb:0x42aba534e72c662!8m2!3d41.0272803!4d-81.4548681!16s%2Fg%2F119tb2k73!19sChIJ60slI8ErMYgRYsZyTlO6KgQ,Dry Patrol Akron,5.0,100,Water damage restoration service,"1276 Hilbish Ave, Akron, OH 44312, United States","2GGW+W3 Akron, Ohio, USA",https://drypatrolakron.com/,+1 330-733-2010,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowg8SNo_PtZYQ4Mbs6dHzMOuuoudCM4bcgndTNvJ-kqRzQFygpxJe5plp5azUxcRfOURs75ZGUMpi50_R-jwawdWCrJ47gXom6UlO73fjmBToSRdjD5Xo72F2QSf7yNE_4OQPb=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:16.952Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/SERVPRO+of+SE+Summit+County%2FLake+Township/data=!4m7!3m6!1s0x88312b1e9d2a59cd:0x2d696a1266679121!8m2!3d40.9705141!4d-81.4640751!16s%2Fg%2F11q21fmz6g!19sChIJzVkqnR4rMYgRIZFnZhJqaS0,SERVPRO of SE Summit County/Lake Township,5.0,28,Water damage restoration service,"3333 Massillon Rd Suite 14, Akron, OH 44312, United States","XGCP+69 Akron, Ohio, USA",https://www.servpro.com/locations/oh/servpro-of-se-summit-county-lake-township?utm_medium=organic&utm_source=gbp,+1 330-786-0505,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqzsF5LDH5E2hwh1seYt2zmLF-MbZ2UF4Zmt5Y8cgLbPSR8tPQBv66m_llZpXuaeQulEbZg1S7iY6_bsA8TYy6zO1oz8pVEyDB83LhXGN2jtQ19XvA0whInk7P4Z7QIDTRsR451_UoMFun=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:21.884Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/SERVPRO+of+West+Akron/data=!4m7!3m6!1s0x8830d62322ff4547:0xf5014b57bda34977!8m2!3d41.0750212!4d-81.5237319!16s%2Fg%2F11hdb1vrxj!19sChIJR0X_IiPWMIgRd0mjvVdLAfU,SERVPRO of West Akron,4.8,115,Water damage restoration service,"388 S Main St Suite 440, Akron, OH 44311, United States","3FGG+2G Akron, Ohio, USA",https://www.servpro.com/locations/oh/servpro-of-west-akron?utm_medium=organic&utm_source=gbp,+1 330-800-1208,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqqoij9WhNh3W7hViVPwn4w0BStMm0MXYrw3hb4XdiVHvy3bXRbSg1AmKpTapZExTiIltjujrC0LNnJMvbVQxCGuCB-hxr_8E6qM3g49eqRUzWwPWHrgeWdXVjmkWFfb5-oBJYj=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:26.856Z,,,,
https://www.google.com/maps/place/RFD+Services/data=!4m7!3m6!1s0x8830d547e6663d2f:0xb1b3a68cb9fc3859!8m2!3d40.9450815!4d-81.5686669!16s%2Fg%2F11bzt815v4!19sChIJLz1m5kfVMIgRWTj8uYyms7E,RFD Services,4.8,59,Water damage restoration service,"5884 Manchester Rd, Akron, OH 44319, United States","WCWJ+2G Akron, Ohio, USA",https://rfdservices.com/,+1 330-970-6783,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepK_emoKrBeoQBr4HgqMuoQI4kcgtcs047aIDThe555Ye7traDlsQCf_NXJicWAS0_VFsSb5xyVQVdXlZX7T9m8JrvrK-raq4rhkxipVhvscdmouaSLdxYve6tuQieXVw-3sNacRA=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:31.662Z,,,,
https://www.google.com/maps/place/Pro+Fix+Home+Repair/data=!4m7!3m6!1s0x88372b3612e04271:0x798c387b96d9d2f6!8m2!3d41.0059571!4d-81.5528095!16s%2Fg%2F1tdbg2ck!19sChIJcULgEjYrN4gR9tLZlns4jHk,Pro Fix Home Repair,4.7,66,Plumber,"1115 Portage Lakes Drive C, Akron, OH 44319, United States","2C4W+9V Akron, Ohio, USA",https://profixakron.com/,+1 330-644-1403,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoywpZzK9NzEz1vmwcBiEzfJOIUl6nthQ4ZWum5n-ejIIXWln9-C-s8uyumpExLDkUyuE2vmUw2-eQWuoTqBsBRn2V2XELwbt0gCMcPWc3mdLv2p-YGxlB4altwPOxpOW7YPPCYrIeS0nwP=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:36.785Z,,,,
https://www.google.com/maps/place/PuroClean+of+Akron/data=!4m7!3m6!1s0x417c65af35cdc8b5:0x9589d0dbdce3fb08!8m2!3d41.097508!4d-81.511069!16s%2Fg%2F11rsqq4wmr!19sChIJtcjNNa9lfEERCPvj3NvQiZU,PuroClean of Akron,4.9,27,Water damage restoration service,"465 N Main St, Akron, OH 44310, United States","3FXQ+2H Akron, Ohio, USA",https://www.puroclean.com/akron-oh-puroclean-akron/,+1 330-800-4300,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepO1euyfyLd89a5hByYjYYHFmN-s3F-eVEC-hmgBS4NjlVuwSO_dvaDQ7hc1V8EB6drkCDuSRClRBfaKdCVB4ZcGC7_3Vidsh_UKVSYaSYp_BDOCuGk17_IgOHwlhCO41PdrYA4=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:41.684Z,,,,
https://www.google.com/maps/place/Summit+Basement+Company/data=!4m7!3m6!1s0x8830d5db08e9afef:0x415447eb2a7cdc3d!8m2!3d41.0074242!4d-81.5247217!16s%2Fg%2F11h00cgjvd!19sChIJ76_pCNvVMIgRPdx8KutHVEE,Summit Basement Company,4.9,324,Waterproofing service,"2934 S Main St, Akron, OH 44319, United States","2F4G+X4 Akron, Ohio, USA",https://summitbasementco.com/,+1 330-217-2246,"Closed · Opens 7 am Mon

Confirmed by phone call 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPWwrADebrQhWra4FIq913GX9CWTJe8C4J-sS47GActuDZpEDKEfwKg-Km6x_F_3ZvfH7BCDaAhpEu8Slo91bos4Tl0v6PlH4wk3L2eXoEOYiqSmzgLV4wZcV0knCKyX-7vNUYKZ8lPbtE=w426-h240-k-no,true,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:46.600Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Stanley+Steemer/data=!4m7!3m6!1s0x8830d58f042e5c31:0xe8354d75451b977f!8m2!3d41.0212015!4d-81.5235463!16s%2Fg%2F1xgrnl1r!19sChIJMVwuBI_VMIgRf5cbRXVNNeg,Stanley Steemer,4.9,2299,Carpet cleaning service,"76 Hanna Pkwy, Akron, OH 44319, United States","2FCG+FH Akron, Ohio, USA",https://www.stanleysteemer.com/locations/OH/Akron/199,+1 330-785-5336,Opens soon · 12 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerRN78iEO6Ydvn7Lf2ZbOYbu4WtMfBwBVxnxQw8ppFOs2Ku_3XBmDyba4wRYH9BwRT0vyaGYilfo8p3kG9w7rE9oWkecmTHkKwV06KcTPcwTYuqWYBOCeerMmUlRWlIVGyK_IRYSSMmV-Q=w426-h240-k-no,true,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:51.555Z,,,,
https://www.google.com/maps/place/Arbor+Ridge+Construction/data=!4m7!3m6!1s0x88312cfaa2cc7309:0xfc056de826dda371!8m2!3d40.9966519!4d-81.4900139!16s%2Fg%2F11f63xt47x!19sChIJCXPMovosMYgRcaPdJuhtBfw,Arbor Ridge Construction,4.5,20,Construction company,"980A Killian Rd, Akron, OH 44312, United States","XGW5+MX Akron, Ohio, USA",https://arborridgeconstruction.com/,+1 234-716-3424,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepXOhqVUwihH7rt0WbvrJwPeDYQx6f1BIbdShEVOGvYjJjPhm0S-lYGFu-VQLQiEU6ZUzjRxQSckwa-0bdL5_nIXf1PRLpbM6PWySWtS4-QIu1wTvox16ShWCLnGHdCERlvpQJx=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Portage+Lakes+Akron+OH/@41.0072779,-81.5270617,14z",2026-03-23T03:32:56.427Z,,,,
