placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Best+Garage+Door+%26+Gate+Repair+Services/data=!4m7!3m6!1s0x80d953cd4e112819:0x7e0c1d838debea28!8m2!3d32.8244879!4d-117.1027679!16s%2Fg%2F11m9sgbk6g!19sChIJGSgRTs1T2YARKOrrjYMdDH4,Best Garage Door & Gate Repair Services,5.0,314,Garage door supplier,,,https://bestgaragedoor.us/,+1 619-877-6218,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipMI0SqrZrELQcjLJtpbLgeTm7cm4gZPCdkDHHTX=w408-h271-k-no,true,6:30 am–11 pm,6:30 am–11 pm,6:30 am–11 pm,6:30 am–11 pm,6:30 am–11 pm,6:30 am–11 pm,6:30 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:27.766Z,,,
https://www.google.com/maps/place/Garage+Door+Experts/data=!4m7!3m6!1s0x80d95599a1f3d213:0x3856b1e339c5734f!8m2!3d32.7487262!4d-117.1613499!16s%2Fg%2F11v4bs_nvp!19sChIJE9LzoZlV2YART3PFOeOxVjg,Garage Door Experts,5.0,117,Garage door supplier,"3921 Fourth Ave, San Diego, CA 92103, United States","PRXQ+FF San Diego, California, USA",http://sdgaragedoorexperts.com/,+1 619-828-3886,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyzfKEOxRYoEDMk-2NA8Ya-cCJ5dxXMBTXpWo8ihttsdrSFEDqTEoKnGUvTxBAMXMwKPSRHV-0rPyikE7KAhxSEpU45UqPrX8nXqfDOKwGSuy7dNav00nWtVKNEHHz4YS3daQK0=w408-h544-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:34.813Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/ProperShop+Garage+Door+Services/data=!4m7!3m6!1s0x663d70c0d562e73:0x4d1128c971a229ec!8m2!3d32.9171601!4d-117.101385!16s%2Fg%2F11sr60mq4n!19sChIJcy5WDQzXYwYR7CmicckoEU0,ProperShop Garage Door Services,4.9,429,Garage door supplier,,,https://propershopgarage.com/san-diego/,+1 858-544-1561,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipOEYu8ZlCUIrtyOwIdar1oZFo3ARRGzRwee8UdR=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:40.687Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/San+Diego+Garage+Doors+And+Gate+Repair/data=!4m7!3m6!1s0x80d955f8ad9b6b6d:0x629dfc08d21c814d!8m2!3d32.7478366!4d-117.1322054!16s%2Fg%2F11kh_j5rh3!19sChIJbWubrfhV2YARTYEc0gj8nWI,San Diego Garage Doors And Gate Repair,4.8,69,Garage door supplier,"3820 Granada Ave, San Diego, CA 92104, United States","PVX9+44 San Diego, California, USA",,+1 858-263-0068,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMUBPKE2sSozTVKbiH5Ci2OyzIjELbYAmywMsO8=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:47.311Z,,,
https://www.google.com/maps/place/Garage+Door+Medics/data=!4m7!3m6!1s0x80deaa9482ac2b05:0x89bd1a8f3d27ce83!8m2!3d32.7647154!4d-117.1989173!16s%2Fg%2F1tj5lgdg!19sChIJBSusgpSq3oARg84nPY8avYk,Garage Door Medics,4.9,2031,Garage door supplier,"5319 Grant St, San Diego, CA 92110, United States","QR72+VC San Diego, California, USA",https://gdmedics.com/san-diego-ca-garage-door-service/?utm_campaign=gmb,+1 619-273-0530,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPq3bfKRz4vW1_7GXGfnHK-do5SAhj80cZHF-WD=w408-h289-k-no,true,8 am–8 pm,8 am–4 pm,8 am–4 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:53.563Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/San+Diego+Garage+Doors/data=!4m7!3m6!1s0x80d955c747410d65:0x389f4490412c1d1a!8m2!3d32.7528495!4d-117.0622457!16s%2Fg%2F11h1vdnp2k!19sChIJZQ1BR8dV2YARGh0sQZBEnzg,San Diego Garage Doors,4.9,207,Garage door supplier,"4170 Cartagena Dr, San Diego, CA 92115, United States","QW3Q+44 San Diego, California, USA",https://mysdgaragedoors.com/,+1 619-386-2521,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNpSFqLQtk_kzAH3jYRtYjmNLwz4vR9veQBdWnz=w447-h240-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:10:59.834Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/John%27s+Garage+Door+Services/data=!4m7!3m6!1s0x46d01ce905aca675:0xf44b64037588137c!8m2!3d32.7959618!4d-117.1938515!16s%2Fg%2F11s4v6bln4!19sChIJdaasBekc0EYRfBOIdQNkS_Q,John's Garage Door Services,5.0,951,Garage door supplier,"3052 Clairemont Dr STE 5, San Diego, CA 92117, United States","QRW4+9F San Diego, California, USA",https://johnsgaragesd.com/,+1 619-880-5480,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN_b3tUO1K5-3k1RisnSBEzTzyGx5BafIr5-1tS=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:11:05.696Z,,,
https://www.google.com/maps/place/San+Diego+Garage+Door+Service/data=!4m7!3m6!1s0x80d9554509f4d401:0xdbb8fe4cb0b2c477!8m2!3d32.7761559!4d-117.1590574!16s%2Fg%2F11kc7l_85v!19sChIJAdT0CUVV2YARd8SysEz-uNs,San Diego Garage Door Service,4.8,35,Garage door supplier,"7525 Metropolitan Dr Suite 378, San Diego, CA 92108, United States","QRGR+F9 San Diego, California, USA",https://overheaddoorssandiego.com/,+1 619-330-0300,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipO38yp3iT28ZbcLE6JOPq-8cMMb9CpWTNCSbcWp=w647-h240-k-no,true,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,5 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:11:10.796Z,,,
https://www.google.com/maps/place/Rockstar+Garage+Door+Services/data=!4m7!3m6!1s0x80dc075484ef1891:0xa1e7c6731cd232cc!8m2!3d32.8249828!4d-117.1187081!16s%2Fg%2F11b7cgd4_5!19sChIJkRjvhFQH3IARzDLSHHPG56E,Rockstar Garage Door Services,4.9,1108,Garage door supplier,"4455 Murphy Canyon Rd Ste 100, San Diego, CA 92123, United States","RVFJ+XG San Diego, California, USA",https://rsgaragedoorservices.com/,+1 619-930-9854,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipO6ceFmxunsdTtmOj4tCzHaOdn6zO_zgwPpYXbX=w408-h306-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:11:16.509Z,,,
https://www.google.com/maps/place/The+Garage+Door+Pros+of+San+Diego/data=!4m7!3m6!1s0x80d954abcebe9ecd:0xc0fab9bcf550f1da!8m2!3d32.71598!4d-117.1686773!16s%2Fg%2F11x9125x_l!19sChIJzZ6-zqtU2YAR2vFQ9by5-sA,The Garage Door Pros of San Diego,4.8,16,Garage door supplier,"600 Broadway, San Diego, CA 92101, United States","PR8J+9G San Diego, California, USA",https://thegaragedoorpros.us/garage-door-services-san-diego/,+1 619-714-2819,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zusoJL-AieriKw2X8crlIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.78305&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2025-11-07T23:11:22.118Z,,,
